Unnamed: 0,meshcode,linkno,orflg,signcnt,signno,maxspeed,signkeido,signido,signpos,variable,existroad,exlinkno,geometry,Longitude,Latitude,X1,Y1
32,Z513244,10043,1,1,1,40,476998408,123684953,0,0,0,0,,132.49955777777777,34.35693138888889,8271.496273029945,-2535.355394126789
33,Z513244,10139,1,1,1,60,476991788,123685023,0,0,0,0,,132.4977188888889,34.356950833333336,8102.131457146606,-2523.1381794810586
34,Z513244,10167,1,1,1,40,476995267,123788192,0,0,0,0,,132.49868527777778,34.38560888888889,8380.24411928025,656.62335003732
35,Z513244,10179,1,1,1,40,477005912,123820266,0,0,0,0,,132.50164222222222,34.39451833333333,8711.464285020484,1630.6413392460381
36,Z513244,10181,1,1,1,40,477004505,123839347,0,0,0,0,,132.50125138888887,34.39981861111111,8710.427560903365,2221.848577534023
37,Z513244,10191,1,1,1,40,477029436,123855795,0,0,0,0,,132.50817666666666,34.4043875,9378.52118317841,2691.7752532090235
38,Z513244,10243,1,1,1,40,477005928,123833590,0,0,0,0,,132.50164666666666,34.39821944444444,8736.291079593124,2041.956314549985
39,Z513244,10244,1,1,1,60,477007206,123845135,0,0,0,0,,132.50200166666667,34.401426388888886,8790.153339295182,2396.4327119046648
40,Z513244,10286,1,1,1,60,476994392,123771487,0,0,0,0,,132.49844222222222,34.38096861111111,8327.229459183407,142.23415098147234
41,Z513244,10327,1,1,1,40,476997865,123713977,0,0,0,0,,132.49940694444444,34.36499361111111,8310.754712436232,-1638.4982561503712
42,Z513244,10341,1,2,1,60,476997707,123723644,0,0,0,0,,132.49936305555556,34.36767888888889,8324.41864040948,-1339.817483806226
43,Z513244,10341,1,2,2,60,476994296,123745121,0,0,0,0,,132.49841555555557,34.373644722222224,8276.45154993108,-671.5945973410562
44,Z513244,10342,1,1,1,60,476995962,123803546,16,0,0,0,,132.49887833333332,34.389873888888886,8426.17659218132,1129.5777108108741
45,Z513244,10343,1,1,1,60,476995419,123771673,0,0,0,0,,132.4987275,34.38102027777778,8353.857198031852,146.41577472846257
46,Z513244,10344,1,1,1,40,476995627,123778717,0,0,0,0,,132.49878527777778,34.382976944444444,8372.091323101195,363.5629419698962
47,Z513244,10349,1,1,1,40,477008111,123822261,0,0,0,0,,132.50225305555554,34.3950725,8771.39551080577,1688.8908355112362
48,Z513244,10355,1,1,1,60,477007015,123824540,0,0,0,0,,132.50194861111112,34.39570555555556,8747.523538485519,1760.91300883863
49,Z513244,10356,1,1,1,40,477009837,123849991,0,0,0,0,,132.5027325,34.40277527777778,8866.377674320014,2542.3507772117155
50,Z513244,10386,1,1,1,40,476994303,123766515,0,0,0,0,,132.4984175,34.3795875,8315.838612279389,-11.126836650131736
51,Z513244,10388,1,1,1,40,477001130,123813119,0,0,0,0,,132.50031388888888,34.39253305555555,8575.986114713829,1417.2634891718044
52,Z513244,10437,1,1,1,40,477005615,123841931,0,0,0,0,,132.50155972222223,34.40053638888889,8743.568258265732,2299.935631167289
53,Z513244,10492,1,1,1,60,477045791,123864751,0,0,0,0,,132.51271972222222,34.40687527777778,9813.404039285379,2943.452764938207
54,Z513244,10532,1,1,1,40,477002569,123813558,0,0,0,0,,132.5007136111111,34.392655,8613.617776841857,1428.6300511438749
55,Z513244,10580,1,1,1,40,476994390,123777282,0,0,0,0,,132.49844166666668,34.382578333333335,8337.799871403258,321.1411785487726
56,Z513244,10596,1,1,1,60,476995962,123803546,16,0,0,0,,132.49887833333332,34.389873888888886,8426.17659218132,1129.5777108108741
57,Z513244,10606,1,1,1,40,476994164,123787680,0,0,1,10592,,132.49837888888888,34.385466666666666,8351.075037110131,642.4930176938651
58,Z513244,10719,1,1,1,30,477068577,123912495,0,0,0,0,,132.51904916666666,34.4201375,10483.716153221321,4382.8551073240815
