,meshcode,tnodeno,snodeno,enodeno,tlanesu,lanesu,hodo,sokusen,high,laneno,klanecd,flanecd,ysnodeno,yenodeno,geometry
0,513253,79,79,80,3,3,1,2,2,0,0,0,0,0,
1,513253,79,79,334,1,1,1,2,2,0,0,0,0,0,
2,513253,79,79,2210,1,1,2,1,2,0,0,0,0,0,
3,513253,79,79,9990,3,3,1,2,2,0,0,0,0,0,
4,513253,79,80,79,3,3,1,2,2,1,1,2,0,0,
5,513253,79,80,79,3,3,1,2,2,2,1,2,0,0,
6,513253,79,80,79,3,3,1,2,2,3,1,2,0,0,
7,513253,79,334,79,1,1,1,2,2,1,1,2,0,0,
8,513253,79,2210,79,1,1,2,2,2,1,3,2,0,0,
9,513253,79,9990,79,3,3,1,2,2,1,1,2,0,0,
10,513253,79,9990,79,3,3,1,2,2,2,1,2,0,0,
11,513253,79,9990,79,3,3,1,2,2,3,1,2,0,0,
12,513253,81,81,2220,1,1,2,2,2,0,0,0,0,0,
13,513253,81,81,6363,1,1,1,2,2,0,0,0,0,0,
14,513253,81,81,6381,2,2,1,2,2,0,0,0,0,0,
15,513253,81,81,6424,2,2,1,2,2,0,0,0,0,0,
16,513253,81,2220,81,1,1,2,2,2,1,3,2,0,0,
17,513253,81,6363,81,1,1,1,2,2,1,1,2,0,0,
18,513253,81,6381,81,2,2,1,2,2,1,1,2,0,0,
19,513253,81,6381,81,2,2,1,2,2,2,1,2,0,0,
20,513253,81,6424,81,2,2,1,2,2,1,1,2,0,0,
21,513253,81,6424,81,2,2,1,2,2,2,1,2,0,0,
22,513253,82,82,1435,1,1,2,2,2,0,0,0,0,0,
23,513253,82,82,6391,2,2,1,2,2,0,0,0,0,0,
24,513253,82,82,6431,1,1,1,2,2,0,0,0,0,0,
25,513253,82,82,9677,2,2,1,2,2,0,0,0,0,0,
26,513253,82,1435,82,1,1,2,2,2,1,3,2,0,0,
27,513253,82,6391,82,3,2,1,2,2,1,1,1,82,6431,
28,513253,82,6391,82,3,2,1,2,2,2,1,2,82,9677,
29,513253,82,6391,82,3,2,1,2,2,3,1,2,82,1435,
30,513253,82,6391,82,3,2,1,2,2,3,1,2,82,9677,
31,513253,82,6431,82,2,1,1,2,2,1,1,2,82,1435,
32,513253,82,6431,82,2,1,1,2,2,1,1,2,82,9677,
33,513253,82,6431,82,2,1,1,2,2,2,1,1,82,6391,
34,513253,82,9677,82,2,2,1,2,2,1,1,2,0,0,
35,513253,82,9677,82,2,2,1,2,2,2,1,2,0,0,
36,513253,84,84,6010,2,2,1,2,2,0,0,0,0,0,
37,513253,84,84,10106,1,1,2,1,2,0,0,0,0,0,
38,513253,84,84,10107,2,2,1,2,2,0,0,0,0,0,
39,513253,84,6010,84,2,2,1,2,2,1,1,2,0,0,
40,513253,84,6010,84,2,2,1,2,2,2,1,2,0,0,
41,513253,84,10106,84,1,1,1,2,2,1,1,2,0,0,
42,513253,84,10107,84,2,2,1,2,2,1,1,2,0,0,
43,513253,84,10107,84,2,2,1,2,2,2,1,2,0,0,
44,513253,85,85,6002,2,2,1,2,2,0,0,0,0,0,
45,513253,85,85,6004,1,1,2,2,2,0,0,0,0,0,
46,513253,85,85,10041,2,2,1,2,2,0,0,0,0,0,
47,513253,85,6002,85,2,2,1,2,2,1,1,2,0,0,
48,513253,85,6002,85,2,2,1,2,2,2,1,2,0,0,
49,513253,85,6004,85,1,1,2,2,2,1,3,2,0,0,
50,513253,85,10041,85,2,2,1,2,2,1,1,2,0,0,
51,513253,85,10041,85,2,2,1,2,2,2,1,2,0,0,
52,513253,86,86,3301,1,1,2,2,2,0,0,0,0,0,
53,513253,86,86,6002,2,2,1,2,2,0,0,0,0,0,
54,513253,86,86,10883,2,2,1,2,2,0,0,0,0,0,
55,513253,86,3301,86,1,1,2,2,2,1,3,2,0,0,
56,513253,86,6002,86,2,2,1,2,2,1,1,2,0,0,
57,513253,86,6002,86,2,2,1,2,2,2,1,2,0,0,
