,meshcode,linkno,orflg,seccnt,secno,exflg,maxspeed,ssecichi,esecichi,geometry
0,513253,1,2,1,1,1,40,0,10000,
1,513253,167,1,1,1,1,50,0,10000,
2,513253,167,2,1,1,1,50,0,10000,
3,513253,168,2,1,1,1,50,0,10000,
4,513253,169,1,1,1,1,50,0,10000,
5,513253,170,1,1,1,1,50,0,10000,
6,513253,170,2,1,1,1,50,0,10000,
7,513253,171,1,1,1,0,50,0,10000,
8,513253,171,2,1,1,0,50,0,10000,
9,513253,172,2,1,1,1,50,0,10000,
10,513253,173,1,1,1,1,50,0,10000,
11,513253,173,2,1,1,1,50,0,10000,
12,513253,174,1,1,1,1,50,0,10000,
13,513253,174,2,1,1,1,50,0,10000,
14,513253,175,1,1,1,0,50,0,10000,
15,513253,175,2,1,1,1,50,0,10000,
16,513253,176,1,1,1,0,50,0,10000,
17,513253,176,2,1,1,1,50,0,10000,
18,513253,177,1,1,1,0,50,0,10000,
19,513253,177,2,1,1,1,50,0,10000,
20,513253,178,1,1,1,0,50,0,10000,
21,513253,178,2,1,1,0,50,0,10000,
22,513253,180,1,1,1,1,50,0,10000,
23,513253,180,2,1,1,1,50,0,10000,
24,513253,181,1,1,1,1,50,0,10000,
25,513253,181,2,1,1,1,50,0,10000,
26,513253,183,2,1,1,0,50,0,10000,
27,513253,184,1,1,1,1,50,0,10000,
28,513253,184,2,1,1,1,50,0,10000,
29,513253,185,1,1,1,0,50,0,10000,
30,513253,185,2,1,1,1,50,0,10000,
31,513253,186,1,1,1,1,50,0,10000,
32,513253,186,2,1,1,0,50,0,10000,
33,513253,189,1,1,1,1,50,0,10000,
34,513253,189,2,1,1,1,50,0,10000,
35,513253,198,1,1,1,0,50,0,10000,
36,513253,198,2,1,1,1,50,0,10000,
37,513253,199,1,1,1,1,50,0,10000,
38,513253,199,2,1,1,1,50,0,10000,
39,513253,200,1,1,1,1,50,0,10000,
40,513253,200,2,1,1,1,50,0,10000,
41,513253,201,1,1,1,1,50,0,10000,
42,513253,201,2,1,1,1,50,0,10000,
43,513253,202,1,1,1,1,50,0,10000,
44,513253,202,2,1,1,1,50,0,10000,
45,513253,205,1,1,1,1,50,0,10000,
46,513253,205,2,1,1,0,50,0,10000,
47,513253,206,1,1,1,0,50,0,10000,
48,513253,206,2,1,1,0,50,0,10000,
49,513253,208,1,1,1,1,50,0,10000,
50,513253,209,1,1,1,1,50,0,10000,
51,513253,210,1,1,1,1,50,0,10000,
52,513253,210,2,1,1,1,50,0,10000,
53,513253,211,1,1,1,1,50,0,10000,
54,513253,212,1,1,1,1,50,0,10000,
55,513253,213,1,1,1,1,50,0,10000,
56,513253,214,1,1,1,0,50,0,10000,
57,513253,215,1,1,1,1,50,0,10000,
58,513253,216,1,1,1,1,50,0,10000,
59,513253,217,1,1,1,1,50,0,10000,
60,513253,218,1,1,1,1,50,0,10000,
61,513253,218,2,1,1,1,50,0,10000,
62,513253,219,1,1,1,0,50,0,10000,
63,513253,219,2,1,1,1,50,0,10000,
64,513253,220,1,1,1,1,50,0,10000,
65,513253,221,1,1,1,0,50,0,10000,
66,513253,222,1,1,1,1,50,0,10000,
67,513253,222,2,1,1,0,50,0,10000,
68,513253,223,1,1,1,1,50,0,10000,
69,513253,223,2,1,1,1,50,0,10000,
70,513253,224,1,1,1,0,50,0,10000,
71,513253,225,1,1,1,1,50,0,10000,
72,513253,226,2,1,1,1,50,0,10000,
73,513253,227,2,1,1,1,50,0,10000,
74,513253,230,2,1,1,1,50,0,10000,
75,513253,231,2,1,1,1,50,0,10000,
76,513253,232,1,1,1,1,50,0,10000,
77,513253,232,2,1,1,1,50,0,10000,
78,513253,233,1,1,1,0,50,0,10000,
79,513253,233,2,1,1,0,50,0,10000,
80,513253,234,1,1,1,1,50,0,10000,
81,513253,235,1,1,1,1,50,0,10000,
82,513253,236,1,1,1,1,50,0,10000,
83,513253,236,2,1,1,1,50,0,10000,
84,513253,237,1,1,1,1,50,0,10000,
85,513253,237,2,1,1,1,50,0,10000,
86,513253,238,1,1,1,1,50,0,10000,
87,513253,238,2,1,1,1,50,0,10000,
88,513253,239,1,1,1,0,50,0,10000,
89,513253,239,2,1,1,1,50,0,10000,
90,513253,240,1,1,1,1,50,0,10000,
91,513253,240,2,1,1,1,50,0,10000,
92,513253,241,1,1,1,1,50,0,10000,
93,513253,241,2,1,1,1,50,0,10000,
94,513253,251,2,1,1,1,30,0,10000,
95,513253,252,1,1,1,1,40,0,10000,
96,513253,252,2,1,1,1,40,0,10000,
97,513253,253,1,1,1,0,30,0,10000,
98,513253,253,2,1,1,0,30,0,10000,
99,513253,254,1,1,1,1,30,0,10000,
100,513253,254,2,1,1,1,30,0,10000,
101,513253,256,2,1,1,1,30,0,10000,
102,513253,257,2,1,1,1,30,0,10000,
103,513253,258,1,1,1,1,30,0,10000,
104,513253,258,2,1,1,0,30,0,10000,
105,513253,259,1,1,1,0,30,0,10000,
106,513253,259,2,1,1,1,30,0,10000,
107,513253,260,1,1,1,0,30,0,10000,
108,513253,260,2,1,1,1,30,0,10000,
109,513253,261,1,1,1,0,30,0,10000,
110,513253,261,2,1,1,1,30,0,10000,
111,513253,262,2,1,1,1,30,0,10000,
112,513253,263,2,1,1,1,30,0,10000,
113,513253,264,1,1,1,1,40,0,10000,
114,513253,264,2,1,1,0,40,0,10000,
115,513253,265,1,1,1,1,30,0,10000,
116,513253,265,2,1,1,1,30,0,10000,
117,513253,266,1,1,1,1,30,0,10000,
118,513253,266,2,1,1,1,30,0,10000,
119,513253,267,2,1,1,0,30,0,10000,
120,513253,268,2,1,1,1,30,0,10000,
121,513253,269,1,1,1,1,40,0,10000,
122,513253,269,2,1,1,0,40,0,10000,
123,513253,270,1,1,1,0,40,0,10000,
124,513253,270,2,1,1,1,40,0,10000,
125,513253,271,1,1,1,0,40,0,10000,
126,513253,271,2,1,1,0,40,0,10000,
127,513253,272,1,1,1,1,40,0,10000,
128,513253,272,2,1,1,1,40,0,10000,
129,513253,273,1,1,1,0,40,0,10000,
130,513253,273,2,1,1,0,40,0,10000,
131,513253,274,1,1,1,1,40,0,10000,
132,513253,274,2,1,1,1,40,0,10000,
133,513253,275,1,1,1,1,30,0,10000,
134,513253,275,2,1,1,1,30,0,10000,
135,513253,276,1,1,1,1,40,0,10000,
136,513253,276,2,1,1,1,40,0,10000,
137,513253,277,1,1,1,1,40,0,10000,
138,513253,277,2,1,1,1,40,0,10000,
139,513253,278,1,1,1,1,40,0,10000,
140,513253,278,2,1,1,1,40,0,10000,
141,513253,279,1,1,1,1,40,0,10000,
142,513253,279,2,1,1,1,40,0,10000,
143,513253,280,1,1,1,0,40,0,10000,
144,513253,280,2,1,1,0,40,0,10000,
145,513253,281,1,1,1,1,40,0,10000,
146,513253,281,2,1,1,1,40,0,10000,
147,513253,282,1,1,1,1,30,0,10000,
148,513253,282,2,1,1,0,30,0,10000,
149,513253,283,1,1,1,1,40,0,10000,
150,513253,283,2,1,1,1,40,0,10000,
151,513253,284,1,1,1,1,40,0,10000,
152,513253,285,1,1,1,1,40,0,10000,
153,513253,286,1,1,1,0,40,0,10000,
154,513253,286,2,1,1,0,40,0,10000,
155,513253,287,2,1,1,1,40,0,10000,
156,513253,288,2,1,1,0,40,0,10000,
157,513253,289,1,1,1,0,40,0,10000,
158,513253,289,2,1,1,1,40,0,10000,
159,513253,290,1,1,1,0,50,0,10000,
160,513253,291,1,1,1,0,50,0,10000,
161,513253,292,1,1,1,1,40,0,10000,
162,513253,293,1,1,1,1,50,0,10000,
163,513253,296,1,1,1,1,40,0,10000,
164,513253,296,2,1,1,1,40,0,10000,
165,513253,298,1,1,1,0,40,0,10000,
166,513253,298,2,1,1,0,40,0,10000,
167,513253,299,1,1,1,1,50,0,10000,
168,513253,300,1,1,1,1,50,0,10000,
169,513253,301,1,1,1,0,50,0,10000,
170,513253,302,1,1,1,1,50,0,10000,
171,513253,303,1,1,1,1,50,0,10000,
172,513253,304,1,1,1,1,50,0,10000,
173,513253,305,1,1,1,1,50,0,10000,
174,513253,306,1,1,1,0,50,0,10000,
175,513253,307,1,1,1,1,40,0,10000,
176,513253,307,2,1,1,1,40,0,10000,
177,513253,308,1,1,1,1,40,0,10000,
178,513253,308,2,1,1,1,40,0,10000,
179,513253,310,2,1,1,1,40,0,10000,
180,513253,311,1,1,1,1,40,0,10000,
181,513253,311,2,1,1,1,40,0,10000,
182,513253,312,1,1,1,1,40,0,10000,
183,513253,312,2,1,1,1,40,0,10000,
184,513253,313,1,1,1,1,40,0,10000,
185,513253,313,2,1,1,1,40,0,10000,
186,513253,315,2,1,1,1,40,0,10000,
187,513253,316,2,1,1,1,40,0,10000,
188,513253,317,1,1,1,0,50,0,10000,
189,513253,318,1,1,1,0,40,0,10000,
190,513253,318,2,1,1,0,40,0,10000,
191,513253,319,2,1,1,1,40,0,10000,
192,513253,320,1,1,1,0,30,0,10000,
193,513253,321,1,1,1,0,30,0,10000,
194,513253,323,1,1,1,0,50,0,10000,
195,513253,324,1,1,1,1,50,0,10000,
196,513253,325,1,1,1,0,50,0,10000,
197,513253,326,1,1,1,1,50,0,10000,
198,513253,327,1,1,1,0,40,0,10000,
199,513253,328,1,1,1,1,40,0,10000,
200,513253,329,1,1,1,1,50,0,10000,
201,513253,330,1,1,1,1,30,0,10000,
202,513253,331,1,1,1,1,30,0,10000,
203,513253,332,1,1,1,0,30,0,10000,
204,513253,332,2,1,1,1,30,0,10000,
205,513253,333,1,1,1,1,40,0,10000,
206,513253,333,2,1,1,1,40,0,10000,
207,513253,334,1,1,1,1,40,0,10000,
208,513253,334,2,1,1,1,40,0,10000,
209,513253,335,1,1,1,1,40,0,10000,
210,513253,335,2,1,1,1,40,0,10000,
211,513253,336,1,1,1,1,40,0,10000,
212,513253,336,2,1,1,1,40,0,10000,
213,513253,337,1,1,1,1,40,0,10000,
214,513253,337,2,1,1,1,40,0,10000,
215,513253,339,2,1,1,1,40,0,10000,
216,513253,340,1,1,1,1,50,0,10000,
217,513253,343,1,1,1,1,40,0,10000,
218,513253,343,2,1,1,1,40,0,10000,
219,513253,344,1,1,1,1,40,0,10000,
220,513253,344,2,1,1,1,40,0,10000,
221,513253,345,1,1,1,1,40,0,10000,
222,513253,345,2,1,1,1,40,0,10000,
223,513253,346,1,1,1,0,40,0,10000,
224,513253,346,2,1,1,0,40,0,10000,
225,513253,347,1,1,1,1,40,0,10000,
226,513253,347,2,1,1,1,40,0,10000,
227,513253,348,1,1,1,1,40,0,10000,
228,513253,348,2,1,1,0,40,0,10000,
229,513253,349,1,1,1,1,40,0,10000,
230,513253,349,2,1,1,1,40,0,10000,
231,513253,350,1,1,1,1,40,0,10000,
232,513253,350,2,1,1,1,40,0,10000,
233,513253,351,1,1,1,1,40,0,10000,
234,513253,351,2,1,1,0,40,0,10000,
235,513253,352,1,1,1,1,40,0,10000,
236,513253,352,2,1,1,0,40,0,10000,
237,513253,353,1,1,1,0,40,0,10000,
238,513253,353,2,1,1,1,40,0,10000,
239,513253,354,1,1,1,1,50,0,10000,
240,513253,355,1,1,1,0,50,0,10000,
241,513253,356,1,1,1,1,50,0,10000,
242,513253,357,1,1,1,1,40,0,10000,
243,513253,357,2,1,1,1,40,0,10000,
244,513253,358,2,1,1,0,40,0,10000,
245,513253,359,1,1,1,1,50,0,10000,
246,513253,360,1,1,1,0,50,0,10000,
247,513253,361,1,1,1,1,50,0,10000,
248,513253,362,1,1,1,1,50,0,10000,
249,513253,363,1,1,1,0,50,0,10000,
250,513253,364,1,1,1,1,50,0,10000,
251,513253,365,1,1,1,1,50,0,10000,
252,513253,366,1,1,1,0,50,0,10000,
253,513253,367,1,1,1,1,50,0,10000,
254,513253,369,1,1,1,0,40,0,10000,
255,513253,369,2,1,1,0,40,0,10000,
256,513253,370,1,1,1,1,50,0,10000,
257,513253,371,1,1,1,1,30,0,10000,
258,513253,371,2,1,1,1,30,0,10000,
259,513253,372,1,1,1,1,40,0,10000,
260,513253,372,2,1,1,0,40,0,10000,
261,513253,374,1,1,1,0,50,0,10000,
262,513253,377,1,1,1,0,50,0,10000,
263,513253,378,1,1,1,1,50,0,10000,
264,513253,379,1,1,1,1,50,0,10000,
265,513253,381,1,1,1,1,50,0,10000,
266,513253,382,1,1,1,1,50,0,10000,
267,513253,383,1,1,1,1,50,0,10000,
268,513253,384,1,1,1,1,50,0,10000,
269,513253,385,1,1,1,1,50,0,10000,
270,513253,386,1,1,1,0,50,0,10000,
271,513253,387,1,1,1,0,50,0,10000,
272,513253,388,1,1,1,1,50,0,10000,
273,513253,389,1,1,1,1,50,0,10000,
274,513253,390,1,1,1,0,50,0,10000,
275,513253,391,1,1,1,1,50,0,10000,
276,513253,392,1,1,1,0,50,0,10000,
277,513253,393,1,1,1,0,50,0,10000,
278,513253,394,1,1,1,1,50,0,10000,
279,513253,395,1,1,1,0,50,0,10000,
280,513253,396,1,1,1,1,50,0,10000,
281,513253,397,1,1,1,1,50,0,10000,
282,513253,399,1,1,1,1,50,0,10000,
283,513253,400,1,1,1,0,40,0,10000,
284,513253,401,1,1,1,0,50,0,10000,
285,513253,402,1,1,1,1,50,0,10000,
286,513253,403,1,1,1,1,50,0,10000,
287,513253,404,1,1,1,1,50,0,10000,
288,513253,405,1,1,1,1,50,0,10000,
289,513253,406,1,1,1,1,50,0,10000,
290,513253,407,1,1,1,0,50,0,10000,
291,513253,408,1,1,1,0,50,0,10000,
292,513253,409,1,1,1,1,50,0,10000,
293,513253,410,1,1,1,1,50,0,10000,
294,513253,411,1,1,1,1,40,0,10000,
295,513253,411,2,1,1,0,40,0,10000,
296,513253,412,1,1,1,1,40,0,10000,
297,513253,413,1,1,1,0,50,0,10000,
298,513253,414,1,1,1,0,40,0,10000,
299,513253,414,2,1,1,0,40,0,10000,
300,513253,415,1,1,1,1,40,0,10000,
301,513253,415,2,1,1,1,40,0,10000,
302,513253,416,1,1,1,0,40,0,10000,
303,513253,416,2,1,1,0,40,0,10000,
304,513253,417,1,1,1,1,50,0,10000,
