,meshcode,elcode,attrnmno,objectid,geometry
0,513253,44C000,0,4-32-26-5-2388363,"LINESTRING (476906318 123966597, 476908363 123969696, 476909099 123971496, 476910163 123973063, 476911635 123974563, 476912371 123975529, 476913598 123977263, 476914785 123979496, 476915521 123982362, 476915767 123982895, 476916257 123983995, 476916706 123985428, 476916747 123986662, 476916666 123989162, 476917034 123990628, 476918056 123996727, 476917852 123999027, 476917484 124000327, 476916175 124002693, 476915970 124003093, 476915111 124003893, 476913720 124004926, 476909547 124007293, 476907993 124008560, 476907256 124009060, 476905784 124009992, 476904393 124011392, 476904025 124012325, 476903043 124014225, 476902225 124015559, 476901816 124016659, 476901775 124017125, 476902020 124017492, 476902511 124018458, 476902716 124019158, 476902756 124020691, 476902716 124023024, 476902838 124023524, 476903616 124025024, 476903820 124025758, 476904147 124026524, 476904434 124027057, 476905047 124027923, 476906233 124029157, 476907665 124030757, 476908442 124031490, 476909096 124031923, 476910446 124032457, 476910733 124032690, 476911428 124033523, 476911469 124034157, 476911755 124034690, 476912942 124035323, 476914169 124036990, 476914619 124037457, 476915886 124038322, 476916623 124038689, 476917154 124039122, 476917400 124039422, 476917523 124039722, 476918545 124040989, 476919282 124041522, 476919773 124042289, 476920468 124044656, 476921041 124048621, 476921858 124054955, 476922513 124060254, 476922635 124066254, 476922676 124067919, 476922840 124069119, 476923044 124070319, 476923372 124071719, 476923617 124072353, 476923658 124072553, 476923617 124073086, 476923658 124073319, 476924108 124074686, 476924435 124075186, 476925008 124075785, 476925253 124075985, 476927175 124078818, 476927380 124079152, 476927584 124079352, 476927952 124079618, 476928034 124079785, 476928280 124080185, 476928443 124080352, 476929262 124080985, 476930489 124081585, 476930816 124081818, 476933557 124083352, 476934866 124084152, 476935725 124084785, 476936583 124085485, 476937606 124086652, 476938342 124087618, 476941656 124091517, 476941983 124092017, 476942392 124092817, 476942556 124093284, 476942597 124093651, 476942597 124093984, 476942720 124094317, 476943047 124095051)"
1,513253,44C000,0,4-32-26-5-2388366,"LINESTRING (476827249 123915733, 476826799 123916666, 476825695 123918966, 476825081 123920799, 476824795 123922666, 476824753 123924966, 476825244 123928165, 476826266 123931631, 476826880 123933065, 476827412 123934031, 476827616 123934565, 476827698 123934865, 476827698 123935465, 476827780 123935798, 476827985 123936065, 476828271 123936331, 476829253 123938331)"
2,513253,44C000,0,4-32-26-5-2388369,"LINESTRING (476647706 124211632, 476648156 124210998, 476648565 124210565, 476648974 124210098, 476649588 124209598, 476649915 124209465, 476650938 124209398, 476651674 124209465, 476652329 124209632, 476654415 124210532, 476655479 124211065, 476656256 124211632)"
3,513253,44C000,0,4-32-26-5-2388372,"LINESTRING (476635475 124211632, 476636416 124211298, 476636825 124211198, 476637071 124211165, 476637316 124211265, 476637562 124211398, 476637725 124211632)"
4,513253,44C000,0,4-32-26-5-2388375,"LINESTRING (476595920 124211631, 476595879 124211531, 476595839 124211197, 476595757 124210964, 476595593 124210831, 476595184 124210797, 476594529 124210897, 476593507 124210997, 476591625 124211231, 476590766 124211264, 476589539 124211397, 476587739 124211531, 476587166 124211631)"
5,513253,44C000,0,4-32-26-5-2388378,"LINESTRING (476608399 124064079, 476608276 124063980, 476608112 124063880, 476607826 124063847, 476607540 124063879, 476606435 124064046, 476605944 124064146, 476605658 124064146, 476605371 124064079, 476605003 124063912, 476604308 124063412, 476603653 124062912, 476603080 124062380, 476602467 124061647, 476602262 124061147, 476601444 124059647)"
6,513253,44C000,0,4-32-26-5-2388381,"LINESTRING (476671149 124056549, 476670576 124055882, 476668858 124055082, 476667713 124054315, 476666813 124053749, 476666076 124053449, 476665586 124053282, 476664767 124053015, 476663131 124052782, 476662763 124052715, 476661372 124052149, 476661086 124051715, 476660840 124051149, 476660513 124050415, 476660308 124050149, 476659737 124049549, 476659327 124049082, 476659164 124048682, 476659164 124048415, 476659246 124048116, 476659655 124047316, 476660146 124046550, 476661005 124045083, 476661168 124044716, 476661046 124044083, 476660923 124043616, 476661005 124043216, 476661250 124042716, 476661414 124042383, 476661700 124042050, 476662026 124041516, 476662108 124041083)"
7,513253,44C000,0,4-32-26-5-2388384,"LINESTRING (476671149 124056549, 476671558 124056882, 476671763 124057548, 476671926 124058414, 476672049 124059081, 476672295 124059748, 476672417 124060148, 476672581 124061048, 476672745 124061881, 476672745 124062581, 476672663 124063214, 476672049 124064981, 476671640 124066147, 476671681 124066813, 476672049 124067447, 476672704 124067813, 476673399 124067947, 476674053 124067947, 476674544 124068080, 476674994 124068280, 476675525 124068613, 476676548 124069147, 476677612 124069613, 476678839 124069913, 476680271 124070180, 476681457 124070213, 476682685 124070247, 476683666 124070347, 476684565 124070580, 476686365 124071413, 476687552 124071413, 476688574 124071247, 476690620 124071013, 476691643 124071014, 476692461 124071181, 476693361 124071381, 476694220 124071781, 476694955 124072413, 476695487 124073213, 476695896 124074213, 476696264 124075013, 476697042 124076413, 476697942 124077380, 476699987 124079347, 476701419 124080480, 476702155 124081047, 476702891 124081680, 476704118 124082947, 476705345 124084380, 476705672 124084946, 476705836 124085446, 476706695 124086979, 476707227 124087479, 476707718 124087746, 476708577 124087979, 476709845 124088012, 476710991 124087846, 476713362 124087346, 476715817 124086480, 476716758 124086213, 476718067 124085880, 476719662 124085713, 476720931 124085680, 476722976 124085713, 476726125 124085513, 476728743 124085480, 476730298 124085380, 476731361 124085313, 476732057 124085747, 476732589 124086613, 476732711 124087413, 476732833 124088647, 476733079 124089413, 476734510 124091647, 476735083 124092579, 476736679 124095346, 476737906 124097212, 476738642 124098212, 476739256 124099012, 476739868 124099512, 476740687 124099846, 476741300 124099979, 476741955 124099912, 476743100 124099612, 476743918 124099312, 476744696 124099079, 476745678 124098846, 476745964 124098679, 476746332 124098346, 476746741 124097946, 476747600 124096446, 476747928 124095946, 476748255 124095579, 476748828 124095113, 476750423 124094680, 476751404 124094347, 476753122 124093513, 476754145 124092913, 476754840 124092880, 476756395 124093347, 476757827 124094080, 476759708 124095780, 476761385 124096847, 476763389 124097713, 476765926 124098447, 476767112 124098880, 476768176 124099513, 476770384 124101012, 476772388 124103379, 476772961 124104012, 476774352 124104779, 476776275 124105346, 476778933 124105946, 476780733 124106379, 476782369 124106246, 476783637 124106079, 476785683 124105546, 476787196 124104912, 476788301 124104313, 476789691 124103380, 476790754 124102447, 476791327 124102180, 476792104 124101980, 476793045 124101780, 476794845 124101180, 476796318 124100680, 476799100 124099413, 476800000 124099080, 476801103 124098847, 476802740 124098814, 476805235 124098681, 476807690 124098448, 476808835 124098381, 476809653 124098481, 476810226 124098648, 476810839 124099048, 476811739 124099981, 476812434 124100981, 476812966 124101813, 476813702 124102513, 476814602 124103247, 476815707 124104080, 476816321 124104380, 476817221 124104547, 476818448 124104647, 476820820 124104747, 476822660 124104580, 476824501 124104680, 476826301 124104880, 476828551 124105413, 476830023 124105447, 476831250 124105313, 476832559 124104880, 476833705 124104248, 476838041 124101114, 476839269 124100548, 476840864 124100148, 476842827 124099748, 476845158 124099314, 476846468 124098781, 476848308 124097848, 476849536 124097082, 476850518 124096182, 476852031 124094482, 476854731 124092349, 476860376 124088483, 476862217 124086383, 476863444 124085183, 476864630 124084350, 476865898 124083816, 476868148 124082983, 476874488 124081017, 476877475 124079917, 476880706 124078384, 476887578 124076018, 476891465 124074085, 476895187 124071252, 476896292 124070052, 476897478 124068853, 476899687 124065719, 476901774 124063119, 476902510 124062020, 476902755 124061320, 476903942 124059787, 476904883 124058820, 476906028 124057320, 476907010 124056320, 476907951 124054987, 476908768 124054088, 476909709 124053155, 476910404 124052755, 476910814 124052488, 476911304 124051921, 476911754 124051421, 476912327 124050721, 476912941 124049855, 476913227 124049288, 476913677 124048921, 476914454 124048355, 476914986 124047655, 476915232 124046921, 476915518 124045856, 476915723 124045522, 476916214 124045156, 476916950 124044689, 476917073 124043889, 476917318 124043222, 476917523 124042356, 476917359 124041956, 476917073 124040922, 476917154 124040422, 476917523 124039722)"
8,513253,44C000,0,4-32-26-5-2388387,"LINESTRING (476608399 124064079, 476609912 124065212, 476610934 124065779, 476611261 124066012, 476611425 124066212, 476611834 124067246, 476612079 124067612, 476612898 124068679, 476613389 124069279, 476614166 124069912, 476615311 124070446, 476616620 124070812, 476617520 124071012, 476618134 124071179, 476619893 124071412, 476621652 124071646, 476623247 124071846, 476624842 124072112, 476626069 124072479, 476626765 124072579, 476628115 124072312, 476628688 124072146, 476629588 124071612, 476631878 124070346, 476633801 124069447, 476635519 124068980, 476637318 124068747, 476638709 124068747, 476643741 124069213, 476644927 124069213, 476645664 124069113, 476646359 124068980, 476647096 124068780, 476647791 124068547, 476648282 124068280, 476649632 124067413, 476650205 124066913, 476650818 124066247, 476651759 124065180, 476652291 124064480, 476653600 124062681, 476654173 124062014, 476654623 124061648, 476655973 124060914, 476657404 124060214, 476658386 124059848, 476659531 124059648, 476661331 124059248, 476662845 124059048, 476663990 124059348, 476664358 124059381, 476665013 124059381, 476665708 124059214, 476666117 124058981, 476666445 124058681, 476667590 124057248, 476668654 124056415, 476669881 124056382, 476671149 124056549)"
9,513253,44C000,0,4-32-26-5-2388390,"LINESTRING (476963134 124006294, 476963871 124006427, 476964239 124006527, 476964525 124006594, 476964730 124006627, 476964893 124006694, 476965098 124006761, 476965221 124006761, 476965630 124006761, 476966121 124006794, 476966407 124006794, 476967062 124006861)"
