,Unnamed: 0,meshcode,nodeno,vflg,zuflg,nextflg,zahyocnt,keido1,ido1,keido2,ido2,keido3,ido3,keido4,ido4,keido5,ido5,geometry
0,0,513253,52,0,0,1,6,132.47875166666665,34.46572361111111,132.47906777777777,34.46573388888889,132.47932777777777,34.465741666666666,132.47952416666666,34.46574694444445,132.47978472222223,34.46575444444444,
1,1,513253,52,0,0,2,6,132.48013277777778,34.465765555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2,513253,54,0,0,1,8,132.47654583333335,34.46544083333333,132.47629444444445,34.46542888888889,132.47609916666667,34.46541972222222,132.47583722222222,34.46540777777778,132.47564194444445,34.46539666666666,
3,3,513253,54,0,0,2,8,132.47538194444445,34.465381666666666,132.47518444444444,34.46536972222222,132.4749527777778,34.465355833333334,0.0,0.0,0.0,0.0,
4,4,513253,59,0,0,1,7,132.39364833333335,34.43250638888889,132.39350972222223,34.432298055555556,132.39335833333334,34.43205888888889,132.39323944444445,34.43186638888889,132.39312388888888,34.4316725,
5,5,513253,59,0,0,2,7,132.3930125,34.4314775,132.3929625,34.4313875,0.0,0.0,0.0,0.0,0.0,0.0,
6,6,513253,60,0,0,1,10,132.3908425,34.42791027777778,132.39070222222222,34.42773777777778,132.39059083333333,34.42760361111111,132.39047888888888,34.42747138888889,132.39036416666667,34.42733888888889,
7,7,513253,60,0,0,2,10,132.3902475,34.42720833333333,132.39012722222222,34.427078611111114,132.38996555555556,34.42691083333333,132.38984,34.426785277777775,132.389695,34.42664416666667,
8,8,513253,61,1,0,0,4,132.40961611111112,34.44515388888889,132.40945416666668,34.4449275,132.40927888888888,34.44468361111111,132.40906027777777,34.44437,0.0,0.0,
9,9,513253,62,0,0,1,6,132.41523583333333,34.45314888888889,132.41508277777777,34.452934444444445,132.4149522222222,34.45274694444444,132.4148536111111,34.45260583333334,132.41472,34.45241027777778,
10,10,513253,62,0,0,2,6,132.4146575,34.45231388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,11,513253,63,1,0,1,6,132.3934377777778,34.432611944444446,132.39357083333334,34.43279972222222,132.39367277777777,34.432939166666664,132.39381055555555,34.433121666666665,132.39390527777778,34.43324361111111,
12,12,513253,63,1,0,2,6,132.39400666666666,34.43337138888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,13,513253,64,0,0,1,12,132.38908194444446,34.4263425,132.38918527777778,34.42643361111111,132.38926194444446,34.4265025,132.389345,34.42657722222222,132.38942722222222,34.426653055555555,
14,14,513253,64,0,0,2,12,132.38949805555555,34.42672,132.38957722222221,34.42679611111111,132.3896763888889,34.42689277777778,132.38976888888888,34.426985,132.38985805555555,34.42707611111111,
15,15,513253,64,0,0,3,12,132.38993027777778,34.42715416666667,132.38999805555557,34.42722944444444,0.0,0.0,0.0,0.0,0.0,0.0,
16,16,513253,65,0,0,1,9,132.40985722222223,34.445908055555556,132.4099425,34.44602777777778,132.41003944444444,34.44616833333333,132.41013722222223,34.446308888888886,132.41023444444446,34.44644944444445,
17,17,513253,65,0,0,2,9,132.41029944444443,34.44654194444445,132.41039666666666,34.44668222222222,132.4104927777778,34.446823333333334,132.41055055555555,34.44691,0.0,0.0,
18,18,513253,66,1,0,0,5,132.41451388888888,34.45252555555555,132.4146925,34.452775833333334,132.41483027777778,34.45296805555556,132.4149586111111,34.45314916666667,132.4150625,34.45329666666667,
19,19,513253,67,0,0,1,6,132.40750527777777,34.45108027777778,132.4080586111111,34.45090694444445,132.40831944444443,34.450828055555554,132.40862,34.450737777777775,132.40886555555556,34.45066777777778,
20,20,513253,67,0,0,2,6,132.40892805555555,34.450654444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,21,513253,68,1,0,0,5,132.40809833333333,34.45069,132.4078497222222,34.450785833333335,132.40760916666667,34.450875,132.40723333333332,34.45101,132.40709444444445,34.45106166666667,
22,22,513253,69,0,0,1,8,132.484055,34.46579166666667,132.484295,34.46578805555556,132.48455611111112,34.465783333333334,132.48481694444445,34.46577972222222,132.48507805555556,34.46577611111111,
23,23,513253,69,0,0,2,8,132.48534,34.46577194444444,132.48553583333333,34.46576861111111,132.48582027777778,34.465762222222224,0.0,0.0,0.0,0.0,
24,24,513253,70,0,0,1,6,132.48300666666665,34.465604166666665,132.48269861111112,34.465605,132.48243805555555,34.46560361111111,132.48217472222223,34.4656025,132.48191472222223,34.46559861111111,
25,25,513253,70,0,0,2,6,132.48170972222223,34.46559472222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,26,513253,73,0,0,0,5,132.40536777777777,34.499808055555555,132.40558833333333,34.499986666666665,132.40572333333333,34.50010361111111,132.40598777777777,34.500343055555554,132.40618944444444,34.50053222222222,
27,27,513253,74,0,0,0,4,132.40121916666666,34.497142777777775,132.40149722222222,34.497308333333336,132.4019213888889,34.497550833333335,132.40211638888889,34.49766805555556,0.0,0.0,
28,28,513253,75,0,0,1,6,132.40131194444444,34.49700055555556,132.40107194444445,34.49685916666667,132.40086027777778,34.49672916666667,132.40065944444444,34.49660166666666,132.4004025,34.496433055555556,
29,29,513253,75,0,0,2,6,132.40015722222222,34.49626333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,30,513253,76,0,0,0,4,132.4048997222222,34.499215,132.40471444444444,34.49907555555556,132.4043675,34.49883222222222,132.40413805555556,34.49867444444445,0.0,0.0,
31,31,513253,8544,0,0,0,4,132.39199666666667,34.4809925,132.39178611111112,34.480740833333336,132.3916477777778,34.48057083333333,132.3914213888889,34.48027277777778,0.0,0.0,
32,32,513253,8545,0,0,1,10,132.38966472222222,34.477715277777776,132.3897311111111,34.4778625,132.38986888888888,34.47816,132.38996416666666,34.47835416666667,132.3901238888889,34.478665,
33,33,513253,8545,0,0,2,10,132.39023305555557,34.478860833333336,132.39033833333335,34.47904666666667,132.39048527777777,34.47929388888889,132.39066166666666,34.4795725,132.39073333333334,34.47968138888889,
34,34,513253,8546,0,0,0,4,132.3887263888889,34.4734375,132.388725,34.47365222222222,132.38873611111111,34.473911111111114,132.38875222222222,34.47421722222222,0.0,0.0,
35,35,513253,8547,0,0,1,9,132.38924277777778,34.47571611111111,132.38918194444443,34.475455277777776,132.38914805555555,34.475294166666664,132.38909166666667,34.474982777777775,132.38906527777777,34.47481527777778,
36,36,513253,8547,0,0,2,9,132.38903527777777,34.474604444444445,132.38900805555556,34.474384722222226,132.3889922222222,34.474223333333335,132.3889786111111,34.47407777777778,0.0,0.0,
37,37,513253,10674,1,0,1,6,132.42128805555555,34.46181388888889,132.42114722222223,34.4616325,132.4210425,34.46149444444445,132.42095444444445,34.461374444444445,132.42084416666665,34.461223333333336,
38,38,513253,10674,1,0,2,6,132.42071277777777,34.4610425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,39,513253,10822,0,0,1,7,132.4201386111111,34.46062777777778,132.42024805555556,34.46078222222222,132.42041277777778,34.461015,132.42057944444446,34.46124777777778,132.42074527777777,34.46147666666667,
40,40,513253,10822,0,0,2,7,132.4208813888889,34.461661944444444,132.42097027777777,34.46178666666667,0.0,0.0,0.0,0.0,0.0,0.0,
41,41,513253,11156,0,0,1,7,132.42455055555556,34.46555166666667,132.4247436111111,34.465698055555556,132.42490444444445,34.46581638888889,132.42510166666668,34.465959444444444,132.425285,34.46608805555555,
42,42,513253,11156,0,0,2,7,132.42539527777777,34.466163333333334,132.42553333333333,34.46625638888889,0.0,0.0,0.0,0.0,0.0,0.0,
43,43,513253,11233,0,0,1,7,132.42516944444444,34.46577361111111,132.424965,34.465623055555554,132.42474333333334,34.46545388888889,132.42455194444443,34.46530222222222,132.42443277777778,34.46520638888889,
44,44,513253,11233,0,0,2,7,132.4242638888889,34.46506333333333,132.42417722222223,34.46498555555556,0.0,0.0,0.0,0.0,0.0,0.0,
