,meshcode,elcode,attrnmno,objectid,geometry
0,513253,141100,1491,4-32-20-5-2115908,"LINESTRING (476990906 124137513, 476990496 124137380, 476990087 124137213, 476989719 124137047, 476989024 124136647, 476985669 124134647, 476982929 124133081, 476981866 124132581, 476979697 124131381)"
1,513253,141100,1492,4-32-20-5-2115912,"LINESTRING (476985228 123913736, 476986333 123911670)"
2,513253,141100,1491,4-32-20-5-2115916,"LINESTRING (476929957 124099150, 476931961 124101050, 476933761 124102650, 476934742 124103450, 476936051 124104450, 476937320 124105383, 476938342 124106115, 476939161 124106649, 476940020 124107249, 476941246 124108082, 476941982 124108582, 476942760 124109149, 476943987 124109982, 476946850 124111982, 476948487 124113149, 476949673 124113982, 476950573 124114615, 476951473 124115215, 476952127 124115682, 476953149 124116315, 476954049 124116849, 476955399 124117482, 476956422 124117949, 476957322 124118382, 476958549 124119049, 476959613 124119649, 476960349 124120081, 476961168 124120548, 476961904 124120981, 476962640 124121414, 476963458 124121881, 476964235 124122314, 476965012 124122781, 476965748 124123214, 476966526 124123648, 476967303 124124081, 476968080 124124548, 476968898 124124981, 476969635 124125414, 476970412 124125848, 476971189 124126314, 476971967 124126748, 476972662 124127148, 476973358 124127548, 476974135 124127981, 476979697 124131381)"
3,513253,141100,1491,4-32-20-5-2115924,"LINESTRING (476864593 123981827, 476862548 123979361, 476861116 123977462, 476860175 123976228, 476858662 123974228, 476857885 123973162, 476856781 123971728, 476856290 123971062, 476855226 123969695, 476854694 123968995, 476854490 123968728, 476854122 123968162, 476853508 123967128, 476853303 123966795, 476852853 123965863, 476852282 123964629, 476851545 123963129, 476850932 123961729, 476850277 123960396, 476849704 123959196, 476849050 123957796, 476848395 123956396, 476847741 123954929, 476847373 123954163, 476846555 123952397, 476845901 123950997, 476844714 123948497, 476843446 123945697, 476842751 123944164, 476842628 123943797, 476842096 123942430)"
4,513253,141100,1492,4-32-20-5-2115928,"LINESTRING (476990907 124093985, 476988330 124092218, 476988044 124091985, 476987267 124091318, 476986817 124090852, 476986121 124089953, 476985671 124089153, 476985303 124088486, 476985058 124087853, 476984853 124087219, 476984771 124086786, 476984403 124084419, 476984076 124081986, 476983667 124079254, 476983421 124077587, 476983217 124075887, 476983135 124075354, 476982727 124072554, 476982236 124068955)"
5,513253,141100,1491,4-32-20-5-2115936,"LINESTRING (476929957 124099150, 476928893 124098150, 476927093 124096450, 476925334 124094750, 476924475 124094016, 476923698 124093350, 476922880 124092651, 476922062 124091984, 476919975 124090151, 476918585 124088917, 476917603 124088051, 476917072 124087484, 476915926 124086117, 476912735 124082517)"
6,513253,141100,1492,4-32-20-5-2115952,"LINESTRING (476982236 124068955, 476981745 124065588, 476981622 124064321, 476981418 124063255, 476981336 124062755, 476981213 124062221, 476981049 124061788, 476980968 124061521, 476980886 124061355, 476980395 124060189, 476980272 124059922, 476979249 124057989, 476977859 124055356, 476977655 124054956, 476977041 124053722, 476976469 124052089, 476976223 124051289, 476976141 124050856, 476975978 124050022, 476975978 124049922, 476975650 124046557, 476975405 124044323, 476974832 124038358, 476974628 124036158, 476974382 124033624, 476973770 124027759, 476973156 124021525, 476972870 124018760, 476972583 124015426, 476972256 124011960, 476972093 124010226, 476971889 124008194, 476971316 124002494, 476971071 123999661, 476970948 123998662, 476970825 123997562, 476970375 123995328, 476969884 123992628, 476969681 123991595, 476969517 123990762, 476968944 123987763, 476968822 123987363, 476968044 123983329, 476968003 123982496, 476968003 123981896, 476968044 123981063, 476968413 123978629)"
7,513253,141100,1492,4-32-20-5-2115960,"LINESTRING (476968413 123978629, 476968903 123976064, 476969394 123973497, 476969517 123972730, 476969599 123971564, 476969764 123965731, 476969804 123962865, 476969845 123961431, 476969927 123958998, 476969927 123957698, 476970009 123954732, 476970132 123949466, 476970173 123946633, 476970214 123945067, 476970254 123944433, 476970337 123943200, 476970542 123941800, 476970787 123940933, 476970910 123940500, 476971033 123940200, 476971442 123939167, 476972219 123937700, 476974060 123934268, 476976760 123929268, 476978724 123925635, 476979583 123923969)"
8,513253,141100,1491,4-32-20-5-2115964,"LINESTRING (476885371 124022358, 476885086 124020924, 476885004 124019891, 476884881 124019124, 476884595 124016558, 476884513 124016091, 476884268 124015391, 476884022 124014924, 476883122 124013192, 476882263 124011525, 476881608 124010192, 476881077 124009192, 476880054 124007092, 476879237 124005459, 476878787 124004625, 476878337 124003759, 476877641 124002426, 476877069 124001260, 476876537 124000226, 476875514 123998126, 476874491 123996060, 476873265 123993560, 476872692 123992626, 476872079 123991793, 476871997 123991726, 476871383 123990894, 476870770 123990127, 476870115 123989261, 476869338 123988227, 476868601 123987261, 476867824 123986227, 476867251 123985227, 476866924 123984694, 476864593 123981827)"
9,513253,141100,1491,4-32-20-5-2115972,"LINESTRING (476894410 124059887, 476893756 124058754, 476893061 124057454, 476892693 124056687, 476892570 124056454, 476892202 124055620, 476891956 124055087, 476891711 124054387, 476891343 124053420, 476890852 124052020, 476890729 124051487, 476890156 124049121, 476889911 124047655, 476889706 124046588, 476889216 124043555, 476888767 124040789, 476888317 124038022, 476888071 124036422, 476887826 124034989, 476887417 124032522, 476887335 124032157, 476887253 124031457, 476886967 124029757, 476886885 124029357, 476886803 124028923, 476886639 124028157, 476886312 124026990, 476886107 124026123, 476885944 124025257, 476885821 124024590, 476885657 124023757, 476885371 124022358)"
10,513253,141100,1491,4-32-20-5-2115976,"LINESTRING (476912735 124082517, 476910118 124079185, 476907950 124076618, 476907336 124075918, 476905700 124073952, 476904514 124072552, 476903123 124070885, 476901527 124068953, 476900137 124067286, 476898255 124065053, 476897437 124064086, 476896660 124063119, 476895965 124062186, 476895228 124061119, 476894860 124060653, 476894410 124059887)"
