,meshcode,elcode,attrnmno,objectid,geometry
0,513253,530000,0,4-32-5-5-2391446,"LINESTRING (476869586 123932899, 476869177 123932866)"
1,513253,530000,0,4-32-5-5-2391449,"LINESTRING (476686123 123911665, 476686573 123912331, 476688209 123913265, 476688864 123913798, 476689518 123914465, 476690990 123915265, 476691317 123915665, 476690663 123917798, 476690499 123918865, 476690990 123920997, 476692626 123923130, 476693608 123925530, 476693608 123926864, 476693281 123928730, 476692954 123929664, 476692299 123930464)"
2,513253,530000,0,4-32-5-5-2391452,"LINESTRING (476869586 123932899, 476867092 123911668)"
3,513253,530000,0,4-32-5-5-2391455,"LINESTRING (476692299 123930464, 476691154 123932329, 476690990 123933129, 476691317 123934196, 476692790 123937929, 476692790 123939929, 476692626 123941529, 476692136 123942595, 476690990 123943662, 476688372 123944595, 476685263 123945395, 476683954 123945662, 476682155 123945528, 476676755 123944062, 476676182 123944128)"
4,513253,530000,0,4-32-5-5-2391458,"LINESTRING (476676182 123944128, 476675282 123944195, 476673809 123944862, 476666610 123948327, 476665465 123949394, 476664483 123949927, 476663174 123950061, 476662192 123950194, 476661538 123950461, 476659083 123952461, 476657938 123952861, 476655647 123952594, 476655156 123952727, 476654298 123953093)"
5,513253,530000,0,4-32-5-5-2391461,"LINESTRING (476706003 123937129, 476705225 123936463, 476703916 123936196, 476700480 123936329, 476699498 123936329, 476698354 123935796, 476693608 123932329, 476692790 123931396, 476692299 123930464)"
6,513253,530000,0,4-32-5-5-2391464,"LINESTRING (476751613 123929730, 476746295 123932597, 476745313 123933397, 476741222 123937930, 476736805 123940729, 476735987 123940863, 476735373 123940429)"
7,513253,530000,0,4-32-5-5-2391467,"LINESTRING (476869177 123932866, 476859196 123932199, 476855801 123931866)"
8,513253,530000,0,4-32-5-5-2391470,"LINESTRING (476855801 123931866, 476853633 123931666, 476849542 123930999, 476845779 123930066, 476842834 123928732, 476839397 123927532)"
9,513253,530000,0,4-32-5-5-2391473,"LINESTRING (476962603 123995662, 476961458 123992328, 476959822 123990062, 476957040 123988062, 476956754 123987928)"
10,513253,530000,0,4-32-5-5-2391476,"LINESTRING (476962603 123995662, 476966694 123995528, 476970662 123994828)"
11,513253,530000,0,4-32-5-5-2391479,"LINESTRING (476970662 123994828, 476974875 123994062, 476978475 123992595, 476980930 123990995, 476982075 123990062, 476984857 123989396, 476986330 123988729, 476987475 123987263, 476988293 123984996, 476990911 123984863)"
12,513253,530000,0,4-32-5-5-2391482,"LINESTRING (476988534 124106551, 476986816 124104984, 476985017 124102717, 476982562 124098318, 476979780 124090985, 476976836 124079919, 476975527 124071520, 476974218 124064455, 476972255 124060588, 476970537 124055989)"
13,513253,530000,0,4-32-5-5-2391485,"LINESTRING (476936580 124211337, 476940712 124209804, 476944803 124208838, 476949302 124209604, 476950447 124210038, 476952452 124211104, 476952902 124211638)"
14,513253,530000,0,4-32-5-5-2391488,"LINESTRING (476745144 124183869, 476748703 124185636, 476752997 124186836, 476755575 124187336, 476757906 124187436, 476768704 124185137, 476770300 124184937, 476772018 124185537, 476774962 124185537, 476776803 124185237, 476779258 124185537, 476784534 124185637, 476786866 124185037, 476790179 124184238, 476791651 124183538, 476795088 124180538, 476795824 124179838, 476797788 124179138, 476802941 124178105)"
15,513253,530000,0,4-32-5-5-2391491,"LINESTRING (476802941 124178105, 476813249 124176039, 476814354 124176039, 476816318 124176539, 476819507 124179039, 476822453 124180439, 476826380 124182039, 476827730 124182839, 476828180 124183272)"
16,513253,530000,0,4-32-5-5-2391494,"LINESTRING (476723260 124175036, 476723179 124176736, 476723424 124177436, 476724038 124178036, 476725633 124178436, 476727597 124178936, 476729314 124179836, 476733487 124181536, 476735696 124181636, 476738763 124181236, 476740849 124181736, 476744285 124183436, 476745144 124183869)"
17,513253,530000,0,4-32-5-5-2391497,"LINESTRING (476602301 124211631, 476602792 124209532, 476603774 124207232, 476605247 124203432, 476605615 124201932, 476605574 124201365)"
