,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513253,011513,2,59,58,1,7,1,4-33-21-5-2169256,"LINESTRING (476615560 123955059, 476614660 123953092, 476613923 123951693, 476613555 123950793, 476613432 123950226, 476613269 123949660, 476613269 123949326, 476613269 123948993, 476613310 123948660, 476613473 123948293, 476613678 123948060, 476614128 123947726, 476614537 123947493, 476615028 123947360, 476615519 123947293, 476616132 123947293, 476617360 123947326, 476618054 123947493, 476618668 123947660, 476620263 123948260, 476621368 123948726)"
1,513253,011513,3,70,4694,1,7,2,4-33-21-5-2169276,"LINESTRING (476936502 124076219, 476935480 124076153, 476934334 124076086, 476932575 124076019, 476931798 124075986, 476930775 124075819, 476929630 124075553, 476929016 124075319, 476928443 124075019, 476927912 124074586, 476927543 124074153, 476927216 124073519, 476926808 124072319, 476926563 124071353, 476926194 124069153)"
2,513253,011513,4,71,60,1,7,3,4-33-21-5-2169296,"LINESTRING (476619322 123947160, 476617810 123946393, 476616869 123945893, 476616296 123945660, 476615764 123945460, 476614455 123945126, 476611510 123944360, 476611060 123944260, 476610651 123944126, 476610282 123943926, 476609914 123943660, 476609505 123943260, 476608810 123942460, 476608032 123941593, 476607379 123940861, 476606602 123939994, 476605906 123939161, 476604965 123938227)"
3,513253,011513,5,141,3320,1,7,4,4-33-21-5-2169415,"LINESTRING (476926194 124065420, 476926399 124063654, 476926726 124062287, 476927013 124061387, 476927544 124059887, 476927790 124058954, 476927913 124058188, 476927994 124057188, 476927953 124055955, 476927831 124054988, 476927749 124054355, 476927217 124052755)"
4,513253,011513,6,57,4399,1,7,5,4-33-21-5-2169537,"LINESTRING (476925335 124069353, 476925703 124070753, 476925990 124071953, 476926153 124072886, 476926563 124074419, 476926848 124075386, 476927052 124075886, 476927748 124077152, 476928443 124077985, 476929221 124078818, 476929875 124079418, 476930325 124079785)"
5,513253,011513,7,4399,69,1,7,6,4-33-21-5-2169554,"LINESTRING (476930325 124079785, 476930652 124080018, 476931184 124080285, 476931593 124080418, 476932166 124080552, 476932575 124080618, 476933066 124080552, 476933434 124080418, 476933843 124080252, 476934212 124080052, 476935030 124079385, 476935480 124078885, 476936462 124077953, 476936830 124077719, 476937239 124077519, 476937975 124077319, 476938630 124077219, 476940224 124077086, 476940920 124077053, 476942638 124076953, 476944683 124076786)"
6,513253,011513,8,8253,4694,1,7,7,4-33-21-5-2169665,"LINESTRING (476930612 124079585, 476930121 124079252, 476929466 124078685, 476928689 124077852, 476928075 124077085, 476927380 124075853, 476927012 124074819, 476926685 124073819, 476926399 124072519, 476926194 124071386, 476926194 124069153)"
7,513253,011513,9,8549,63,1,7,8,4-33-21-5-2169682,"LINESTRING (476611101 123950160, 476613351 123953425, 476614046 123954392, 476614742 123955325, 476615478 123956325, 476616091 123957192, 476617318 123958825)"
8,513253,011513,10,64,8550,1,7,9,4-33-21-5-2169733,"LINESTRING (476602552 123936494, 476603493 123937594, 476604147 123938394, 476604965 123939427, 476605497 123940194, 476606397 123941760, 476607214 123943526, 476607664 123944260)"
9,513253,011513,11,8568,8545,1,7,10,4-33-21-5-2169750,"LINESTRING (476594777 124112540, 476595471 124112973, 476595840 124113173, 476596740 124113606, 476598049 124114206, 476598417 124114406, 476599153 124114873, 476599726 124115306, 476600299 124115840, 476600544 124116106, 476600953 124116573, 476601444 124117273, 476601976 124118406, 476603244 124121006, 476603571 124121640, 476604676 124123240)"
10,513253,011513,12,8546,8569,1,7,11,4-33-21-5-2169780,"LINESTRING (476599562 124105974, 476599440 124107407, 476599440 124108307, 476599480 124109507, 476599480 124109974, 476599399 124110274, 476599276 124110641, 476599112 124110941, 476598908 124111207, 476598662 124111407, 476598376 124111641, 476597762 124111907, 476597312 124111974, 476596780 124112007, 476596330 124111974, 476595840 124111841, 476595350 124111641, 476594654 124111307, 476593918 124110907, 476592609 124110107, 476591791 124109541, 476591136 124109007, 476590522 124108441, 476589050 124107007, 476588231 124106074)"
11,513253,011513,13,8570,8568,1,7,12,4-33-21-5-2169795,"LINESTRING (476587659 124099542, 476587168 124101174, 476587045 124101674, 476586963 124102041, 476586881 124102341, 476586881 124102674, 476586841 124103074, 476586881 124103441, 476586922 124103807, 476587045 124104207, 476587209 124104741, 476587454 124105207, 476587700 124105674, 476587822 124105874, 476588150 124106407, 476588804 124107241, 476589254 124107841, 476589704 124108407, 476590318 124109041, 476591054 124109774, 476591586 124110241, 476592200 124110774, 476593141 124111507, 476594368 124112306, 476594777 124112540)"
12,513253,011513,14,8569,8571,1,7,13,4-33-21-5-2169810,"LINESTRING (476588231 124106074, 476588068 124105807, 476587863 124105441, 476587577 124104974, 476587291 124104141, 476587127 124103674, 476587086 124103174, 476587086 124102741, 476587127 124102307, 476587209 124101941, 476587454 124101107, 476587904 124099575)"
13,513253,012513,15,8571,8572,1,7,14,4-33-21-5-2169825,"LINESTRING (476587904 124099575, 476588231 124098242, 476588436 124097475, 476589622 124093375, 476589704 124093142, 476589909 124092676)"
14,513253,011513,16,8572,8570,1,7,15,4-33-21-5-2169840,"LINESTRING (476589909 124092676, 476589663 124092908, 476589459 124093108, 476589295 124093375, 476589254 124093642, 476588968 124094642, 476588559 124095975, 476588027 124098175, 476587659 124099542)"
15,513253,011513,17,8593,8547,1,7,16,4-33-21-5-2169870,"LINESTRING (476604512 124115473, 476604308 124115573, 476604144 124115606, 476603899 124115640, 476603694 124115640, 476603326 124115606, 476603040 124115540, 476602794 124115406, 476602549 124115273, 476602385 124115106, 476602180 124114840, 476602058 124114606, 476601812 124114206, 476601649 124113741, 476601280 124112341, 476601035 124111474, 476600585 124109941)"
16,513253,012513,18,56,57,1,7,17,4-33-21-5-2169885,"LINESTRING (476925294 124068019, 476925335 124069353)"
17,513253,012213,19,59,60,1,8,18,4-33-21-5-2169902,"LINESTRING (476615560 123955059, 476613392 123951326, 476610078 123945360, 476607910 123941960, 476606970 123940627, 476604965 123938227)"
18,513253,012213,20,64,63,1,8,19,4-33-21-5-2169919,"LINESTRING (476602552 123936494, 476603411 123937327, 476604311 123938294, 476605415 123939561, 476606602 123940993, 476607542 123942293, 476609873 123945993, 476611428 123948793, 476613760 123953092, 476617318 123958825)"
19,513253,012313,21,67,66,1,8,20,4-33-21-5-2169936,"LINESTRING (476670045 124022853, 476676917 124021319, 476680230 124020786, 476681375 124020686, 476682357 124020719, 476683216 124020819, 476684157 124021053, 476684853 124021386, 476685712 124021853, 476686653 124022753, 476688453 124024653, 476689762 124026253, 476693156 124030518)"
20,513253,011313,22,65,68,1,8,21,4-33-21-5-2169956,"LINESTRING (476677449 124007921, 476678595 124010388, 476679699 124012787, 476679986 124013820, 476680026 124014654, 476679986 124015087, 476679822 124015820, 476679576 124016420, 476679208 124017054, 476678676 124017654, 476678063 124018254, 476677449 124018654, 476676426 124019153, 476674586 124020019, 476673072 124020619, 476667304 124023119)"
21,513253,011313,23,62,68,1,8,22,4-33-21-5-2169973,"LINESTRING (476693034 124029086, 476691847 124026753, 476691071 124025219, 476689312 124021653, 476688575 124020354, 476688085 124019787, 476687594 124019287, 476686939 124018787, 476686285 124018387, 476685589 124018154, 476684853 124017954, 476683912 124017754, 476682603 124017754, 476681662 124017920, 476680436 124018220, 476678513 124018887, 476672745 124021119, 476667304 124023119)"
22,513253,012313,24,67,61,1,8,23,4-33-21-5-2169993,"LINESTRING (476670045 124022853, 476673154 124021953, 476675976 124021153, 476678431 124020319, 476680108 124019654, 476681171 124019120, 476681989 124018520, 476682685 124017920, 476683257 124017120, 476683625 124016254, 476683830 124015420, 476683830 124014554, 476683666 124013754, 476683462 124013154, 476683094 124012520, 476681581 124010788, 476679004 124007955, 476677081 124005655, 476673686 124001322)"
23,513253,012213,25,74,73,1,8,24,4-33-21-5-2170013,"LINESTRING (476646439 124190734, 476651225 124193500, 476653965 124195234, 476656584 124197099, 476657729 124197966, 476659611 124199466, 476660879 124200633)"
24,513253,012213,26,76,75,1,8,25,4-33-21-5-2170030,"LINESTRING (476656256 124196334, 476653148 124194267, 476650285 124192600, 476646153 124190234, 476644803 124189467, 476643780 124188767)"
25,513253,012513,27,140,56,1,7,26,4-33-21-5-2170149,"LINESTRING (476925253 124066454, 476925294 124068019)"
26,513253,012213,28,3632,76,1,8,27,4-33-21-5-2170166,"LINESTRING (476670860 124211632, 476667055 124206266, 476666483 124205599, 476665051 124203966, 476663455 124202299, 476661329 124200433, 476659529 124198833, 476657811 124197466, 476656256 124196334)"
27,513253,012213,29,73,3633,1,8,28,4-33-21-5-2170183,"LINESTRING (476660879 124200633, 476661165 124200899, 476664233 124203799, 476666401 124206233, 476667301 124207333, 476670246 124211632)"
28,513253,012513,30,58,4405,1,7,29,4-33-21-5-2170200,"LINESTRING (476621368 123948726, 476625827 123951560)"
29,513253,012213,31,4467,2,1,8,30,4-33-21-5-2170217,"LINESTRING (476576046 123915762, 476572650 123911663)"
30,513253,012213,32,1,4468,1,8,31,4-33-21-5-2170234,"LINESTRING (476571873 123911663, 476575596 123915995)"
31,513253,012223,33,4468,4469,1,8,32,4-33-21-5-2170251,"LINESTRING (476575596 123915995, 476577845 123918528, 476579031 123919795, 476583449 123923428)"
32,513253,012213,34,4469,64,1,8,33,4-33-21-5-2170270,"LINESTRING (476583449 123923428, 476585781 123925028, 476590198 123927727, 476593266 123929527, 476594780 123930461, 476597234 123932061, 476598256 123932794, 476599811 123934027, 476601161 123935227, 476602552 123936494)"
