,meshcode,nodeno,stotlinkno,ttoelinkno,snodeno,enodeno,geometry
754,513253,679,731,710,5767,5021,
755,513253,681,728,10617,5763,8724,
756,513253,681,10617,728,8724,5763,
757,513253,689,672,755,690,6359,
758,513253,689,1898,3084,1043,8192,
759,513253,689,755,672,6359,690,
760,513253,689,3084,1898,8192,1043,
761,513253,693,12286,923,9923,6777,
762,513253,693,8645,9639,4123,6398,
763,513253,693,923,12286,6777,9923,
764,513253,693,9639,8645,6398,4123,
765,513253,699,843,802,698,700,
766,513253,699,802,843,700,698,
767,513253,699,7131,7132,1784,1790,
768,513253,699,7132,7131,1790,1784,
769,513253,705,929,807,6805,704,
770,513253,705,807,929,704,6805,
771,513253,705,8838,807,4581,704,
772,513253,710,12325,808,6852,711,
773,513253,710,808,12325,711,6852,
774,513253,710,9837,7043,6853,2476,
775,513253,710,7043,9837,2476,6853,
776,513253,711,860,808,246,710,
777,513253,711,808,860,710,246,
778,513253,711,12318,393,3516,2477,
779,513253,711,10476,808,8628,710,
780,513253,726,2803,2247,6941,3564,
781,513253,726,2247,2803,3564,6941,
782,513253,726,6366,13234,1660,10479,
783,513253,732,898,858,5277,385,
784,513253,732,858,898,385,5277,
785,513253,733,1009,1401,732,5276,
786,513253,733,2442,1401,385,5276,
787,513253,735,1089,1862,734,657,
788,513253,735,8968,1862,4754,657,
789,513253,741,9989,1010,7172,740,
790,513253,741,1010,9989,740,7172,
791,513253,747,1915,2697,1111,5916,
792,513253,747,2697,1915,5916,1111,
793,513253,748,1868,1957,816,2100,
794,513253,748,1957,1868,2100,816,
795,513253,750,6232,10268,386,8146,
796,513253,750,4341,1644,410,8145,
797,513253,750,1644,4341,8145,410,
798,513253,757,673,712,838,5446,
799,513253,761,8813,8112,3606,3607,
800,513253,761,8112,8813,3607,3606,
801,513253,761,1667,1015,8561,669,
802,513253,761,1015,1667,669,8561,
803,513253,767,1051,10052,8921,7353,
804,513253,767,10052,1051,7353,8921,
805,513253,769,325,613,972,3635,
806,513253,769,2472,1538,3644,7339,
807,513253,769,1538,2472,7339,3644,
808,513253,769,10489,1538,8633,7339,
809,513253,770,1989,1524,1644,7220,
810,513253,801,1511,1080,6973,927,
811,513253,801,1080,1511,927,6973,
812,513253,806,1036,14340,805,10984,
813,513253,806,14340,1036,10984,805,
814,513253,807,11996,14291,9691,10984,
815,513253,807,14291,11996,10984,9691,
816,513253,811,1866,2695,746,5906,
817,513253,812,12539,1037,811,813,
818,513253,812,1037,12539,813,811,
819,513253,812,8710,6224,4269,1319,
820,513253,812,6224,8710,1319,4269,
821,513253,817,1039,2611,818,5315,
822,513253,817,2611,1039,5315,818,
823,513253,829,2690,1459,5888,5882,
824,513253,829,1459,2690,5882,5888,
825,513253,829,11991,911,9566,5883,
826,513253,829,911,11991,5883,9566,
827,513253,839,822,727,1083,5751,
828,513253,839,727,822,5751,1083,
829,513253,839,2660,2662,5749,5753,
830,513253,839,2662,2660,5753,5749,
831,513253,844,9576,10380,6280,8486,
832,513253,844,10380,9576,8486,6280,
833,513253,844,1045,2733,845,6278,
834,513253,844,2733,1045,6278,845,
835,513253,846,1300,1473,845,6281,
836,513253,846,1473,1300,6281,845,
837,513253,846,9580,8511,6284,2269,
838,513253,846,8511,9580,2269,6284,
839,513253,854,6284,9608,1502,6327,
840,513253,854,1180,1048,2693,853,
841,513253,854,9608,6284,6327,1502,
842,513253,854,1048,1180,853,2693,
843,513253,865,1224,1052,864,866,
844,513253,865,1052,1224,866,864,
845,513253,871,13451,1995,10501,2421,
846,513253,871,1995,13451,2421,10501,
847,513253,872,13249,2219,10501,3548,
848,513253,888,3244,11689,8464,9461,
849,513253,888,11689,3244,9461,8464,
850,513253,889,1487,6406,6519,1741,
851,513253,889,6406,1487,1741,6519,
852,513253,901,11014,1072,9000,902,
853,513253,901,1072,11014,902,9000,
854,513253,902,1072,1543,901,7370,
855,513253,902,1543,1072,7370,901,
856,513253,913,1078,1313,914,4080,
857,513253,913,1313,1078,4080,914,
858,513253,913,9746,13544,6683,10333,
859,513253,913,13544,9746,10333,6683,
860,513253,915,1499,1872,6695,916,
861,513253,915,1872,1499,916,6695,
862,513253,920,1874,1875,919,921,
863,513253,920,1875,1874,921,919,
864,513253,920,6749,7270,2137,2692,
865,513253,920,7270,6749,2692,2137,
866,513253,923,1079,6243,924,1388,
867,513253,923,6243,1079,1388,924,
868,513253,924,1079,1877,923,925,
869,513253,924,1877,1079,925,923,
870,513253,924,6757,6758,1391,2147,
871,513253,924,6758,6757,2147,1391,
872,513253,926,9876,1235,6929,3570,
873,513253,926,1235,9876,3570,6929,
874,513253,927,1080,1505,801,6920,
875,513253,927,1505,1080,6920,801,
876,513253,932,1081,10850,933,8880,
877,513253,932,10850,1081,8880,933,
878,513253,933,1081,10962,932,8938,
879,513253,933,10962,1081,8938,932,
880,513253,940,3283,3303,946,945,
881,513253,940,1290,2953,3935,7790,
882,513253,940,3303,3283,945,946,
883,513253,940,2953,1290,7790,3935,
884,513253,941,2955,11223,7791,9104,
885,513253,941,11223,2955,9104,7791,
886,513253,942,11219,13346,9104,10319,
887,513253,942,13346,11219,10319,9104,
888,513253,943,3301,12171,3924,9692,
889,513253,943,12171,3301,9692,3924,
890,513253,944,12515,12166,9881,9692,
891,513253,944,12166,12515,9692,9881,
892,513253,947,3307,12566,217,955,
893,513253,947,12566,3307,955,217,
894,513253,947,404,575,2739,7632,
895,513253,947,10453,12566,8626,955,
896,513253,949,11971,3305,9622,955,
897,513253,949,3305,11971,955,9622,
898,513253,952,2479,2879,224,7603,
899,513253,952,406,572,2741,7605,
900,513253,952,2879,2479,7603,224,
901,513253,952,10442,2879,8619,7603,
902,513253,954,2882,2398,7616,454,
903,513253,954,2398,2882,454,7616,
904,513253,957,836,959,3392,7505,
905,513253,957,2054,2474,2756,2755,
906,513253,957,10506,2054,8653,2756,
907,513253,957,2474,2054,2755,2756,
908,513253,959,2847,2473,7431,960,
909,513253,959,2473,2847,960,7431,
910,513253,959,562,559,7444,7432,
911,513253,959,10458,2847,8620,7431,
912,513253,960,2848,2473,7445,959,
913,513253,960,2473,2848,959,7445,
914,513253,960,555,564,7380,7446,
915,513253,960,10465,2848,8620,7445,
916,513253,961,11023,1527,9006,7255,
917,513253,961,1527,11023,7255,9006,
918,513253,962,340,556,3635,7380,
919,513253,962,1244,1245,766,3636,
920,513253,962,10475,1244,8627,766,
921,513253,962,1245,1244,3636,766,
922,513253,964,1881,2471,963,965,
923,513253,964,2471,1881,965,963,
924,513253,964,395,527,4348,7201,
925,513253,964,10507,1881,8646,963,
926,513253,965,2471,2823,964,7193,
927,513253,965,523,10977,7191,8983,
928,513253,965,2823,2471,7193,964,
929,513253,965,10512,2823,8646,7193,
930,513253,968,2469,2805,436,6952,
931,513253,968,2805,2469,6952,436,
932,513253,968,504,506,6953,6955,
933,513253,968,10530,2805,8662,6952,
934,513253,973,612,326,8207,972,
935,513253,973,7305,7684,2766,3312,
936,513253,973,10501,7305,8641,2766,
937,513253,973,7684,7305,3312,2766,
938,513253,978,1507,8077,6933,2767,
939,513253,978,8077,1507,2767,6933,
940,513253,985,2397,13349,984,10357,
941,513253,985,13349,2397,10357,984,
942,513253,986,13559,2857,10628,7520,
943,513253,986,2857,13559,7520,10628,
944,513253,987,3284,3285,986,988,
945,513253,987,12601,1885,9838,989,
946,513253,987,3285,3284,988,986,
947,513253,987,1885,12601,989,9838,
948,513253,996,837,812,997,995,
949,513253,996,812,837,995,997,
950,513253,999,917,813,6246,1004,
951,513253,999,813,917,1004,6246,
952,513253,1000,1888,13688,1001,10749,
953,513253,1000,13688,1888,10749,1001,
954,513253,1001,1888,1887,1000,1002,
955,513253,1001,1887,1888,1002,1000,
956,513253,1005,12157,921,9795,6252,
957,513253,1005,921,12157,6252,9795,
958,513253,1009,814,819,1010,1019,
959,513253,1009,819,814,1019,1010,
960,513253,1013,817,816,1014,1012,
961,513253,1013,816,817,1012,1014,
962,513253,1014,817,818,1013,1018,
963,513253,1014,818,817,1018,1013,
964,513253,1016,1889,1890,1015,1017,
965,513253,1016,1890,1889,1017,1015,
966,513253,1016,2151,7387,2856,2869,
967,513253,1016,7387,2151,2869,2856,
968,513253,1019,840,819,1018,1009,
969,513253,1019,819,840,1009,1018,
970,513253,1021,1892,1893,1020,1022,
971,513253,1021,1893,1892,1022,1020,
972,513253,1021,2065,7389,2863,2870,
973,513253,1021,7389,2065,2870,2863,
974,513253,1025,13336,13900,10330,10610,
975,513253,1025,13900,13336,10610,10330,
976,513253,1026,12043,1312,9782,2986,
977,513253,1026,9751,12804,6687,9979,
978,513253,1026,1312,12804,2986,9979,
979,513253,1026,12804,1312,9979,2986,
980,513253,1027,1896,2786,1028,6696,
981,513253,1027,2786,1896,6696,1028,
982,513253,1030,3286,3293,1027,1097,
983,513253,1030,3293,3286,1097,1027,
984,513253,1030,7469,2073,2988,3012,
985,513253,1030,2073,7469,3012,2988,
986,513253,1033,2409,1497,1040,6639,
987,513253,1033,1497,2409,6639,1040,
988,513253,1033,14314,3288,1037,1034,
989,513253,1033,3288,14314,1034,1037,
990,513253,1035,3289,3290,1034,1036,
991,513253,1035,3290,3289,1036,1034,
992,513253,1035,7501,8547,3040,3029,
993,513253,1035,8547,7501,3029,3040,
994,513253,1038,2739,7506,6314,3058,
995,513253,1038,7506,2739,3058,6314,
996,513253,1039,1897,2740,1040,6314,
997,513253,1039,2740,1897,6314,1040,
998,513253,1039,2079,8546,3050,3047,
999,513253,1039,8546,2079,3047,3050,
1000,513253,1051,2540,1900,4755,1050,
1001,513253,1051,1900,2540,1050,4755,
1002,513253,1052,1901,1903,760,1057,
1003,513253,1052,1903,1901,1057,760,
1004,513253,1054,2642,1902,5557,1053,
1005,513253,1054,1902,2642,1053,5557,
1006,513253,1062,2544,1905,4768,1060,
1007,513253,1062,1905,2544,1060,4768,
1008,513253,1066,1396,1090,5226,817,
1009,513253,1067,1409,1412,5340,5343,
1010,513253,1067,1412,1409,5343,5340,
1011,513253,1068,899,897,5290,5277,
1012,513253,1068,897,899,5277,5290,
1013,513253,1071,2693,1462,5903,5910,
1014,513253,1071,1462,2693,5910,5903,
1015,513253,1072,1092,9380,809,5912,
1016,513253,1072,9380,1092,5912,809,
1017,513253,1075,1907,2423,1076,1074,
1018,513253,1075,2423,1907,1074,1076,
1019,513253,1076,13090,1907,10110,1075,
1020,513253,1076,1907,13090,1075,10110,
1021,513253,1078,821,10929,1079,8887,
1022,513253,1078,737,676,6032,2221,
1023,513253,1078,676,737,2221,6032,
1024,513253,1078,10929,821,8887,1079,
1025,513253,1081,1305,1456,4021,5854,
1026,513253,1081,1456,1305,5854,4021,
1027,513253,1085,882,826,5016,1125,
1028,513253,1086,123,122,142,4401,
1029,513253,1086,823,691,1085,4404,
1030,513253,1100,909,824,5877,1103,
1031,513253,1100,13182,909,10259,5877,
1032,513253,1100,824,909,1103,5877,
1033,513253,1101,8801,1093,4411,1102,
1034,513253,1101,3109,1093,8254,1102,
1035,513253,1102,13184,1093,10259,1101,
1036,513253,1102,7617,1093,1103,1101,
1037,513253,1103,824,835,1100,3386,
1038,513253,1103,835,824,3386,1100,
1039,513253,1107,1911,1914,1106,1109,
1040,513253,1107,1914,1911,1109,1106,
1041,513253,1121,2097,2633,1091,5537,
1042,513253,1121,2633,2097,5537,1091,
1043,513253,1124,883,996,5017,5779,
1044,513253,1124,996,883,5779,5017,
1045,513253,1130,2367,2968,1131,7849,
1046,513253,1130,2968,2367,7849,1131,
1047,513253,1132,13505,2511,10282,4456,
1048,513253,1132,2511,1921,4456,1131,
1049,513253,1242,6186,6623,1241,1988,
1050,513253,1242,6623,6186,1988,1241,
1051,513253,1242,2331,2049,2699,2700,
1052,513253,1242,2049,2331,2700,2699,
1053,513253,1245,6611,6610,1989,1243,
1054,513253,1249,8292,8848,1992,4589,
1055,513253,1249,8848,8292,4589,1992,
1056,513253,1250,1923,6614,1249,1993,
1057,513253,1282,8851,9866,4590,6904,
1058,513253,1286,6209,6681,1287,2048,
1059,513253,1286,6681,6209,2048,1287,
1060,513253,1302,12976,6217,10129,1303,
1061,513253,1302,6217,12976,1303,10129,
1062,513253,1306,8818,9398,4457,5937,
1063,513253,1306,9398,8818,5937,4457,
1064,513253,1306,9399,13024,5938,10158,
1065,513253,1306,13024,9399,10158,5938,
1066,513253,1307,6221,6701,1310,1308,
1067,513253,1307,6701,6221,1308,1310,
1068,513253,1321,8708,6709,2088,2089,
1069,513253,1321,6709,8708,2089,2088,
1070,513253,1324,1326,1105,1325,1326,
1071,513253,1324,1105,1326,1326,1325,
1072,513253,1324,12290,1952,810,1503,
1073,513253,1324,1952,12290,1503,810,
1074,513253,1326,9196,1096,5330,1327,
1075,513253,1339,12379,6720,1340,2109,
1076,513253,1358,6734,12271,2121,1365,
1077,513253,1358,12271,6734,1365,2121,
1078,513253,1367,829,830,415,1369,
1079,513253,1367,830,829,1369,415,
1080,513253,1367,8809,9168,4435,5272,
1081,513253,1367,9168,8809,5272,4435,
1082,513253,1458,690,680,4381,683,
1083,513253,1458,680,690,683,4381,
1084,513253,1461,6819,12921,622,10052,
1085,513253,1461,12921,6819,10052,622,
1086,513253,1474,3297,3298,843,3357,
1087,513253,1474,3298,3297,3357,843,
1088,513253,1474,9523,14064,6190,10678,
1089,513253,1566,3089,1971,8200,1571,
1090,513253,1569,6913,7753,1567,3397,
1091,513253,1569,7753,6913,3397,1567,
1092,513253,1571,1971,1972,1566,1578,
1093,513253,1571,1972,1971,1578,1566,
1094,513253,1574,6912,7751,2335,2334,
1095,513253,1574,7751,6912,2334,2335,
1096,513253,1594,2501,1573,4415,7498,
1097,513253,1594,956,972,7482,8127,
1098,513253,1594,1573,2501,7498,4415,
1099,513253,1594,10511,1573,8661,7498,
1100,513253,1617,8411,6475,2377,1622,
1101,513253,1617,6475,8411,1622,2377,
1102,513253,1622,7221,6475,344,1617,
1103,513253,1632,832,953,204,7471,
1104,513253,1660,6366,6992,726,2439,
1105,513253,1660,6992,6366,2439,726,
1106,513253,1670,6055,6371,8432,1671,
1107,513253,1670,6371,6055,1671,8432,
1108,513253,1716,1137,1136,2493,1720,
1109,513253,1716,1136,1137,1720,2493,
1110,513253,1728,7069,10333,888,8257,
1111,513253,1728,10333,7069,8257,888,
1112,513253,1729,2025,7892,1727,3461,
1113,513253,1729,6400,7070,1728,2514,
1114,513253,1729,7070,6400,2514,1728,
1115,513253,1729,7892,2025,3461,1727,
1116,513253,1749,2030,2058,504,2822,
1117,513253,1749,2058,2030,2822,504,
1118,513253,1751,1941,7093,512,1752,
1119,513253,1751,7093,1941,1752,512,
1120,513253,1778,9562,1099,6257,362,
1121,513253,1779,9563,7128,6257,2567,
1122,513253,1779,7128,9563,2567,6257,
1123,513253,1798,1177,1241,2590,3297,
1124,513253,1812,1100,8765,257,1877,
1125,513253,1812,390,389,1801,1878,
1126,513253,1812,8765,1100,1877,257,
1127,513253,1812,10494,8765,8634,1877,
1128,513253,1974,8286,6591,1973,1975,
1129,513253,1974,6591,8286,1975,1973,
1130,513253,1988,8289,6609,3803,1243,
1131,513253,1988,6609,8289,1243,3803,
1132,513253,2008,8206,8205,533,1266,
1133,513253,2008,8205,8206,1266,533,
1134,513253,2031,6661,8197,1281,2051,
1135,513253,2032,9870,9864,6906,6903,
1136,513253,2034,6669,10420,1283,8600,
1137,513253,2034,10420,6669,8600,1283,
1138,513253,2061,9571,6690,6273,2060,
1139,513253,2061,6690,9571,2060,6273,
1140,513253,2072,6697,13510,2073,10589,
1141,513253,2072,13510,6697,10589,2073,
1142,513253,2075,6698,9413,2074,5961,
1143,513253,2075,9413,6698,5961,2074,
1144,513253,2075,6706,8678,2084,2083,
1145,513253,2078,8673,6699,4223,2077,
1146,513253,2078,6699,8673,2077,4223,
1147,513253,2079,8667,6700,4220,2080,
1148,513253,2081,1348,13296,4458,10589,
1149,513253,2081,13296,1348,10589,4458,
1150,513253,2085,9405,8677,5947,2076,
1151,513253,2085,8677,9405,2076,5947,
1152,513253,2122,6735,10539,1362,8671,
1153,513253,2122,10539,6735,8671,1362,
1154,513253,2140,9757,6767,6711,915,
1155,513253,2140,13887,5308,10299,6685,
1156,513253,2140,5308,13887,6685,10299,
1157,513253,2161,1347,12038,4445,9782,
1158,513253,2161,12038,1347,9782,4445,
1159,513253,2161,8841,10855,4583,8858,
1160,513253,2161,10855,8841,8858,4583,
1161,513253,2175,6776,9667,2176,6478,
1162,513253,2175,987,686,2179,4202,
1163,513253,2175,764,686,6477,4202,
1164,513253,2175,9667,6776,6478,2176,
1165,513253,2175,686,764,4202,6477,
1166,513253,2181,6778,988,2182,1424,
1167,513253,2181,9674,991,6489,6486,
1168,513253,2181,991,9674,6486,6489,
1169,513253,2182,8839,6778,4582,2181,
1170,513253,2186,2757,2092,6461,3143,
1171,513253,2186,2092,2757,3143,6461,
1172,513253,2187,1963,2431,2188,3144,
1173,513253,2187,2431,1963,3144,2188,
1174,513253,2217,4382,13906,4326,10885,
1175,513253,2217,13906,4382,10885,4326,
1176,513253,2218,4199,14255,4103,11002,
1177,513253,2221,676,9453,1078,6047,
1178,513253,2221,9453,676,6047,1078,
1179,513253,2223,2587,10425,5114,8601,
1180,513253,2226,2686,886,5860,5054,
1181,513253,2226,886,2686,5054,5860,
1182,513253,2235,11872,11323,9488,9128,
1183,513253,2235,11323,11872,9128,9488,
1184,513253,2235,2671,1967,5785,2236,
1185,513253,2274,6837,7505,628,2273,
1186,513253,2274,7505,6837,2273,628,
1187,513253,2274,9611,12314,6328,6329,
1188,513253,2274,12314,9611,6329,6328,
1189,513253,2276,1968,1476,375,6344,
1190,513253,2276,1476,1968,6344,375,
1191,513253,2279,2447,1969,2099,2280,
1192,513253,2302,8421,8842,2303,4585,
1193,513253,2302,8842,8421,4585,2303,
1194,513253,2303,8421,6855,2302,2304,
1195,513253,2303,6855,8421,2304,2302,
1196,513253,2337,1974,1975,1570,2338,
1197,513253,2337,1975,1974,2338,1570,
1198,513253,2339,10190,1984,7680,2348,
1199,513253,2342,1978,2115,1581,3396,
1200,513253,2342,2115,1978,3396,1581,
1201,513253,2342,6918,6919,2350,2351,
1202,513253,2342,6919,6918,2351,2350,
1203,513253,2346,1982,2113,2347,2345,
1204,513253,2346,2113,1982,2345,2347,
1205,513253,2365,1117,1118,1613,2366,
1206,513253,2365,1118,1117,2366,1613,
1207,513253,2365,8395,1274,2375,3888,
1208,513253,2365,1274,8395,3888,2375,
1209,513253,2389,14070,8770,10825,2760,
1210,513253,2389,8770,14070,2760,10825,
1211,513253,2389,399,561,777,7444,
1212,513253,2389,13957,14070,10688,10825,
1213,513253,2392,560,397,7432,3636,
1214,513253,2400,1123,2217,1642,863,
1215,513253,2400,2217,1123,863,1642,
1216,513253,2401,1125,6970,1650,2402,
1217,513253,2401,6970,1125,2402,1650,
1218,513253,2411,2213,1991,2410,2412,
1219,513253,2411,1999,10437,2416,8605,
1220,513253,2411,1991,2213,2412,2410,
1221,513253,2411,10437,1999,8605,2416,
1222,513253,2431,2224,1126,1647,2429,
1223,513253,2431,1130,1229,2401,3551,
1224,513253,2431,1126,2224,2429,1647,
1225,513253,2431,1229,1130,3551,2401,
1226,513253,2434,1129,1230,2433,2435,
1227,513253,2434,1230,1129,2435,2433,
1228,513253,2436,2000,1202,1649,3427,
1229,513253,2436,1202,2000,3427,1649,
1230,513253,2450,7004,7003,486,878,
1231,513253,2491,1131,7061,491,1715,
1232,513253,2491,7061,1131,1715,491,
1233,513253,2494,13475,2139,10540,3430,
1234,513253,2494,2139,13475,3430,10540,
1235,513253,2506,2027,2026,2507,1727,
1236,513253,2506,2026,2027,1727,2507,
1237,513253,2560,7117,7116,2561,2552,
1238,513253,2560,7116,7117,2552,2561,
1239,513253,2571,1155,1138,2860,2583,
1240,513253,2571,1138,1155,2583,2860,
1241,513253,2590,1178,9131,894,5161,
1242,513253,2590,9131,1178,5161,894,
1243,513253,2619,1151,2043,2623,2655,
1244,513253,2619,2043,1151,2655,2623,
1245,513253,2695,9503,9099,6146,5099,
1246,513253,2695,9099,9503,5099,6146,
1247,513253,2695,2585,2100,5101,370,
1248,513253,2695,2100,2585,370,5101,
1249,513253,2727,12501,11432,9865,9210,
1250,513253,2727,11432,12501,9210,9865,
1251,513253,2748,2478,8930,218,4681,
1252,513253,2748,8930,2478,4681,218,
1253,513253,2748,574,12568,7632,3939,
1254,513253,2748,11321,8930,9159,4681,
1255,513253,2754,849,945,3305,7462,
1256,513253,2754,945,849,7462,3305,
1257,513253,2755,961,13610,7654,10670,
1258,513253,2755,2894,2474,7653,957,
1259,513253,2755,10500,2894,8653,7653,
1260,513253,2755,2474,2894,957,7653,
1261,513253,2756,2054,2364,957,1588,
1262,513253,2756,2364,2054,1588,957,
1263,513253,2756,8415,2364,3392,1588,
1264,513253,2760,8770,10084,2389,7447,
1265,513253,2760,10084,8770,7447,2389,
1266,513253,2760,563,354,7446,958,
1267,513253,2760,14069,10084,10688,7447,
1268,513253,2860,1155,2518,2571,4594,
1269,513253,2860,2518,1155,4594,2571,
1270,513253,2920,12139,7436,9606,2923,
1271,513253,2920,7436,12139,2923,9606,
1272,513253,2921,2068,2069,2916,2922,
1273,513253,2921,2069,2068,2922,2916,
1274,513253,2921,11071,2514,9001,4517,
1275,513253,2936,1156,12781,2937,9970,
1276,513253,2936,12781,1156,9970,2937,
1277,513253,2939,12784,1157,9972,2938,
1278,513253,2939,1157,12784,2938,9972,
1279,513253,2945,12780,1161,9970,2935,
1280,513253,2945,1161,12780,2935,9970,
1281,513253,2978,7465,7464,1405,2979,
1282,513253,2978,8603,7466,2965,2980,
1283,513253,2978,7464,7465,2979,1405,
1284,513253,2978,7466,8603,2980,2965,
1285,513253,2985,1169,1171,2986,2990,
1286,513253,2985,1171,1169,2990,2986,
1287,513253,2986,1169,1312,2985,1026,
1288,513253,2986,10429,1500,8616,6708,
1289,513253,2986,1312,1500,1026,6708,
1290,513253,2986,1500,1312,6708,1026,
1291,513253,2989,11399,1170,9223,2990,
1292,513253,2989,1170,1172,2990,2996,
1293,513253,2989,1172,1170,2996,2990,
1294,513253,3011,2072,2792,3012,6709,
1295,513253,3011,2792,2072,6709,3012,
1296,513253,3036,2074,7604,9827,3207,
1297,513253,3036,7604,2074,3207,9827,
1298,513253,3041,1174,8540,3042,4053,
1299,513253,3041,8540,1174,4053,3042,
1300,513253,3041,2075,2076,3038,3043,
1301,513253,3042,1306,1174,4048,3041,
1302,513253,3042,1174,1306,3041,4048,
1303,513253,3045,8541,2077,3044,3046,
1304,513253,3045,2077,8541,3046,3044,
1305,513253,3048,7503,2408,3049,3043,
1306,513253,3048,2406,8538,3046,4049,
1307,513253,3048,8538,2406,4049,3046,
1308,513253,3053,2744,2743,6386,6363,
1309,513253,3053,2743,2744,6363,6386,
1310,513253,3117,13857,3318,10857,4428,
1311,513253,3117,3318,13857,4428,10857,
1312,513253,3117,2503,1175,3115,1063,
1313,513253,3117,1175,2503,1063,3115,
1314,513253,3119,2087,7555,3112,3118,
1315,513253,3119,7555,2087,3118,3112,
1316,513253,3119,2089,2090,3121,3124,
1317,513253,3119,2090,2089,3124,3121,
1318,513253,3124,2090,2091,3119,3125,
1319,513253,3124,2091,2090,3125,3119,
1320,513253,3124,7565,7940,3127,3315,
1321,513253,3124,7940,7565,3315,3127,
1322,513253,3159,8715,7579,2110,3160,
1323,513253,3167,12620,13514,5960,10290,
1324,513253,3167,13514,12620,10290,5960,
1325,513253,3174,9389,7584,5922,3175,
1326,513253,3174,7584,9389,3175,5922,
1327,513253,3177,7588,7586,3179,4557,
1328,513253,3177,7586,7588,4557,3179,
1329,513253,3185,8805,7590,4559,3186,
1330,513253,3185,7590,8805,3186,4559,
1331,513253,3187,121,11789,4422,9471,
1332,513253,3256,378,13950,3865,10437,
1333,513253,3297,1241,1179,1798,1799,
1334,513253,3297,8094,1179,2589,1799,
1335,513253,3312,396,534,2765,7261,
1336,513253,3312,10015,7684,7263,973,
1337,513253,3312,10493,10015,8641,7263,
1338,513253,3312,7684,10015,973,7263,
1339,513253,3320,5,163,141,8551,
1340,513253,3320,14074,163,10831,8551,
1341,513253,3322,120,14161,4400,10831,
1342,513253,3325,1341,11184,4377,9188,
1343,513253,3325,11184,1341,9188,4377,
1344,513253,3326,7688,9817,2150,6797,
1345,513253,3327,327,328,230,3328,
1346,513253,3327,328,327,3328,230,
1347,513253,3329,10869,1192,8911,3331,
1348,513253,3329,1192,10869,3331,8911,
1349,513253,3350,2105,2583,205,5098,
1350,513253,3350,2583,2105,5098,205,
1351,513253,3350,3326,12922,6127,5097,
1352,513253,3350,12922,3326,5097,6127,
1353,513253,3351,3300,3320,3858,843,
1354,513253,3351,3320,3300,843,3858,
1355,513253,3351,329,455,3352,6191,
1356,513253,3351,10628,3320,8734,843,
1357,513253,3357,3298,3325,1474,6125,
1358,513253,3357,3325,3298,6125,1474,
1359,513253,3379,1201,7730,3366,3376,
1360,513253,3379,7730,1201,3376,3366,
1361,513253,3386,835,852,1103,3385,
1362,513253,3386,852,835,3385,1103,
1363,513253,3389,2108,1282,445,3390,
1364,513253,3390,2110,2109,3391,449,
1365,513253,3390,1282,2109,3389,449,
1366,513253,3390,2109,2110,449,3391,
1367,513253,3392,14465,836,11018,957,
1368,513253,3481,842,845,3482,3611,
1369,513253,3481,845,842,3611,3482,
1370,513253,3559,1232,1231,235,905,
1371,513253,3559,1231,1232,905,235,
1372,513253,3606,8813,9026,761,4936,
1373,513253,3607,8825,8112,4466,761,
1374,513253,3607,8112,8825,761,4466,
1375,513253,3608,10697,14173,8805,10928,
1376,513253,3608,14173,10697,10928,8805,
1377,513253,3636,397,551,2392,7349,
1378,513253,3636,1540,1245,7347,962,
1379,513253,3636,10470,1540,8627,7347,
1380,513253,3636,1245,1540,962,7347,
1381,513253,3644,548,611,7329,2765,
1382,513253,3644,10041,2472,7328,769,
1383,513253,3644,2509,2472,4446,769,
1384,513253,3644,2472,10041,769,7328,
1385,513253,3674,9897,8196,6983,2051,
1386,513253,3689,346,345,158,271,
1387,513253,3689,345,346,271,158,
1388,513253,3740,2632,2630,5537,5535,
1389,513253,3740,2630,2632,5535,5537,
1390,513253,3803,8306,8289,1987,1988,
1391,513253,3803,8289,8306,1988,1987,
1392,513253,3826,3260,1267,8533,3740,
1393,513253,3826,1267,3260,3740,8533,
1394,513253,3838,8353,8351,3830,3839,
1395,513253,3858,3306,3300,3353,3351,
1396,513253,3858,457,380,6214,3860,
1397,513253,3858,3300,3306,3351,3353,
1398,513253,3858,10633,3306,8734,3353,
1399,513253,3861,679,729,3863,5763,
1400,513253,3861,418,355,4442,3862,
1401,513253,3861,729,679,5763,3863,
1402,513253,3861,10611,729,8719,5763,
1403,513253,3863,688,679,680,3861,
1404,513253,3863,679,688,3861,680,
1405,513253,3863,377,13619,3864,10439,
1406,513253,3863,10616,688,8719,680,
1407,513253,3924,12522,3301,939,943,
1408,513253,3924,3301,12522,943,939,
1409,513253,3926,11955,3264,9609,8553,
1410,513253,3926,3264,11955,8553,9609,
1411,513253,3926,1284,2995,3929,7930,
1412,513253,3926,2995,1284,7930,3929,
1413,513253,3927,2377,3265,3924,8553,
1414,513253,3927,3265,2377,8553,3924,
1415,513253,3927,1283,2376,3928,3925,
1416,513253,3927,2376,1283,3925,3928,
1417,513253,3928,1283,1286,3927,3931,
1418,513253,3928,1286,1283,3931,3927,
1419,513253,3929,1284,2981,3926,7916,
1420,513253,3929,2981,1284,7916,3926,
1421,513253,3931,1287,1286,3932,3928,
1422,513253,3931,1286,1287,3928,3932,
1423,513253,3933,1289,1291,3934,3932,
1424,513253,3933,1291,1289,3932,3934,
1425,513253,3945,1294,11349,3948,9185,
1426,513253,3959,8492,2475,3960,3964,
