,meshcode,linkno,snodeno,enodeno,day,shour,ehour,sdate,edate,cartype,geometry
0,513253,2,59,58,100000000,0000,2400,0101,1231,0,
1,513253,3,70,4694,100000000,0000,2400,0101,1231,0,
2,513253,4,71,60,100000000,0000,2400,0101,1231,0,
3,513253,5,141,3320,100000000,0000,2400,0101,1231,0,
4,513253,6,57,4399,100000000,0000,2400,0101,1231,0,
5,513253,7,4399,69,100000000,0000,2400,0101,1231,0,
6,513253,8,8253,4694,100000000,0000,2400,0101,1231,0,
7,513253,9,8549,63,100000000,0000,2400,0101,1231,0,
8,513253,10,64,8550,100000000,0000,2400,0101,1231,0,
9,513253,11,8568,8545,100000000,0000,2400,0101,1231,0,
10,513253,12,8546,8569,100000000,0000,2400,0101,1231,0,
11,513253,13,8570,8568,100000000,0000,2400,0101,1231,0,
12,513253,14,8569,8571,100000000,0000,2400,0101,1231,0,
13,513253,15,8571,8572,100000000,0000,2400,0101,1231,0,
14,513253,16,8572,8570,100000000,0000,2400,0101,1231,0,
15,513253,17,8593,8547,100000000,0000,2400,0101,1231,0,
16,513253,18,56,57,100000000,0000,2400,0101,1231,0,
17,513253,19,59,60,100000000,0000,2400,0101,1231,0,
18,513253,20,64,63,100000000,0000,2400,0101,1231,0,
19,513253,21,67,66,100000000,0000,2400,0101,1231,0,
20,513253,22,65,68,100000000,0000,2400,0101,1231,0,
21,513253,23,62,68,100000000,0000,2400,0101,1231,0,
22,513253,24,67,61,100000000,0000,2400,0101,1231,0,
23,513253,25,74,73,100000000,0000,2400,0101,1231,0,
24,513253,26,76,75,100000000,0000,2400,0101,1231,0,
25,513253,27,140,56,100000000,0000,2400,0101,1231,0,
26,513253,28,3632,76,100000000,0000,2400,0101,1231,0,
27,513253,29,73,3633,100000000,0000,2400,0101,1231,0,
28,513253,30,58,4405,100000000,0000,2400,0101,1231,0,
29,513253,31,4467,2,100000000,0000,2400,0101,1231,0,
30,513253,32,1,4468,100000000,0000,2400,0101,1231,0,
31,513253,33,4468,4469,100000000,0000,2400,0101,1231,0,
32,513253,34,4469,64,100000000,0000,2400,0101,1231,0,
33,513253,35,4470,4467,100000000,0000,2400,0101,1231,0,
34,513253,36,60,4470,100000000,0000,2400,0101,1231,0,
35,513253,37,4473,59,100000000,0000,2400,0101,1231,0,
36,513253,38,4471,4473,100000000,0000,2400,0101,1231,0,
37,513253,39,63,4474,100000000,0000,2400,0101,1231,0,
38,513253,40,4474,4472,100000000,0000,2400,0101,1231,0,
39,513253,41,4475,61,100000000,0000,2400,0101,1231,0,
40,513253,42,65,4476,100000000,0000,2400,0101,1231,0,
41,513253,43,4476,4477,100000000,0000,2400,0101,1231,0,
42,513253,44,4477,66,100000000,0000,2400,0101,1231,0,
43,513253,45,4478,4475,100000000,0000,2400,0101,1231,0,
44,513253,46,62,4478,100000000,0000,2400,0101,1231,0,
45,513253,47,70,4479,100000000,0000,2400,0101,1231,0,
46,513253,48,4479,4480,100000000,0000,2400,0101,1231,0,
47,513253,49,4481,54,100000000,0000,2400,0101,1231,0,
48,513253,50,4480,4481,100000000,0000,2400,0101,1231,0,
49,513253,51,4482,52,100000000,0000,2400,0101,1231,0,
50,513253,52,72,4483,100000000,0000,2400,0101,1231,0,
51,513253,53,4484,78,100000000,0000,2400,0101,1231,0,
52,513253,54,4483,4485,100000000,0000,2400,0101,1231,0,
53,513253,55,4486,4484,100000000,0000,2400,0101,1231,0,
54,513253,56,4485,4487,100000000,0000,2400,0101,1231,0,
55,513253,57,69,4488,100000000,0000,2400,0101,1231,0,
56,513253,58,4488,4486,100000000,0000,2400,0101,1231,0,
57,513253,59,4489,70,100000000,0000,2400,0101,1231,0,
58,513253,60,68,4490,100000000,0000,2400,0101,1231,0,
59,513253,61,4491,67,100000000,0000,2400,0101,1231,0,
60,513253,62,4490,4492,100000000,0000,2400,0101,1231,0,
