,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513253,042114,251,154,155,0,2,250,4-33-21-5-2176035,"LINESTRING (476631673 124167302, 476631877 124165702)"
1,513253,042114,252,178,179,0,2,251,4-33-21-5-2176069,"LINESTRING (476633800 124157870, 476634087 124157437, 476634332 124156970, 476634618 124156203, 476634782 124155503, 476634946 124154703)"
2,513253,041114,253,193,214,0,2,252,4-33-21-5-2176086,"LINESTRING (476629831 124193834, 476630076 124193134, 476630486 124191234)"
3,513253,041114,254,214,215,0,2,253,4-33-21-5-2176103,"LINESTRING (476630486 124191234, 476630690 124190334, 476631426 124188600, 476631549 124188000, 476631713 124186834)"
4,513253,041114,255,4000,3976,1,2,254,4-33-21-5-2176120,"LINESTRING (476892326 124025857, 476892121 124026123, 476891998 124026223, 476891671 124026390)"
5,513253,041114,256,212,7678,0,2,255,4-33-21-5-2176135,"LINESTRING (476633309 124178135, 476633799 124177935, 476634167 124177535, 476634290 124177168, 476634699 124175501, 476634699 124175068, 476634576 124174701)"
6,513253,041114,257,7678,213,0,2,256,4-33-21-5-2176152,"LINESTRING (476634576 124174701, 476634455 124174568, 476634209 124174335)"
7,513253,041114,258,7690,7687,0,2,257,4-33-21-5-2176203,"LINESTRING (476628522 124208565, 476628317 124207832)"
8,513253,041114,259,215,7699,0,2,258,4-33-21-5-2176220,"LINESTRING (476631713 124186834, 476631590 124185767, 476631549 124185600)"
9,513253,041114,260,7699,7700,0,2,259,4-33-21-5-2176237,"LINESTRING (476631549 124185600, 476631223 124184334)"
10,513253,041114,261,7700,211,0,2,260,4-33-21-5-2176254,"LINESTRING (476631223 124184334, 476631018 124183600, 476630977 124183268, 476631427 124182268, 476631755 124181335, 476632000 124180668)"
11,513253,041114,262,211,7703,0,2,261,4-33-21-5-2176271,"LINESTRING (476632000 124180668, 476632246 124179568, 476632696 124178601)"
12,513253,041114,263,7703,212,0,2,262,4-33-21-5-2176290,"LINESTRING (476632696 124178601, 476632900 124178368, 476633309 124178135)"
13,513253,042114,264,7987,4449,0,2,263,4-33-21-5-2176307,"LINESTRING (476574815 124054180, 476574038 124053413, 476573752 124053180, 476573424 124053047)"
14,513253,041114,265,7688,8294,0,2,264,4-33-21-5-2176322,"LINESTRING (476628522 124204398, 476628399 124203399, 476628154 124201266, 476628317 124200266, 476628767 124198533, 476629176 124196633)"
15,513253,041114,266,8294,192,0,2,265,4-33-21-5-2176339,"LINESTRING (476629176 124196633, 476629217 124196433)"
16,513253,041114,267,213,8295,0,2,266,4-33-21-5-2176356,"LINESTRING (476634209 124174335, 476633391 124174035, 476632573 124173735, 476631796 124173501, 476631305 124173468, 476630937 124173535, 476629014 124174235, 476628727 124174201, 476628523 124174101, 476628359 124173868, 476628277 124173535, 476628318 124173368, 476628441 124173268, 476630282 124171969, 476630650 124171736, 476630896 124171502, 476631018 124171336, 476631223 124171136, 476631346 124170902, 476631427 124170669, 476631468 124170402, 476631509 124170169, 476631509 124169469)"
