,meshcode,linkno,orflg,signcnt,signno,maxspeed,signkeido,signido,signpos,variable,existroad,exlinkno,geometry
0,513253,2,1,2,1,40,476616611,123947457,0,0,0,0,
1,513253,2,1,2,2,40,476613802,123950590,0,0,0,0,
2,513253,3,1,1,1,40,476931701,124075805,0,0,0,0,
3,513253,4,1,2,1,40,476608751,123942228,0,0,0,0,
4,513253,4,1,2,2,40,476617647,123946030,0,0,0,0,
5,513253,5,1,1,1,30,476928012,124054635,0,0,0,0,
6,513253,6,1,1,1,40,476929097,124078880,0,0,0,0,
7,513253,7,1,1,1,40,476939834,124077253,0,0,0,0,
8,513253,8,1,1,1,40,476930241,124079213,0,0,0,0,
9,513253,9,1,1,1,40,476612726,123952809,0,0,0,0,
10,513253,10,1,1,1,40,476604571,123939252,0,0,0,0,
11,513253,11,1,1,1,40,476601623,124118047,0,0,0,0,
12,513253,12,1,2,1,40,476595071,124111380,0,0,0,0,
13,513253,12,1,2,2,40,476599332,124109358,0,0,0,0,
14,513253,13,1,2,1,40,476586816,124101886,0,0,0,0,
15,513253,13,1,2,2,40,476592435,124111142,0,0,0,0,
16,513253,14,1,1,1,40,476588937,124106590,0,0,0,0,
17,513253,15,1,1,1,40,476589760,124093512,0,0,0,0,
18,513253,16,1,1,1,40,476589211,124093373,0,0,0,0,
19,513253,17,1,1,1,40,476602590,124115119,0,0,0,0,
20,513253,21,1,2,1,60,476679022,124021203,0,1,0,0,
21,513253,21,1,2,2,60,476689417,124026202,0,1,0,0,
22,513253,22,1,2,1,60,476678063,124009905,0,1,0,0,
23,513253,22,1,2,2,60,476679398,124016330,0,1,0,0,
24,513253,23,1,2,1,60,476681311,124017810,0,1,0,0,
25,513253,23,1,2,2,60,476692344,124027038,0,1,0,0,
26,513253,24,1,2,1,60,476676806,124004951,0,1,0,0,
27,513253,24,1,2,2,60,476681601,124019126,0,1,0,0,
28,513253,29,1,1,1,80,476660536,124200779,0,1,0,0,
29,513253,30,1,1,1,30,476622566,123949699,0,0,0,0,
30,513253,34,1,1,1,100,476584430,123924307,0,1,0,0,
31,513253,36,1,1,1,100,476602972,123935834,0,1,0,0,
32,513253,37,1,1,1,100,476627665,123967588,0,1,0,0,
33,513253,39,1,1,1,100,476627548,123968925,0,1,0,0,
34,513253,57,1,1,1,100,476949066,124076706,0,1,0,0,
35,513253,60,1,1,1,80,476660863,124025257,0,1,0,0,
36,513253,61,1,1,1,80,476664529,124024752,0,1,0,0,
37,513253,68,1,1,1,80,476642992,124049260,0,1,0,0,
38,513253,69,1,1,1,80,476641216,124051740,0,1,0,0,
39,513253,72,1,1,1,80,476620317,124081775,0,1,0,0,
40,513253,73,1,1,1,80,476621019,124078913,0,1,0,0,
41,513253,76,1,1,1,80,476643315,124188003,0,1,0,0,
42,513253,79,1,1,1,80,476627715,124170801,0,1,0,0,
43,513253,80,1,2,1,100,476818611,124074347,0,1,0,0,
44,513253,80,1,2,2,100,476841147,124069983,0,1,0,0,
45,513253,82,1,1,1,100,476866648,124070019,0,1,0,0,
46,513253,87,1,1,1,40,476926842,124070602,0,0,0,0,
47,513253,88,1,1,1,40,476623265,123949241,0,0,0,0,
48,513253,89,1,1,1,100,476668301,123995404,0,1,0,0,
49,513253,90,1,1,1,100,476670426,123996297,0,1,0,0,
50,513253,91,1,2,1,100,476817428,124073105,0,1,0,0,
51,513253,91,1,2,2,100,476840963,124068673,0,1,0,0,
52,513253,92,1,1,1,80,476625416,124155698,0,1,0,0,
53,513253,93,1,1,1,80,476606680,124127137,0,1,0,0,
54,513253,95,1,1,1,80,476599538,124102079,0,1,0,0,
55,513253,97,1,1,1,80,476600258,124105810,0,1,0,0,
56,513253,98,1,1,1,60,476678164,123968216,0,0,0,0,
57,513253,99,1,1,1,60,476679274,123968798,0,0,0,0,
58,513253,10460,1,3,1,60,476732886,123921363,1,0,0,0,
59,513253,10460,1,3,2,60,476698256,123946650,1,0,0,0,
60,513253,10460,1,3,3,60,476710887,123934068,1,0,0,0,
61,513253,10467,1,3,1,60,476731452,123920742,1,0,0,0,
62,513253,10467,1,3,2,60,476696494,123946638,1,0,0,0,
63,513253,10467,1,3,3,60,476710289,123932916,1,0,0,0,
64,513253,11429,1,1,1,40,476613719,123946622,0,0,0,0,
65,513253,11440,1,1,1,40,476616954,123946078,0,0,0,0,
66,513253,11452,1,1,1,30,476627696,123953066,0,0,0,0,
67,513253,11472,1,2,1,30,476632678,123956232,0,0,0,0,
68,513253,11472,1,2,2,30,476636492,123958285,16,0,0,0,
69,513253,11483,1,1,1,30,476636314,123953834,0,0,0,0,
70,513253,11495,1,1,1,30,476636634,123955996,0,0,0,0,
71,513253,11522,1,2,1,30,476632872,123955975,0,0,0,0,
72,513253,11522,1,2,2,30,476634768,123956670,0,0,0,0,
73,513253,11525,1,1,1,30,476637794,123950191,0,0,0,0,
74,513253,11532,1,1,1,100,476897972,124075152,0,1,0,0,
75,513253,11534,1,1,1,100,476910772,124075222,0,1,0,0,
76,513253,11743,1,1,1,30,476924189,124060646,0,0,0,0,
77,513253,11748,1,2,1,30,476926954,124063499,0,0,0,0,
78,513253,11748,1,2,2,30,476929098,124056876,0,0,0,0,
79,513253,11979,1,1,1,40,476649604,124193193,0,0,0,0,
80,513253,11982,1,1,1,20,476651432,124194589,0,0,0,0,
81,513253,11986,1,1,1,20,476655202,124197006,0,0,0,0,
82,513253,11990,1,2,1,40,476655539,124197134,0,0,0,0,
83,513253,11990,1,2,2,40,476657601,124198623,0,0,0,0,
84,513253,11999,1,2,1,40,476647809,124190322,0,0,0,0,
85,513253,11999,1,2,2,40,476647463,124190229,0,0,0,0,
86,513253,12004,1,1,1,20,476648167,124190375,0,0,0,0,
87,513253,12006,1,1,1,20,476651027,124191881,0,0,0,0,
88,513253,12012,1,1,1,40,476652976,124193516,0,0,0,0,
89,513253,12958,1,1,1,100,476967445,124075424,0,1,0,0,
90,513253,13003,1,1,1,40,476599812,124113257,0,0,0,0,
91,513253,13032,1,1,1,40,476607803,124126668,0,0,0,0,
92,513253,13058,1,1,1,40,476931516,124077193,0,0,1,13057,
93,513253,13213,1,1,1,20,476725348,124068826,0,0,0,0,
94,513253,13383,1,1,1,100,476697874,124037630,0,1,0,0,
95,513253,13597,1,1,1,100,476701342,124040472,0,1,0,0,
96,513253,13621,1,1,1,30,476925416,124050642,0,0,0,0,
97,513253,13803,1,1,1,40,476716576,124064337,0,0,0,0,
98,513253,13818,1,1,1,20,476724367,124069812,0,0,0,0,
99,513253,13819,1,1,1,20,476724482,124073543,0,0,0,0,
100,513253,13823,1,1,1,40,476925228,124071038,0,0,0,0,
101,513253,13962,1,1,1,40,476920028,124075467,0,0,0,0,
102,513253,14226,1,1,1,20,476717615,124069497,0,0,0,0,
103,513253,14227,1,1,1,30,476924970,124064969,0,0,0,0,
104,513253,14285,1,1,1,40,476725591,124074298,0,0,0,0,
105,513253,14286,1,1,1,30,476923822,124062531,0,0,0,0,
106,513253,14332,1,1,1,100,476715195,124060290,0,1,0,0,
107,513253,14335,1,1,1,20,476717776,124069028,0,0,0,0,
108,513253,14372,1,1,1,40,476724426,124072961,0,0,0,0,
109,513253,14441,1,1,1,20,476723832,124073205,0,0,0,0,
110,513253,14528,1,1,1,20,476720568,124065805,0,0,0,0,
111,513253,14562,1,1,1,20,476721484,124065796,0,0,0,0,
112,513253,14664,1,2,1,40,476720502,124066617,0,0,0,0,
113,513253,14664,1,2,2,40,476719902,124065998,0,0,0,0,
114,513253,14676,1,1,1,40,476725869,124072451,0,0,0,0,
115,513253,14793,1,2,1,100,476731611,124078523,0,1,0,0,
116,513253,14793,1,2,2,100,476786689,124087207,0,1,0,0,
117,513253,14801,1,2,1,100,476748724,124085607,0,1,0,0,
118,513253,14801,1,2,2,100,476795310,124082917,0,1,0,0,
