,meshcode,tnodeno,snodeno,linkno,ichikeido,ichiido,distance,changetype,slanecnt,slaneinfo,elanecnt,elaneinfo,geometry
0,513253,66,67,21,476676386,124021453,577,1,1,0000000000100000,2,0000000001100000,
1,513253,4476,65,42,476680926,124012820,73,2,3,0000000001110000,2,0000000001100000,
2,513253,4478,62,46,476689844,124024619,218,2,3,0000000001110000,2,0000000001100000,
3,513253,4503,4501,73,476622348,124076678,161,1,2,0000000001100000,3,0000000001110000,
4,513253,4507,8545,93,476623533,124151170,611,2,3,0000000001110000,2,0000000001100000,
5,513253,8564,8566,100,476683422,123961626,79,6,2,0000000001100000,0,1111111111111111,
6,513253,8567,8565,101,476681458,123966193,195,6,0,1111111111111111,2,0000000001100000,
7,513253,11156,10822,13949,476719090,124066682,430,2,3,0000000001110000,2,0000000001100000,
