,meshcode,linkno,tnodeno,signcnt,signno,signtype,changeflg,regardflg,signx,signy,subsigncnt,subsignno,exctflg,cartype,extimeflg,shour,ehour,exdtflg,sdate,edate,exssflg,season,exdayflg,day,section,geometry
0,513253,111,144,1,1,1,0,0,476925084,124060139,0,,,,,,,,,,,,,,,
1,513253,112,132,1,1,1,0,0,476894298,123965098,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
2,513253,112,132,1,1,1,0,0,476894298,123965098,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
3,513253,123,1086,1,1,1,0,0,476919372,124072977,0,,,,,,,,,,,,,,,
4,513253,126,5028,1,1,1,0,0,476917362,124027998,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
5,513253,126,5028,1,1,1,0,0,476917362,124027998,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
6,513253,127,5029,1,1,1,0,0,476919586,124032934,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
7,513253,127,5029,1,1,1,0,0,476919586,124032934,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
8,513253,129,4338,1,1,1,0,0,476919559,124035476,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
9,513253,129,4338,1,1,1,0,0,476919559,124035476,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
10,513253,132,5048,1,1,1,0,0,476908918,123996619,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
11,513253,132,5048,1,1,1,0,0,476908918,123996619,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
12,513253,137,5119,1,1,1,0,0,476907207,123984320,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
13,513253,137,5119,1,1,1,0,0,476907207,123984320,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
14,513253,139,134,1,1,1,0,0,476900319,123972231,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
15,513253,139,134,1,1,1,0,0,476900319,123972231,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
16,513253,142,4325,1,1,1,0,0,476903719,123978696,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
17,513253,142,4325,1,1,1,0,0,476903719,123978696,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
18,513253,147,4333,1,1,1,0,0,476915206,124020580,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
19,513253,147,4333,1,1,1,0,0,476915206,124020580,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
20,513253,148,5829,1,1,1,0,0,476915355,124017640,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
21,513253,148,5829,1,1,1,0,0,476915355,124017640,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
22,513253,155,8230,1,1,1,0,0,476917490,124025212,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
23,513253,155,8230,1,1,1,0,0,476917490,124025212,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
24,513253,161,8242,1,1,1,0,0,476907560,123989494,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
25,513253,161,8242,1,1,1,0,0,476907560,123989494,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
26,513253,164,139,1,1,1,0,0,476922844,124040983,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
27,513253,164,139,1,1,1,0,0,476922844,124040983,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
28,513253,168,87,1,1,3,0,0,476887824,123993598,2,1.0,0.0,26.0,0.0,1730,1900,0.0,0101,1231,0.0,0.0,1.0,000000011,0.0,
29,513253,168,87,1,1,3,0,0,476887824,123993598,2,2.0,0.0,9.0,0.0,1730,1900,0.0,0101,1231,0.0,0.0,1.0,000000011,0.0,
