,meshcode,nodeno,symcode,realx,realy,geometry
145,513253,221,711900,476658468,124050349,
146,513253,222,719999,476660104,124054315,
147,513253,222,711717,476659817,124054949,
148,513253,222,711707,476660022,124055115,
149,513253,224,719999,476648119,123979957,
150,513253,224,710105,476647220,123981957,
151,513253,226,719999,476660391,124044750,
152,513253,226,710116,476659696,124046183,
153,513253,227,719999,476659859,124044916,
154,513253,227,710116,476659696,124046183,
155,513253,228,719999,476686774,124069747,
156,513253,228,710421,476687429,124068381,
157,513253,229,719999,476687715,124069948,
158,513253,229,710421,476687674,124068448,
159,513253,230,719999,476689556,124070148,
160,513253,230,711900,476688902,124070281,
161,513253,230,710201,476688943,124068881,
162,513253,231,719999,476700642,124078047,
163,513253,231,710600,476700478,124075247,
164,513253,231,711900,476701746,124076580,
165,513253,233,719999,476712504,124083647,
166,513253,235,711400,476736147,124089880,
167,513253,236,719999,476739910,124091580,
168,513253,236,711600,476738110,124090280,
169,513253,236,711400,476736106,124090347,
170,513253,238,719999,476747150,124095113,
171,513253,239,719999,476751567,124095880,
172,513253,239,711900,476752099,124096313,
173,513253,241,719999,476774597,124107879,
174,513253,241,711900,476772552,124107946,
175,513253,242,719999,476781510,124107746,
176,513253,242,711900,476780119,124108279,
177,513253,242,710500,476780651,124107279,
178,513253,243,719999,476785764,124107312,
179,513253,243,710421,476788136,124106312,
180,513253,243,712000,476786828,124107646,
181,513253,244,719999,476860827,124080951,
182,513253,246,719999,476796112,124112112,
183,513253,246,712000,476798403,124113112,
184,513253,246,711113,476791245,124110946,
185,513253,252,719999,476829696,124111147,
186,513253,252,710116,476826792,124113812,
187,513253,256,710438,476840946,124103181,
188,513253,257,719999,476852236,124097149,
189,513253,257,711900,476853095,124096149,
190,513253,257,710500,476856653,124096382,
191,513253,257,710500,476852236,124098082,
192,513253,257,711100,476853545,124097815,
193,513253,257,711905,476851418,124097282,
194,513253,261,719999,476868189,124088316,
195,513253,261,710220,476868803,124085816,
196,513253,261,711900,476868189,124087350,
197,513253,261,711900,476869988,124088050,
198,513253,262,719999,476870194,124083183,
199,513253,262,710220,476868885,124085616,
200,513253,267,719999,476874898,124066852,
201,513253,273,712231,476797504,124104780,
202,513253,273,711600,476801676,124103613,
203,513253,273,711900,476798731,124103713,
204,513253,274,712000,476578005,124060012,
205,513253,283,719999,476868517,124076217,
206,513253,285,711709,476641290,123929929,
207,513253,285,711708,476640062,123929029,
208,513253,289,719999,476643130,123923396,
209,513253,289,711900,476643621,123923963,
210,513253,289,710600,476641780,123921396,
211,513253,289,710428,476644153,123922029,
212,513253,295,712232,476690620,124063714,
213,513253,295,711900,476689065,124063581,
214,513253,295,711700,476689556,124062081,
215,513253,305,711900,476757826,124117677,
216,513253,308,719999,476799139,124136643,
217,513253,310,719999,476819959,124138177,
218,513253,310,711708,476821309,124137977,
219,513253,312,719999,476841926,124147876,
220,513253,312,711900,476842294,124148376,
221,513253,315,719999,476864056,124110880,
222,513253,315,711720,476862870,124113380,
223,513253,315,710116,476863647,124115613,
224,513253,318,719999,476868803,124088516,
225,513253,318,710220,476868680,124085883,
226,513253,318,711900,476868107,124087416,
227,513253,318,711900,476869906,124088116,
228,513253,319,719999,476901732,124085284,
229,513253,319,711400,476900791,124084851,
230,513253,319,710116,476899973,124083684,
231,513253,319,710428,476901814,124084051,
232,513253,320,719999,476897804,124079284,
233,513253,320,711900,476895678,124078052,
234,513253,320,710116,476900054,124083651,
235,513253,320,710421,476899114,124079984,
236,513253,321,719999,476880911,124088383,
237,513253,321,710100,476883446,124086216,
238,513253,325,711708,476897112,124017858,
239,513253,327,719999,476837229,123931331,
240,513253,327,712231,476840706,123933065,
241,513253,328,719999,476844102,123923866,
242,513253,329,719999,476969186,124076387,
243,513253,331,719999,476936915,123991295,
244,513253,333,711708,476942029,123952499,
245,513253,337,712005,476639406,124027185,
246,513253,340,711900,476604306,124211564,
247,513253,344,719999,476699701,124050050,
248,513253,349,711708,476764534,124119010,
249,513253,352,719999,476795949,124127010,
250,513253,355,719999,476815869,124145309,
251,513253,355,711716,476816891,124144909,
252,513253,364,719999,476877434,124089550,
253,513253,364,712231,476876779,124089583,
254,513253,364,711629,476878047,124090083,
255,513253,366,719999,476881974,124087983,
256,513253,366,710100,476883405,124086050,
257,513253,368,719999,476877393,124080751,
258,513253,373,719999,476880913,124002426,
259,513253,373,711900,476881322,124002893,
260,513253,375,719999,476864348,123976562,
261,513253,375,711900,476863857,123977128,
262,513253,375,710400,476864921,123978362,
263,513253,375,710438,476863980,123975262,
264,513253,379,719999,476863001,123927266,
265,513253,380,719999,476878831,123926833,
266,513253,380,710421,476880344,123925933,
267,513253,381,719999,476861933,124006325,
268,513253,384,719999,476957983,123956665,
269,513253,384,711400,476957451,123956831,
270,513253,386,719999,476959865,123957031,
271,513253,386,711900,476960274,123956731,
272,513253,388,719999,476982031,124076020,
273,513253,389,719999,476984526,124075854,
274,513253,396,719999,476795660,124200936,
275,513253,396,712000,476793329,124202736,
276,513253,400,719999,476856906,123911933,
277,513253,400,710428,476856497,123913067,
278,513253,401,711900,476655811,123922797,
279,513253,401,711501,476658266,123922030,
280,513253,402,711708,476978844,123964665,
281,513253,405,719999,476952863,124115349,
282,513253,412,711900,476968250,123947832,
283,513253,413,719999,476974346,123932501,
284,513253,415,719999,476979951,123926402,
285,513253,417,711900,476980850,123928002,
286,513253,420,719999,476926439,124090184,
287,513253,420,711600,476925089,124090617,
288,513253,424,719999,476853795,123953864,
289,513253,424,711720,476852895,123953564,
290,513253,424,710421,476856250,123952730,
291,513253,426,719999,476893715,124073452,
292,513253,426,710116,476895228,124073485,
293,513253,431,712232,476778687,124121844,
294,513253,433,719999,476781755,124123244,
295,513253,436,719999,476774515,124109612,
296,513253,437,719999,476761180,124106512,
297,513253,437,711900,476762489,124105946,
298,513253,437,710551,476761630,124107911,
299,513253,438,719999,476761057,124107046,
300,513253,438,711900,476762489,124105946,
301,513253,438,710551,476761589,124107911,
302,513253,439,719999,476762081,124084014,
303,513253,439,711500,476762858,124086448,
304,513253,439,711501,476757049,124084648,
305,513253,441,711900,476762163,124090347,
306,513253,443,710201,476635767,123962359,
307,513253,457,719999,476673645,124013820,
308,513253,490,711600,476803434,124136176,
309,513253,491,719999,476809447,124134044,
310,513253,512,711708,476845239,124126978,
311,513253,527,719999,476829941,124111613,
312,513253,527,710116,476826792,124113779,
313,513253,561,719999,476944525,123954131,
314,513253,572,711722,476612937,124208998,
315,513253,572,711900,476610156,124208632,
316,513253,596,711500,476753368,124075682,
317,513253,596,711500,476756599,124084048,
318,513253,629,719999,476869092,123981527,
319,513253,629,710421,476869379,123980894,
320,513253,631,711900,476869421,123971828,
321,513253,631,711900,476867948,123972195,
322,513253,637,719999,476944565,123975496,
323,513253,639,719999,476949024,123971364,
324,513253,645,719999,476846672,124099748,
325,513253,646,711905,476851254,124097182,
326,513253,647,719999,476610120,123917663,
327,513253,647,711900,476611224,123919529,
328,513253,671,719999,476930284,124094883,
329,513253,671,711722,476931389,124095183,
330,513253,671,711720,476929507,124094484,
331,513253,677,719999,476917972,124076652,
332,513253,677,711716,476917522,124074418,
333,513253,677,710116,476919281,124075385,
334,513253,677,710900,476919281,124078218,
335,513253,689,719999,476856944,123963596,
336,513253,689,711900,476856535,123964529,
337,513253,689,710428,476858172,123963863,
338,513253,693,719999,476847824,123941865,
339,513253,699,710600,476860988,124118946,
340,513253,699,711600,476862829,124119546,
341,513253,699,711900,476862911,124119179,
342,513253,699,710116,476863770,124116380,
343,513253,699,711600,476863238,124118079,
344,513253,710,719999,476796808,124113712,
345,513253,710,711600,476797381,124114179,
346,513253,711,719999,476796317,124112612,
347,513253,711,712000,476798362,124113079,
348,513253,711,711113,476791245,124110946,
349,513253,726,711900,476773615,124096913,
350,513253,732,711900,476961133,123953932,
351,513253,732,711600,476960069,123954199,
352,513253,747,710400,476933561,123962797,
353,513253,757,711900,476935194,124051255,
354,513253,769,719999,476722280,124093312,
355,513253,806,711600,476825238,124106947,
356,513253,806,711720,476825974,124106180,
357,513253,806,711722,476823479,124106180,
358,513253,806,710421,476824420,124103680,
359,513253,807,711720,476825974,124106180,
360,513253,807,711900,476827897,124106513,
361,513253,829,719999,476919897,123995461,
362,513253,839,719999,476928117,124052688,
363,513253,839,710421,476923658,124055421,
364,513253,844,719999,476875349,124034922,
365,513253,844,711900,476875677,124034556,
366,513253,846,710421,476871749,124027823,
367,513253,854,710600,476873347,123976228,
368,513253,913,719999,476825569,123970562,
369,513253,913,711900,476826305,123971862,
370,513253,920,719999,476832647,123947764,
371,513253,920,712000,476833015,123947464,
372,513253,924,719999,476830685,123931365,
373,513253,924,710421,476830807,123930765,
374,513253,926,711400,476790877,124106279,
375,513253,927,719999,476795991,124101313,
376,513253,932,711900,476682070,124092345,
377,513253,932,711900,476682315,124091645,
378,513253,932,711503,476684443,124093478,
379,513253,940,719999,476626644,124006754,
380,513253,940,710428,476628075,124007887,
381,513253,944,710201,476614331,124006653,
382,513253,947,719999,476651597,123993522,
383,513253,952,719999,476647384,123979923,
384,513253,952,710105,476647220,123981957,
385,513253,957,719999,476662681,124048782,
386,513253,957,710421,476660227,124048949,
387,513253,957,710116,476665749,124050149,
388,513253,959,719999,476695160,124083912,
389,513253,960,719999,476695651,124083579,
390,513253,962,719999,476706041,124091012,
391,513253,962,710438,476703872,124091512,
392,513253,964,719999,476748950,124101879,
393,513253,964,710600,476746046,124102312,
394,513253,965,719999,476749195,124101346,
395,513253,965,710600,476746046,124102246,
396,513253,968,719999,476774556,124110246,
397,513253,973,719999,476736024,124099346,
398,513253,973,710255,476740359,124101379,
399,513253,973,710421,476737006,124098779,
400,513253,1019,719999,476866102,124133478,
401,513253,1019,711600,476866715,124134311,
402,513253,1025,710438,476806589,123982960,
403,513253,1025,719999,476808429,123983126,
404,513253,1027,719999,476834405,123969595,
405,513253,1027,710116,476836819,123970062,
406,513253,1030,719999,476836204,123973561,
407,513253,1030,710421,476834733,123973327,
408,513253,1033,719999,476849703,123992126,
409,513253,1033,711900,476848803,123991926,
410,513253,1035,719999,476846062,123985193,
411,513253,1035,711900,476846308,123984727,
412,513253,1035,711722,476845776,123986360,
413,513253,1038,711500,476859807,123989826,
414,513253,1038,712258,476859971,123989760,
415,513253,1039,711900,476853957,123991260,
416,513253,1051,719999,476962968,124099651,
417,513253,1051,711964,476964399,124102084,
418,513253,1051,711900,476964277,124101417,
419,513253,1052,719999,476943824,124087985,
420,513253,1052,710421,476942474,124085685,
421,513253,1054,711900,476952169,124094084,
422,513253,1068,719999,476961705,123951299,
423,513253,1078,719999,476898586,123990294,
424,513253,1078,711722,476899077,123989827,
425,513253,1078,711900,476897890,123990927,
426,513253,1078,710438,476901080,123991361,
427,513253,1085,711716,476917603,124074352,
428,513253,1085,710116,476919281,124075318,
429,513253,1085,712000,476917972,124073553,
430,513253,1086,719999,476919731,124073419,
431,513253,1086,710116,476919281,124075318,
432,513253,1121,719999,476934743,124080785,
433,513253,1121,710116,476936993,124080218,
434,513253,1124,710235,476918545,124057220,
435,513253,1367,710421,476980196,123921669,
436,513253,1367,711600,476976883,123923902,
437,513253,1444,711720,476886640,123994627,
438,513253,1444,711600,476885332,123991194,
439,513253,1458,711900,476908115,124036922,
440,513253,1474,719999,476885738,124059986,
441,513253,1474,710438,476887375,124060419,
442,513253,1474,711900,476886475,124057354,
443,513253,1594,719999,476668490,124053382,
444,513253,1594,711900,476669267,124053415,
445,513253,1632,710421,476675321,124069213,
446,513253,1660,712221,476767644,124096813,
447,513253,1716,711708,476812064,124150542,
448,513253,1812,719999,476852481,124097649,
449,513253,1812,711900,476853095,124096149,
450,513253,1812,710500,476856694,124096349,
451,513253,1812,710500,476852236,124098082,
452,513253,1812,711100,476853545,124097815,
453,513253,1812,711905,476851418,124097282,
454,513253,1974,711500,476753205,124074049,
455,513253,2072,710600,476889793,123934299,
456,513253,2161,711900,476820620,123972394,
457,513253,2187,719999,476859851,123917633,
458,513253,2217,710116,476899077,123974063,
459,513253,2217,711000,476897727,123972563,
460,513253,2226,719999,476933478,124000794,
461,513253,2226,710438,476933151,123999194,
462,513253,2274,711900,476868110,123984661,
463,513253,2276,711600,476862834,123978095,
464,513253,2365,711708,476692911,124055715,
465,513253,2389,719999,476688370,124075213,
466,513253,2431,711708,476718394,124104945,
467,513253,2431,711900,476716717,124103411,
468,513253,2560,711900,476886515,124087883,
469,513253,2560,710421,476887005,124087250,
470,513253,2695,711712,476897929,124026657,
471,513253,2748,719999,476653315,123998955,
472,513253,2754,719999,476669226,124063681,
473,513253,2755,719999,476661986,124049015,
474,513253,2755,710421,476660227,124048949,
475,513253,2755,710116,476665708,124050115,
476,513253,2756,710116,476665708,124050149,
477,513253,2760,719999,476689024,124075347,
478,513253,2936,711708,476786014,123967861,
479,513253,2978,711708,476817553,123954763,
480,513253,2985,711400,476821764,123978327,
481,513253,2986,711400,476821764,123978327,
482,513253,2986,711600,476823442,123976861,
483,513253,3041,712000,476855143,123984761,
484,513253,3041,710438,476854449,123983061,
485,513253,3045,711708,476853180,123987960,
486,513253,3045,711914,476851708,123985927,
487,513253,3048,712000,476855143,123984761,
488,513253,3117,719999,476960922,124109716,
489,513253,3117,711900,476962313,124109716,
490,513253,3117,711900,476959818,124109916,
491,513253,3119,710800,476973848,124116715,
492,513253,3119,711000,476973153,124112983,
493,513253,3119,711900,476971598,124112883,
494,513253,3119,712000,476977530,124114650,
495,513253,3124,710800,476973930,124116782,
496,513253,3159,710116,476954218,123969730,
497,513253,3169,711708,476908488,123932800,
498,513253,3174,712232,476911555,123946865,
499,513253,3185,710530,476926321,123969064,
500,513253,3185,711708,476927793,123969730,
501,513253,3312,719999,476735615,124099779,
502,513253,3312,710421,476736965,124098779,
503,513253,3312,710255,476740318,124101379,
504,513253,3327,711722,476692993,124069748,
505,513253,3327,711900,476694874,124069981,
506,513253,3327,711900,476694670,124070614,
507,513253,3350,719999,476882057,124052087,
508,513253,3350,712000,476881730,124053020,
509,513253,3350,711600,476883326,124050720,
510,513253,3350,710295,476881198,124051720,
511,513253,3350,710100,476884348,124051754,
512,513253,3351,719999,476888438,124065119,
513,513253,3351,712000,476887006,124065286,
514,513253,3357,711900,476886475,124057354,
515,513253,3379,711500,476985547,124119215,
516,513253,3390,711900,476645789,123937028,
517,513253,3392,710116,476665708,124050115,
518,513253,3481,710400,476989801,124135880,
519,513253,3606,710201,476941779,124096884,
520,513253,3607,711914,476942720,124102350,
521,513253,3608,711900,476941819,124105650,
522,513253,3608,711900,476940020,124105950,
523,513253,3608,711900,476939488,124105550,
524,513253,3636,719999,476705386,124091346,
525,513253,3636,710438,476704077,124091346,
526,513253,3644,719999,476721830,124093746,
527,513253,3689,719999,476850272,124088316,
528,513253,3689,711914,476850108,124087550,
529,513253,3689,710600,476853095,124088550,
530,513253,3689,710421,476852645,124085783,
531,513253,3740,719999,476940429,124077453,
532,513253,3740,710421,476939406,124078953,
533,513253,3858,719999,476888684,124065619,
534,513253,3858,712000,476887006,124065319,
535,513253,3861,719999,476913186,124044989,
536,513253,3861,710421,476911592,124045789,
537,513253,3863,719999,476913432,124045622,
538,513253,3863,710421,476911633,124045789,
539,513253,3924,719999,476604963,124008653,
540,513253,3926,711709,476604881,124018518,
541,513253,3927,711500,476600751,124015085,
542,513253,3928,711500,476612286,124017052,
543,513253,3929,711500,476612286,124017052,
544,513253,3945,711708,476609176,124033616,
545,513253,3959,719999,476655196,124025185,
546,513253,3959,710100,476653559,124023218,
547,513253,3964,719999,476654582,124025218,
548,513253,3964,710100,476653559,124023218,
549,513253,4000,711600,476893144,124026190,
550,513253,4000,711400,476893144,124025257,
551,513253,4028,719999,476909017,123992627,
552,513253,4028,710317,476909344,123990527,
553,513253,4028,710105,476911143,123993627,
554,513253,4106,710201,476902677,123973529,
555,513253,4317,719999,476892902,123940132,
556,513253,4318,719999,476891921,123939466,
557,513253,4321,719999,476892164,123963764,
558,513253,4323,719999,476905335,123981795,
559,513253,4326,710116,476899077,123974029,
560,513253,4328,719999,476908321,123992461,
561,513253,4328,710317,476909344,123990527,
562,513253,4328,710105,476911143,123993694,
563,513253,4329,719999,476909588,123999261,
564,513253,4329,711900,476908484,123999227,
565,513253,4332,719999,476913678,124015025,
566,513253,4332,710250,476912778,124016559,
567,513253,4334,719999,476915969,124023024,
568,513253,4337,719999,476918260,124030923,
569,513253,4337,711722,476920673,124030157,
570,513253,4337,711400,476919773,124031023,
571,513253,4339,719999,476920714,124037890,
572,513253,4339,710321,476921450,124041589,
573,513253,4339,710116,476920386,124040389,
574,513253,4340,719999,476920918,124038357,
575,513253,4340,710321,476921409,124041589,
576,513253,4340,710116,476920304,124040422,
577,513253,4343,719999,476870971,124082917,
578,513253,4343,710220,476868885,124085616,
579,513253,4348,710255,476740073,124101346,
580,513253,4350,710428,476642598,123972624,
581,513253,4352,719999,476639284,123966325,
582,513253,4352,712231,476639611,123966759,
583,513253,4352,712231,476640143,123966559,
584,513253,4352,710201,476636994,123965425,
585,513253,4363,710201,476635603,123962325,
586,513253,4373,710201,476637076,123965659,
587,513253,4378,710317,476909344,123990527,
588,513253,4401,710116,476919281,124075352,
589,513253,4402,719999,476921081,124076818,
590,513253,4402,710116,476919281,124075352,
591,513253,4402,710900,476919363,124078185,
592,513253,4403,719999,476921572,124076852,
593,513253,4403,710116,476919281,124075352,
594,513253,4403,710900,476919363,124078185,
595,513253,4404,719999,476920467,124073319,
596,513253,4404,710116,476919281,124075352,
597,513253,4407,719999,476656627,124036751,
598,513253,4408,719999,476970501,123940167,
599,513253,4409,719999,476898137,123970996,
600,513253,4409,711000,476897808,123972496,
601,513253,4409,710295,476896541,123971096,
602,513253,4410,719999,476883369,123981495,
603,513253,4415,719999,476668081,124053749,
604,513253,4415,711900,476669226,124053382,
605,513253,4416,711600,476859970,124005959,
606,513253,4416,710700,476861279,124000592,
607,513253,4420,719999,476804049,124102147,
608,513253,4422,719999,476891961,123940566,
609,513253,4441,710300,476893798,124027257,
610,513253,4460,711708,476916299,123950565,
611,513253,4510,719999,476617360,123916963,
612,513253,4512,719999,476955931,124117315,
613,513253,4512,710300,476955481,124116349,
614,513253,4531,719999,476989556,124133648,
615,513253,4531,710500,476989637,124131914,
616,513253,4532,719999,476982316,124129448,
617,513253,4532,711400,476981702,124129814,
618,513253,4532,710240,476979493,124128781,
619,513253,4532,710230,476980884,124127581,
620,513253,4533,719999,476974871,124125048,
621,513253,4533,710322,476976179,124126514,
622,513253,4533,710201,476972376,124124814,
623,513253,4533,710201,476973194,124125114,
624,513253,4533,710900,476973808,124122515,
625,513253,4533,710210,476977816,124125648,
626,513253,4533,710421,476976793,124124448,
627,513253,4536,719999,476958509,124113215,
628,513253,4536,711900,476958345,124110715,
629,513253,4536,711914,476960677,124112382,
630,513253,4536,710551,476960309,124113149,
631,513253,4538,719999,476946196,124099616,
632,513253,4538,711000,476947178,124103416,
633,513253,4538,711000,476947014,124098051,
634,513253,4539,719999,476938097,124091084,
635,513253,4544,719999,476986818,124060356,
636,513253,4544,711102,476986163,124057922,
637,513253,4546,719999,476975569,124051889,
638,513253,4548,719999,476968862,124003594,
639,513253,4549,719999,476965874,124034324,
640,513253,4552,719999,476942274,123979596,
641,513253,4557,719999,476911881,123957165,
642,513253,4558,719999,476932538,123975263,
643,513253,4559,719999,476926197,123969830,
644,513253,4559,710530,476926321,123969064,
645,513253,4560,719999,476950209,123981429,
646,513253,4560,712231,476953318,123982463,
647,513253,4562,719999,476958023,123984496,
648,513253,4565,719999,476966163,123991262,
649,513253,4567,719999,476630818,123924996,
650,513253,4567,710201,476632250,123921796,
651,513253,4567,710116,476631922,123926129,
652,513253,4567,710438,476632004,123922863,
653,513253,4569,719999,476637035,123956093,
654,513253,4572,710500,476989637,124131914,
655,513253,4573,710500,476989637,124131914,
656,513253,4574,710500,476989556,124131948,
657,513253,4689,710900,476973808,124122515,
658,513253,4689,711113,476974585,124121149,
659,513253,5120,711600,476909835,123986762,
660,513253,5167,719999,476854772,124093382,
661,513253,5167,711900,476857880,124093315,
662,513253,5704,710421,476912940,124079885,
663,513253,6133,719999,476882385,124043955,
664,513253,7865,710210,476571625,124005485,
665,513253,7865,719999,476570316,124003485,
666,513253,7865,710321,476572116,124002419,
667,513253,7865,711400,476568230,124004318,
668,513253,7865,710220,476567330,124006252,
669,513253,7865,710500,476572894,124002819,
670,513253,7865,710250,476568394,124001586,
671,513253,7865,711600,476566472,124004185,
672,513253,7865,710235,476574284,124005352,
673,513253,7867,719999,476572280,124031615,
674,513253,7878,719999,476575962,123993454,
675,513253,7880,719999,476569253,124015551,
676,513253,7880,711400,476570603,124014251,
677,513253,7889,711708,476572648,124015951,
678,513253,7890,711600,476581279,124016817,
679,513253,8151,711900,476955732,123972297,
680,513253,8186,710421,476880303,123925900,
681,513253,8186,710116,476879159,123923367,
682,513253,8207,712231,476745678,124101179,
683,513253,8207,712231,476745800,124100646,
684,513253,8232,719999,476918422,124080285,
685,513253,8232,710700,476921122,124081085,
686,513253,8237,710700,476921163,124081218,
687,513253,8237,710900,476919322,124078252,
688,513253,8247,719999,476874045,123915400,
689,513253,8548,719999,476678022,123969359,
690,513253,8572,719999,476589909,124092676,
691,513253,8594,710116,476563281,124001086,
692,513253,8594,710500,476566022,124001486,
693,513253,8594,711600,476566472,124004318,
694,513253,8624,711400,476790713,124106346,
695,513253,8624,710421,476788054,124106446,
696,513253,8921,710438,476703791,124091646,
697,513253,9170,710201,476941820,124096884,
698,513253,9177,710201,476941779,124096951,
699,513253,9285,712000,476585696,124039815,
700,513253,9583,712000,476582301,124045481,
701,513253,9583,712000,476586596,124043248,
702,513253,9754,711805,476797422,124122645,
703,513253,9754,710421,476798158,124121511,
704,513253,9946,711708,476777505,124001558,
705,513253,10051,710600,476873140,124039621,
706,513253,10279,710116,476982896,123914303,
707,513253,10345,710116,476563363,124001053,
708,513253,10345,710421,476559845,124000686,
709,513253,10345,710438,476558454,124003952,
710,513253,10345,719999,476559313,124002385,
711,513253,10349,710250,476568313,124001686,
712,513253,10371,719999,476856371,124004825,
713,513253,10371,710210,476859356,124004659,
714,513253,10371,710700,476859560,124001259,
715,513253,10387,711110,476549577,124003685,
716,513253,10398,711600,476859356,124008124,
