X,Y
454.8093679119474,101.3625577506356
464.23237064237924,100.81377687912298
469.55249865993505,100.50251282455638
474.4204424216191,100.21162360358261
479.2934860085481,99.90934290752247
484.1688441528101,99.60168634386113
489.044133885085,99.29292041752073
493.9200761914631,98.97885501719904
498.79969076833675,98.64055798800462
503.672526827563,98.2599322412239
508.5409307638885,97.85674851056706
513.408995883035,97.44965101109949
518.274325993297,97.03680076115151
523.1185191929048,96.5951135313124
527.9650589281767,96.09248523965434
532.8197827314615,95.55079449074265
537.6739412609156,95.00222231733117
542.5292995587095,94.45079160011689
547.4024185956656,93.8818843101164
552.2672266334451,93.27992501924912
557.1127209260294,92.65513885261261
561.9570035385016,92.02528773134794
566.8013174695241,91.39341180028109
571.6499970457913,90.74603448756851
576.4931884994569,90.05659615002105
581.3241385002326,89.32898937530787
586.1532929095907,88.59206738899519
590.9817109216403,87.85306189646911
595.7908787723737,87.1011023938158
600.5840185494222,86.30129344154766
605.3909098331904,85.44399772438184
610.1974337903243,84.57157972329843
615.0034778962639,83.69576635227752
619.8191099624082,82.79760034228576
624.6362444298444,81.83896704282104
629.4172061480882,80.81952207009324
634.1905531350372,79.78080043328977
638.9632917887149,78.73933168156982
643.7300453349388,77.68966314091057
648.4838851999456,76.61460425302282
653.2392993738572,75.50591587026048
657.9942192460747,74.38586120612909
662.748832910922,73.26450650838808
667.505491206951,72.14067677376131
672.2674680844746,71.00826255013517
677.0200677218868,69.86741109412844
681.7691794345247,68.72297883363906
686.5180616538744,67.57759505253401
691.2703725275866,66.42606803423419
696.0378815148968,65.24930181691963
700.7816584629891,64.04436527326227
705.5124417006602,62.82629843587142
710.2426105599995,61.60593412401537
714.9728200026499,60.384391656046425
719.703923493118,59.15745023645447
724.4316720255422,57.92262397853045
729.1569884095629,56.68355303891858
733.8820128453931,55.443419784133695
738.606192310442,54.197884560739155
743.3294685955449,52.92659433593141
748.0398571736182,51.61588962447043
752.739413260832,50.28212578069067
757.4375715784997,48.94380785849707
762.1334495204023,47.601653428880624
766.8047738071543,46.24271277204618
771.4647594654435,44.84073895183618
776.1325203096055,43.402793197915805
780.7990414474675,41.95802094163745
785.4639108843244,40.50946828594748
790.1080796557949,39.039775722702004
794.728623150524,37.50946207662149
799.345813553768,35.918046894305675
803.9594333578681,34.31233887092478
808.572159282608,32.70421580567187
813.1778330115656,31.085134442853402
817.7708729478418,29.43700813104476
822.3578321428599,27.758351933553474
826.9423835636067,26.071439238329383
831.5260727710871,24.382193200700616
836.1041237766829,22.679054543947082
840.666706053875,20.936879700582793
845.2133778669081,19.151006264147057
849.7542392570938,17.351400619503625
849.754789431754,17.351182396766156
854.2957871004978,15.550313417243979
858.8380414337131,13.75154074607244
863.383929691129,11.959483036861092
868.3476305113841,10.014041535680327
