X,Y
3692.330519210739,-1337.7991131915355
3698.542022480049,-1344.7158662128297
3702.047570184452,-1348.6222387810956
3705.2221549701108,-1352.1833673584729
3708.357749616831,-1355.7640947755924
3711.479732052365,-1359.3666213070571
3714.602244054597,-1362.9761162246969
3717.7246649016374,-1366.5857441375801
3720.8473282711334,-1370.1974359998576
3723.979348445538,-1373.8265549164744
3727.1056028035127,-1377.4549072223858
3730.220571322206,-1381.0717955766984
3730.335932144213,-1381.2057498281376
3733.335108190762,-1384.6882283095056
3736.4513740779853,-1388.3028523723508
3739.5716434221536,-1391.9035438711708
3742.7013231382334,-1395.4915912394279
3745.8417909410637,-1399.0840547810515
3748.983417489323,-1402.6769171530043
3752.121042540178,-1406.2647282835096
3755.2545094655156,-1409.8450024299632
3758.398515030724,-1413.4324194771132
3761.5451253645647,-1417.0209803327077
3764.691829529824,-1420.609458912292
3767.836401064341,-1424.1963851339517
3770.9713177186045,-1427.7800957259967
3774.1014576323573,-1431.3779426343135
3777.2289752736156,-1434.9831453075665
3780.355742588766,-1438.5890088347612
3783.4827166922505,-1442.1946930299187
3786.6140387125884,-1445.7994348146563
3789.7686926601,-1449.4105114750514
3792.927002958909,-1453.009708560883
3796.07698586097,-1456.5959257694924
3799.2267870605488,-1460.1816862216087
3802.378334392626,-1463.7666994978595
3805.5461514962417,-1467.3575788370729
3808.724105120313,-1470.9449957922147
3811.8924112038894,-1474.5165893466115
3814.9350311640223,-1477.9459542791149
3815.059920276806,-1478.086717060378
3818.2273778773874,-1481.6568994763059
3821.3950426319666,-1485.22813669025
3824.5628445474695,-1488.8008704628867
3827.729443866596,-1492.3727192565698
