X,Y
6043.7860188559725,-2049.8254227341954
6050.973036584765,-2043.5402800288891
6055.039280888029,-2039.984158395618
6058.801515504867,-2036.6929457351264
6062.547622544516,-2033.4137138472743
6066.287835654444,-2030.1386705288212
6066.287935491292,-2030.1385831053278
6070.028013097381,-2026.863586600907
6073.769441764897,-2023.5904259400868
6077.521326369838,-2020.331118742289
6081.300080406884,-2017.1014329692296
6085.0915459280295,-2013.8858637435058
6088.884729990883,-2010.6723210418957
6092.682332735772,-2007.463793052409
6096.513772839882,-2004.2962362347423
6100.424673749753,-2001.2286074362173
6104.375137085198,-1998.210516206085
6108.331051014444,-1995.1995617055347
6112.291545700673,-1992.1965177682246
6116.29168580465,-1989.2576523081834
6120.402451049004,-1986.470288176825
6124.571034301876,-1983.7614492683351
6126.1678375855245,-1982.7302232631714
6128.747278293516,-1981.064397514455
6132.923160041121,-1978.3670520570404
6137.096830406341,-1975.6675762633145
6141.26721686895,-1972.9620558924487
6145.435888572524,-1970.253315890274
6149.604107961508,-1967.5438788457795
6153.7727486104395,-1964.830246993222
6154.446977416067,-1964.390340231961
6157.951402929688,-1962.1127894381882
6162.168434105673,-1959.5254405908279
6166.5803686165,-1957.2877511941526
6171.1149843784315,-1955.2504990146485
6175.664951753493,-1953.2472769334584
6180.2169994290325,-1951.2501360080948
6184.778675357062,-1949.2836495022493
6189.366472611635,-1947.3737334199607
6193.969082546992,-1945.4946471596813
6198.573945490405,-1943.6210572851612
6203.180775239905,-1941.7573908150096
6207.796164425523,-1939.9512341480154
6212.461211512772,-1938.2569451711925
6217.157868345399,-1936.6272704189996
6221.8587191262495,-1935.0095240985577
6226.56651431096,-1933.4046922753046
6231.313427356857,-1931.8611922857028
6236.08900018465,-1930.4456443595168
6240.876286019952,-1929.104863115556
6245.66731412848,-1927.7777802594055
6250.467078509979,-1926.4767452311944
6255.311107650599,-1925.2959049793612
6260.193935315966,-1924.3303241521965
6265.0936430910115,-1923.4887766866345
6269.997188110861,-1922.6700313423264
6274.907460768351,-1921.8845830284288
6279.85200072844,-1921.2480096136717
6284.814201373603,-1920.8542095989264
6289.779064641646,-1920.598119851583
6294.745085880967,-1920.3663142045093
6299.709662546901,-1920.151840531714
6304.653955518173,-1920.023577856825
6309.6073913384835,-1920.0536411558253
6314.576784087568,-1920.1827536870508
6319.5460331841105,-1920.329944696504
6324.513226159611,-1920.4834024582906
6329.45725942506,-1920.6716150790596
6334.404328699108,-1920.9380239209202
6339.364983146413,-1921.2591980303316
6344.325342092793,-1921.590771670356
6349.284896850125,-1921.9257052043463
6354.235138614336,-1922.283720535683
6359.182070412164,-1922.7045392319621
6364.131107318939,-1923.1738997842476
6369.079395591408,-1923.6530084733834
6374.025842234511,-1924.1348293004262
6378.946588144458,-1924.6376453508497
6383.863757673072,-1925.2103901034418
6388.794151163198,-1925.842634025944
6393.723653661533,-1926.4869220631585
6398.653018291423,-1927.132263796174
6403.580602473529,-1927.793918799507
6408.506253334763,-1928.5225850842423
6413.422206009638,-1929.3123631028925
6418.328757082446,-1930.1146289557562
6423.234953773063,-1930.9173344270173
6428.141768705556,-1931.7206545743347
6433.062092753131,-1932.5283696081349
6437.981529422081,-1933.3381698315818
6442.887431944332,-1934.1463635189496
6442.921137215341,-1934.151916423908
6447.792763936836,-1934.9543363279354
6452.698784382062,-1935.7574935569542
6457.60603302683,-1936.5392076185256
6462.516798190443,-1937.2984059255302
6467.430730309643,-1938.0515762454356
6472.344862596154,-1938.8041756780333
6477.258951860821,-1939.554509384286
6482.164555394542,-1940.293371737994
6487.0706100141,-1941.0209589759584
6491.9880959042,-1941.7469650391313
6496.906253057215,-1942.4727971539933
6501.824154950823,-1943.1985783182638
6506.73416293522,-1943.9231648339862
6511.64250845164,-1944.6474714861326
6516.560074248687,-1945.3731314861675
6521.478244963557,-1946.098871701632
6526.396287857994,-1946.8242186281832
6531.308009855623,-1947.5467945331677
6536.218052298744,-1948.2667821707666
6541.136394069165,-1948.9871534465979
6546.055359160517,-1949.707489805707
6550.974726322896,-1950.4267848514473
6555.905452271851,-1951.142224444989
6560.841503454834,-1951.8513745305372
6565.763891205426,-1952.55628694055
6566.191658100766,-1952.6175266127425
6570.685013680861,-1953.2608605247617
6575.59966530361,-1953.9666603165851
6580.50978103037,-1954.6820847255262
