X,Y
7804.282121449194,-2007.1434133012428
7819.02209004721,-2007.2262441557455
7823.892202074418,-2007.2534971974615
7828.763174027314,-2007.2796941057998
7833.638124406008,-2007.3031566042519
7838.51002169762,-2007.325093196631
7843.380108106488,-2007.3467748756818
7843.3814840265,-2007.3467809997765
7848.250189528742,-2007.3684979225823
7853.11726267021,-2007.3907696439505
7857.9632569513215,-2007.4146925932628
7862.820471769982,-2007.4399007566178
7867.690378851383,-2007.4654383263437
7867.7511863106465,-2007.4657573623897
7872.560441746012,-2007.4909795542878
7877.431252619624,-2007.5163503053607
7882.310701935323,-2007.5411216788439
7887.187828507684,-2007.565324504101
7892.058107185078,-2007.589352996748
7892.159162073504,-2007.5898513732927
7896.928177785987,-2007.6133799434908
7901.797285161151,-2007.637641231981
7906.64674830839,-2007.6628274419468
7911.495147622713,-2007.6890714717176
7916.364003077661,-2007.7157074539207
7916.488045771144,-2007.7163865032205
7921.233922523648,-2007.742357724121
7926.098958894787,-2007.7687200018106
7930.96211689719,-2007.793863163217
7935.831612134671,-2007.817552122053
7940.6420554793285,-2007.8405456184453
7940.701686371893,-2007.8408303340839
7945.571709101122,-2007.8641154606833
7950.437029555734,-2007.8878155214431
7955.297870884387,-2007.9132812253838
7960.166719663061,-2007.9412457709461
7965.03545892322,-2007.9700000348018
7965.036764600839,-2007.9700077640978
7969.906794888948,-2007.998828274729
7974.770043396128,-2008.0273561939835
7979.621158313504,-2008.0543719434618
7984.487540080271,-2008.0788657891462
7989.357613062011,-2008.102361527924
7989.357613271919,-2008.1023615289319
7994.227687012741,-2008.125747942838
7999.1073892485965,-2008.1492927634083
8004.016685074284,-2008.1738228747945
8008.897970384533,-2008.2001135862315
8013.768027390588,-2008.2272503577178
8018.638080972175,-2008.2545095662877
8023.5081354257545,-2008.2816121780002
8028.374498252315,-2008.3070471424335
8033.2204702965455,-2008.3276734169967
8038.079790583447,-2008.3453597641264
8042.949821005824,-2008.362485217984
8042.956405417665,-2008.36250833456
8047.81992043802,-2008.379703263539
8052.68802388599,-2008.3985918454923
8057.538291798672,-2008.4230569010608
8062.395773649691,-2008.4518582364997
8067.265563753374,-2008.4816568078268
8072.137930549121,-2008.5115282537306
8077.041904452722,-2008.5418506895921
8081.940170289861,-2008.5730906000238
8086.811221226735,-2008.6050110410108
8091.681245297514,-2008.6371124715365
8096.551269245467,-2008.6692325279207
8101.421852528276,-2008.7017740244664
8106.308414033626,-2008.736362511394
8111.198982297504,-2008.7731975570684
8116.070454293949,-2008.8105068636844
8120.940440969808,-2008.8478529353563
8125.810398973494,-2008.8853874324104
8130.678555946489,-2008.9239265926992
8135.545340821393,-2008.9639074721047
8140.414937763753,-2009.00439859663
8140.605324796913,-2009.005983536439
8145.28489915754,-2009.0449075338727
8150.154936302978,-2009.0762972420991
8155.029045946003,-2009.0491592373473
8159.909310795306,-2008.9169841343798
8164.778366677318,-2008.7400041951844
8169.645016826043,-2008.5558898478937
8174.515292780852,-2008.3534614053679
8179.835355141469,-2008.0130101664129
