X,Y
3869.208746581637,-1538.9844623119563
3875.531818436625,-1545.6664817902601
3879.1038401096007,-1549.4439023307875
3882.340551216478,-1552.8871570554963
3885.5382431229823,-1556.3441346880736
3888.710600288923,-1559.8080436072437
3891.8799885594117,-1563.2745263092872
3895.0490575951744,-1566.7417011169034
3898.212774825771,-1570.2193346201918
3901.3439573605424,-1573.7256679756758
3904.4398226658996,-1577.2582462335038
3907.527440732587,-1580.7977573287071
3910.6146521798555,-1584.3376313917636
3913.701463957937,-1587.8785517476285
3916.784458823693,-1591.4235609826276
3917.3528326713113,-1592.0786851996745
3919.8667955145515,-1594.9679087244556
3922.9967141272577,-1598.4677953858948
3926.23715065864,-1601.864790523207
3929.544245748082,-1605.1997036463863
3932.8673522032846,-1608.5191136225696
3932.869434716852,-1608.5211920443198
3936.1903249683874,-1611.8386576392597
3939.4911810774124,-1615.1756887779002
3942.7082115833086,-1618.5615865518034
3945.8703196887736,-1622.0120146698955
3949.0224295540015,-1625.493587425085
3952.1720888052632,-1628.9780057230034
3955.3169815030055,-1632.4673350943694
3958.4462159022996,-1635.9887391267741
3961.5459315298153,-1639.5440977276126
3964.619288475378,-1643.0987268400036
3967.6630440342456,-1646.6241912856365
3967.688763221047,-1646.6539833832135
3970.7593141082853,-1650.2092912019382
3974.159121109102,-1654.1353784466828
