X,Y
4019.0622678331106,-1697.613036384718
4028.9779120610565,-1708.115677170232
4032.218736123736,-1711.5510574611176
4035.4463873663385,-1715.0028657011276
4038.6434216226035,-1718.514950777536
4041.799931312592,-1722.0480780185276
4044.939229066608,-1725.5760995243202
4048.077948119053,-1729.1042471155781
4051.2164093816637,-1732.6322809921905
4054.351109717174,-1736.1567987780313
4057.484889653924,-1739.6810482885924
4060.622368340738,-1743.2096727938465
4060.6761410038425,-1743.2701495119181
4063.7601359706373,-1746.7386122690095
4066.897674246152,-1750.2633201304557
4070.044811120459,-1753.7746458905115
4073.2156671388257,-1757.2724147596407
4076.3943950943603,-1760.764558882664
4079.57382693614,-1764.2560622665305
4082.7532353767106,-1767.747586959741
4085.9288477006457,-1771.2353765113473
4089.088495750858,-1774.7067654308557
4092.258808981958,-1778.19056585108
4095.436959731983,-1781.6831230557684
4098.614802295455,-1785.1760729793336
4101.78760921516,-1788.675761487701
4104.950300791085,-1792.2112085353851
4108.089139382346,-1795.7642593863395
4111.2098249835035,-1799.3095555564553
4114.329498685998,-1802.8552062515882
4117.457239458703,-1806.4174748094395
4120.573209380219,-1810.0027082768158
4123.648372558338,-1813.5904648098995
4126.713918653973,-1817.182373682862
4129.779234416713,-1820.7752305373285
4133.160315604464,-1824.7416107136996
