X,Y
4013.818012476994,-1703.471567642024
4019.7244796879168,-1710.9834788056842
4023.062343035093,-1715.228628427533
4026.1414681436195,-1719.1455901337206
4029.2257155024668,-1723.075562768974
4032.29493381421,-1727.0008054947384
4035.358088648726,-1730.924867851385
4038.420832678662,-1734.8492508192778
4041.4828093224596,-1738.7726397229646
4044.5421793436835,-1742.6926012277997
4047.604102825423,-1746.6156335446196
4050.6670377681758,-1750.5398673594914
4053.729978843816,-1754.4640965371427
4056.793660705119,-1758.3877473138623
4059.859717306418,-1762.3009643617174
4062.9260263456626,-1766.1814753798262
4066.0142670140185,-1770.0732612472555
4069.1097921274245,-1773.9718352079165
4072.2056632573294,-1777.8701379763181
4075.3060088889,-1781.767784694333
4078.420200998179,-1785.666383677105
4081.534240715044,-1789.5550491959089
4084.646903364305,-1793.439960633579
4084.647818933497,-1793.44110331612
4087.759496953806,-1797.3249244423516
4090.8717048745216,-1801.212014839256
4093.984352664454,-1805.1068867336287
4097.091404117698,-1808.9997357451293
4100.196145113036,-1812.8909817254241
4100.198506080269,-1812.8939408694246
4103.300907910578,-1816.7822065498447
4106.406540768191,-1820.6728546485192
4109.5148408980995,-1824.5619452393985
4112.624819492387,-1828.449258490726
4115.73525141927,-1832.3359536635962
4118.845858562954,-1836.2225081598344
4121.959693314796,-1840.1106237345566
4125.087838185796,-1844.0091105182223
4128.2112649728515,-1847.8956207833749
4131.330637749355,-1851.7751699898652
4134.450130160888,-1855.6545964635363
4137.570792145717,-1859.534796175957
4140.697285967191,-1863.420093024046
4143.821442724449,-1867.300587740447
4146.943568299188,-1871.1779128892942
4150.065772466672,-1875.0551572464249
4153.187510402698,-1878.9306453893316
4156.304614281109,-1882.7966632081043
4159.427379535665,-1886.6666179693295
4162.553944648499,-1890.5403132358863
4162.569474287969,-1890.5595533501714
4165.68052900549,-1894.4140263030847
4168.806934865528,-1898.288729287126
4171.93410678704,-1902.168497053674
4175.057635381099,-1906.0477667464386
4178.1789224401855,-1909.9257689854953
4178.191988834324,-1909.9420039626677
4181.300243060384,-1913.8037246624756
4184.423399111407,-1917.6803135049445
4187.553274864647,-1921.5523005458024
4190.689585272715,-1925.4186149014245
4193.828366786413,-1929.2824552459988
4196.967894703474,-1933.1456853628165
4200.11435605105,-1937.0069686419847
4203.294107547321,-1940.8704083727982
4206.487225166062,-1944.7073143694086
4209.680601308692,-1948.5263293063913
4212.875364336735,-1952.344008157291
4216.071330448459,-1956.1575714521082
4219.263827974309,-1959.947293821839
4222.475367147638,-1963.7372690045465
4225.720498860763,-1967.5457187074019
4228.964410856821,-1971.3413196597203
4232.199807400927,-1975.1248757533576
4235.434113228345,-1978.9056580998551
4238.6572558275975,-1982.6630656903221
4241.900462166912,-1986.4174273363676
4245.163420824699,-1990.1766560575998
4248.428220828537,-1993.9346160891628
4251.692884457187,-1997.690215206982
4254.95139085942,-2001.4254100592398
4258.230033043546,-2005.1529561740822
4261.52791243713,-2008.8816001306775
4264.82794084799,-2012.6086626656452
4268.130203754095,-2016.3346356283205
4271.447803494805,-2020.0570587912193
4274.7861294616705,-2023.7573369469765
4278.136093068145,-2027.4397304995773
4281.489294763468,-2031.119026724449
4284.851166439199,-2034.790039486353
4288.258359178481,-2038.4144355027026
4291.758840669142,-2041.9488320733808
4295.322978777697,-2045.4240209013547
4298.899124769975,-2048.8870198558766
4302.484727766029,-2052.3400897784586
4306.1172240766455,-2055.742129000837
4309.835467537194,-2059.0495498563137
4313.609932945836,-2062.2951363683137
4317.394968002148,-2065.52850798174
4321.183763591397,-2068.756738096723
4324.990569042034,-2071.9526384726055
4328.849624283353,-2075.086750578095
4332.750906462512,-2078.178513907226
4336.659955838508,-2081.2608045156358
4340.57324826774,-2084.337959593824
4344.512104331849,-2087.3865049297497
4348.5011456748125,-2090.3676498216787
4352.525892934764,-2093.29732311175
4356.558212661864,-2096.2164976741506
4360.591246253761,-2099.1328901268257
4364.618455238597,-2102.0247290613706
