X,Y
7804.885014082278,-2004.1269217518668
7813.90548409394,-2003.7337731400544
7818.999857878049,-2003.5117497141587
7823.56205523797,-2003.313306982924
7828.115871172337,-2003.1196935958424
7832.6725630288365,-2002.9407707454825
7837.234542245058,-2002.7738411688786
7841.796800946781,-2002.6095080852895
7846.358898597384,-2002.4454143732762
7850.910855536963,-2002.2868859817013
7855.452533190831,-2002.1578049862965
7860.012947429684,-2002.0770212871075
7864.5777410360715,-2002.0148451849063
7869.14256218616,-2001.9546978843302
7873.707380709442,-2001.894351816236
7878.271128392551,-2001.8314200180314
7882.826107918582,-2001.7599388030055
7887.38327118601,-2001.6814416628079
7891.947447434927,-2001.601192381893
7896.511954900998,-2001.5206852230842
7901.076046488681,-2001.4258704424142
7905.6294455663065,-2001.2474082810575
7910.694640580676,-2000.8906390495706
