X,Y
889.4574421457432,-0.34207193985434214
897.1514569390437,-5.789250992999531
901.923291759213,-8.272245650806441
906.4374551598074,-10.387438585105874
910.9607255698413,-12.483171408278224
915.4873301489491,-14.577811760770121
920.0239304338317,-16.670239244392373
924.5553124371622,-18.755157544432354
929.0846811489704,-20.83767780311136
929.0846836600915,-20.837678957597344
933.6132549601087,-22.921925210802907
938.1348352345208,-25.022903514955736
942.6376478858015,-27.169656450415545
947.1205694793241,-29.35239654266632
951.5970082690301,-31.54638057277421
956.0723810065887,-33.74253842875485
960.5453996290192,-35.94786654717919
965.0136659244047,-38.17844610273398
969.4679958032218,-40.42270633223289
973.9176182995719,-42.6705794597773
978.3660462050974,-44.92081432278184
982.8032422378445,-47.187202829724704
987.2069404853577,-49.49696392960171
991.5981366894531,-51.84901111917416
995.9863077461417,-54.214601081241895
1000.3735286524363,-56.581954830034476
1004.7549804653531,-58.952558598382204
1009.1164813391541,-61.330468093226656
1013.4821365712509,-63.725869495772
1017.8505733567933,-66.12770390823188
1022.2186450438576,-68.53020697784505
1026.5850732668184,-70.93503238482414
1030.946357564906,-73.34640314398534
1035.305217959319,-75.76445207335954
1039.6634378800072,-78.18477990744925
1044.0214183637029,-80.60553957947735
1048.3731731550467,-83.0255139479601
1052.6989761145949,-85.4387721241264
1057.0403050101684,-87.8669798674321
1061.390313529135,-90.30201394735182
1061.4379686684335,-90.32869250787157
1065.7402489243195,-92.73720046753535
1070.0889448664743,-95.17150802807164
1074.4316605088998,-97.60193445948768
1078.7793743503833,-100.03475252636414
1083.1298360687379,-102.46898993910794
1087.480335062744,-104.90316943762367
1091.8358307764852,-107.33946051461673
1096.2155990293463,-109.78730409267887
1100.5784496466638,-112.2241178274805
1104.930986206529,-114.65469797455764
1109.2835896269303,-117.08511250318139
1113.6363952198556,-119.51403549768595
1117.9886732353432,-121.93796890775072
1122.3442257428087,-124.36032982709062
1126.7013373012853,-126.78264643647594
1126.70395182797,-126.78409992107558
1131.0583472768283,-129.2051524400639
1135.4176153624244,-131.63245258783374
1139.7932135633325,-134.07955371433232
1144.1507468514546,-136.52471396896055
1148.4972757739986,-138.9660476973641
1152.8434363968065,-141.4079647687194
1157.1853999435739,-143.85369945487056
1161.510518430561,-146.3080306683904
1162.538322686496,-146.89324026237333
1165.842306050571,-148.77148090638195
1170.2073183742734,-151.22660785270733
1174.5745426711837,-153.65114555480832
1178.9384899254433,-156.06121687887148
1183.3031551329323,-158.46990302436623
1187.670548879054,-160.87869497430225
1192.0533920087678,-163.29147383435782
1196.429316023451,-165.69643454481718
1200.798783103064,-168.09648301021153
1205.1683150662973,-170.49632920303162
1209.535040801089,-172.89370976147114
1213.8816281518532,-175.27707310539887
1218.242288171205,-177.66570642959778
1222.614745998364,-180.06005325250052
1222.6385506866275,-180.07308821576757
1226.9872716273478,-182.45444063768485
1231.356486182751,-184.84802715579613
1235.7039315573245,-187.23295137501592
1240.0621593972928,-189.62640087444575
1244.4313748397992,-192.02663279917627
1248.8005971785283,-194.42704265562222
1253.1680054543488,-196.82776849407702
1257.5241074076093,-199.22675749739383
1261.8836824089215,-201.63181828234363
1266.2480290034282,-204.04097599567356
1270.6122630268057,-206.45044330122047
1274.9755575140741,-208.86199426163267
1279.336161323586,-211.28144045407433
1283.691896964738,-213.70804690271106
1288.0451771983899,-216.13726604875464
1292.3981191436128,-218.56707421352857
1296.7505112731828,-220.99986117081448
1301.1047073175016,-223.4460868850183
1305.4491871900095,-225.90125190645165
1309.7865918993798,-228.35879871825165
1314.1235453510658,-230.817031027933
1318.4604884780001,-233.2753631233976
1322.7975887725693,-235.7341395876277
1327.1343816367328,-238.1931172311238
1331.4709135914463,-240.65209870956392
1331.4766856759222,-240.65537173214534
1335.8075116061082,-243.11095799186697
1340.1440948489305,-245.56710943343631
1344.4740738433231,-248.0093059425082
1348.8137338455126,-250.44572876879144
1353.1625922145765,-252.8826008718057
1357.5118929960784,-255.31892064377377
1361.8626717560076,-257.754094430736
1366.2228845065094,-260.1872428282879
1370.5835505553403,-262.61340395193287
1374.9410710256836,-265.03515060720525
1375.560410360057,-265.379308620457
1379.2986572749862,-267.4566198740209
1383.6578759372965,-269.8794482242001
1388.0355675133221,-272.3142338123281
1392.4052036756034,-274.7460996918907
1396.761243682908,-277.1709039116622
1396.7876285218722,-277.185591454948
1401.1170843389962,-279.595511817521
1405.4733540368945,-282.018031600953
1409.8270546253648,-284.4304768260948
1414.1863341353053,-286.8380789372098
1418.5511481326548,-289.2462875390612
1422.916813567258,-291.6531600252663
1427.2936912855205,-294.0399855493737
1431.7140412959288,-296.35306369296904
1435.9663735951633,-298.5004265345918
1436.1690303118567,-298.6020874282504
1440.6436987993327,-300.8604229615237
1445.0880200885165,-303.16037131720765
1449.4978429371765,-305.4862303244579
1451.4711577876424,-306.5307705158318
1453.9038425501656,-307.81844788164017
1458.3129763222842,-310.14801141123985
1462.7504201040904,-312.4660923489686
1467.2060219810319,-314.7365807915547
