,meshcode,elcode,attrnmno,objectid,geometry
0,513243,111100,1875,4-32-20-5-1183795,"LINESTRING (476949522 123818845, 476955002 123818212, 476956966 123817945, 476961139 123817379, 476968992 123816279, 476971815 123815845, 476975456 123815212, 476976929 123814780)"
1,513243,111100,1875,4-32-20-5-1183799,"LINESTRING (476949522 123818845, 476952753 123818245, 476954840 123817845, 476957743 123817412, 476961343 123816912, 476964452 123816479, 476968460 123815912, 476975415 123814979, 476976929 123814780)"
2,513243,111100,1875,4-32-20-5-1183803,"LINESTRING (476911805 123834176, 476925878 123825043, 476927677 123823943, 476929109 123823144, 476930254 123822578, 476931768 123821978, 476933445 123821444, 476935491 123821011, 476940686 123820211, 476949522 123818845)"
3,513243,111100,1875,4-32-20-5-1183807,"LINESTRING (476766668 123870436, 476772886 123871103, 476780617 123871970, 476786344 123872603, 476790844 123873103, 476803934 123874570, 476815675 123875836, 476821851 123876470, 476827988 123876870, 476831832 123876936, 476834041 123876903, 476836578 123876770, 476838664 123876636, 476840259 123876470, 476841609 123876270, 476843450 123875936, 476844923 123875603, 476846437 123875203, 476848236 123874636, 476849995 123874036, 476862677 123869437, 476868894 123867172, 476871430 123866205, 476872780 123865572, 476874335 123864805, 476875848 123863972, 476877566 123862905, 476878712 123862105, 476879530 123861438, 476880307 123860772, 476881739 123859506, 476882516 123858639, 476883253 123857806, 476884153 123856739, 476886443 123853906, 476888652 123851240, 476889961 123849707, 476891352 123848274, 476892293 123847407, 476893234 123846674, 476893765 123846240, 476894502 123845707, 476895115 123845274, 476895975 123844707, 476897856 123843475, 476898920 123842741, 476900106 123842008, 476901947 123840741, 476911805 123834176)"
4,513243,111200,1875,4-32-20-5-1183815,"LINESTRING (476540950 123840269, 476551421 123842335, 476564675 123845269, 476582347 123849002, 476592982 123851002, 476618506 123855003, 476639614 123858070, 476676593 123861803, 476685428 123862870, 476725025 123866337, 476766668 123870436)"
5,513243,121100,1876,4-32-20-5-1183819,"LINESTRING (476540948 123724348, 476542338 123724648, 476546061 123725548, 476551215 123726748, 476557965 123728315, 476566842 123730415, 476575064 123732348, 476578009 123733082, 476579523 123733582, 476580750 123734048, 476581609 123734448, 476582550 123734915, 476584636 123736082, 476586027 123736915, 476588605 123738482, 476593718 123741482, 476595927 123742847, 476604722 123748047, 476607217 123749547, 476608404 123750281, 476609222 123750881, 476609958 123751447, 476610940 123752214)"
6,513243,121100,1876,4-32-20-5-1183823,"LINESTRING (476930827 123820844, 476940727 123818011, 476945758 123816712, 476949235 123815945, 476950544 123815745, 476957702 123814645, 476960934 123814245, 476963593 123813779, 476965680 123813312, 476968584 123812480, 476970260 123811880, 476971938 123811246, 476976970 123809213, 476979465 123808246, 476987687 123805514, 476989159 123804981, 476990919 123804214)"
7,513243,121100,1876,4-32-20-5-1183827,"LINESTRING (476741307 123833440, 476745929 123836974, 476749897 123839839, 476752843 123842173, 476754070 123843173, 476754929 123843973, 476756565 123845539, 476757628 123846706, 476758896 123848105, 476760246 123849605, 476763396 123853205, 476768427 123858904, 476771495 123862371, 476775218 123866537, 476776772 123867970, 476778285 123869170, 476779431 123869903, 476780535 123870570, 476781312 123871003)"
8,513243,121100,1876,4-32-20-5-1183831,"LINESTRING (476910742 123831342, 476920028 123826010, 476924324 123823710, 476927310 123822311, 476930827 123820844)"
9,513243,121100,1876,4-32-20-5-1183835,"LINESTRING (476822301 123876936, 476827497 123877236, 476833509 123877170)"
10,513243,121100,1876,4-32-20-5-1183847,"LINESTRING (476610940 123752214, 476611799 123752947, 476612495 123753581, 476613354 123754481, 476614662 123755780, 476615398 123756413, 476616175 123757080, 476616748 123757480, 476617566 123758013, 476618303 123758413, 476619366 123758913, 476620675 123759480, 476622680 123760346, 476624439 123760980, 476625789 123761413, 476627425 123761746, 476631270 123762480, 476633029 123762846, 476634174 123763146, 476635606 123763646, 476636793 123764213, 476637815 123764780, 476638797 123765380, 476640024 123766313, 476640843 123767113, 476641497 123767813, 476641947 123768346, 476642561 123769246, 476644442 123771612, 476645096 123772379, 476645955 123773179, 476647019 123774012, 476647878 123774612, 476648369 123774912, 476648901 123775212, 476650169 123775812, 476656222 123778345, 476658472 123779345, 476660518 123780412, 476664036 123782412, 476668862 123785112, 476675490 123788844, 476684079 123793678, 476689479 123796744, 476693447 123798978, 476697374 123801311, 476698560 123802011, 476699910 123802910, 476702815 123805010, 476704082 123805910, 476706291 123807543, 476711282 123811243, 476716108 123814776, 476722572 123819609, 476729895 123825075, 476741307 123833440)"
11,513243,121100,1876,4-32-20-5-1183855,"LINESTRING (476785608 123872703, 476786835 123873070, 476788431 123873436, 476789821 123873636, 476791008 123873770, 476797717 123874436, 476806266 123875270, 476815839 123876336, 476822301 123876936)"
12,513243,121200,1876,4-32-20-5-1183863,"LINESTRING (476785608 123872703, 476783358 123871936, 476781312 123871003)"
13,513243,141100,1877,4-32-20-5-1183867,"LINESTRING (476801929 123895101, 476801806 123894668, 476801724 123893968, 476801724 123893168, 476801806 123892501, 476801847 123892268, 476802051 123891601, 476802420 123890734, 476802666 123890334, 476803075 123889801, 476806716 123885369, 476810398 123880869, 476811052 123880202, 476811911 123879535, 476812525 123879169, 476813548 123878669, 476814448 123878402, 476815143 123878235, 476816125 123878069, 476818169 123877903, 476819560 123877836, 476822383 123877870)"
14,513243,141100,1877,4-32-20-5-1183871,"LINESTRING (476821481 123911667, 476821236 123911433, 476820990 123911167, 476820377 123910667, 476820091 123910367, 476819068 123909467, 476818250 123908700, 476813832 123904833, 476812114 123903367, 476810397 123901967)"
15,513243,141100,1878,4-32-20-5-1183875,"LINESTRING (476986333 123911670, 476986865 123910670, 476988501 123907637, 476990587 123903671, 476990915 123903071)"
16,513243,141100,1878,4-32-20-5-1183883,"LINESTRING (476910742 123831342, 476918392 123827610, 476923301 123824943, 476927841 123822744, 476929109 123822144, 476931523 123821278, 476932177 123821044, 476940973 123818478, 476946658 123817112, 476951608 123816145, 476953776 123815812, 476956107 123815645, 476957907 123815612, 476962284 123815945, 476963961 123816045, 476966252 123816112, 476968215 123816079, 476969606 123816079, 476970833 123816112, 476972060 123816279, 476973901 123816712, 476975497 123817245, 476976110 123817479, 476976765 123817745, 476977542 123818145, 476978115 123818512, 476978973 123819112, 476979832 123819845, 476980446 123820412, 476980814 123820779, 476981837 123822012, 476983800 123824879, 476984987 123826744, 476990918 123835678)"
17,513243,141100,1877,4-32-20-5-1183891,"LINESTRING (476822383 123877870, 476827783 123877870, 476829583 123877770, 476831791 123877503, 476833509 123877170)"
18,513243,141100,1877,4-32-20-5-1183899,"LINESTRING (476810397 123901967, 476808965 123901000, 476808474 123900668, 476807983 123900334, 476806633 123899668, 476805774 123899234, 476805160 123898868, 476804424 123898368, 476803810 123897834)"
19,513243,141200,1877,4-32-20-5-1183903,"LINESTRING (476801929 123895101, 476802051 123895501, 476802133 123895701, 476802297 123896001, 476802706 123896668, 476803033 123897068, 476803442 123897501, 476803810 123897834)"
20,513243,171100,1879,4-32-20-5-1183907,"LINESTRING (476713000 123810910, 476719136 123814910, 476722040 123816809, 476727849 123820609, 476729199 123821509, 476732962 123823941, 476736685 123826375)"
21,513243,171100,1879,4-32-20-5-1183915,"LINESTRING (476540948 123724016, 476547657 123725548)"
22,513243,171100,1879,4-32-20-5-1183923,"LINESTRING (476547657 123725548, 476554651 123727182, 476576250 123732248, 476578173 123732748, 476579277 123733082, 476580341 123733482, 476581609 123734015, 476582427 123734448, 476583286 123734948, 476585986 123736515, 476589136 123738382, 476590323 123739082)"
23,513243,171100,1879,4-32-20-5-1183931,"LINESTRING (476590323 123739082, 476591509 123739782, 476594700 123741682, 476598913 123744181, 476606931 123748947, 476613844 123753081)"
24,513243,171100,1879,4-32-20-5-1183939,"LINESTRING (476613844 123753081, 476620389 123756980, 476621862 123757813, 476622925 123758313, 476623744 123758646, 476624562 123758913, 476625748 123759246, 476628284 123759813, 476632988 123760846, 476634665 123761246)"
25,513243,171100,1879,4-32-20-5-1183947,"LINESTRING (476634665 123761246, 476637079 123761780, 476637570 123761946, 476638102 123762146, 476638633 123762413, 476639411 123762913, 476639983 123763346, 476641579 123764713, 476643133 123766080, 476645669 123768280, 476646242 123768713, 476646896 123769180, 476647714 123769713, 476648942 123770480, 476651437 123772012, 476654014 123773645)"
26,513243,171100,1879,4-32-20-5-1183955,"LINESTRING (476654014 123773645, 476656182 123774979, 476658841 123776679, 476665181 123780612, 476670253 123783779, 476673894 123786045, 476676144 123787511, 476679130 123789311, 476680357 123790111, 476680725 123790344)"
27,513243,171100,1879,4-32-20-5-1183963,"LINESTRING (476680725 123790344, 476683793 123792244, 476687925 123794844, 476692219 123797511, 476694060 123798678, 476696351 123800211, 476697333 123800844, 476701424 123803377)"
28,513243,171100,1879,4-32-20-5-1183971,"LINESTRING (476701424 123803377, 476706373 123806577, 476711364 123809843, 476713000 123810910)"
29,513243,191100,1880,4-32-20-5-1183983,"LINESTRING (476865948 123879703, 476866685 123881936, 476867420 123884336, 476868852 123889070, 476869261 123890470, 476869915 123893035, 476870652 123895502, 476871387 123897969, 476871633 123898869, 476871960 123899735, 476872942 123902734)"
30,513243,191100,1880,4-32-20-5-1183991,"LINESTRING (476872942 123902734, 476873924 123905768, 476874374 123907234, 476874619 123908268, 476874660 123909701, 476874659 123911668)"
31,513243,191100,1880,4-32-20-5-1183995,"LINESTRING (476857440 123867837, 476857563 123868137, 476858177 123869037, 476858627 123869604, 476859404 123870371, 476859895 123870737, 476860140 123870904, 476861081 123871504, 476862186 123872237, 476862512 123872404, 476862880 123872604)"
32,513243,191100,1880,4-32-20-5-1183999,"LINESTRING (476857440 123867837, 476857767 123868004, 476858954 123868804, 476860386 123870104, 476860958 123870604, 476862267 123871871, 476862880 123872604)"
33,513243,191200,1880,4-32-20-5-1184003,"LINESTRING (476848851 123826275, 476849751 123828741)"
34,513243,191200,1880,4-32-20-5-1184007,"LINESTRING (476849751 123828741, 476850651 123831241, 476851019 123832374, 476851224 123833874, 476851224 123834207, 476851183 123834574, 476851019 123834974, 476850692 123835440, 476850365 123835940, 476847665 123839240, 476846929 123840040, 476846519 123840706, 476846274 123841306, 476846110 123841906, 476846029 123842573, 476846029 123843173, 476846110 123843839, 476846233 123844439, 476846397 123845839, 476849464 123854305, 476849832 123854938, 476850364 123855605, 476850814 123856138, 476851182 123856738, 476851591 123857938)"
35,513243,191200,1880,4-32-20-5-1184011,"LINESTRING (476851591 123857938, 476852123 123859572, 476852328 123860138)"
36,513243,191200,1880,4-32-20-5-1184019,"LINESTRING (476845252 123816076, 476847748 123823208)"
37,513243,191200,1880,4-32-20-5-1184023,"LINESTRING (476847748 123823208, 476848157 123824541, 476848851 123826275)"
38,513243,191200,1880,4-32-20-5-1184027,"LINESTRING (476852328 123860138, 476852573 123860905, 476853228 123862638, 476853473 123863172, 476854128 123864304, 476854455 123864737)"
39,513243,191200,1880,4-32-20-5-1184031,"LINESTRING (476854455 123864737, 476855149 123865371, 476856213 123866271, 476857317 123867571, 476857440 123867837)"
40,513243,1C1100,1881,4-32-20-5-1184035,"LINESTRING (476736685 123826375, 476738280 123827241, 476739671 123827841, 476740857 123828575)"
41,513243,1C1100,1881,4-32-20-5-1184043,"LINESTRING (476740857 123828575, 476742780 123829840, 476743230 123830007, 476743639 123830040, 476743966 123830040, 476744294 123830007, 476744662 123829874, 476746462 123829008, 476756524 123824375, 476757179 123824075, 476757997 123823708, 476761393 123822141, 476762374 123821675)"
42,513243,1C1100,1881,4-32-20-5-1184051,"LINESTRING (476771988 123818475, 476769820 123819008, 476767897 123819475, 476767243 123819675, 476766670 123819875, 476766056 123820108, 476764338 123820775, 476762374 123821675)"
