,meshcode,linkno,tnodeno,signcnt,signno,signtype,changeflg,regardflg,signx,signy,subsigncnt,subsignno,exctflg,cartype,extimeflg,shour,ehour,exdtflg,sdate,edate,exssflg,season,exdayflg,day,section,geometry
0,513243,10,13833,1,1,1,0,0,476571117,123754435,0,,,,,,,,,,,,,,,
1,513243,13,153,1,1,3,0,0,476724177,123810335,1,1.0,0.0,22.0,0.0,2200,0500,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
2,513243,25,13382,1,1,1,0,0,476556002,123754067,0,,,,,,,,,,,,,,,
3,513243,34,105,1,1,3,0,0,476748684,123795974,0,,,,,,,,,,,,,,,
4,513243,35,107,1,1,3,0,0,476729145,123804927,0,,,,,,,,,,,,,,,
5,513243,43,203,2,1,1,0,0,476726167,123808697,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
6,513243,43,203,2,2,1,0,0,476726202,123808725,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
7,513243,46,152,3,1,4,0,0,476723472,123809736,1,1.0,0.0,22.0,0.0,2200,0500,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
8,513243,46,152,3,2,4,0,0,476724578,123808763,1,1.0,0.0,22.0,0.0,2200,0500,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
9,513243,46,152,3,3,4,0,0,476724441,123809158,1,1.0,0.0,22.0,0.0,2200,0500,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
10,513243,47,168,1,1,0,0,0,476657894,123766502,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
11,513243,48,169,1,1,3,0,0,476656158,123766105,0,,,,,,,,,,,,,,,
12,513243,54,242,1,1,3,0,0,476749561,123796352,0,,,,,,,,,,,,,,,
13,513243,58,95,1,1,0,0,0,476770712,123799350,0,,,,,,,,,,,,,,,
14,513243,60,171,4,1,1,0,0,476645428,123761420,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
15,513243,60,171,4,2,0,0,0,476645428,123761420,2,1.0,1.0,22.0,0.0,0000,2400,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
16,513243,60,171,4,2,0,0,0,476645428,123761420,2,2.0,0.0,22.0,0.0,0900,0700,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
17,513243,60,171,4,3,1,0,0,476646252,123761747,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
18,513243,60,171,4,4,0,0,0,476646252,123761747,2,1.0,1.0,22.0,0.0,0000,2400,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
19,513243,60,171,4,4,0,0,0,476646252,123761747,2,2.0,0.0,22.0,0.0,0900,0700,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
20,513243,62,258,1,1,3,0,0,476876024,123756161,1,1.0,1.0,11.0,0.0,0730,0830,0.0,0101,1231,0.0,0.0,1.0,000000011,0.0,
21,513243,65,270,1,1,4,0,0,476870485,123696385,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
22,513243,66,271,1,1,4,0,0,476869861,123693317,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
23,513243,67,273,1,1,4,0,0,476869157,123686979,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
24,513243,68,267,2,1,3,0,0,476873531,123728191,2,1.0,1.0,22.0,0.0,1000,1900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
25,513243,68,267,2,1,3,0,0,476873531,123728191,2,2.0,0.0,22.0,0.0,0000,2400,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
26,513243,68,267,2,2,3,0,0,476873493,123729877,2,1.0,1.0,22.0,0.0,1000,1900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
27,513243,68,267,2,2,3,0,0,476873493,123729877,2,2.0,0.0,22.0,0.0,0000,2400,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
28,513243,69,268,1,1,3,0,0,476872688,123725784,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
29,513243,70,287,1,1,3,0,0,476872489,123717962,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
30,513243,71,287,1,1,4,0,0,476872119,123718437,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
31,513243,71,288,1,1,3,0,0,476872183,123714906,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
32,513243,72,270,1,1,3,0,0,476870141,123696974,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
33,513243,72,271,1,1,3,0,0,476870161,123692918,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
34,513243,73,273,1,1,3,0,0,476869585,123686920,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
35,513243,80,307,1,1,2,0,0,476564145,123752775,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
36,513243,83,311,1,1,4,0,0,476634445,123759006,0,,,,,,,,,,,,,,,
37,513243,83,312,1,1,4,0,0,476634921,123759455,0,,,,,,,,,,,,,,,
38,513243,84,312,2,1,0,0,0,476635842,123759170,0,,,,,,,,,,,,,,,
39,513243,84,312,2,2,0,0,0,476633740,123758856,0,,,,,,,,,,,,,,,
40,513243,85,323,2,1,1,0,0,476596899,123742785,0,,,,,,,,,,,,,,,
41,513243,85,323,2,2,1,0,0,476597218,123742650,0,,,,,,,,,,,,,,,
42,513243,86,288,1,1,4,0,0,476871764,123714316,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
43,513243,87,289,1,1,4,0,0,476871752,123710654,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
44,513243,93,250,1,1,1,0,0,476548863,123723933,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
45,513243,94,307,1,1,4,0,0,476564721,123752235,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
46,513243,95,311,3,1,0,0,0,476633879,123759291,0,,,,,,,,,,,,,,,
47,513243,95,311,3,2,0,0,0,476633453,123758876,0,,,,,,,,,,,,,,,
48,513243,95,311,3,3,0,0,0,476635336,123759434,0,,,,,,,,,,,,,,,
49,513243,97,103,3,1,3,0,0,476730243,123805157,0,,,,,,,,,,,,,,,
50,513243,97,103,3,2,3,0,0,476730182,123805078,0,,,,,,,,,,,,,,,
51,513243,97,103,3,3,3,0,0,476730243,123805459,0,,,,,,,,,,,,,,,
52,513243,100,281,2,1,1,0,0,476871875,123741024,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
53,513243,100,281,2,2,1,0,0,476872013,123742838,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
54,513243,101,296,1,1,3,0,0,476866908,123676349,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
55,513243,107,8260,1,1,1,0,0,476624891,123791134,0,,,,,,,,,,,,,,,
56,513243,114,8305,1,1,1,0,0,476650882,123797843,0,,,,,,,,,,,,,,,
57,513243,121,283,1,1,1,0,0,476872741,123737612,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
58,513243,134,232,2,1,1,0,0,476661325,123768363,1,1.0,0.0,0.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
59,513243,134,232,2,2,1,1,0,476662713,123768936,1,1.0,0.0,0.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
60,513243,140,291,1,1,3,0,0,476871180,123703672,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
61,513243,141,289,1,1,3,0,0,476871484,123711368,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
62,513243,143,283,4,1,3,0,0,476872216,123738220,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
63,513243,143,283,4,2,1,0,0,476872183,123738218,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
64,513243,143,283,4,3,1,0,0,476872125,123737990,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
65,513243,143,283,4,4,3,0,0,476872125,123737990,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
66,513243,145,281,1,1,1,0,0,476872446,123742678,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
67,513243,151,257,1,1,4,0,0,476877990,123759011,1,1.0,1.0,11.0,0.0,0730,0830,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
68,513243,154,11412,1,1,1,0,0,476868227,123888895,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
69,513243,154,11412,1,1,1,0,0,476868227,123888895,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
70,513243,159,11417,1,1,1,0,0,476865215,123879467,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
71,513243,159,11417,1,1,1,0,0,476865215,123879467,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
72,513243,161,8289,1,1,1,0,0,476862709,123871712,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
73,513243,161,8289,1,1,1,0,0,476862709,123871712,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
74,513243,166,11423,1,1,1,0,0,476857790,123867005,2,1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
75,513243,166,11423,1,1,1,0,0,476857790,123867005,2,2.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
76,513243,167,267,1,1,4,0,0,476872998,123728472,1,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
77,513243,168,268,1,1,4,0,0,476873132,123725669,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
78,513243,181,171,2,1,1,0,0,476647114,123761726,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
79,513243,181,171,2,2,1,0,0,476646524,123761471,1,1.0,0.0,22.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
80,513243,190,76,2,1,0,0,0,476961471,123764530,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
81,513243,190,76,2,2,0,0,0,476963495,123764088,1,1.0,1.0,11.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
82,513243,191,78,2,1,1,0,0,476943138,123765130,0,,,,,,,,,,,,,,,
83,513243,191,78,2,2,1,0,0,476943377,123764854,0,,,,,,,,,,,,,,,
84,513243,192,80,2,1,3,0,0,476932918,123761564,0,,,,,,,,,,,,,,,
85,513243,192,80,2,2,3,0,0,476933300,123762067,0,,,,,,,,,,,,,,,
86,513243,199,114,1,1,3,0,0,476841895,123804997,0,,,,,,,,,,,,,,,
87,513243,199,115,1,1,1,0,0,476841565,123807036,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
88,513243,200,116,2,1,3,0,0,476843387,123809291,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
89,513243,200,116,2,2,1,0,0,476843367,123809293,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
90,513243,200,117,1,1,1,0,0,476843653,123811307,0,,,,,,,,,,,,,,,
91,513243,201,118,2,1,3,0,0,476844791,123813546,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
92,513243,201,118,2,2,1,0,0,476844753,123813555,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
93,513243,201,119,2,1,3,0,0,476844717,123815886,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
94,513243,201,119,2,2,1,0,0,476844747,123815875,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
95,513243,202,120,3,1,3,0,0,476846038,123817261,1,1.0,1.0,22.0,0.0,0400,1000,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
96,513243,202,120,3,2,1,0,0,476846019,123817264,1,1.0,1.0,22.0,0.0,1000,0400,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
97,513243,202,120,3,3,1,0,0,476846009,123817267,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
98,513243,202,121,1,1,1,0,0,476846434,123820907,0,,,,,,,,,,,,,,,
99,513243,203,121,2,1,3,0,0,476847212,123820757,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
100,513243,203,121,2,2,1,0,0,476847183,123820764,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
101,513243,204,123,1,1,1,0,0,476842697,123823767,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
102,513243,205,123,2,1,1,0,0,476843696,123823502,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
103,513243,205,123,2,2,1,0,0,476843951,123824303,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
104,513243,205,124,2,1,1,0,0,476839595,123824512,0,,,,,,,,,,,,,,,
105,513243,205,124,2,2,1,0,0,476839698,123825328,0,,,,,,,,,,,,,,,
106,513243,206,125,1,1,1,0,0,476837778,123824903,1,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
107,513243,207,126,1,1,1,0,0,476837082,123825973,2,1.0,0.0,35.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
108,513243,207,126,1,1,1,0,0,476837082,123825973,2,2.0,0.0,45.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
109,513243,208,128,1,1,3,0,0,476826822,123828312,0,,,,,,,,,,,,,,,
110,513243,217,143,1,1,3,0,0,476842096,123904582,0,,,,,,,,,,,,,,,
111,513243,217,144,2,1,1,0,0,476839480,123900113,2,1.0,0.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
112,513243,217,144,2,1,1,0,0,476839480,123900113,2,2.0,0.0,15.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
113,513243,217,144,2,2,3,0,0,476839458,123900129,2,1.0,1.0,15.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
114,513243,217,144,2,2,3,0,0,476839458,123900129,2,2.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
115,513243,218,146,2,1,3,0,0,476834948,123893230,0,,,,,,,,,,,,,,,
116,513243,218,146,2,2,3,0,0,476835788,123894043,0,,,,,,,,,,,,,,,
117,513243,219,148,2,1,3,0,0,476833271,123887606,0,,,,,,,,,,,,,,,
118,513243,219,148,2,2,3,0,0,476833953,123887893,0,,,,,,,,,,,,,,,
119,513243,220,149,1,1,1,0,0,476829780,123874860,2,1.0,1.0,11.0,0.0,1100,2300,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
120,513243,220,149,1,1,1,0,0,476829780,123874860,2,2.0,1.0,9.0,0.0,1100,2300,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
121,513243,221,150,2,1,3,0,0,476829240,123874069,0,,,,,,,,,,,,,,,
122,513243,221,150,2,2,3,0,0,476830668,123873613,0,,,,,,,,,,,,,,,
123,513243,221,151,2,1,3,0,0,476823711,123872980,1,1.0,1.0,22.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
124,513243,221,151,2,2,1,0,0,476823710,123873011,1,1.0,0.0,42.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,
125,513243,223,154,1,1,3,0,0,476721303,123807090,0,,,,,,,,,,,,,,,
126,513243,224,155,2,1,3,0,0,476717944,123805077,1,1.0,0.0,0.0,0.0,0700,0900,0.0,0101,1231,0.0,0.0,0.0,100000000,0.0,
