Unnamed: 0,meshcode,linkno,orflg,signcnt,signno,maxspeed,signkeido,signido,signpos,variable,existroad,exlinkno,geometry,Longitude,Latitude,X1,Y1
28,513243,19754,1,1,1,60,476910308,123685318,0,0,0,0,,132.47508555555555,34.357032777777775,6016.510371346842,-2390.002634089178
29,513243,19755,1,1,1,60,476967043,123685090,0,0,0,0,,132.49084527777777,34.356969444444445,7468.701965376153,-2483.4530399926007
30,513243,19756,1,1,1,50,476977708,123685163,0,0,0,0,,132.4938077777778,34.356989722222224,7741.894720527809,-2497.417361536296
31,513243,19780,1,1,1,40,476673378,123751680,16,0,0,0,,132.40927166666665,34.37546666666667,73.54183486651164,22.19209117864375
32,513243,19789,1,1,1,40,476980822,123761262,0,0,0,0,,132.49467277777777,34.378128333333336,7961.142395129427,-152.80665226231213
33,513243,19825,1,1,1,60,476905744,123682406,1,0,0,0,,132.47381777777778,34.35622388888889,5894.2996294434415,-2472.9425297573325
34,513243,19897,1,1,1,40,476990921,123690003,0,0,1,19588,,132.49747805555555,34.358334166666666,8089.057153567788,-2368.077563303901
35,513243,19965,1,1,1,40,476989397,123695990,0,0,1,19062,,132.49705472222223,34.35999722222222,8061.0082892467035,-2180.930264773662
36,513243,19981,1,1,1,40,476679460,123752458,0,0,0,0,,132.4109611111111,34.375682777777776,230.68154474184848,36.83289648947539
37,513243,20044,1,1,1,60,476723488,123741938,0,0,0,0,,132.42319111111112,34.37276055555556,1338.2218624795787,-355.7759405186225
38,513243,20084,1,2,1,60,476846932,123678973,0,0,0,0,,132.45748111111112,34.35527027777778,4382.147979531321,-2489.0947691471665
39,513243,20084,1,2,2,60,476877110,123677315,0,0,0,0,,132.4658638888889,34.35480972222222,5151.78168292495,-2586.408606009616
40,513243,20087,1,1,1,40,476821033,123700188,0,0,0,0,,132.45028694444446,34.36116333333333,3758.195030676201,-1794.4833439392387
41,513243,20107,1,1,1,40,476715899,123745855,16,0,0,0,,132.42108305555556,34.373848611111114,1151.2179983492242,-223.16428365866886
42,513243,20191,1,1,1,60,476989721,123661257,0,0,0,0,,132.49714472222223,34.35034916666667,8005.670882253442,-3253.70563582037
43,513243,20193,1,1,1,60,476823240,123699631,0,0,0,0,,132.4509,34.36100861111111,3813.671613880899,-1815.0595721972059
44,513243,20195,1,1,1,40,476990633,123696249,0,0,1,20144,,132.49739805555555,34.36006916666667,8093.12721889175,-2174.8124549321074
45,513243,20244,1,1,1,40,476821046,123701591,0,0,0,0,,132.45029055555557,34.361553055555554,3761.118932524114,-1751.1882546305424
46,513243,20261,1,1,1,40,476707512,123750311,0,0,1,20207,,132.41875333333334,34.37508638888889,944.7922024753643,-72.67841992524336
47,513243,20292,1,3,1,60,476799873,123717683,0,0,0,0,,132.44440916666667,34.36602305555556,3248.784356532269,-1221.9328669813694
48,513243,20292,1,3,2,60,476730824,123739394,0,0,0,0,,132.42522888888888,34.372053888888885,1521.3009577646153,-445.6045010276139
49,513243,20292,1,3,3,60,476771598,123727360,0,0,0,0,,132.436555,34.36871111111111,2542.8211040134775,-879.7931879114476
50,513243,20338,1,1,1,40,476906003,123682082,0,0,0,0,,132.47388972222222,34.35613388888889,5900.335093940375,-2483.3403426234145
51,513243,20341,1,1,1,40,476828294,123695070,0,0,0,0,,132.45230388888888,34.359741666666665,3934.647545152693,-1963.6103338871617
52,513243,20359,1,1,1,60,476705521,123749898,0,0,0,0,,132.41820027777777,34.37497166666667,893.0576190295396,-82.36323097199784
53,513243,20384,1,1,1,40,476827681,123694141,0,0,0,0,,132.45213361111112,34.35948361111111,3917.2377665194217,-1991.3529321518436
54,513243,20419,1,1,1,40,476901469,123680831,0,0,1,20455,,132.47263027777777,34.35578638888889,5781.945795837557,-2515.0452609146596
55,513243,20525,1,1,1,60,476825770,123696039,0,0,0,0,,132.45160277777777,34.360010833333334,3871.814394348301,-1929.8298795601004
56,513243,20541,1,1,1,40,476711523,123747184,0,0,0,0,,132.4198675,34.37421777777778,1041.6631939624203,-175.3965566988627
57,513243,20554,1,1,1,30,476840475,123682876,16,0,0,0,,132.4556875,34.35635444444444,4224.020863551414,-2358.7195099437376
58,513243,20556,1,3,1,60,476802182,123716495,0,0,0,0,,132.44505055555555,34.36569305555555,3305.7015604268527,-1262.1500777105975
59,513243,20556,1,3,2,60,476775144,123726101,0,0,0,0,,132.43754,34.368361388888886,2631.2702949378872,-924.1061463082733
60,513243,20556,1,3,3,40,476736029,123736757,0,0,0,0,,132.42667472222223,34.37132138888889,1649.6571140299784,-535.0234104570409
61,513243,20583,1,1,1,40,476837463,123684515,16,0,1,20521,,132.45485083333332,34.35680972222222,4149.925559432362,-2303.5097898173262
62,513243,20743,1,1,1,60,476701018,123752268,0,0,0,0,,132.41694944444444,34.37563,782.1882511717267,-2.256832841783762
63,513243,20833,1,1,1,30,476834017,123689405,0,0,0,0,,132.4538936111111,34.35816805555555,4070.718815378379,-2147.2668229530973
64,513243,21086,1,1,1,60,476990790,123701283,0,0,0,0,,132.49744166666667,34.3614675,8106.370156378602,-2019.6405518115498
65,513243,21093,1,1,1,60,476751358,123904635,1,0,0,0,,132.43093277777777,34.41795416666667,2353.3838066087337,4624.394927963993
