,meshcode,linkno,orflg,seccnt,secno,exflg,maxspeed,ssecichi,esecichi,geometry
0,513243,1,1,1,1,0,100,0,10000,
1,513243,2,1,1,1,0,100,0,10000,
2,513243,3,1,1,1,0,100,0,10000,
3,513243,4,1,1,1,0,100,0,10000,
4,513243,5,1,1,1,0,100,0,10000,
5,513243,6,1,1,1,0,100,0,10000,
6,513243,7,1,1,1,0,60,0,10000,
7,513243,8,1,1,1,0,60,0,10000,
8,513243,173,1,1,1,0,60,0,10000,
9,513243,174,1,1,1,0,60,0,10000,
10,513243,175,1,1,1,0,60,0,10000,
11,513243,17717,1,1,1,0,60,0,10000,
12,513243,17724,1,1,1,0,60,0,10000,
13,513243,17731,1,1,1,0,60,0,10000,
14,513243,17738,1,1,1,0,60,0,10000,
15,513243,17938,1,1,1,0,60,0,10000,
16,513243,17945,1,1,1,0,60,0,10000,
17,513243,17951,1,1,1,0,60,0,10000,
18,513243,17957,1,1,1,0,60,0,10000,
19,513243,17975,1,1,1,0,60,0,10000,
20,513243,17981,1,1,1,0,60,0,10000,
21,513243,17986,1,1,1,0,60,0,10000,
22,513243,18660,1,1,1,0,40,0,10000,
23,513243,18804,1,1,1,2,60,0,10000,
24,513243,18805,1,1,1,2,30,0,10000,
25,513243,18813,1,1,1,0,60,0,10000,
26,513243,18814,1,2,1,2,40,0,2764,
27,513243,18814,1,2,2,0,40,2764,10000,
28,513243,18815,1,1,1,0,60,0,10000,
29,513243,18911,1,1,1,0,40,0,10000,
30,513243,19044,1,1,1,2,60,0,10000,
31,513243,19047,1,1,1,0,60,0,10000,
32,513243,19052,1,1,1,2,60,0,10000,
33,513243,19053,1,1,1,0,60,0,10000,
34,513243,19061,1,1,1,0,60,0,10000,
35,513243,19062,1,1,1,0,40,0,10000,
36,513243,19116,1,1,1,0,40,0,10000,
37,513243,19234,1,2,1,2,50,0,2868,
38,513243,19234,1,2,2,0,50,2868,10000,
39,513243,19360,1,1,1,0,40,0,10000,
40,513243,19361,1,2,1,0,50,0,5449,
41,513243,19361,1,2,2,2,50,5449,10000,
42,513243,19367,1,1,1,2,60,0,10000,
43,513243,19368,1,1,1,0,60,0,10000,
44,513243,19395,1,1,1,2,40,0,10000,
45,513243,19490,1,1,1,0,60,0,10000,
46,513243,19583,1,1,1,0,40,0,10000,
47,513243,19584,1,1,1,0,60,0,10000,
48,513243,19587,1,1,1,0,60,0,10000,
49,513243,19588,1,1,1,0,40,0,10000,
50,513243,19611,1,1,1,0,60,0,10000,
51,513243,19621,1,1,1,0,40,0,10000,
52,513243,19622,1,1,1,0,40,0,10000,
53,513243,19666,1,1,1,0,60,0,10000,
54,513243,19667,1,1,1,0,60,0,10000,
55,513243,19668,1,1,1,0,60,0,10000,
56,513243,19669,1,2,1,0,50,0,7316,
57,513243,19669,1,2,2,2,50,7316,10000,
58,513243,19674,1,1,1,0,60,0,10000,
59,513243,19675,1,1,1,2,40,0,10000,
60,513243,19676,1,1,1,2,40,0,10000,
61,513243,19693,1,2,1,0,40,0,3822,
62,513243,19693,1,2,2,2,40,3822,10000,
63,513243,19707,1,1,1,0,40,0,10000,
64,513243,19708,1,1,1,0,40,0,10000,
65,513243,19754,1,1,1,0,60,0,10000,
66,513243,19755,1,1,1,0,60,0,10000,
67,513243,19756,1,2,1,2,50,0,6552,
68,513243,19756,1,2,2,0,50,6552,10000,
69,513243,19761,1,1,1,0,60,0,10000,
70,513243,19762,1,1,1,2,40,0,10000,
71,513243,19763,1,1,1,2,60,0,10000,
72,513243,19780,1,2,1,2,40,0,2767,
73,513243,19780,1,2,2,0,40,2767,10000,
74,513243,19789,1,1,1,0,40,0,10000,
75,513243,19825,1,1,1,0,60,0,10000,
76,513243,19826,1,1,1,2,60,0,10000,
77,513243,19829,1,1,1,0,60,0,10000,
78,513243,19830,1,1,1,2,60,0,10000,
79,513243,19852,1,1,1,0,40,0,10000,
80,513243,19897,1,1,1,2,40,0,10000,
81,513243,19898,1,1,1,2,40,0,10000,
82,513243,19962,1,1,1,0,60,0,10000,
83,513243,19964,1,1,1,0,40,0,10000,
84,513243,19965,1,1,1,2,40,0,10000,
85,513243,19967,1,1,1,0,40,0,10000,
86,513243,19981,1,2,1,0,40,0,4286,
87,513243,19981,1,2,2,2,40,4286,10000,
88,513243,20021,1,1,1,0,60,0,10000,
89,513243,20022,1,1,1,0,40,0,10000,
90,513243,20023,1,1,1,0,60,0,10000,
91,513243,20041,1,1,1,0,40,0,10000,
92,513243,20043,1,1,1,0,60,0,10000,
93,513243,20044,1,2,1,2,60,0,3003,
94,513243,20044,1,2,2,0,60,3003,10000,
95,513243,20084,1,1,1,0,60,0,10000,
96,513243,20087,1,2,1,2,40,0,2178,
97,513243,20087,1,2,2,0,40,2178,10000,
98,513243,20088,1,1,1,0,40,0,10000,
99,513243,20089,1,1,1,0,60,0,10000,
100,513243,20107,1,1,1,0,40,0,10000,
101,513243,20108,1,1,1,0,40,0,10000,
102,513243,20141,1,1,1,0,40,0,10000,
103,513243,20144,1,1,1,0,40,0,10000,
104,513243,20155,1,1,1,2,40,0,10000,
105,513243,20190,1,1,1,0,40,0,10000,
106,513243,20191,1,1,1,0,60,0,10000,
107,513243,20193,1,1,1,0,60,0,10000,
108,513243,20194,1,1,1,0,40,0,10000,
109,513243,20195,1,1,1,2,40,0,10000,
110,513243,20207,1,1,1,0,40,0,10000,
111,513243,20241,1,1,1,0,40,0,10000,
112,513243,20244,1,2,1,0,40,0,6693,
113,513243,20244,1,2,2,2,40,6693,10000,
114,513243,20245,1,1,1,0,60,0,10000,
115,513243,20261,1,1,1,2,40,0,10000,
116,513243,20288,1,1,1,0,40,0,10000,
117,513243,20292,1,2,1,2,60,0,389,
118,513243,20292,1,2,2,0,60,389,10000,
119,513243,20307,1,1,1,0,60,0,10000,
120,513243,20338,1,1,1,0,40,0,10000,
121,513243,20341,1,1,1,0,40,0,10000,
122,513243,20359,1,1,1,0,60,0,10000,
123,513243,20382,1,1,1,0,40,0,10000,
