,meshcode,linkno,geometry
342,513243,3035,
343,513243,3077,
344,513243,3078,
345,513243,3079,
346,513243,3080,
347,513243,3081,
348,513243,3082,
349,513243,3096,
350,513243,3097,
351,513243,3098,
352,513243,3108,
353,513243,3109,
354,513243,3110,
355,513243,3111,
356,513243,3112,
357,513243,3113,
358,513243,3125,
359,513243,3126,
360,513243,3127,
361,513243,3128,
362,513243,3160,
363,513243,3161,
364,513243,3162,
365,513243,3183,
366,513243,3184,
367,513243,3188,
368,513243,3189,
369,513243,3225,
370,513243,3227,
371,513243,3233,
372,513243,3239,
373,513243,3240,
374,513243,3241,
375,513243,3242,
376,513243,3243,
377,513243,3244,
378,513243,3245,
379,513243,3246,
380,513243,3249,
381,513243,3250,
382,513243,3256,
383,513243,3257,
384,513243,3258,
385,513243,3259,
386,513243,3260,
387,513243,3261,
388,513243,3264,
389,513243,3265,
390,513243,3266,
391,513243,3267,
392,513243,3268,
393,513243,3269,
394,513243,3294,
395,513243,3295,
396,513243,3296,
397,513243,3307,
398,513243,3308,
399,513243,3309,
400,513243,3313,
401,513243,3329,
402,513243,3330,
403,513243,3331,
404,513243,3332,
405,513243,3333,
406,513243,3334,
407,513243,3335,
408,513243,3336,
409,513243,3339,
410,513243,3340,
411,513243,3373,
412,513243,3374,
413,513243,3384,
414,513243,3385,
415,513243,3386,
416,513243,3390,
417,513243,3391,
418,513243,3396,
419,513243,3397,
420,513243,3409,
421,513243,3410,
422,513243,3411,
423,513243,3412,
424,513243,3413,
425,513243,3414,
426,513243,3439,
427,513243,3440,
428,513243,3449,
429,513243,3450,
430,513243,3460,
431,513243,3461,
432,513243,3462,
433,513243,3474,
434,513243,3475,
435,513243,3481,
436,513243,3492,
437,513243,3493,
438,513243,3494,
439,513243,3503,
440,513243,3504,
441,513243,3505,
442,513243,3506,
443,513243,3507,
444,513243,3523,
445,513243,3524,
446,513243,3525,
447,513243,3528,
448,513243,3529,
449,513243,3532,
450,513243,3550,
451,513243,3551,
452,513243,3568,
453,513243,3569,
454,513243,3570,
455,513243,3571,
456,513243,3574,
457,513243,3575,
458,513243,3576,
459,513243,3577,
460,513243,3578,
461,513243,3579,
462,513243,3606,
463,513243,3607,
464,513243,3612,
465,513243,3613,
466,513243,3615,
467,513243,3616,
468,513243,3617,
469,513243,3618,
470,513243,4198,
471,513243,4199,
472,513243,4204,
473,513243,4223,
474,513243,4247,
475,513243,4261,
476,513243,4262,
477,513243,4282,
478,513243,4283,
479,513243,4300,
480,513243,4302,
481,513243,4303,
482,513243,4304,
483,513243,4305,
484,513243,4306,
485,513243,4307,
486,513243,4308,
487,513243,4311,
488,513243,4312,
489,513243,4313,
490,513243,4314,
491,513243,4315,
492,513243,4316,
493,513243,4317,
494,513243,4318,
495,513243,4319,
496,513243,4320,
497,513243,4321,
498,513243,4322,
499,513243,4323,
500,513243,4324,
501,513243,4325,
502,513243,4326,
503,513243,4327,
504,513243,4328,
505,513243,4329,
506,513243,4330,
507,513243,4331,
508,513243,4332,
509,513243,4333,
510,513243,4335,
511,513243,4336,
512,513243,4338,
513,513243,4339,
514,513243,4340,
515,513243,4342,
516,513243,4344,
517,513243,4346,
518,513243,4347,
519,513243,4348,
520,513243,4349,
521,513243,4350,
522,513243,4351,
523,513243,4352,
524,513243,4354,
525,513243,4355,
526,513243,4356,
527,513243,4357,
528,513243,4358,
529,513243,4360,
530,513243,4361,
531,513243,4362,
532,513243,4363,
533,513243,4364,
534,513243,4366,
535,513243,4367,
536,513243,4369,
537,513243,4370,
538,513243,4371,
539,513243,4372,
540,513243,4373,
541,513243,4374,
542,513243,4375,
543,513243,4376,
544,513243,4377,
545,513243,4378,
546,513243,4379,
547,513243,4380,
548,513243,4381,
549,513243,4382,
550,513243,4383,
551,513243,4384,
552,513243,4385,
553,513243,4386,
554,513243,4387,
555,513243,4388,
556,513243,4389,
557,513243,4390,
558,513243,4391,
559,513243,4392,
560,513243,4393,
561,513243,4394,
562,513243,4395,
563,513243,4398,
564,513243,4399,
565,513243,4400,
566,513243,4401,
567,513243,4402,
568,513243,4403,
569,513243,4405,
570,513243,4406,
571,513243,4407,
572,513243,4408,
573,513243,4409,
574,513243,4410,
575,513243,4411,
576,513243,4412,
577,513243,4413,
578,513243,4414,
579,513243,4415,
580,513243,4416,
581,513243,4417,
582,513243,4418,
583,513243,4419,
584,513243,4420,
585,513243,4421,
586,513243,4422,
587,513243,4423,
588,513243,4424,
589,513243,4425,
590,513243,4426,
591,513243,4427,
592,513243,4428,
593,513243,4429,
594,513243,4430,
595,513243,4431,
596,513243,4432,
597,513243,4433,
598,513243,4434,
599,513243,4435,
600,513243,4436,
601,513243,4437,
602,513243,4438,
603,513243,4440,
604,513243,4441,
605,513243,4442,
606,513243,4443,
607,513243,4444,
608,513243,4445,
609,513243,4446,
610,513243,4447,
611,513243,4448,
612,513243,4449,
613,513243,4451,
614,513243,4452,
615,513243,4453,
616,513243,4454,
617,513243,4455,
618,513243,4456,
619,513243,4457,
620,513243,4458,
621,513243,4459,
622,513243,4460,
623,513243,4461,
624,513243,4462,
625,513243,4463,
626,513243,4465,
627,513243,4466,
628,513243,4467,
629,513243,4468,
630,513243,4469,
631,513243,4470,
632,513243,4471,
633,513243,4472,
634,513243,4473,
635,513243,4474,
636,513243,4475,
637,513243,4476,
638,513243,4477,
639,513243,4478,
640,513243,4479,
641,513243,4480,
642,513243,4481,
643,513243,4482,
644,513243,4483,
645,513243,4484,
646,513243,4485,
647,513243,4486,
648,513243,4487,
649,513243,4488,
650,513243,4489,
651,513243,4490,
652,513243,4491,
653,513243,4492,
654,513243,4493,
655,513243,4494,
656,513243,4495,
657,513243,4497,
658,513243,4498,
659,513243,4499,
660,513243,4501,
661,513243,4502,
662,513243,4503,
663,513243,4504,
664,513243,4505,
665,513243,4506,
666,513243,4507,
667,513243,4508,
668,513243,4509,
669,513243,4510,
670,513243,4511,
671,513243,4513,
672,513243,4514,
673,513243,4515,
674,513243,4516,
675,513243,4517,
676,513243,4518,
677,513243,4520,
678,513243,4523,
679,513243,4524,
680,513243,4525,
681,513243,4526,
682,513243,4527,
683,513243,4528,
684,513243,4529,
685,513243,4530,
686,513243,4531,
687,513243,4532,
688,513243,4533,
689,513243,4534,
690,513243,4536,
691,513243,4537,
692,513243,4538,
693,513243,4539,
694,513243,4540,
695,513243,4541,
696,513243,4542,
697,513243,4543,
698,513243,4544,
699,513243,4545,
700,513243,4546,
701,513243,4547,
702,513243,4548,
703,513243,4549,
704,513243,4550,
705,513243,4551,
706,513243,4552,
707,513243,4553,
708,513243,4554,
709,513243,4555,
710,513243,4556,
711,513243,4557,
712,513243,4558,
713,513243,4559,
714,513243,4560,
715,513243,4561,
716,513243,4562,
717,513243,4563,
718,513243,4564,
719,513243,4565,
720,513243,4566,
721,513243,4567,
722,513243,4570,
723,513243,4576,
724,513243,4577,
725,513243,4579,
726,513243,4580,
727,513243,4583,
728,513243,4584,
729,513243,4585,
730,513243,4586,
731,513243,4587,
732,513243,4588,
733,513243,4589,
734,513243,4590,
735,513243,4591,
736,513243,4592,
737,513243,4594,
738,513243,4595,
739,513243,4597,
740,513243,4598,
741,513243,4599,
742,513243,4601,
743,513243,4602,
744,513243,4603,
745,513243,4604,
746,513243,4605,
747,513243,4606,
748,513243,4607,
749,513243,4608,
750,513243,4609,
751,513243,4611,
752,513243,4614,
753,513243,4616,
754,513243,4618,
755,513243,4619,
756,513243,4621,
757,513243,4622,
758,513243,4623,
759,513243,4624,
760,513243,4625,
761,513243,4626,
762,513243,4627,
763,513243,4628,
764,513243,4629,
765,513243,4630,
766,513243,4631,
767,513243,4632,
768,513243,4633,
769,513243,4634,
770,513243,4635,
771,513243,4636,
772,513243,4638,
773,513243,4639,
774,513243,4640,
775,513243,4641,
776,513243,4642,
777,513243,4643,
778,513243,4644,
779,513243,4645,
780,513243,4647,
781,513243,4648,
782,513243,4649,
783,513243,4650,
784,513243,4651,
785,513243,4652,
786,513243,4653,
787,513243,4654,
788,513243,4655,
789,513243,4656,
790,513243,4657,
791,513243,4658,
792,513243,4659,
793,513243,4660,
794,513243,4662,
795,513243,4665,
796,513243,4666,
797,513243,4667,
798,513243,4668,
799,513243,4669,
800,513243,4670,
801,513243,4671,
802,513243,4672,
803,513243,4673,
804,513243,4674,
805,513243,4675,
806,513243,4676,
807,513243,4677,
808,513243,4678,
809,513243,4679,
810,513243,4680,
811,513243,4681,
812,513243,4682,
813,513243,4683,
814,513243,4686,
815,513243,4687,
816,513243,4688,
817,513243,4689,
818,513243,4690,
819,513243,4691,
820,513243,4692,
821,513243,4693,
822,513243,4694,
823,513243,4695,
824,513243,4696,
825,513243,4697,
826,513243,4698,
827,513243,4699,
828,513243,4700,
829,513243,4701,
830,513243,4702,
831,513243,4703,
832,513243,4704,
833,513243,4705,
834,513243,4706,
835,513243,4707,
836,513243,4708,
837,513243,4709,
838,513243,4710,
839,513243,4711,
840,513243,4712,
841,513243,4713,
842,513243,4714,
843,513243,4715,
844,513243,4716,
845,513243,4717,
846,513243,4718,
847,513243,4719,
848,513243,4720,
849,513243,4721,
850,513243,4722,
851,513243,4723,
852,513243,4724,
853,513243,4725,
854,513243,4728,
855,513243,4729,
856,513243,4730,
857,513243,4731,
858,513243,4732,
859,513243,4737,
860,513243,4738,
861,513243,4739,
862,513243,4740,
863,513243,4741,
864,513243,4742,
865,513243,4743,
866,513243,4744,
867,513243,4745,
868,513243,4746,
869,513243,4747,
870,513243,4748,
871,513243,4749,
872,513243,4750,
873,513243,4751,
874,513243,4752,
875,513243,4753,
876,513243,4754,
877,513243,4755,
878,513243,4756,
879,513243,4757,
880,513243,4758,
881,513243,4759,
882,513243,4760,
883,513243,4761,
884,513243,4762,
885,513243,4763,
886,513243,4764,
887,513243,4765,
888,513243,4766,
889,513243,4767,
890,513243,4768,
891,513243,4769,
892,513243,4770,
893,513243,4771,
894,513243,4773,
895,513243,4774,
896,513243,4776,
897,513243,4777,
898,513243,4778,
899,513243,4780,
900,513243,4781,
901,513243,4784,
902,513243,4785,
903,513243,4786,
904,513243,4787,
905,513243,4788,
906,513243,4789,
907,513243,4790,
908,513243,4791,
909,513243,4792,
910,513243,4793,
911,513243,4794,
912,513243,4795,
913,513243,4796,
914,513243,4797,
915,513243,4798,
916,513243,4799,
917,513243,4800,
918,513243,4803,
919,513243,4804,
920,513243,4805,
921,513243,4806,
922,513243,4819,
923,513243,4824,
924,513243,4825,
925,513243,4826,
926,513243,4827,
927,513243,4828,
928,513243,4829,
929,513243,4830,
930,513243,4831,
931,513243,4832,
932,513243,4833,
933,513243,4834,
934,513243,4835,
935,513243,4836,
936,513243,4837,
937,513243,4838,
938,513243,4839,
939,513243,4840,
940,513243,4843,
941,513243,4844,
942,513243,4845,
943,513243,4846,
944,513243,4851,
945,513243,4852,
946,513243,4853,
947,513243,4854,
948,513243,4855,
949,513243,4856,
950,513243,4857,
951,513243,4858,
952,513243,4859,
953,513243,4860,
954,513243,4861,
955,513243,4862,
956,513243,4863,
957,513243,4864,
958,513243,4865,
959,513243,4866,
960,513243,4867,
961,513243,4868,
962,513243,4869,
963,513243,4870,
964,513243,4873,
965,513243,4874,
966,513243,4875,
967,513243,4877,
968,513243,4878,
969,513243,4879,
970,513243,4880,
971,513243,4884,
972,513243,4885,
973,513243,4886,
974,513243,4887,
975,513243,4888,
976,513243,4889,
977,513243,4890,
978,513243,4891,
979,513243,4892,
980,513243,4893,
981,513243,4894,
982,513243,4895,
983,513243,4896,
984,513243,4897,
985,513243,4898,
986,513243,4899,
987,513243,4900,
988,513243,4901,
989,513243,4902,
990,513243,4903,
991,513243,4904,
992,513243,4905,
993,513243,4906,
994,513243,4907,
995,513243,4908,
996,513243,4909,
997,513243,4910,
998,513243,4911,
999,513243,4912,
1000,513243,4913,
1001,513243,4914,
1002,513243,4915,
1003,513243,4916,
1004,513243,4917,
1005,513243,4918,
1006,513243,4919,
1007,513243,4920,
1008,513243,4921,
1009,513243,4922,
1010,513243,4923,
1011,513243,4924,
1012,513243,4925,
1013,513243,4926,
1014,513243,4927,
1015,513243,4928,
1016,513243,4929,
1017,513243,4930,
1018,513243,4931,
1019,513243,4932,
1020,513243,4933,
1021,513243,4934,
1022,513243,4935,
1023,513243,4936,
1024,513243,4937,
1025,513243,4938,
1026,513243,4939,
1027,513243,4944,
1028,513243,4945,
1029,513243,4946,
1030,513243,4947,
1031,513243,4948,
1032,513243,4949,
1033,513243,4950,
1034,513243,4953,
1035,513243,4954,
1036,513243,4955,
1037,513243,4956,
1038,513243,4957,
1039,513243,4958,
1040,513243,4959,
1041,513243,4960,
1042,513243,4961,
1043,513243,4962,
1044,513243,4963,
1045,513243,4964,
1046,513243,4965,
1047,513243,4966,
1048,513243,4967,
1049,513243,4974,
1050,513243,4976,
1051,513243,4977,
1052,513243,4978,
1053,513243,4979,
1054,513243,4980,
1055,513243,4981,
1056,513243,4982,
1057,513243,4983,
1058,513243,4984,
1059,513243,4985,
1060,513243,4986,
1061,513243,4988,
1062,513243,4989,
1063,513243,4990,
1064,513243,4991,
1065,513243,4992,
1066,513243,4993,
1067,513243,4994,
1068,513243,4995,
1069,513243,4996,
1070,513243,4997,
1071,513243,5000,
1072,513243,5001,
1073,513243,5002,
1074,513243,5003,
1075,513243,5004,
1076,513243,5005,
1077,513243,5006,
1078,513243,5007,
1079,513243,5008,
1080,513243,5009,
1081,513243,5010,
1082,513243,5011,
1083,513243,5012,
1084,513243,5013,
1085,513243,5014,
1086,513243,5015,
1087,513243,5016,
1088,513243,5017,
1089,513243,5018,
1090,513243,5019,
1091,513243,5022,
1092,513243,5024,
1093,513243,5025,
1094,513243,5029,
1095,513243,5030,
1096,513243,5031,
1097,513243,5032,
1098,513243,5033,
1099,513243,5034,
1100,513243,5035,
1101,513243,5036,
1102,513243,5037,
1103,513243,5038,
1104,513243,5039,
1105,513243,5040,
1106,513243,5041,
1107,513243,5042,
1108,513243,5043,
1109,513243,5044,
1110,513243,5045,
1111,513243,5046,
1112,513243,5047,
1113,513243,5048,
1114,513243,5049,
1115,513243,5050,
1116,513243,5051,
1117,513243,5052,
1118,513243,5053,
1119,513243,5054,
1120,513243,5055,
1121,513243,5056,
1122,513243,5057,
1123,513243,5058,
1124,513243,5059,
1125,513243,5060,
1126,513243,5061,
1127,513243,5062,
1128,513243,5063,
1129,513243,5064,
1130,513243,5065,
1131,513243,5066,
1132,513243,5067,
1133,513243,5068,
1134,513243,5069,
1135,513243,5070,
1136,513243,5071,
1137,513243,5072,
1138,513243,5073,
1139,513243,5074,
1140,513243,5075,
1141,513243,5076,
1142,513243,5077,
1143,513243,5078,
1144,513243,5079,
1145,513243,5080,
1146,513243,5081,
1147,513243,5082,
1148,513243,5083,
1149,513243,5084,
1150,513243,5085,
1151,513243,5086,
1152,513243,5087,
1153,513243,5088,
1154,513243,5089,
1155,513243,5090,
1156,513243,5091,
1157,513243,5092,
1158,513243,5093,
1159,513243,5094,
1160,513243,5095,
1161,513243,5096,
1162,513243,5097,
1163,513243,5098,
1164,513243,5099,
1165,513243,5100,
1166,513243,5101,
1167,513243,5102,
1168,513243,5103,
1169,513243,5104,
1170,513243,5105,
1171,513243,5106,
1172,513243,5107,
1173,513243,5108,
1174,513243,5109,
1175,513243,5110,
1176,513243,5111,
1177,513243,5112,
1178,513243,5113,
1179,513243,5114,
1180,513243,5115,
1181,513243,5116,
1182,513243,5117,
1183,513243,5118,
1184,513243,5119,
1185,513243,5120,
1186,513243,5121,
1187,513243,5122,
1188,513243,5123,
1189,513243,5124,
1190,513243,5125,
1191,513243,5126,
1192,513243,5127,
1193,513243,5128,
1194,513243,5129,
1195,513243,5130,
1196,513243,5131,
1197,513243,5132,
1198,513243,5133,
1199,513243,5134,
1200,513243,5135,
1201,513243,5136,
1202,513243,5137,
1203,513243,5138,
1204,513243,5139,
1205,513243,5140,
1206,513243,5141,
1207,513243,5151,
1208,513243,5152,
1209,513243,5153,
1210,513243,5154,
1211,513243,5155,
1212,513243,5156,
1213,513243,5159,
1214,513243,5160,
1215,513243,5161,
1216,513243,5162,
1217,513243,5163,
1218,513243,5164,
1219,513243,5165,
1220,513243,5166,
1221,513243,5167,
1222,513243,5168,
1223,513243,5169,
1224,513243,5170,
1225,513243,5171,
1226,513243,5172,
1227,513243,5173,
1228,513243,5174,
1229,513243,5175,
1230,513243,5176,
1231,513243,5177,
1232,513243,5178,
1233,513243,5179,
1234,513243,5180,
1235,513243,5181,
1236,513243,5182,
1237,513243,5184,
1238,513243,5186,
1239,513243,5188,
1240,513243,5189,
1241,513243,5190,
1242,513243,5191,
1243,513243,5192,
1244,513243,5193,
1245,513243,5201,
1246,513243,5202,
1247,513243,5203,
1248,513243,5204,
1249,513243,5205,
1250,513243,5206,
1251,513243,5207,
1252,513243,5208,
1253,513243,5209,
1254,513243,5210,
1255,513243,5211,
1256,513243,5212,
1257,513243,5213,
1258,513243,5214,
1259,513243,5215,
1260,513243,5216,
1261,513243,5217,
1262,513243,5218,
1263,513243,5219,
1264,513243,5220,
1265,513243,5226,
1266,513243,5227,
1267,513243,5228,
1268,513243,5229,
1269,513243,5230,
1270,513243,5231,
1271,513243,5232,
1272,513243,5233,
1273,513243,5234,
1274,513243,5235,
1275,513243,5236,
1276,513243,5237,
1277,513243,5238,
1278,513243,5239,
1279,513243,5240,
1280,513243,5241,
1281,513243,5242,
1282,513243,5243,
1283,513243,5244,
1284,513243,5245,
1285,513243,5246,
1286,513243,5247,
1287,513243,5248,
1288,513243,5249,
1289,513243,5250,
1290,513243,5252,
1291,513243,5253,
1292,513243,5254,
1293,513243,5255,
1294,513243,5256,
1295,513243,5257,
1296,513243,5258,
1297,513243,5259,
1298,513243,5260,
1299,513243,5261,
1300,513243,5262,
1301,513243,5266,
1302,513243,5267,
1303,513243,5268,
1304,513243,5269,
1305,513243,5270,
1306,513243,5271,
1307,513243,5272,
1308,513243,5273,
1309,513243,5274,
1310,513243,5275,
1311,513243,5276,
1312,513243,5277,
1313,513243,5278,
1314,513243,5279,
1315,513243,5280,
1316,513243,5281,
1317,513243,5282,
1318,513243,5283,
1319,513243,5284,
1320,513243,5285,
1321,513243,5286,
1322,513243,5287,
1323,513243,5288,
1324,513243,5289,
1325,513243,5290,
1326,513243,5291,
1327,513243,5292,
1328,513243,5293,
1329,513243,5294,
1330,513243,5295,
1331,513243,5296,
1332,513243,5299,
1333,513243,5300,
1334,513243,5301,
1335,513243,5302,
1336,513243,5311,
1337,513243,5312,
1338,513243,5313,
1339,513243,5314,
1340,513243,5315,
1341,513243,5316,
1342,513243,5317,
1343,513243,5318,
1344,513243,5319,
1345,513243,5320,
1346,513243,5321,
1347,513243,5322,
1348,513243,5323,
1349,513243,5324,
1350,513243,5337,
1351,513243,5338,
1352,513243,5339,
1353,513243,5340,
1354,513243,5341,
1355,513243,5344,
1356,513243,5345,
1357,513243,5346,
1358,513243,5347,
1359,513243,5348,
1360,513243,5349,
1361,513243,5350,
1362,513243,5351,
1363,513243,5352,
1364,513243,5353,
1365,513243,5358,
1366,513243,5359,
1367,513243,5360,
1368,513243,5361,
1369,513243,5362,
1370,513243,5364,
1371,513243,5365,
1372,513243,5366,
1373,513243,5367,
1374,513243,5368,
1375,513243,5371,
1376,513243,5372,
1377,513243,5373,
1378,513243,5374,
1379,513243,5379,
1380,513243,5380,
1381,513243,5381,
1382,513243,5382,
1383,513243,5383,
1384,513243,5384,
1385,513243,5385,
1386,513243,5386,
1387,513243,5387,
1388,513243,5388,
1389,513243,5389,
1390,513243,5390,
1391,513243,5391,
1392,513243,5392,
1393,513243,5393,
1394,513243,5394,
1395,513243,5395,
1396,513243,5396,
1397,513243,5397,
1398,513243,5398,
1399,513243,5399,
1400,513243,5400,
1401,513243,5401,
1402,513243,5402,
1403,513243,5403,
1404,513243,5404,
1405,513243,5407,
1406,513243,5408,
1407,513243,5409,
1408,513243,5410,
1409,513243,5411,
1410,513243,5412,
1411,513243,5413,
1412,513243,5414,
1413,513243,5415,
1414,513243,5416,
1415,513243,5417,
1416,513243,5418,
1417,513243,5419,
1418,513243,5421,
1419,513243,5422,
1420,513243,5423,
1421,513243,5424,
1422,513243,5425,
1423,513243,5426,
1424,513243,5427,
1425,513243,5428,
1426,513243,5429,
1427,513243,5430,
1428,513243,5431,
1429,513243,5432,
1430,513243,5433,
1431,513243,5434,
1432,513243,5438,
1433,513243,5439,
1434,513243,5446,
1435,513243,5447,
1436,513243,5448,
1437,513243,5457,
1438,513243,5458,
1439,513243,5459,
1440,513243,5460,
1441,513243,5461,
1442,513243,5462,
1443,513243,5463,
1444,513243,5467,
1445,513243,5468,
1446,513243,5471,
1447,513243,5474,
1448,513243,5475,
1449,513243,5476,
1450,513243,5477,
1451,513243,5478,
1452,513243,5479,
1453,513243,5480,
1454,513243,5481,
1455,513243,5482,
1456,513243,5483,
1457,513243,5484,
1458,513243,5485,
1459,513243,5486,
1460,513243,5487,
1461,513243,5488,
1462,513243,5489,
1463,513243,5490,
1464,513243,5491,
1465,513243,5492,
1466,513243,5494,
1467,513243,5495,
1468,513243,5496,
1469,513243,5497,
1470,513243,5498,
1471,513243,5499,
1472,513243,5500,
1473,513243,5501,
1474,513243,5507,
1475,513243,5508,
1476,513243,5509,
1477,513243,5510,
1478,513243,5511,
1479,513243,5512,
1480,513243,5513,
1481,513243,5514,
1482,513243,5515,
1483,513243,5516,
1484,513243,5520,
1485,513243,5521,
1486,513243,5522,
1487,513243,5523,
1488,513243,5524,
1489,513243,5525,
1490,513243,5526,
1491,513243,5527,
1492,513243,5528,
1493,513243,5529,
1494,513243,5530,
1495,513243,5531,
1496,513243,5533,
1497,513243,5534,
1498,513243,5535,
1499,513243,5536,
