,meshcode,recordid,areano,nextflg,elcode,objectid,elcnt,dspflg,geometry
21,513243,2,8,0,44B000,4-32-26-5-1628949,306,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿÿÿÀ,
22,513243,2,11,0,438000,4-32-26-5-1628965,374,ÿÿÿÿÿÿÿÿÿÿ¿ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ¿ÿÿÿÿÿÿÿÿÿÿÿÿÿü,
23,513243,2,12,1,425000,4-32-26-5-1628973,400,ÿÿÿÿÿÿÿïÿÿÿÿÿÿ÷ÿýÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿýÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ¿,
24,513243,2,12,2,425000,4-32-26-5-1628973,254,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
25,513243,3,1,0,411000,4-32-26-5-1628929,5,Ø,
26,513243,3,2,0,411000,4-32-26-5-1628969,6,ø,
27,513243,3,3,0,411000,4-32-26-5-1628977,200,ÿûÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
28,513243,3,4,1,411000,4-32-26-92-49976219,400,?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿßÿÿÿÿÿÿ,
29,513243,3,4,2,411000,4-32-26-92-49976219,36,ÿÿÿÿà,
30,513243,3,5,1,411000,4-32-26-92-49976219,400,?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
31,513243,3,5,2,411000,4-32-26-92-49976219,161,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
32,513243,3,6,1,411000,4-32-26-92-49976219,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿýÿÿÿÿÿÿÿÿÿÿÿÿÿ,
33,513243,3,6,2,411000,4-32-26-92-49976219,159,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
34,513243,4,1,0,540000,7-50-7-5-34874520,15,,
35,513243,4,2,0,540000,7-50-7-75-64101374,4,,
36,513243,4,3,0,540000,7-50-7-75-64101384,18,,
37,513243,4,9,0,540000,7-50-7-87-28137430,92,øÇÿÿÿÿÿÿÿÿÿð,
38,513243,4,11,0,540000,7-50-7-124-44852169,3,À,
39,513243,4,12,0,540000,7-50-7-124-44852169,107,ÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
40,513243,4,13,0,540000,7-50-7-124-44852327,12,ÿà,
41,513243,4,14,0,540000,7-50-7-124-44852366,328,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿö,
42,513243,4,15,0,540000,7-50-7-124-44853527,82,ÿÿÿÿÿÿÿÿÿÿ,
43,513243,4,32,0,540000,7-50-7-201-105162430,269,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
44,513243,4,33,0,540000,7-50-7-201-105162434,131,ÿÿÿÿÿÿÿÿÿóÿÿÿÿÿÿà,
45,513243,4,37,0,540000,7-50-7-201-105163056,77,ð?ÿÿÿÿÿÿÿø,
46,513243,4,38,0,540000,7-50-7-201-105163132,93,ÿÿÿÿÿóÿÿÿÿÿ8,
47,513243,4,43,0,540000,7-50-7-201-105163860,204,,
48,513243,4,45,0,540000,7-50-7-201-105164543,131,ÿÿÿðÿÿÿÿÿÿÿÿÿÿÿà,
49,513243,4,47,0,540000,7-50-7-201-105164710,75,ÿÿÿÿÿÿÿñÿà,
50,513243,4,51,0,540000,7-50-7-201-105165320,67,ÿÿþÿÿÿÿà,
51,513243,4,52,0,540000,7-50-7-201-105165468,134,óÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
52,513243,4,56,0,540000,7-50-7-201-105167360,36,ÿÿÿðð,
53,513243,4,68,0,540000,7-50-7-201-105169069,272,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ?ÿÿÿÿÿ,
54,513243,4,69,0,540000,7-50-7-201-105169205,76,ÿÿûÿÿÿþ?ð,
55,513243,4,70,0,540000,7-50-7-201-105169865,92,ÿÿÿÿÿÿÿÿÿÿð,
56,513243,4,71,1,540000,7-50-7-234-45696881,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
57,513243,4,71,2,540000,7-50-7-234-45696881,82,ÿÿÿÿÿÿÿÿÿ,
58,513243,4,72,1,540000,7-50-7-234-45696881,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
59,513243,4,72,2,540000,7-50-7-234-45696881,317,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
60,513243,4,73,0,540000,7-50-7-234-45697883,24,ÿþ,
61,513243,4,74,0,540000,7-50-7-234-45697883,378,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿïÀ,
62,513243,4,75,1,540000,7-50-7-234-45697883,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÇÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
63,513243,4,75,2,540000,7-50-7-234-45697883,129,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
64,513243,4,76,0,540000,7-50-7-234-45698674,88,ÿÿÿÿÿÿÿÿÿÿþ,
65,513243,4,77,0,540000,7-50-7-234-45698802,15,à,
66,513243,4,78,1,540000,7-50-7-234-45701650,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
67,513243,4,78,2,540000,7-50-7-234-45701650,53,ÿÿÿÿÿÿð,
68,513243,4,79,1,540000,7-50-7-234-45701650,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿýÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
69,513243,4,79,2,540000,7-50-7-234-45701650,149,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
70,513243,4,80,0,540000,7-50-7-234-45701973,362,ÿÿÿÿ¿ÿÿÿÿÿïÿÿÿÿÿÇÿþ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
71,513243,4,81,1,540000,7-50-7-234-45703977,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿø,
72,513243,4,81,2,540000,7-50-7-234-45703977,26,ÿÿÿÀ,
73,513243,4,83,1,540000,7-50-7-234-45705497,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ?ÿñÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
74,513243,4,83,2,540000,7-50-7-234-45705497,266,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
75,513243,4,84,0,540000,7-50-7-234-45708150,133,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
76,513243,4,87,0,540000,7-50-7-234-45711595,22,ÿÿø,
77,513243,4,92,0,540000,7-50-7-234-45715921,42,ÿÿÿÿÿ,
78,513243,4,93,0,540000,7-50-7-234-45716149,133,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
79,513243,4,94,1,540000,7-50-7-234-45716259,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
80,513243,4,94,2,540000,7-50-7-234-45716259,32,ÿÿÿþ,
81,513243,4,95,0,540000,7-50-7-234-45719923,147,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
82,513243,4,96,0,540000,7-50-7-234-45720020,332,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
83,513243,4,97,1,540000,7-50-7-234-45720080,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
84,513243,4,97,2,540000,7-50-7-234-45720080,120,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
85,513243,4,99,1,540000,7-50-7-234-45723697,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
86,513243,4,99,2,540000,7-50-7-234-45723697,5,ð,
87,513243,4,101,0,540000,7-50-7-234-45731190,6,ø,
88,513243,4,102,0,540000,7-50-7-234-45731206,16,ÿþ,
89,513243,4,103,0,540000,7-50-7-234-45731214,50,ÿÿÿÿÿÿ,
90,513243,4,105,0,540000,7-50-7-234-45731641,214,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿë×¿ð?ü,
91,513243,4,106,0,540000,7-50-7-234-45735379,13,ÿð,
92,513243,4,107,0,540000,7-50-7-234-45736784,39,ÿÿÿÿü,
93,513243,4,108,0,540000,7-50-7-234-51248278,48,ÿÿÿÿÿþ,
94,513243,4,109,0,540000,7-50-7-234-51248300,39,ÿÿÿÿü,
95,513243,4,110,0,540000,7-50-7-234-51248307,32,ÿçÿÿ,
96,513243,4,112,0,540000,7-50-7-234-51248573,101,ÿÿÿÿþÿÿÿÿÿÿø,
97,513243,4,124,0,540000,7-50-7-269-94809797,24,ÿàÿ,
98,513243,4,130,0,540000,7-50-7-269-94812619,12,,
99,513243,4,147,0,540000,7-50-7-269-94832085,63,ÿÿÿÿÿÿþþ,
100,513243,4,148,0,540000,7-50-7-269-94832616,170,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿùÿÿÿÿÿÿÀ,
101,513243,4,149,0,540000,7-50-7-269-94833548,276,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿýÝÿÿÿÿ÷óÿ?ÿÿÿÿÿð,
102,513243,4,152,0,540000,7-50-7-269-94841130,52,ÿÿÿÿþð,
103,513243,4,155,0,540000,7-50-7-269-94844978,44,ÿÿÿÿþp,
104,513243,4,158,0,540000,7-50-7-269-94847695,272,ÿÿÿÿÿãÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
105,513243,4,159,0,540000,7-50-7-269-94847699,81,ÿÿÿÿÿÿÿÿøÿ,
106,513243,4,162,0,540000,7-50-7-269-94851836,73,ÿÿÿÿÿÿÿø,
107,513243,4,164,0,540000,7-50-7-269-94855280,81,ÿÿÿàïÿÿÿÿ,
108,513243,4,169,0,540000,7-50-7-269-94874238,92,ÿÿÿÿÆ,
109,513243,4,170,0,540000,7-50-7-269-94876346,213,ççÿÿÿÿÿÿÿÿÿÿÿÿÿÿóÿÿÿÿÿÿÿÿÿø,
110,513243,4,171,0,540000,7-50-7-274-38272394,68,ÿà?ÿÿÿÿÿð,
111,513243,4,172,0,540000,7-50-7-274-38272434,13,,
112,513243,4,173,1,540000,7-50-7-283-100381678,400,ÿÿðÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
113,513243,4,173,2,540000,7-50-7-283-100381678,13,ÿð,
114,513243,4,174,0,540000,7-50-7-283-100381678,31,ÿÿÿü,
115,513243,4,175,0,540000,7-50-7-288-68512178,137,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
116,513243,4,176,0,540000,7-50-7-288-68512200,185,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
117,513243,4,179,0,540000,7-50-7-288-68516119,25,ÿÿÿ,
118,513243,4,181,0,540000,7-50-7-288-68517788,147,ÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÀ,
119,513243,4,182,0,540000,7-50-7-288-68518168,56,ÿÿÿÿÿÿþ,
120,513243,4,183,0,540000,7-50-7-288-68520806,60,ÿÿÿÿÿÿÿà,
121,513243,4,184,0,540000,7-50-7-288-68522511,68,ÿÿÿÿÿÿÿÿà,
122,513243,4,185,0,540000,7-50-7-288-68544558,191,,
123,513243,4,186,0,540000,7-50-7-288-68545163,353,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿ,
124,513243,4,187,1,540000,7-50-7-288-68545389,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿßÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿ¾ÿÿÿÿÿÿ,
125,513243,4,187,2,540000,7-50-7-288-68545389,102,ÿÿÿÿÿÿÿÿÿÿÿßø,
126,513243,4,188,0,540000,7-50-7-288-68546516,47,ÿÿÿÿÿü,
127,513243,4,189,0,540000,7-50-7-288-68546516,39,ÿÿÿÿø,
128,513243,4,190,0,540000,7-50-7-288-68546516,27,ÿÿÿÀ,
129,513243,4,191,0,540000,7-50-7-288-68546516,9,ÿ,
130,513243,4,192,0,540000,7-50-7-313-39393962,19,ÿÿÀ,
131,513243,4,193,0,540000,7-50-7-313-39394852,34,ÿÿÿÿ,
132,513243,4,194,0,540000,7-50-7-313-39397153,140,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿà,
133,513243,4,196,0,540000,7-50-7-313-39399322,176,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
134,513243,4,197,1,540000,7-50-7-313-39400280,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
135,513243,4,197,2,540000,7-50-7-313-39400280,194,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
136,513243,4,199,1,540000,7-50-7-313-39401026,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
137,513243,4,199,2,540000,7-50-7-313-39401026,255,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
138,513243,4,200,1,540000,7-50-7-313-39401054,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
139,513243,4,200,2,540000,7-50-7-313-39401054,33,ÿÿÿÿ,
140,513243,4,205,0,540000,7-50-7-313-39405362,359,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
141,513243,4,234,0,540000,7-50-7-313-39431463,114,ÿÿÿÿÿÿÿÿÿÿÀÿÿÀ,
142,513243,4,236,0,540000,7-50-7-313-39431683,17,,
143,513243,4,237,0,540000,7-50-7-313-39432110,75,ÿÿÿÿÿÿÿÿÿÀ,
144,513243,4,238,0,540000,7-50-7-313-39433737,67,ÿþ?çÿÿÿÿà,
145,513243,4,246,0,540000,7-50-7-313-39437898,4,,
146,513243,4,249,0,540000,7-50-7-313-39442853,85,ÿÿÿÿÿÿÇÿÿÿø,
147,513243,4,250,0,540000,7-50-7-313-39443301,226,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
148,513243,4,252,0,540000,7-50-7-313-39444185,161,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
149,513243,4,253,0,540000,7-50-7-313-39444185,61,ÿÿÿÿÿÿð,
150,513243,4,254,0,540000,7-50-7-313-39444185,19,ÿÿÀ,
151,513243,4,259,0,540000,7-50-7-313-39447814,118,ûÿÿÿÿÿÿÿÿÿÿÿÿýü,
152,513243,4,260,0,540000,7-50-7-313-39448177,204,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿþÿñÿÿÿÿÿÿÿð,
153,513243,4,263,0,540000,7-50-7-313-39449548,215,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
154,513243,4,264,0,540000,7-50-7-313-39450655,42,ÿÿÿßÿÀ,
155,513243,4,265,0,540000,7-50-7-313-39451011,383,þÿÿÿÿÿÿÿÿÿÿÿÿÿÿûïÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ÷ÿÿÿþÿÿÿÿþ,
156,513243,4,266,1,540000,7-50-7-313-39451950,400,áÿÿÿÿÿÿÿÿÿÿÿÿÿ÷ÿÿ«ïÿÿÿÿwÿÿÿÿÿÿÿÿàÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
157,513243,4,266,2,540000,7-50-7-313-39451950,29,ÿÿÿø,
158,513243,4,268,0,540000,7-50-7-325-52062093,168,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿþ,
159,513243,4,269,0,540000,7-50-7-325-52062130,30,À,
160,513243,4,273,0,540000,7-50-7-385-50925475,7,`,
161,513243,4,274,0,540000,7-50-7-385-50925486,324,ÿÿÿÿÿÿÿÿÿ¿ÿÿÿÿÿÿÿÿÿÿ÷ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿð,
162,513243,4,278,0,540000,7-50-7-488-34803993,353,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
163,513243,4,279,1,540000,7-50-7-488-34803993,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
164,513243,4,279,2,540000,7-50-7-488-34803993,80,ÿÿÿÿÿÿÿÿÿþ,
