,meshcode,linkno,orflg,signcnt,signno,maxspeed,signkeido,signido,geometry
0,513243,10,1,1,1,60,476570569,123754436,
1,513243,11,1,1,1,30,476642765,123795328,
2,513243,13,1,1,1,50,476722376,123812039,
3,513243,14,1,2,1,50,476719981,123812552,
4,513243,14,1,2,2,50,476723566,123809803,
5,513243,18,1,1,1,60,476588966,123759358,
6,513243,25,1,1,1,60,476555646,123753937,
7,513243,26,1,1,1,60,476624471,123791226,
8,513243,28,1,1,1,60,476651438,123798233,
9,513243,34,1,1,1,50,476752132,123794443,
10,513243,40,1,1,1,50,476758014,123794910,
11,513243,41,1,1,1,50,476868665,123775437,
12,513243,42,1,1,1,50,476864044,123776657,
13,513243,43,1,1,1,50,476724815,123809515,
14,513243,54,1,1,1,50,476745936,123797969,
15,513243,58,1,1,1,50,476769071,123799157,
16,513243,66,2,1,1,40,476869593,123691440,
17,513243,69,1,1,1,40,476872947,123722856,
18,513243,70,2,1,1,40,476872183,123720595,
19,513243,71,2,1,1,40,476871877,123716099,
20,513243,73,1,1,1,40,476869870,123688993,
21,513243,74,2,1,1,40,476868110,123684289,
22,513243,76,2,1,1,40,476866519,123678606,
23,513243,80,2,1,1,30,476564145,123752775,
24,513243,85,1,1,1,40,476597235,123742626,
25,513243,85,2,1,1,40,476597218,123742650,
26,513243,87,1,1,1,40,476872029,123712457,
27,513243,92,2,1,1,40,476561403,123728415,
28,513243,94,1,1,1,30,476564724,123752235,
29,513243,96,1,1,1,40,476617053,123754061,
30,513243,96,2,1,1,40,476617043,123754082,
31,513243,101,1,1,1,40,476867000,123676349,
32,513243,101,2,1,1,40,476866526,123676196,
33,513243,106,1,1,1,60,476600667,123765167,
34,513243,112,1,1,1,60,476644261,123796258,
35,513243,114,1,1,1,60,476643515,123796512,
36,513243,118,2,1,1,50,476848602,123851437,
37,513243,125,1,1,1,40,476572723,123730707,
38,513243,125,2,1,1,40,476572718,123730725,
39,513243,127,1,1,1,40,476582945,123734332,
40,513243,127,2,1,1,40,476582934,123734345,
41,513243,130,1,1,1,40,476643353,123760413,
42,513243,130,2,1,1,40,476643359,123760392,
43,513243,133,1,1,1,40,476653253,123764746,
44,513243,133,2,1,1,40,476653262,123764718,
45,513243,136,1,1,1,40,476868256,123683194,
46,513243,139,1,1,1,40,476871436,123706182,
47,513243,143,2,1,1,40,476872368,123736068,
48,513243,144,1,1,1,40,476873297,123732196,
49,513243,144,2,1,1,40,476872721,123731927,
50,513243,148,1,1,1,50,476868616,123775106,
51,513243,151,1,1,1,40,476878532,123760512,
52,513243,151,2,1,1,40,476877927,123760720,
53,513243,171,1,1,1,50,476758610,123795998,
54,513243,178,1,1,1,50,476746393,123797041,
55,513243,188,1,1,1,50,476834619,123786633,
56,513243,189,1,2,1,50,476968730,123762786,
57,513243,189,1,2,2,50,476968759,123762895,
58,513243,191,1,1,1,50,476943350,123764906,
59,513243,192,1,1,1,50,476929480,123760859,
60,513243,193,1,1,1,50,476904552,123764100,
61,513243,199,1,1,1,50,476841016,123805280,
62,513243,200,1,1,1,50,476843579,123811317,
63,513243,200,2,1,1,50,476843734,123810558,
64,513243,202,2,1,1,50,476846839,123819504,
65,513243,204,1,1,1,50,476843687,123823466,
66,513243,207,2,1,1,50,476835118,123826412,
67,513243,209,1,1,1,50,476820184,123828520,
68,513243,211,2,1,1,50,476812477,123830632,
69,513243,213,1,1,1,50,476813449,123846014,
70,513243,217,2,1,1,50,476839726,123901202,
71,513243,218,1,1,1,50,476836874,123896145,
72,513243,220,1,1,1,50,476830474,123874434,
73,513243,221,1,1,1,50,476828228,123873412,
74,513243,221,2,1,1,50,476827613,123873920,
75,513243,223,2,1,1,40,476721611,123807371,
76,513243,226,2,1,1,40,476709613,123798386,
77,513243,234,2,1,1,50,476836194,123788385,
78,513243,245,1,1,1,50,476891129,123767955,
79,513243,246,1,1,1,50,476800538,123789040,
80,513243,248,1,1,1,50,476791557,123792104,
81,513243,259,2,1,1,50,476822604,123829007,
82,513243,260,2,1,1,50,476809132,123831273,
83,513243,261,1,1,1,50,476811442,123835346,
84,513243,261,2,1,1,50,476811442,123835346,
85,513243,263,1,1,1,50,476811426,123838414,
86,513243,263,2,1,1,50,476811426,123838414,
87,513243,264,1,1,1,50,476813728,123843486,
88,513243,264,2,1,1,50,476813728,123843487,
89,513243,268,1,1,1,50,476846413,123909434,
90,513243,271,2,1,1,50,476836860,123897441,
91,513243,274,1,1,1,50,476832917,123884025,
92,513243,275,1,1,1,50,476831586,123878978,
93,513243,279,1,1,1,40,476701311,123789408,
94,513243,279,2,1,1,40,476701311,123789408,
95,513243,282,1,1,1,40,476684381,123776180,
96,513243,282,2,2,1,40,476686186,123777172,
97,513243,282,2,2,2,40,476684381,123776180,
98,513243,283,1,1,1,40,476668988,123770794,
99,513243,283,2,2,1,40,476668988,123770794,
100,513243,283,2,2,2,40,476669126,123771162,
101,513243,285,1,1,1,50,476817582,123857465,
102,513243,290,1,1,1,50,476850759,123859216,
103,513243,291,2,1,1,50,476850396,123832257,
104,513243,294,1,2,1,50,476957238,123765551,
105,513243,294,1,2,2,50,476957276,123765636,
106,513243,295,1,1,1,40,476692274,123780716,
107,513243,295,2,1,1,40,476692274,123780716,
108,513243,299,1,1,1,40,476779149,123796082,
109,513243,308,2,1,1,50,476819971,123870357,
110,513243,309,2,1,1,50,476847389,123911707,
111,513243,313,1,2,1,50,476989067,123753586,
112,513243,313,1,2,2,50,476989157,123753659,
113,513243,316,2,1,1,50,476820127,123863890,
114,513243,319,1,1,1,50,476848122,123851262,
115,513243,321,2,1,1,50,476832111,123883414,
116,513243,323,2,1,1,50,476831183,123879928,
117,513243,326,1,4,1,50,476687852,123815847,
118,513243,326,1,4,2,50,476696591,123819459,
119,513243,326,1,4,3,50,476677004,123809525,
120,513243,326,1,4,4,60,476668947,123805121,
121,513243,338,2,1,1,50,476840958,123802363,
122,513243,341,2,1,1,40,476633980,123808759,
123,513243,342,1,1,1,40,476630294,123830485,
124,513243,342,2,1,1,40,476630294,123830485,
125,513243,343,1,1,1,40,476631949,123821409,
126,513243,343,2,1,1,40,476631949,123821409,
127,513243,356,1,1,1,30,476659220,123779270,
128,513243,357,2,1,1,30,476652377,123775345,
129,513243,359,1,1,1,30,476647981,123764013,
130,513243,359,2,1,1,30,476648095,123764728,
131,513243,368,1,1,1,30,476669584,123789333,
132,513243,373,1,1,1,30,476663008,123785213,
133,513243,384,2,1,1,40,476882845,123773222,
134,513243,387,1,1,1,40,476878510,123886383,
135,513243,394,2,1,1,30,476933802,123827330,
136,513243,397,1,1,1,40,476888790,123781300,
137,513243,397,2,1,1,40,476888267,123781526,
138,513243,399,1,1,1,30,476927137,123825222,
139,513243,409,2,1,1,40,476874223,123890589,
140,513243,413,2,1,1,40,476900006,123799062,
141,513243,418,2,1,1,40,476880745,123879949,
142,513243,419,1,1,1,40,476882307,123878557,
143,513243,422,1,1,1,30,476649387,123770387,
144,513243,425,1,1,1,50,476957155,123822568,
145,513243,425,2,1,1,50,476957155,123822568,
146,513243,426,1,1,1,50,476954331,123823625,
147,513243,426,2,1,1,50,476954331,123823625,
148,513243,429,1,1,1,40,476884919,123875972,
149,513243,432,1,1,1,50,476887791,123850707,
150,513243,432,2,2,1,50,476887635,123850575,
151,513243,432,2,2,2,50,476887291,123850421,
152,513243,433,1,1,1,40,476897670,123834237,
153,513243,437,2,1,1,50,476959910,123822598,
154,513243,441,1,1,1,40,476876226,123859878,
155,513243,441,2,1,1,40,476876226,123859878,
156,513243,445,2,1,1,50,476889132,123847308,
157,513243,446,1,1,1,50,476891852,123844296,
158,513243,446,2,1,1,50,476892083,123842376,
159,513243,448,1,1,1,50,476912416,123812629,
160,513243,449,1,1,1,50,476912654,123810576,
161,513243,456,1,1,1,50,476834525,123873241,
162,513243,468,1,1,1,50,476875431,123726876,
163,513243,472,2,1,1,50,476888226,123722531,
164,513243,475,1,1,1,50,476897318,123722470,
165,513243,475,2,1,1,50,476898089,123721950,
166,513243,477,1,1,1,50,476912391,123719040,
167,513243,478,2,1,1,50,476914474,123715988,
168,513243,480,1,1,1,50,476858208,123860922,
169,513243,480,2,1,1,50,476859591,123861041,
170,513243,484,1,1,1,50,476934214,123706300,
171,513243,484,2,1,1,50,476934214,123706300,
172,513243,485,2,1,1,50,476838306,123872886,
173,513243,486,1,1,1,40,476877051,123860856,
174,513243,486,2,1,1,40,476877051,123860856,
175,513243,488,1,1,1,50,476869620,123857043,
176,513243,488,2,1,1,50,476870071,123857496,
177,513243,491,2,1,1,50,476897529,123834085,
178,513243,492,1,1,1,50,476894865,123839205,
179,513243,492,2,1,1,50,476894389,123838581,
180,513243,493,1,1,1,50,476942200,123827975,
181,513243,498,1,1,1,50,476921528,123712337,
182,513243,498,2,2,1,50,476921584,123711793,
183,513243,498,2,2,2,50,476921528,123712337,
184,513243,500,1,1,1,50,476966188,123701525,
185,513243,500,2,2,1,50,476967883,123700698,
186,513243,500,2,2,2,50,476966188,123701525,
187,513243,501,1,1,1,50,476975257,123699366,
188,513243,501,2,2,1,50,476977530,123698377,
189,513243,501,2,2,2,50,476975257,123699366,
190,513243,504,2,1,1,50,476990004,123703436,
191,513243,505,1,1,1,40,476878923,123868402,
192,513243,505,2,1,1,40,476878031,123867112,
193,513243,510,1,1,1,50,476946225,123702300,
194,513243,510,2,1,1,50,476946225,123702300,
195,513243,511,1,1,1,50,476989430,123813180,
196,513243,511,2,1,1,50,476989430,123813180,
197,513243,512,1,1,1,50,476987871,123814099,
198,513243,512,2,1,1,50,476987871,123814099,
199,513243,516,1,1,1,50,476630194,123836237,
200,513243,516,2,1,1,50,476630671,123838317,
201,513243,517,1,1,1,50,476630905,123846502,
202,513243,517,2,1,1,50,476631430,123846212,
203,513243,520,2,1,1,50,476634172,123910924,
204,513243,521,1,1,1,50,476634083,123909647,
205,513243,522,1,1,1,50,476627919,123889763,
206,513243,525,1,1,1,50,476619519,123865642,
207,513243,525,2,1,1,50,476620070,123865731,
208,513243,526,2,1,1,40,476637162,123806206,
209,513243,527,2,1,1,40,476644387,123798685,
210,513243,528,1,2,1,40,476643740,123802138,
211,513243,528,1,2,2,40,476639993,123804395,
212,513243,528,2,1,1,40,476643155,123803193,
213,513243,529,1,1,1,50,476849973,123864208,
214,513243,529,2,1,1,50,476849520,123865315,
215,513243,537,1,2,1,50,476957237,123701842,
216,513243,537,1,2,2,50,476956878,123701384,
217,513243,537,2,2,1,50,476956878,123701384,
218,513243,537,2,2,2,50,476957237,123701842,
219,513243,538,2,1,1,50,476937831,123704092,
220,513243,542,1,1,1,50,476986556,123818661,
221,513243,542,2,1,1,50,476986556,123818661,
222,513243,545,1,1,1,50,476971708,123819700,
223,513243,545,2,1,1,50,476971708,123819700,
224,513243,550,1,1,1,50,476878237,123855969,
225,513243,550,2,1,1,50,476878169,123855422,
226,513243,559,1,1,1,30,476711097,123863859,
227,513243,560,1,1,1,30,476709622,123854968,
228,513243,560,2,1,1,30,476709419,123853587,
229,513243,562,2,1,1,30,476735068,123838730,
230,513243,572,1,1,1,30,476715753,123846285,
231,513243,572,2,1,1,30,476715765,123846280,
232,513243,574,2,1,1,30,476738084,123838461,
233,513243,577,1,1,1,30,476836506,123909119,
234,513243,583,2,1,1,40,476981854,123866490,
235,513243,584,1,1,1,30,476942422,123829240,
236,513243,584,2,1,1,30,476941262,123829277,
237,513243,587,1,1,1,40,476970157,123857430,
238,513243,588,2,1,1,40,476965086,123855926,
239,513243,589,1,1,1,40,476955305,123842188,
240,513243,589,2,1,1,40,476955184,123842540,
241,513243,591,1,1,1,40,476951978,123838064,
242,513243,591,2,1,1,40,476951305,123837983,
243,513243,594,2,1,1,30,476835319,123906946,
244,513243,595,1,1,1,30,476835265,123905890,
245,513243,597,1,1,1,30,476834073,123903019,
246,513243,597,2,1,1,30,476833343,123901872,
247,513243,599,1,1,1,30,476831075,123894373,
248,513243,599,2,1,1,30,476830662,123894048,
249,513243,600,1,1,1,30,476829525,123889913,
250,513243,600,2,1,1,30,476829078,123889502,
251,513243,601,1,1,1,30,476829030,123888388,
252,513243,602,1,1,1,30,476827599,123884182,
253,513243,602,2,1,1,30,476826427,123881742,
254,513243,603,1,1,1,30,476826361,123880340,
255,513243,603,2,1,1,30,476825912,123880031,
256,513243,608,1,1,1,40,476650290,123900279,
257,513243,608,2,1,1,40,476650350,123900688,
258,513243,609,2,1,1,40,476986743,123868730,
259,513243,616,2,1,1,50,476907390,123815316,
260,513243,617,2,1,1,40,476983291,123793165,
261,513243,618,1,1,1,40,476970814,123796346,
262,513243,620,1,1,1,40,476976737,123794503,
263,513243,620,2,1,1,40,476976744,123794919,
264,513243,623,1,1,1,40,476946224,123803773,
265,513243,627,2,1,1,30,476799141,123823204,
266,513243,628,1,1,1,30,476789945,123825020,
267,513243,628,2,1,1,30,476787601,123825882,
268,513243,629,1,1,1,30,476783858,123826471,
269,513243,630,2,1,1,30,476783167,123827057,
270,513243,631,2,1,1,30,476780264,123828043,
271,513243,632,2,1,1,30,476775455,123829638,
272,513243,633,1,1,1,30,476773065,123830109,
273,513243,635,2,1,1,30,476770411,123831375,
274,513243,638,1,1,1,30,476800623,123822529,
275,513243,638,2,1,1,30,476802444,123822411,
276,513243,640,1,1,1,30,476793024,123824269,
277,513243,641,1,1,1,30,476778680,123828211,
278,513243,642,1,1,1,30,476805535,123821347,
279,513243,648,2,1,1,30,476680196,123895238,
280,513243,651,1,1,1,30,476832677,123898966,
281,513243,662,2,1,1,30,476698832,123886307,
282,513243,664,1,1,1,40,476549712,123882793,
283,513243,664,2,1,1,40,476550758,123883189,
284,513243,665,1,1,1,40,476544640,123878847,
285,513243,669,1,1,1,30,476541292,123874113,
286,513243,669,2,1,1,30,476541798,123874804,
287,513243,671,1,1,1,40,476576674,123902402,
288,513243,675,2,1,1,40,476573604,123896887,
289,513243,676,2,1,1,40,476575189,123897879,
290,513243,679,1,1,1,40,476568300,123891944,
291,513243,680,1,1,1,40,476555159,123886046,
292,513243,683,2,1,1,30,476704165,123882238,
293,513243,685,2,1,1,30,476827559,123885049,
294,513243,688,1,1,1,40,476950579,123834903,
295,513243,696,1,1,1,40,476978991,123862828,
296,513243,699,1,1,1,40,476974266,123859142,
297,513243,699,2,1,1,40,476973763,123859126,
298,513243,703,1,1,1,40,476990028,123885430,
299,513243,706,2,1,1,40,476951686,123802017,
300,513243,709,1,1,1,40,476985876,123910824,
301,513243,709,2,1,1,40,476985899,123911488,
302,513243,712,1,1,1,40,476809582,123829695,
303,513243,723,1,1,1,50,476866422,123817770,
304,513243,723,2,1,1,50,476867789,123818342,
305,513243,726,1,1,1,50,476906880,123814569,
306,513243,728,1,1,1,50,476901003,123813481,
307,513243,729,2,1,1,50,476730756,123755629,
308,513243,731,1,1,1,50,476743219,123775790,
309,513243,731,2,1,1,50,476743363,123775827,
310,513243,733,2,1,1,50,476753619,123793330,
311,513243,734,1,1,1,40,476807527,123823580,
312,513243,734,2,1,1,40,476806715,123823627,
313,513243,735,1,1,1,50,476850222,123756670,
314,513243,735,2,1,1,50,476851109,123757060,
315,513243,738,1,2,1,50,476847248,123761101,
316,513243,738,1,2,2,50,476846053,123762973,
317,513243,739,2,1,1,50,476846304,123764311,
318,513243,740,1,1,1,50,476843026,123767709,
319,513243,741,2,1,1,50,476838227,123775943,
320,513243,742,2,1,1,40,476927465,123811019,
321,513243,745,1,1,1,50,476887182,123814402,
322,513243,746,2,1,1,50,476886516,123815342,
323,513243,748,1,1,1,50,476876937,123815512,
324,513243,748,2,1,1,50,476876892,123816138,
325,513243,751,1,1,1,50,476858629,123819802,
326,513243,751,2,1,1,50,476859038,123820503,
327,513243,759,1,1,1,50,476852898,123754527,
328,513243,762,2,1,1,50,476902565,123814375,
