,meshcode,elcode,attrnmno,objectid,geometry
0,513243,520000,0,4-32-5-5-1636135,"LINESTRING (476990918 123827279, 476984700 123823079)"
1,513243,520000,0,4-32-5-5-1636138,"LINESTRING (476984700 123823079, 476990919 123817213)"
2,513243,530000,0,4-32-5-5-1636141,"LINESTRING (476713576 123693020, 476723067 123707352)"
3,513243,530000,0,4-32-5-5-1636144,"LINESTRING (476884071 123853873, 476884971 123853606, 476885789 123853339, 476886770 123852706, 476890779 123853139, 476891761 123848474, 476892743 123845940, 476893765 123843508)"
4,513243,530000,0,4-32-5-5-1636147,"LINESTRING (476884071 123853873, 476883826 123853539)"
5,513243,530000,0,4-32-5-5-1636150,"LINESTRING (476854745 123729052, 476854132 123727952, 476853313 123726886, 476851841 123725419, 476850041 123723686, 476849754 123723452)"
6,513243,530000,0,4-32-5-5-1636153,"LINESTRING (476977338 123813180, 476979710 123812146, 476981101 123811680, 476982900 123811013, 476985437 123808946, 476988709 123806814, 476990919 123805314)"
7,513243,530000,0,4-32-5-5-1636156,"LINESTRING (476570320 123841836, 476570238 123841936, 476570566 123842336, 476571383 123843003, 476575147 123844470, 476576128 123845270, 476576415 123845670)"
8,513243,530000,0,4-32-5-5-1636159,"LINESTRING (476588236 123834804, 476587909 123835537, 476587255 123836871, 476587091 123837137, 476586600 123836871, 476585127 123835671, 476584147 123835271, 476582837 123835137, 476581201 123836737, 476579892 123837804, 476578419 123838870, 476577765 123839270, 476576292 123839803, 476575310 123840736, 476573837 123841136, 476571547 123841270, 476570729 123841403, 476570320 123841836)"
9,513243,530000,0,4-32-5-5-1636162,"LINESTRING (476540949 123764311, 476542094 123764611, 476542912 123764744, 476543730 123765544, 476546676 123768478, 476548476 123770743, 476549949 123771410, 476555020 123775543, 476556329 123776343, 476557475 123776610, 476559766 123777277, 476560584 123777677, 476561566 123778477, 476562220 123779410, 476562875 123781410, 476563366 123782609, 476564020 123783542, 476565493 123785142, 476567129 123786476, 476567620 123787276, 476567948 123788076, 476568111 123789142)"
10,513243,530000,0,4-32-5-5-1636165,"LINESTRING (476588768 123833437, 476588727 123833671, 476588236 123834804)"
11,513243,530000,0,4-32-5-5-1636168,"LINESTRING (476597973 123800475, 476598546 123800608, 476600509 123800741, 476601655 123801141, 476602308 123802075, 476603126 123803541, 476604108 123805408, 476604435 123806075, 476605581 123806475, 476607217 123806875, 476608199 123807141, 476609017 123807675, 476610654 123808875, 476612126 123810340, 476612453 123815407, 476611308 123816207, 476611145 123816607, 476611145 123817140, 476612289 123818473, 476612125 123819673, 476612289 123820073, 476613107 123820606, 476614416 123821406, 476614744 123821673, 476614744 123822339, 476614253 123823939, 476613762 123825406, 476613434 123826206, 476612616 123826739, 476612412 123826806)"
12,513243,530000,0,4-32-5-5-1636171,"LINESTRING (476612412 123826806, 476612125 123826873, 476611307 123826339, 476609835 123825406, 476609345 123825006, 476608854 123825139, 476608363 123825539, 476607872 123827405, 476605908 123828205, 476600017 123831405, 476595273 123831538, 476590527 123831538, 476589709 123831672, 476589055 123832071, 476588768 123833437)"
13,513243,530000,0,4-32-5-5-1636174,"LINESTRING (476576415 123845670, 476577110 123846603, 476578092 123847269, 476578747 123848202, 476579237 123849135, 476579401 123850335, 476579728 123851669, 476580056 123852069, 476581365 123852202, 476583655 123852069, 476584473 123852202, 476585127 123852869, 476586109 123854735, 476586436 123855269, 476587909 123855535, 476588564 123856069, 476588891 123857002, 476588891 123858202, 476590364 123860601, 476591835 123861401, 476592490 123862068, 476592817 123862601, 476593308 123863801, 476593472 123865001, 476593472 123865801, 476594290 123865934, 476594617 123866601, 476594617 123867268, 476594454 123868201, 476594617 123869134, 476594904 123869434, 476595190 123869301, 476595722 123867734, 476596540 123867568, 476597235 123867001, 476597931 123866568, 476598749 123866434, 476599567 123866401, 476600795 123866401, 476601408 123866168, 476602716 123865968, 476603780 123866001, 476605048 123866201, 476605907 123866401, 476606357 123866601, 476606725 123867201, 476606562 123869601, 476606275 123870201, 476606275 123870501, 476606889 123871001, 476607707 123871268, 476609834 123871268, 476614252 123871001, 476615561 123870601, 476617852 123869001, 476618506 123868201, 476618670 123867268, 476618015 123865401, 476617524 123864202, 476617361 123863002, 476617197 123861269, 476617524 123859135, 476617852 123858469, 476618506 123857802, 476619161 123857269, 476620143 123855535, 476620470 123855136, 476620470 123854470, 476620633 123854070, 476621124 123853803, 476622924 123853403, 476624397 123852870, 476625706 123851936, 476626361 123851270, 476626852 123850603, 476627343 123850336, 476628324 123851270, 476628652 123851803)"
14,513243,530000,0,4-32-5-5-1636177,"LINESTRING (476544179 123724882, 476543648 123725348, 476542257 123726615, 476540948 123727482)"
15,513243,530000,0,4-32-5-5-1636180,"LINESTRING (476568111 123789142, 476569257 123788742, 476570566 123787142, 476572038 123785809, 476573675 123786076, 476574984 123785942, 476576292 123785542, 476577110 123784742, 476577601 123783810, 476577928 123783410, 476578583 123782877, 476579728 123782210, 476580710 123782477, 476581528 123782477, 476583165 123782343, 476584147 123782077, 476585128 123781277, 476585947 123780743, 476586928 123780610, 476587910 123780610, 476589383 123781810, 476590036 123782077, 476591182 123782077, 476592818 123782210, 476593309 123782477, 476593309 123782677)"
16,513243,530000,0,4-32-5-5-1636183,"LINESTRING (476593309 123782677, 476593309 123783010, 476592818 123783677, 476591673 123784610, 476591346 123785277, 476591673 123786343, 476592164 123787277, 476593800 123788209, 476594291 123788742, 476594618 123789409, 476594455 123790476, 476594291 123791942, 476594291 123792609, 476594618 123793542, 476595109 123794342, 476595436 123795942, 476594455 123797808, 476594291 123798475, 476594618 123799008, 476596746 123800208, 476597973 123800475)"
17,513243,530000,0,4-32-5-5-1636186,"LINESTRING (476554528 123711917, 476553874 123713017, 476551419 123717016, 476550274 123718483, 476549048 123719949, 476547657 123721483, 476546348 123722883, 476545202 123723949, 476544179 123724882)"
18,513243,530000,0,4-32-5-5-1636189,"LINESTRING (476628652 123851803, 476629143 123852603, 476629633 123854470, 476629632 123855403, 476629796 123855803, 476630123 123856070, 476631432 123856070, 476633396 123855670, 476635687 123855403, 476638142 123855536, 476641414 123855136, 476643050 123854603, 476644850 123853270, 476646159 123852070, 476647141 123851403, 476648122 123850870, 476648286 123850970)"
