,Unnamed: 0,meshcode,nodeno,x,y,crosskind,tollgate,objectid,meshno,linkno,geometry
22310,22310,513243,6736,132.4752638888889,34.37226444444445,1,0,4-33-18-5-1225449,5,16676,
22311,22311,513243,6737,132.47605916666666,34.374875277777775,1,0,4-33-18-5-1225454,5,14273,
22312,22312,513243,6737,132.47605916666666,34.374875277777775,1,0,4-33-18-5-1225454,5,14315,
22313,22313,513243,6737,132.47605916666666,34.374875277777775,1,0,4-33-18-5-1225454,5,16241,
22314,22314,513243,6738,132.47315055555555,34.36719111111111,1,0,4-33-18-5-1225459,5,459,
22315,22315,513243,6738,132.47315055555555,34.36719111111111,1,0,4-33-18-5-1225459,5,483,
22316,22316,513243,6738,132.47315055555555,34.36719111111111,1,0,4-33-18-5-1225459,5,6177,
22317,22317,513243,6739,132.4733325,34.368024444444444,1,0,4-33-18-5-1225464,5,2781,
22318,22318,513243,6739,132.4733325,34.368024444444444,1,0,4-33-18-5-1225464,5,6177,
22319,22319,513243,6739,132.4733325,34.368024444444444,1,0,4-33-18-5-1225464,5,7676,
22320,22320,513243,6740,132.47515027777777,34.368024444444444,4,0,4-33-18-5-1225471,5,16192,
22321,22321,513243,6741,132.47553666666667,34.36889472222222,1,0,4-33-18-5-1225476,5,2121,
22322,22322,513243,6741,132.47553666666667,34.36889472222222,1,0,4-33-18-5-1225476,5,2122,
22323,22323,513243,6741,132.47553666666667,34.36889472222222,1,0,4-33-18-5-1225476,5,16193,
22324,22324,513243,6742,132.47478666666666,34.36908,1,0,4-33-18-5-1225483,5,2121,
22325,22325,513243,6742,132.47478666666666,34.36908,1,0,4-33-18-5-1225483,5,7687,
22326,22326,513243,6742,132.47478666666666,34.36908,1,0,4-33-18-5-1225483,5,7876,
22327,22327,513243,6742,132.47478666666666,34.36908,1,0,4-33-18-5-1225483,5,15114,
22328,22328,513243,6743,132.4757072222222,34.36948722222222,1,0,4-33-18-5-1225493,5,2122,
22329,22329,513243,6743,132.4757072222222,34.36948722222222,1,0,4-33-18-5-1225493,5,2783,
22330,22330,513243,6743,132.4757072222222,34.36948722222222,1,0,4-33-18-5-1225493,5,15113,
