,meshcode,linkno,snodeno,enodeno,day,shour,ehour,sdate,edate,cartype,geometry
178,513243,914,1100,1702,100000000,0000,2400,0101,1231,0,
179,513243,915,497,1703,100000000,0000,2400,0101,1231,0,
180,513243,916,1705,1704,100000000,0700,2200,0101,1231,0,
181,513243,919,1713,1086,100000000,0000,2400,0101,1231,0,
182,513243,928,1736,271,100000000,0000,2400,0101,1231,0,
183,513243,934,1758,1757,100000000,0000,2400,0101,1231,0,
184,513243,936,1761,1762,100000000,0000,2400,0101,1231,0,
185,513243,944,1780,1781,100000000,0000,2400,0101,1231,0,
186,513243,949,364,1788,100000000,0000,2400,0101,1231,0,
187,513243,951,1797,1523,100000000,0000,2400,0101,1231,0,
188,513243,961,1833,1834,100000000,0600,2400,0101,1231,0,
189,513243,964,1842,1843,011111100,0830,2400,0101,1231,0,
190,513243,964,1842,1843,001111110,0000,0730,0101,1231,0,
191,513243,964,1842,1843,000000011,0000,2400,0101,1231,0,
192,513243,965,1843,1813,011111100,0830,2400,0101,1231,0,
193,513243,965,1843,1813,001111110,0000,0730,0101,1231,0,
194,513243,965,1843,1813,000000011,0000,2400,0101,1231,0,
195,513243,969,1847,1848,100000000,0000,2400,0101,1231,0,
196,513243,970,1848,1849,100000000,0000,2400,0101,1231,0,
197,513243,1006,1667,1902,100000000,0000,2400,0101,1231,0,
198,513243,1007,1903,1902,100000000,0000,2400,0101,1231,0,
199,513243,1008,1878,1903,100000000,0000,2400,0101,1231,0,
200,513243,1009,1904,1878,100000000,0000,2400,0101,1231,0,
201,513243,1010,1905,1904,100000000,0000,2400,0101,1231,0,
202,513243,1011,1906,1905,100000000,0000,2400,0101,1231,0,
203,513243,1012,1881,1907,100000000,0000,2400,0101,1231,0,
204,513243,1060,1696,2018,100000000,0000,2400,0101,1231,0,
205,513243,1061,2018,2019,100000000,0000,2400,0101,1231,0,
206,513243,1062,2019,2020,100000000,0000,2400,0101,1231,0,
207,513243,1063,2020,2021,100000000,0000,2400,0101,1231,0,
208,513243,1064,2021,2009,100000000,0000,2400,0101,1231,0,
209,513243,1066,2032,1355,100000000,0000,2400,0101,1231,0,
210,513243,1067,2033,2034,100000000,0000,2400,0101,1231,0,
211,513243,1068,2036,1345,100000000,0000,2400,0101,1231,0,
212,513243,1069,2038,2037,100000000,0000,2400,0101,1231,0,
213,513243,1070,2039,2038,100000000,0000,2400,0101,1231,0,
214,513243,1071,2042,2043,100000000,0000,2400,0101,1231,0,
215,513243,1079,1640,2051,100000000,0000,2400,0101,1231,0,
216,513243,1080,2053,2054,100000000,0000,2400,0101,1231,0,
217,513243,1095,2084,2085,100000000,0000,2400,0101,1231,0,
218,513243,1096,2085,2086,100000000,0000,2400,0101,1231,0,
219,513243,1097,2086,2087,100000000,0000,2400,0101,1231,0,
220,513243,1099,2089,1705,100000000,0700,2200,0101,1231,0,
221,513243,1100,2090,2089,100000000,0700,2200,0101,1231,0,
222,513243,1101,2091,2090,100000000,0700,2200,0101,1231,0,
223,513243,1102,2092,2091,100000000,0700,2200,0101,1231,0,
224,513243,1103,2093,2092,100000000,0700,2200,0101,1231,0,
225,513243,1104,2094,2093,100000000,0700,2200,0101,1231,0,
226,513243,1105,2095,2094,100000000,0700,2200,0101,1231,0,
227,513243,1106,1411,2095,100000000,0700,2200,0101,1231,0,
228,513243,1118,2113,1711,100000000,0700,2400,0101,1231,0,
229,513243,1119,2104,2114,100000000,0600,2400,0101,1231,0,
230,513243,1120,2114,2115,100000000,0600,2400,0101,1231,0,
231,513243,1128,2144,1713,100000000,0600,2400,0101,1231,0,
232,513243,1129,715,2145,100000000,0600,2400,0101,1231,0,
233,513243,1130,2147,2146,100000000,0600,2400,0101,1231,0,
234,513243,1131,2148,2147,100000000,0600,2400,0101,1231,0,
235,513243,1132,2149,2148,100000000,0600,2400,0101,1231,0,
236,513243,1163,2192,2191,100000000,0600,2400,0101,1231,0,
237,513243,1173,2237,908,100000000,0000,2400,0101,1231,0,
238,513243,1181,2271,1736,100000000,0000,2400,0101,1231,0,
239,513243,1182,2272,2271,100000000,0000,2400,0101,1231,0,
240,513243,1183,2273,2272,100000000,0000,2400,0101,1231,0,
241,513243,1184,2274,2273,100000000,0000,2400,0101,1231,0,
242,513243,1194,2296,2297,100000000,0000,2400,0101,1231,0,
243,513243,1195,2297,2298,100000000,0000,2400,0101,1231,0,
244,513243,1196,2298,2299,100000000,0000,2400,0101,1231,0,
245,513243,1197,2300,2301,100000000,0000,2400,0101,1231,0,
246,513243,1198,2302,2303,100000000,0000,2400,0101,1231,0,
247,513243,1199,2303,2304,100000000,0000,2400,0101,1231,0,
248,513243,1200,2304,2305,100000000,0000,2400,0101,1231,0,
249,513243,1205,2332,2331,100000000,0000,2400,0101,1231,0,
250,513243,1209,2339,2340,100000000,0000,2400,0101,1231,0,
251,513243,1210,2340,2341,100000000,0000,2400,0101,1231,0,
252,513243,1211,2342,2343,100000000,0000,2400,0101,1231,0,
253,513243,1212,2343,2344,100000000,0000,2400,0101,1231,0,
254,513243,1213,2344,2345,100000000,0000,2400,0101,1231,0,
255,513243,1214,2348,2349,100000000,0000,2400,0101,1231,0,
256,513243,1230,2390,2389,100000000,0000,2400,0101,1231,0,
257,513243,1231,2392,2391,100000000,0000,2400,0101,1231,0,
258,513243,1237,1757,1761,100000000,0000,2400,0101,1231,0,
259,513243,1238,1761,2407,100000000,0000,2400,0101,1231,0,
260,513243,1239,2409,1758,100000000,0000,2400,0101,1231,0,
261,513243,1240,1759,2409,100000000,0000,2400,0101,1231,0,
262,513243,1241,2410,1759,100000000,0000,2400,0101,1231,0,
263,513243,1242,1762,2405,100000000,0000,2400,0101,1231,0,
264,513243,1290,2463,1775,100000000,0000,2400,0101,1231,0,
265,513243,1291,2464,2463,100000000,0000,2400,0101,1231,0,
266,513243,1292,2460,2464,100000000,0000,2400,0101,1231,0,
267,513243,1293,2465,2460,100000000,0000,2400,0101,1231,0,
268,513243,1294,2467,2466,100000000,0000,2400,0101,1231,0,
269,513243,1297,2478,1783,100000000,0000,2400,0101,1231,0,
270,513243,1299,2485,2484,100000000,0000,2400,0101,1231,0,
271,513243,1304,1784,1780,100000000,0000,2400,0101,1231,0,
272,513243,1310,2501,2502,100000000,0000,2400,0101,1231,0,
273,513243,1324,2522,2523,100000000,0000,2400,0101,1231,0,
274,513243,1325,2523,2524,100000000,0000,2400,0101,1231,0,
275,513243,1326,2518,2525,100000000,0000,2400,0101,1231,0,
276,513243,1340,501,2561,100000000,0000,2400,0101,1231,0,
277,513243,1341,2562,2563,100000000,0000,2400,0101,1231,0,
278,513243,1361,2587,1816,100000000,0000,2400,0101,1231,0,
279,513243,1364,169,1818,100000000,0000,2400,0101,1231,0,
280,513243,1366,1700,2041,100000000,0000,2400,0101,1231,0,
281,513243,1370,294,2306,100000000,0000,2400,0101,1231,0,
282,513243,1384,2614,2615,100000000,0000,2400,0101,1231,0,
283,513243,1391,2146,715,100000000,0600,2400,0101,1231,0,
284,513243,1395,908,2239,100000000,0000,2400,0101,1231,0,
285,513243,1398,289,2302,100000000,0000,2400,0101,1231,0,
286,513243,1399,261,2348,100000000,0000,2400,0101,1231,0,
287,513243,1400,2391,2390,100000000,0000,2400,0101,1231,0,
288,513243,1405,1664,2635,100000000,0000,2400,0101,1231,0,
289,513243,1409,2638,2637,100000000,0000,2400,0101,1231,0,
290,513243,1410,2639,2640,100000000,0700,0900,0101,1231,0,
291,513243,1422,2678,2677,100000000,0000,2400,0101,1231,0,
292,513243,1424,2680,2681,100000000,0000,2400,0101,1231,0,
293,513243,1428,1355,2689,100000000,0000,2400,0101,1231,0,
294,513243,1429,2690,2033,100000000,0000,2400,0101,1231,0,
295,513243,1436,2350,2714,100000000,0000,2400,0101,1231,0,
296,513243,1437,2347,2715,100000000,0000,2400,0101,1231,0,
297,513243,1440,2180,2192,100000000,0600,2400,0101,1231,0,
298,513243,1444,2345,2346,100000000,0000,2400,0101,1231,0,
299,513243,1446,2407,2408,100000000,0000,2400,0101,1231,0,
300,513243,1449,2751,1618,100000000,0000,2400,0101,1231,0,
301,513243,1459,1835,2648,100000000,0700,0900,0101,1231,0,
302,513243,1469,2849,1899,100000000,0000,2400,0101,1231,0,
303,513243,1480,2880,2467,100000000,0000,2400,0101,1231,0,
304,513243,1481,2881,2880,100000000,0000,2400,0101,1231,0,
305,513243,1482,2885,2538,100000000,0000,2400,0101,1231,0,
306,513243,1493,609,3100,100000000,0000,2400,0101,1231,0,
307,513243,1495,1232,3107,100000000,0000,2400,0101,1231,0,
308,513243,1509,1707,1328,100000000,0700,2400,0101,1231,0,
309,513243,1511,3724,3725,100000000,0000,2400,0101,1231,0,
310,513243,1530,3940,210,100000000,0000,2400,0101,1231,0,
311,513243,1531,1160,3950,100000000,0000,2400,0101,1231,0,
312,513243,1532,3950,3951,100000000,0000,2400,0101,1231,0,
313,513243,1533,1536,3954,100000000,0000,2400,0101,1231,0,
314,513243,1534,3956,3955,100000000,0000,2400,0101,1231,0,
315,513243,1536,3979,3978,100000000,0000,2400,0101,1231,0,
316,513243,1537,2624,3980,100000000,0000,2400,0101,1231,0,
317,513243,1542,3992,3991,100000000,0000,2400,0101,1231,0,
318,513243,1544,4017,568,100000000,0000,2400,0101,1231,0,
319,513243,1548,4144,4143,100000000,0000,2400,0101,1231,0,
320,513243,1549,8466,4146,100000000,0000,2400,0101,1231,0,
321,513243,1554,76,4294,100000000,0000,2400,0101,1231,0,
322,513243,1557,884,4335,100000000,0000,2400,0101,1231,0,
323,513243,1563,4451,1801,100000000,0000,2400,0101,1231,0,
324,513243,1614,3100,3124,100000000,0000,2400,0101,1231,0,
325,513243,1615,3124,626,100000000,0000,2400,0101,1231,0,
326,513243,1616,4782,4781,100000000,0000,2400,0101,1231,0,
327,513243,1617,4781,3103,100000000,0000,2400,0101,1231,0,
328,513243,1618,3103,4783,100000000,0000,2400,0101,1231,0,
329,513243,1628,3107,236,100000000,0000,2400,0101,1231,0,
330,513243,1629,3128,1232,100000000,0000,2400,0101,1231,0,
331,513243,1630,4528,446,100000000,0000,2400,0101,1231,0,
332,513243,1631,3119,1597,100000000,0000,2400,0101,1231,0,
333,513243,1632,1597,625,100000000,0000,2400,0101,1231,0,
334,513243,1633,3125,3123,100000000,0000,2400,0101,1231,0,
335,513243,1634,3123,1256,100000000,0000,2400,0101,1231,0,
336,513243,1668,3252,4914,011111100,0700,0830,0101,1231,0,
337,513243,1669,4915,3252,011111100,0700,0830,0101,1231,0,
338,513243,1671,3284,4933,100000000,0600,2400,0101,1231,0,
339,513243,1672,4934,3284,100000000,0600,2400,0101,1231,0,
340,513243,1719,3493,5173,100000000,0000,2400,0101,1231,0,
341,513243,1720,5173,3522,100000000,0000,2400,0101,1231,0,
342,513243,1721,5174,5175,100000000,0000,2400,0101,1231,0,
343,513243,1722,5176,5177,100000000,0000,2400,0101,1231,0,
344,513243,1723,5177,5178,100000000,0000,2400,0101,1231,0,
345,513243,1724,5178,3536,100000000,0000,2400,0101,1231,0,
346,513243,1725,3536,5179,100000000,0000,2400,0101,1231,0,
347,513243,1726,5179,5180,100000000,0000,2400,0101,1231,0,
348,513243,1727,5180,201,100000000,0000,2400,0101,1231,0,
349,513243,1740,5218,5216,100000000,0000,2400,0101,1231,0,
350,513243,1741,5215,5218,100000000,0000,2400,0101,1231,0,
351,513243,1742,5219,5215,100000000,0000,2400,0101,1231,0,
352,513243,1751,1422,3617,100000000,0000,2400,0101,1231,0,
353,513243,1752,5324,5319,100000000,0000,2400,0101,1231,0,
354,513243,1754,5357,5356,100000000,0000,2400,0101,1231,0,
355,513243,1755,5358,5357,100000000,0000,2400,0101,1231,0,
356,513243,1756,5359,5358,100000000,0000,2400,0101,1231,0,
357,513243,1757,3675,5359,100000000,0000,2400,0101,1231,0,
358,513243,1758,2075,3675,100000000,0000,2400,0101,1231,0,
359,513243,1765,2063,3663,100000000,0000,2400,0101,1231,0,
360,513243,1766,3663,5384,100000000,0000,2400,0101,1231,0,
361,513243,1767,5384,5385,100000000,0000,2400,0101,1231,0,
362,513243,1770,5391,3649,100000000,0900,2200,0101,1231,0,
363,513243,1780,1309,3724,100000000,0000,2400,0101,1231,0,
364,513243,1781,5462,2134,100000000,0000,2400,0101,1231,0,
365,513243,1782,2134,5464,100000000,0000,2400,0101,1231,0,
366,513243,1783,5464,5450,100000000,0000,2400,0101,1231,0,
367,513243,1784,5465,1089,100000000,0000,2400,0101,1231,0,
368,513243,1791,2145,5507,100000000,0600,2400,0101,1231,0,
369,513243,1792,5507,5508,100000000,0600,2400,0101,1231,0,
370,513243,1793,5508,5509,100000000,0600,2400,0101,1231,0,
371,513243,1794,5509,5510,100000000,0600,2400,0101,1231,0,
372,513243,1797,5535,5480,100000000,0600,2400,0101,1231,0,
373,513243,1798,714,5535,100000000,0600,2400,0101,1231,0,
374,513243,1799,5502,5490,100000000,0600,2400,0101,1231,0,
375,513243,1800,1085,5502,100000000,0600,2400,0101,1231,0,
376,513243,1801,3749,3746,100000000,0600,2400,0101,1231,0,
377,513243,1802,5479,3749,100000000,0600,2400,0101,1231,0,
378,513243,1803,5534,5479,100000000,0600,2400,0101,1231,0,
379,513243,1804,5492,5506,100000000,0600,2400,0101,1231,0,
380,513243,1805,5499,5492,100000000,0600,2400,0101,1231,0,
381,513243,1806,1087,5499,100000000,0600,2400,0101,1231,0,
382,513243,1817,2156,5519,100000000,0000,2400,0101,1231,0,
383,513243,1851,3937,5667,100000000,0000,2400,0101,1231,0,
384,513243,1852,5667,3940,100000000,0000,2400,0101,1231,0,
385,513243,1858,3955,5680,100000000,0000,2400,0101,1231,0,
386,513243,1864,5686,3940,100000000,0000,2400,0101,1231,0,
387,513243,1865,3935,3931,100000000,0000,2400,0101,1231,0,
388,513243,1866,5692,3938,100000000,0000,2400,0101,1231,0,
389,513243,1867,5686,5692,100000000,0000,2400,0101,1231,0,
390,513243,1869,5698,5699,100000000,0000,2400,0101,1231,0,
391,513243,1870,5700,67,100000000,0000,2400,0101,1231,0,
392,513243,1871,5689,5682,100000000,0000,2400,0101,1231,0,
393,513243,1872,3951,3955,100000000,0000,2400,0101,1231,0,
394,513243,1873,3955,5705,100000000,0000,2400,0101,1231,0,
395,513243,1874,5705,5706,100000000,0000,2400,0101,1231,0,
396,513243,1875,5706,5707,100000000,0000,2400,0101,1231,0,
397,513243,1876,5707,991,100000000,0000,2400,0101,1231,0,
398,513243,1877,3954,5705,100000000,0000,2400,0101,1231,0,
399,513243,1878,5705,3965,100000000,0000,2400,0101,1231,0,
400,513243,1879,3965,3963,100000000,0000,2400,0101,1231,0,
401,513243,1880,3963,5691,100000000,0000,2400,0101,1231,0,
402,513243,1881,5691,5684,100000000,0000,2400,0101,1231,0,
403,513243,1882,3964,3956,100000000,0000,2400,0101,1231,0,
404,513243,1883,5690,3964,100000000,0000,2400,0101,1231,0,
405,513243,1884,5683,5690,100000000,0000,2400,0101,1231,0,
406,513243,1890,5726,2225,100000000,0000,2400,0101,1231,0,
407,513243,1892,3977,114,100000000,0000,2400,0101,1231,0,
408,513243,1893,1730,5729,100000000,0000,2400,0101,1231,0,
409,513243,1900,5718,3999,100000000,0600,2400,0101,1231,0,
410,513243,1901,5746,5745,100000000,0600,2400,0101,1231,0,
411,513243,1913,4106,5881,100000000,0000,2400,0101,1231,0,
412,513243,1914,12344,5911,100000000,0000,2400,0101,1231,0,
413,513243,1915,5917,4133,100000000,0000,2400,0101,1231,0,
414,513243,1916,5893,5917,100000000,0000,2400,0101,1231,0,
415,513243,1917,5897,5893,100000000,0000,2400,0101,1231,0,
416,513243,1918,5913,5897,100000000,0000,2400,0101,1231,0,
417,513243,1919,5918,5913,100000000,0000,2400,0101,1231,0,
418,513243,1920,291,5918,100000000,0000,2400,0101,1231,0,
419,513243,1921,5920,5919,100000000,0000,2400,0101,1231,0,
420,513243,1922,5921,5920,100000000,0000,2400,0101,1231,0,
421,513243,1923,5833,5921,100000000,0000,2400,0101,1231,0,
422,513243,1924,5934,4144,100000000,0000,2400,0101,1231,0,
423,513243,1925,5935,4161,100000000,0000,2400,0101,1231,0,
424,513243,1926,4163,2331,100000000,0000,2400,0101,1231,0,
425,513243,1927,5936,4163,100000000,0000,2400,0101,1231,0,
426,513243,1928,4152,5937,100000000,0000,2400,0101,1231,0,
427,513243,1932,6046,6045,100000000,0000,2400,0101,1231,0,
428,513243,1933,2389,6046,100000000,0000,2400,0101,1231,0,
429,513243,1936,6045,4247,100000000,0000,2400,0101,1231,0,
430,513243,1937,4247,6062,100000000,0000,2400,0101,1231,0,
431,513243,1938,6062,4245,100000000,0000,2400,0101,1231,0,
432,513243,1940,4286,4282,100000000,0000,2400,0101,1231,0,
433,513243,1943,6098,4315,100000000,0000,2400,0101,1231,0,
