,meshcode,linkno,snodeno,enodeno,day,shour,ehour,sdate,edate,cartype,geometry
0,513243,1,54,55,100000000,0000,2400,0101,1231,0,
1,513243,2,57,56,100000000,0000,2400,0101,1231,0,
2,513243,3,58,54,100000000,0000,2400,0101,1231,0,
3,513243,4,56,59,100000000,0000,2400,0101,1231,0,
4,513243,5,59,6,100000000,0000,2400,0101,1231,0,
5,513243,6,5,58,100000000,0000,2400,0101,1231,0,
6,513243,7,12129,12127,100000000,0000,2400,0101,1231,0,
7,513243,8,12127,12130,100000000,0000,2400,0101,1231,0,
8,513243,9,13593,69,100000000,0000,2400,0101,1231,0,
9,513243,10,97,13833,100000000,0000,2400,0101,1231,0,
10,513243,12,100,101,100000000,0000,2400,0101,1231,0,
11,513243,13,204,153,100000000,0000,2400,0101,1231,0,
12,513243,14,152,12580,100000000,0000,2400,0101,1231,0,
13,513243,15,319,318,100000000,0000,2400,0101,1231,0,
14,513243,17,2816,2815,100000000,0000,2400,0101,1231,0,
15,513243,18,2823,321,100000000,0000,2400,0101,1231,0,
16,513243,19,7392,97,100000000,0000,2400,0101,1231,0,
17,513243,20,593,7392,100000000,0000,2400,0101,1231,0,
18,513243,21,7393,593,100000000,0000,2400,0101,1231,0,
19,513243,22,7391,7392,100000000,0000,2400,0101,1231,0,
20,513243,23,7393,7391,100000000,0000,2400,0101,1231,0,
21,513243,24,7425,320,100000000,0000,2400,0101,1231,0,
22,513243,25,309,13382,100000000,0000,2400,0101,1231,0,
23,513243,26,2820,8260,100000000,0000,2400,0101,1231,0,
24,513243,27,8304,99,100000000,0000,2400,0101,1231,0,
25,513243,28,8488,8305,100000000,0000,2400,0101,1231,0,
26,513243,30,11515,11514,100000000,0000,2400,0101,1231,0,
27,513243,31,65,64,100000000,0000,2400,0101,1231,0,
28,513243,32,85,65,100000000,0000,2400,0101,1231,0,
29,513243,33,99,98,011111100,0700,0830,0101,1231,0,
30,513243,34,104,105,100000000,0000,2400,0101,1231,0,
31,513243,35,106,107,100000000,0000,2400,0101,1231,0,
32,513243,36,107,108,100000000,0000,2400,0101,1231,0,
33,513243,39,71,179,100000000,0000,2400,0101,1231,0,
34,513243,40,180,104,100000000,0000,2400,0101,1231,0,
35,513243,41,192,191,100000000,0000,2400,0101,1231,0,
36,513243,42,193,192,100000000,0000,2400,0101,1231,0,
37,513243,43,153,203,100000000,0000,2400,0101,1231,0,
38,513243,44,108,207,100000000,0000,2400,0101,1231,0,
39,513243,45,207,208,100000000,0000,2400,0101,1231,0,
40,513243,46,208,152,100000000,0000,2400,0101,1231,0,
41,513243,52,102,240,100000000,0000,2400,0101,1231,0,
42,513243,53,240,241,100000000,0000,2400,0101,1231,0,
43,513243,54,241,242,100000000,0000,2400,0101,1231,0,
44,513243,55,242,243,100000000,0000,2400,0101,1231,0,
45,513243,56,244,245,100000000,0000,2400,0101,1231,0,
46,513243,57,245,246,100000000,0000,2400,0101,1231,0,
47,513243,58,246,95,100000000,0000,2400,0101,1231,0,
48,513243,97,7632,103,100000000,0000,2400,0101,1231,0,
49,513243,98,203,7632,100000000,0000,2400,0101,1231,0,
50,513243,99,179,180,100000000,0000,2400,0101,1231,0,
51,513243,103,8256,8255,100000000,0000,2400,0101,1231,0,
52,513243,104,8257,8258,100000000,0000,2400,0101,1231,0,
53,513243,105,13591,8256,100000000,0000,2400,0101,1231,0,
54,513243,106,8258,322,100000000,0000,2400,0101,1231,0,
55,513243,107,8259,8260,100000000,0000,2400,0101,1231,0,
56,513243,108,2816,8261,100000000,0000,2400,0101,1231,0,
57,513243,109,8278,8279,100000000,0000,2400,0101,1231,0,
58,513243,110,8280,8284,100000000,0000,2400,0101,1231,0,
59,513243,111,87,85,100000000,0000,2400,0101,1231,0,
60,513243,112,8304,101,100000000,0000,2400,0101,1231,0,
61,513243,113,305,8304,100000000,0000,2400,0101,1231,0,
62,513243,114,319,8305,100000000,0000,2400,0101,1231,0,
63,513243,115,8305,12593,100000000,0000,2400,0101,1231,0,
64,513243,119,191,87,100000000,0000,2400,0101,1231,0,
65,513243,122,86,8571,100000000,0000,2400,0101,1231,0,
66,513243,123,8571,8455,100000000,0000,2400,0101,1231,0,
67,513243,124,205,206,100000000,0000,2400,0101,1231,0,
68,513243,148,8455,10576,100000000,0000,2400,0101,1231,0,
69,513243,149,10576,8456,100000000,0000,2400,0101,1231,0,
70,513243,152,11412,8277,100000000,0000,2400,0101,1231,0,
71,513243,153,8265,11413,100000000,0000,2400,0101,1231,0,
72,513243,154,11415,11412,100000000,0000,2400,0101,1231,0,
73,513243,155,11413,11415,100000000,0000,2400,0101,1231,0,
74,513243,156,11416,8280,100000000,0000,2400,0101,1231,0,
75,513243,157,8279,11416,100000000,0000,2400,0101,1231,0,
76,513243,158,11417,8265,100000000,0000,2400,0101,1231,0,
77,513243,159,8266,11417,100000000,0000,2400,0101,1231,0,
78,513243,160,11418,8266,100000000,0000,2400,0101,1231,0,
79,513243,161,8284,8289,100000000,0000,2400,0101,1231,0,
80,513243,162,11420,8267,100000000,0000,2400,0101,1231,0,
81,513243,163,301,11420,100000000,0000,2400,0101,1231,0,
82,513243,164,11423,302,100000000,0000,2400,0101,1231,0,
83,513243,165,8289,11425,100000000,0000,2400,0101,1231,0,
84,513243,166,11425,11423,100000000,0000,2400,0101,1231,0,
85,513243,169,8260,319,100000000,0000,2400,0101,1231,0,
86,513243,170,101,2816,100000000,0000,2400,0101,1231,0,
87,513243,171,11514,244,100000000,0000,2400,0101,1231,0,
88,513243,172,243,11514,100000000,0000,2400,0101,1231,0,
89,513243,173,11542,11541,100000000,0000,2400,0101,1231,0,
90,513243,174,11577,11542,100000000,0000,2400,0101,1231,0,
91,513243,175,11543,11578,100000000,0000,2400,0101,1231,0,
92,513243,176,11744,8263,100000000,0000,2400,0101,1231,0,
93,513243,177,8264,11745,100000000,0000,2400,0101,1231,0,
94,513243,178,105,11859,100000000,0000,2400,0101,1231,0,
95,513243,179,11859,205,100000000,0000,2400,0101,1231,0,
96,513243,186,12072,86,100000000,0000,2400,0101,1231,0,
97,513243,187,66,12072,100000000,0000,2400,0101,1231,0,
98,513243,189,75,74,100000000,0000,2400,0101,1231,0,
99,513243,190,77,76,100000000,0000,2400,0101,1231,0,
100,513243,191,79,78,100000000,0000,2400,0101,1231,0,
101,513243,192,81,80,100000000,0000,2400,0101,1231,0,
102,513243,193,84,83,100000000,0000,2400,0101,1231,0,
103,513243,194,89,72,100000000,0000,2400,0101,1231,0,
104,513243,195,93,92,100000000,0000,2400,0101,1231,0,
105,513243,196,12334,70,100000000,0000,2400,0101,1231,0,
106,513243,232,8,96,100000000,0000,2400,0101,1231,0,
107,513243,233,177,178,100000000,0000,2400,0101,1231,0,
108,513243,235,182,13853,100000000,0000,2400,0101,1231,0,
109,513243,236,74,182,100000000,0000,2400,0101,1231,0,
110,513243,237,76,75,100000000,0000,2400,0101,1231,0,
111,513243,238,183,184,100000000,0000,2400,0101,1231,0,
112,513243,239,185,183,100000000,0000,2400,0101,1231,0,
113,513243,240,78,185,100000000,0000,2400,0101,1231,0,
114,513243,241,186,79,100000000,0000,2400,0101,1231,0,
115,513243,242,80,186,100000000,0000,2400,0101,1231,0,
116,513243,243,82,81,100000000,0000,2400,0101,1231,0,
117,513243,244,188,187,100000000,0000,2400,0101,1231,0,
118,513243,245,190,189,100000000,0000,2400,0101,1231,0,
119,513243,246,198,197,100000000,0000,2400,0101,1231,0,
120,513243,247,92,198,100000000,0000,2400,0101,1231,0,
121,513243,248,199,93,100000000,0000,2400,0101,1231,0,
122,513243,249,12363,12383,100000000,0000,2400,0101,1231,0,
123,513243,250,202,201,100000000,0000,2400,0101,1231,0,
124,513243,286,248,247,100000000,0000,2400,0101,1231,0,
125,513243,287,249,248,100000000,0000,2400,0101,1231,0,
126,513243,294,184,77,100000000,0000,2400,0101,1231,0,
127,513243,296,316,188,100000000,0000,2400,0101,1231,0,
128,513243,297,322,321,100000000,0000,2400,0101,1231,0,
129,513243,299,12383,12371,100000000,0000,2400,0101,1231,0,
130,513243,301,7435,88,100000000,0000,2400,0101,1231,0,
131,513243,302,7436,7435,100000000,0000,2400,0101,1231,0,
132,513243,303,7440,193,100000000,0000,2400,0101,1231,0,
133,513243,310,95,202,100000000,0000,2400,0101,1231,0,
134,513243,313,247,8245,100000000,0000,2400,0101,1231,0,
135,513243,314,8270,263,100000000,0000,2400,0101,1231,0,
136,513243,320,178,10266,100000000,0000,2400,0101,1231,0,
137,513243,324,10574,7440,100000000,0000,2400,0101,1231,0,
138,513243,325,194,10574,100000000,0000,2400,0101,1231,0,
139,513243,326,303,305,100000000,0000,2400,0101,1231,0,
140,513243,327,12586,11348,100000000,0000,2400,0101,1231,0,
141,513243,328,263,7819,100000000,0000,2400,0101,1231,0,
142,513243,331,11547,8262,100000000,0000,2400,0101,1231,0,
143,513243,332,11572,11547,100000000,0000,2400,0101,1231,0,
144,513243,333,11570,11572,100000000,0000,2400,0101,1231,0,
145,513243,335,11785,277,100000000,0000,2400,0101,1231,0,
146,513243,340,7819,8276,100000000,0000,2400,0101,1231,0,
147,513243,348,2633,2634,011111100,0700,0830,0101,1231,0,
148,513243,371,7342,11485,100000000,0000,2400,0101,1231,0,
149,513243,449,387,386,100000000,0000,2400,0101,1231,0,
150,513243,754,6523,837,100000000,0000,2400,0101,1231,0,
151,513243,755,518,6523,100000000,0000,2400,0101,1231,0,
152,513243,795,61,60,100000000,0000,2400,0101,1231,0,
153,513243,796,63,61,100000000,0000,2400,0101,1231,0,
154,513243,799,60,7390,100000000,0000,2400,0101,1231,0,
155,513243,800,7410,7413,100000000,0000,2400,0101,1231,0,
156,513243,801,7413,8564,100000000,0000,2400,0101,1231,0,
157,513243,802,8565,62,100000000,0000,2400,0101,1231,0,
158,513243,803,8619,8585,100000000,0000,2400,0101,1231,0,
159,513243,804,7390,9153,100000000,0000,2400,0101,1231,0,
160,513243,805,9153,9154,100000000,0000,2400,0101,1231,0,
161,513243,806,9156,8619,100000000,0000,2400,0101,1231,0,
162,513243,807,9154,9156,100000000,0000,2400,0101,1231,0,
163,513243,825,575,576,100000000,0000,2400,0101,1231,0,
164,513243,826,577,578,100000000,0000,2400,0101,1231,0,
165,513243,837,636,970,100000000,0000,2400,0101,1231,0,
166,513243,838,637,971,100000000,0000,2400,0101,1231,0,
167,513243,852,1110,1111,100000000,0000,2400,0101,1231,0,
168,513243,853,1111,1112,100000000,0000,2400,0101,1231,0,
169,513243,854,1152,860,100000000,0000,2400,0101,1231,0,
170,513243,859,576,636,100000000,0000,2400,0101,1231,0,
171,513243,860,578,1186,100000000,0000,2400,0101,1231,0,
172,513243,882,1397,497,100000000,0000,2400,0101,1231,0,
173,513243,889,970,602,100000000,0000,2400,0101,1231,0,
174,513243,890,971,1600,100000000,0000,2400,0101,1231,0,
175,513243,891,1601,1602,100000000,0000,2400,0101,1231,0,
176,513243,892,1602,1603,100000000,0000,2400,0101,1231,0,
177,513243,906,1666,1667,100000000,0000,2400,0101,1231,0,
