,meshcode,tnodeno,snodeno,linkno,ichikeido,ichiido,distance,changetype,slanecnt,slaneinfo,elanecnt,elaneinfo,geometry
0,513243,11541,11542,173,476988962,123629434,77,6,0,1111111111111111,2,0000000001100000,
1,513243,11542,11577,174,476985936,123634701,181,6,1,0000000000100000,0,1111111111111111,
2,513243,11578,11543,175,476988226,123629034,778,6,0,1111111111111111,2,0000000001100000,
3,513243,14069,14402,20292,476726951,123740916,2828,6,0,1111111111111111,1,0000000000100000,
4,513243,14144,14419,20044,476726747,123740549,313,6,0,1111111111111111,2,0000000001100000,
5,513243,14166,13908,20084,476902034,123680226,1809,2,2,0000000001100000,1,0000000000100000,
6,513243,14402,14197,20108,476723678,123742416,96,6,2,0000000001100000,0,1111111111111111,
7,513243,14419,13998,20556,476730878,123739016,116,6,1,0000000000100000,0,1111111111111111,
