,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513243,042114,341,395,396,0,4,339,4-33-21-5-1270572,"LINESTRING (476634093 123808375, 476633479 123809308)"
1,513243,042114,342,397,8585,0,4,340,4-33-21-5-1270595,"LINESTRING (476630697 123827073, 476630002 123827873, 476629756 123828273, 476629552 123828739, 476629552 123828873, 476629552 123829073, 476629552 123829439, 476629674 123829806, 476629838 123830139, 476630043 123830439, 476631147 123831505)"
2,513243,042114,343,397,398,0,4,341,4-33-21-5-1270618,"LINESTRING (476630697 123827073, 476631802 123825939, 476632170 123825539, 476632456 123825006, 476632620 123824606, 476632661 123824339, 476632702 123823906, 476632661 123823373, 476631965 123821174, 476631924 123820907, 476631965 123820207, 476632456 123817074, 476632415 123816740, 476632252 123816374)"
3,513243,042114,344,399,400,0,4,342,4-33-21-5-1270641,"LINESTRING (476632006 123811641, 476631843 123811975)"
4,513243,042114,345,407,395,0,4,343,4-33-21-5-1270664,"LINESTRING (476635483 123806508, 476634093 123808375)"
5,513243,042114,346,349,409,0,4,344,4-33-21-5-1270687,"LINESTRING (476913647 123822110, 476916510 123822777)"
6,513243,042114,350,396,399,0,4,345,4-33-21-5-1270778,"LINESTRING (476633479 123809308, 476632006 123811641)"
7,513243,041114,371,7342,11485,1,6,346,4-33-21-5-1271098,"LINESTRING (476873971 123728052, 476873644 123728019, 476873440 123727952, 476873194 123727752)"
8,513243,042114,380,348,349,0,4,347,4-33-21-5-1271242,"LINESTRING (476913197 123823477, 476913647 123822110)"
9,513243,042114,381,352,353,0,2,348,4-33-21-5-1271265,"LINESTRING (476905753 123804745, 476904485 123803579)"
10,513243,042114,382,354,355,0,2,349,4-33-21-5-1271290,"LINESTRING (476898595 123797179, 476897286 123795646, 476896672 123794713)"
11,513243,042114,383,358,359,0,2,350,4-33-21-5-1271340,"LINESTRING (476886528 123778947, 476885832 123777981)"
12,513243,042114,384,360,64,0,2,351,4-33-21-5-1271365,"LINESTRING (476884482 123776381, 476882233 123771315)"
13,513243,042114,385,317,98,0,4,352,4-33-21-5-1271390,"LINESTRING (476643746 123797177, 476643992 123795610)"
14,513243,042114,386,363,348,0,4,353,4-33-21-5-1271415,"LINESTRING (476912747 123825043, 476913197 123823477)"
15,513243,042114,387,369,370,0,2,354,4-33-21-5-1271438,"LINESTRING (476877974 123887103, 476878425 123886136, 476878956 123884770, 476879161 123883870)"
16,513243,042114,388,370,371,0,2,355,4-33-21-5-1271461,"LINESTRING (476879161 123883870, 476879529 123882803, 476879979 123881604)"
17,513243,042114,389,384,385,0,2,356,4-33-21-5-1271484,"LINESTRING (476914179 123817711, 476913770 123817544)"
18,513243,042114,390,353,388,0,2,357,4-33-21-5-1271509,"LINESTRING (476904485 123803579, 476902439 123801279)"
19,513243,042114,391,357,389,0,2,358,4-33-21-5-1271534,"LINESTRING (476893358 123788946, 476892949 123788280)"
20,513243,042114,392,359,360,0,2,359,4-33-21-5-1271559,"LINESTRING (476885832 123777981, 476884482 123776381)"
21,513243,042114,393,391,392,0,2,360,4-33-21-5-1271584,"LINESTRING (476914015 123820710, 476914302 123819643)"
22,513243,042114,394,393,394,0,4,361,4-33-21-5-1271630,"LINESTRING (476937045 123828010, 476932832 123826910)"
23,513243,042114,395,387,12066,0,2,362,4-33-21-5-1271660,"LINESTRING (476913852 123808779, 476912093 123807879)"
24,513243,042114,396,388,403,0,2,363,4-33-21-5-1271685,"LINESTRING (476902439 123801279, 476901089 123799912)"
25,513243,042114,397,405,406,0,2,364,4-33-21-5-1271710,"LINESTRING (476889309 123782714, 476888409 123781381)"
26,513243,042114,398,406,358,0,2,365,4-33-21-5-1271735,"LINESTRING (476888409 123781381, 476886528 123778947)"
27,513243,042114,399,394,408,0,4,366,4-33-21-5-1271760,"LINESTRING (476932832 123826910, 476926369 123825177)"
28,513243,042114,400,349,391,0,2,367,4-33-21-5-1271775,"LINESTRING (476913647 123822110, 476914015 123820710)"
29,513243,042114,401,410,408,0,4,368,4-33-21-5-1271813,"LINESTRING (476922155 123824077, 476923178 123824343, 476924078 123824577, 476926369 123825177)"
30,513243,042114,402,317,7425,0,4,369,4-33-21-5-1271836,"LINESTRING (476643746 123797177, 476643705 123797943, 476643951 123798410)"
31,513243,042114,403,389,404,0,2,370,4-33-21-5-1271882,"LINESTRING (476892949 123788280, 476892378 123787313)"
32,513243,042114,404,355,356,0,2,371,4-33-21-5-1271907,"LINESTRING (476896672 123794713, 476896386 123794246)"
33,513243,042114,405,12066,8031,0,2,372,4-33-21-5-1271932,"LINESTRING (476912093 123807879, 476910375 123807112)"
34,513243,042124,406,385,350,0,2,373,4-33-21-5-1271957,"LINESTRING (476913770 123817544, 476911315 123816578, 476909965 123816011)"
35,513243,042414,407,8276,8264,0,2,374,4-33-21-5-1271982,"LINESTRING (476870406 123893402, 476869752 123893802)"
36,513243,042114,409,368,10608,0,2,375,4-33-21-5-1272010,"LINESTRING (476874129 123890803, 476874906 123890270)"
37,513243,042114,410,10608,10630,0,2,376,4-33-21-5-1272033,"LINESTRING (476874906 123890270, 476876052 123889403, 476876870 123888736)"
38,513243,042114,411,10630,369,0,2,377,4-33-21-5-1272056,"LINESTRING (476876870 123888736, 476877196 123888303, 476877442 123887970, 476877974 123887103)"
39,513243,042114,412,403,10707,0,2,378,4-33-21-5-1272079,"LINESTRING (476901089 123799912, 476900844 123799645)"
40,513243,042114,413,10707,10709,0,2,379,4-33-21-5-1272104,"LINESTRING (476900844 123799645, 476899617 123798245)"
41,513243,042114,414,10709,354,0,2,380,4-33-21-5-1272129,"LINESTRING (476899617 123798245, 476898595 123797179)"
42,513243,042114,415,404,10711,0,2,381,4-33-21-5-1272154,"LINESTRING (476892378 123787313, 476890373 123784281)"
43,513243,042114,416,10711,405,0,2,382,4-33-21-5-1272179,"LINESTRING (476890373 123784281, 476889309 123782714)"
44,513243,042114,417,11730,336,0,2,383,4-33-21-5-1272204,"LINESTRING (476882884 123877704, 476884805 123876337)"
45,513243,042114,418,371,11737,0,2,384,4-33-21-5-1272227,"LINESTRING (476879979 123881604, 476880470 123880637, 476881125 123879637, 476881820 123878804)"
46,513243,042114,419,11737,11730,0,2,385,4-33-21-5-1272250,"LINESTRING (476881820 123878804, 476882884 123877704)"
47,513243,042114,420,7730,11746,0,2,386,4-33-21-5-1272273,"LINESTRING (476871511 123892735, 476870897 123893135)"
48,513243,042114,421,11746,8276,0,2,387,4-33-21-5-1272296,"LINESTRING (476870897 123893135, 476870406 123893402)"
49,513243,043114,424,327,328,0,4,388,4-33-21-5-1272370,"LINESTRING (476968379 123820679, 476963921 123821545)"
50,513243,043114,425,329,330,0,4,389,4-33-21-5-1272398,"LINESTRING (476959543 123822411, 476955330 123823211)"
51,513243,043114,426,330,331,0,4,390,4-33-21-5-1272426,"LINESTRING (476955330 123823211, 476952630 123823711)"
52,513243,043114,427,332,333,0,4,391,4-33-21-5-1272454,"LINESTRING (476949317 123824411, 476947231 123825444)"
53,513243,043114,428,334,335,0,4,392,4-33-21-5-1272482,"LINESTRING (476944694 123826811, 476943426 123827543)"
54,513243,043124,429,336,337,0,2,393,4-33-21-5-1272507,"LINESTRING (476884805 123876337, 476881697 123873971)"
55,513243,043114,430,337,338,0,2,394,4-33-21-5-1272530,"LINESTRING (476881697 123873971, 476879529 123872337)"
56,513243,043114,431,338,339,0,2,395,4-33-21-5-1272545,"LINESTRING (476879529 123872337, 476879038 123870238)"
57,513243,043114,432,342,343,0,4,396,4-33-21-5-1272570,"LINESTRING (476887139 123851474, 476887835 123850340)"
58,513243,043114,433,344,345,0,4,397,4-33-21-5-1272598,"LINESTRING (476897202 123834676, 476898920 123832709)"
59,513243,043114,434,346,347,0,4,398,4-33-21-5-1272615,"LINESTRING (476902765 123830476, 476904484 123829476)"
60,513243,043114,435,350,351,0,2,399,4-33-21-5-1272640,"LINESTRING (476909965 123816011, 476911356 123813611)"
61,513243,043114,436,361,362,0,4,400,4-33-21-5-1272665,"LINESTRING (476909188 123826910, 476911479 123825743)"
62,513243,043114,437,328,329,0,4,401,4-33-21-5-1272690,"LINESTRING (476963921 123821545, 476959543 123822411)"
63,513243,043114,438,365,334,0,4,402,4-33-21-5-1272718,"LINESTRING (476945308 123826511, 476944694 123826811)"
64,513243,043114,439,339,372,0,2,403,4-33-21-5-1272743,"LINESTRING (476879038 123870238, 476878670 123868638)"
65,513243,043114,440,373,374,0,2,404,4-33-21-5-1272768,"LINESTRING (476877935 123865472, 476877566 123864238)"
66,513243,043114,441,375,376,0,2,405,4-33-21-5-1272793,"LINESTRING (476876666 123860672, 476876298 123859039)"
67,513243,043114,442,376,340,0,2,406,4-33-21-5-1272818,"LINESTRING (476876298 123859039, 476875644 123856239)"
68,513243,043114,443,341,377,0,4,407,4-33-21-5-1272843,"LINESTRING (476878794 123855573, 476879285 123855373)"
69,513243,043114,444,377,378,0,4,408,4-33-21-5-1272871,"LINESTRING (476879285 123855373, 476880430 123854906)"
70,513243,043114,445,379,380,0,4,409,4-33-21-5-1272927,"LINESTRING (476889307 123847774, 476890861 123845174)"
71,513243,043114,446,380,381,0,4,410,4-33-21-5-1272955,"LINESTRING (476890861 123845174, 476892456 123842375)"
72,513243,043114,447,381,382,0,4,411,4-33-21-5-1272980,"LINESTRING (476892456 123842375, 476892988 123841541)"
73,513243,043114,448,351,386,0,2,412,4-33-21-5-1273035,"LINESTRING (476911356 123813611, 476912175 123812111)"
74,513243,042214,449,387,386,1,2,413,4-33-21-5-1273060,"LINESTRING (476913852 123808779, 476912625 123810978, 476912175 123812111)"
75,513243,043114,450,362,363,0,4,414,4-33-21-5-1273085,"LINESTRING (476911479 123825743, 476912747 123825043)"
76,513243,043114,451,326,401,0,4,415,4-33-21-5-1273110,"LINESTRING (476982000 123816245, 476981428 123816445)"
77,513243,043114,452,402,365,0,4,416,4-33-21-5-1273127,"LINESTRING (476946003 123826111, 476945308 123826511)"
78,513243,043114,453,782,7337,0,2,417,4-33-21-5-1273155,"LINESTRING (476842509 123869971, 476840709 123871204, 476839646 123871803)"
79,513243,043114,454,340,7338,0,4,418,4-33-21-5-1273183,"LINESTRING (476875644 123856239, 476873353 123856573)"
80,513243,043114,455,5335,3622,0,2,419,4-33-21-5-1273208,"LINESTRING (476837723 123872736, 476835350 123873403)"
81,513243,043114,456,3622,7339,0,2,420,4-33-21-5-1273233,"LINESTRING (476835350 123873403, 476833756 123873670, 476832610 123873803)"
