,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513243,031514,9,13593,69,1,6,9,4-33-21-5-1261161,"LINESTRING (476573428 123754013, 476571833 123753546, 476570115 123753146, 476568519 123752880, 476567006 123752646, 476565615 123752513)"
1,513243,031514,10,97,13833,1,6,10,4-33-21-5-1261177,"LINESTRING (476566228 123754213, 476570237 123754213, 476571056 123754246, 476571751 123754280, 476572856 123754446, 476574001 123754646, 476574901 123754746)"
2,513243,031514,11,98,100,0,6,11,4-33-21-5-1261193,"LINESTRING (476643992 123795610, 476643214 123795510)"
3,513243,031514,12,100,101,1,6,12,4-33-21-5-1261214,"LINESTRING (476643214 123795510, 476641823 123795577, 476636833 123795010)"
4,513243,031514,13,204,153,1,6,13,4-33-21-5-1261229,"LINESTRING (476714227 123817809, 476715127 123817442, 476715781 123817109, 476716722 123816509, 476717458 123816009, 476718154 123815442, 476719013 123814743, 476720731 123813277, 476724658 123809943)"
5,513243,031514,14,152,12580,1,6,14,4-33-21-5-1261247,"LINESTRING (476723840 123809343, 476722490 123810543, 476718358 123814110, 476718154 123814277, 476716804 123815309, 476716517 123815576, 476714800 123816809, 476712918 123818142)"
6,513243,031514,15,319,318,1,6,15,4-33-21-5-1261278,"LINESTRING (476635320 123795243, 476636956 123795710, 476638224 123796043, 476639655 123796377)"
7,513243,031514,16,320,317,0,6,16,4-33-21-5-1261293,"LINESTRING (476645014 123797343, 476643746 123797177)"
8,513243,031514,17,2816,2815,1,6,17,4-33-21-5-1261306,"LINESTRING (476629756 123792677, 476628979 123792177, 476628324 123791777, 476627629 123791343, 476627343 123791143, 476626812 123790777, 476626444 123790543, 476626239 123790377, 476625953 123790177, 476623416 123788143, 476622189 123787010)"
9,513243,031514,18,2823,321,1,6,18,4-33-21-5-1261321,"LINESTRING (476593064 123760380, 476591796 123760013, 476591223 123759980, 476590814 123759946, 476590159 123759880, 476589423 123759646, 476588768 123759413, 476588318 123759280, 476587746 123759080, 476587091 123758813, 476585905 123758380, 476584964 123758046, 476584105 123757746)"
