503965,3,1,502638558,121962924,4,503964,2,7
503965,2,2,502638559,121926494,4,503964,2,8
503965,1,3,502638560,121912763,4,503964,3,9
503965,2,4,502638559,121922828,4,503964,3,10
503965,3,5,502638557,121963757,4,503964,14,11
503965,8,12,502638560,121910630,4,503964,39,37
503965,9,13,502638560,121909130,4,503964,39,38
503965,9,14,502638560,121907630,4,503964,40,39
503965,10,15,502638560,121906063,4,503964,40,40
503965,10,16,502638560,121903064,4,503964,41,41
503965,11,17,502638560,121901631,4,503964,41,42
