order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[34.3897244, 132.5029325, 34.3892617, 132.5025356, 34.3890989, 132.5023219]",2,7.5,89,0,False,"[[34.3897253, 132.5029356, 1.97], [34.3892644, 132.5025294, 1.472], [34.3890956, 132.5023183, 1.561]]",4,40
OE,"[34.3897244, 132.5029325, 34.3900144, 132.5022075]",2,7.5,73,1,False,"[[34.3897253, 132.5029356, 1.97], [34.3900133, 132.502205, 1.952]]",3,50
OE,"[34.3898567, 132.5030544, 34.3897244, 132.5029325]",2,7.5,18,0,False,"[[34.3898606, 132.5030575, 1.802], [34.3897253, 132.5029356, 1.97]]",4,40
OE,"[34.3893178, 132.5041836, 34.3897244, 132.5029325]",2,7.5,123,1,False,"[[34.3893175, 132.5041856, 2.226], [34.389725, 132.5029356, 1.97]]",3,50
OE,"[34.3897906, 132.5029858, 34.3897244, 132.5029325]",2,7.5,8,0,False,"[[34.389795, 132.5029925, 2.0], [34.3897256, 132.5029356, 1.97]]",4,-60
OE,"[34.3898567, 132.5030544, 34.3897906, 132.5029858]",2,7.5,9,0,False,"[[34.3898606, 132.5030575, 1.802], [34.389795, 132.5029925, 2.0]]",4,-60
OE,"[34.3901822, 132.5021847, 34.3901061, 132.5023297, 34.3898567, 132.5030544]",2,7.5,87,1,False,"[[34.3901758, 132.5021861, 2.165], [34.3901064, 132.5023294, 2.016], [34.3898611, 132.5030575, 1.802]]",3,50
OE,"[34.3898567, 132.5030544, 34.3900958, 132.5032986]",2,7.5,34,0,False,"[[34.3898606, 132.5030575, 1.802], [34.390095, 132.5032933, 1.295]]",4,40
OE,"[34.3898567, 132.5030544, 34.3894653, 132.5042522]",2,7.5,118,1,False,"[[34.3898606, 132.5030575, 1.802], [34.3894669, 132.5042464, 2.316]]",3,50
OE,"[34.3900958, 132.5032986, 34.3901875, 132.5030239]",1,2.0,27,0,False,"[[34.3900953, 132.5032936, 1.295], [34.3901892, 132.5030231, 1.193]]",9,-60
OE,"[34.3901875, 132.5030239, 34.3903656, 132.5024975, 34.3904417, 132.5021467]",1,4.0,85,0,False,"[[34.3901894, 132.5030228, 1.193], [34.3903617, 132.5025044, 1.244], [34.3904394, 132.5021478, 2.416]]",9,-60
OE,"[34.3904011, 132.5033292, 34.3901722, 132.50323, 34.3901517, 132.50323, 34.3901417, 132.5032375, 34.3901314, 132.5032528, 34.3900958, 132.5032986]",1,4.0,38,0,False,"[[34.3904069, 132.5033239, 1.166], [34.3901717, 132.5032325, 1.184], [34.3901522, 132.5032303, 1.174], [34.3901419, 132.5032356, 1.173], [34.3901303, 132.5032483, 1.215], [34.3900958, 132.5032933, 1.295]]",9,-60
OE,"[34.3900958, 132.5032986, 34.3902181, 132.5034206, 34.3904011, 132.5035656]",2,7.5,41,0,False,"[[34.3900953, 132.5032936, 1.295], [34.39022, 132.503425, 1.292], [34.3903994, 132.5035631, 1.424]]",4,40
OE,"[34.389755, 132.5043744, 34.39005, 132.5034664, 34.3900958, 132.5032986]",1,2.0,105,0,False,"[[34.3897531, 132.5043769, 1.36], [34.3900494, 132.5034692, 1.62], [34.390095, 132.5032939, 1.295]]",9,-60
OE,"[34.3890989, 132.5023219, 34.3892922, 132.5022839, 34.3899381, 132.5021922]",1,4.0,93,1,False,"[[34.3890953, 132.5023178, 1.561], [34.3892869, 132.5022786, 1.132], [34.3899347, 132.5021969, 1.735]]",9,-60
OE,"[34.3899381, 132.5021922, 34.3900144, 132.5022075]",1,4.0,8,0,False,"[[34.3899347, 132.5021967, 1.735], [34.3900131, 132.5022047, 1.952]]",9,-60
