order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[34.5058147, 132.4101397, 34.5136111, 132.4195006]",2,7.5,1219,1,True,"[[34.5058186, 132.4101456, 171.741], [34.5058528, 132.4101864, 171.608], [34.5058867, 132.4102272, 171.475], [34.5059208, 132.4102683, 171.321], [34.5059556, 132.4103097, 171.195], [34.50599, 132.4103508, 171.069], [34.5060247, 132.4103925, 170.926], [34.5060592, 132.4104342, 170.782], [34.5060911, 132.4104725, 170.662], [34.5061233, 132.4105108, 170.543], [34.5061553, 132.4105492, 170.423], [34.5061878, 132.4105881, 170.292], [34.5062203, 132.4106269, 170.161], [34.5062528, 132.4106661, 170.03], [34.5062853, 132.410705, 169.899], [34.5063178, 132.4107439, 169.768], [34.5063506, 132.4107831, 169.643], [34.5063831, 132.4108222, 169.518], [34.5064158, 132.4108614, 169.393], [34.5064486, 132.4109006, 169.268], [34.5064811, 132.4109397, 169.143], [34.5065139, 132.4109789, 169.018], [34.5065461, 132.4110175, 168.89], [34.5065783, 132.4110561, 168.763], [34.5066103, 132.4110944, 168.635], [34.5066425, 132.4111331, 168.508], [34.5066747, 132.4111717, 168.38], [34.5067069, 132.4112103, 168.252], [34.5067392, 132.4112489, 168.125], [34.5067711, 132.4112872, 167.997], [34.5068033, 132.4113258, 167.87], [34.5068356, 132.4113644, 167.742], [34.5068678, 132.4114031, 167.614], [34.5069, 132.4114417, 167.487], [34.5069319, 132.41148, 167.359], [34.5069642, 132.4115186, 167.232], [34.5069964, 132.4115572, 167.104], [34.5070286, 132.4115956, 166.98], [34.5070606, 132.4116342, 166.856], [34.5070928, 132.4116725, 166.732], [34.5071247, 132.4117108, 166.608], [34.5071569, 132.4117494, 166.484], [34.5071889, 132.4117878, 166.36], [34.5072211, 132.4118264, 166.228], [34.5072531, 132.411865, 166.096], [34.5072853, 132.4119036, 165.964], [34.5073189, 132.4119439, 165.839], [34.5073525, 132.4119839, 165.714], [34.5073861, 132.4120242, 165.59], [34.5074194, 132.4120644, 165.465], [34.5074531, 132.4121047, 165.341], [34.5074867, 132.4121447, 165.216], [34.5075203, 132.412185, 165.091], [34.5075503, 132.4122208, 164.987], [34.5075803, 132.4122567, 164.883], [34.50761, 132.4122925, 164.778], [34.50764, 132.4123286, 164.674], [34.50767, 132.4123644, 164.57], [34.5077, 132.4124003, 164.466], [34.5077297, 132.4124361, 164.361], [34.5077597, 132.4124719, 164.257], [34.5077936, 132.4125128, 164.147], [34.5078275, 132.4125533, 164.038], [34.5078614, 132.4125939, 163.909], [34.5078956, 132.412635, 163.801], [34.5079297, 132.4126758, 163.692], [34.5079642, 132.4127169, 163.584], [34.5079983, 132.4127578, 163.475], [34.5080325, 132.4127989, 163.367], [34.5080667, 132.4128397, 163.258], [34.5081, 132.4128797, 163.165], [34.5081333, 132.4129197, 163.072], [34.5081656, 132.4129583, 162.973], [34.5081978, 132.4129969, 162.875], [34.50823, 132.4130356, 162.776], [34.5082622, 132.4130742, 162.677], [34.508295, 132.4131136, 162.59], [34.5083281, 132.4131531, 162.502], [34.5083608, 132.4131925, 162.414], [34.5083936, 132.4132317, 162.327], [34.5084267, 132.4132711, 162.239], [34.5084594, 132.4133106, 162.151], [34.5084928, 132.4133506, 162.071], [34.5085264, 132.4133906, 161.991], [34.5085597, 132.4134306, 161.911], [34.5085931, 132.4134706, 161.83], [34.5086267, 132.4135108, 161.728], [34.5086606, 132.4135514, 161.644], [34.5086944, 132.4135919, 161.559], [34.5087286, 132.4136328, 161.497], [34.5087625, 132.4136736, 161.435], [34.5087969, 132.413715, 161.345], [34.5088314, 132.4137564, 161.255], [34.5088658, 132.4137975, 161.165], [34.5089003, 132.4138389, 161.076], [34.5089347, 132.4138803, 161.009], [34.5089694, 132.4139217, 160.942], [34.5090039, 132.4139633, 160.875], [34.5090386, 132.4140047, 160.809], [34.5090731, 132.4140461, 160.742], [34.5091075, 132.4140872, 160.667], [34.5091417, 132.4141283, 160.591], [34.5091717, 132.4141642, 160.538], [34.5092017, 132.4142003, 160.485], [34.5092317, 132.4142361, 160.432], [34.5092617, 132.4142719, 160.379], [34.5092917, 132.4143081, 160.326], [34.5093217, 132.4143439, 160.273], [34.5093517, 132.4143797, 160.22], [34.5093817, 132.4144158, 160.167], [34.5094117, 132.4144517, 160.114], [34.5094453, 132.4144922, 160.073], [34.5094789, 132.4145325, 160.033], [34.5095128, 132.4145731, 159.965], [34.5095464, 132.4146133, 159.897], [34.5095803, 132.4146539, 159.844], [34.5096142, 132.4146944, 159.79], [34.5096481, 132.414735, 159.737], [34.5096822, 132.4147758, 159.699], [34.5097161, 132.4148167, 159.662], [34.5097503, 132.4148575, 159.652], [34.5097842, 132.4148981, 159.642], [34.5098183, 132.4149389, 159.584], [34.5098525, 132.41498, 159.527], [34.5098864, 132.4150208, 159.47], [34.5099206, 132.4150617, 159.412], [34.5099547, 132.4151025, 159.378], [34.5099886, 132.4151436, 159.344], [34.5100228, 132.4151844, 159.311], [34.5100567, 132.415225, 159.287], [34.5100906, 132.4152656, 159.263], [34.5101244, 132.4153061, 159.24], [34.5101583, 132.4153467, 159.216], [34.5101919, 132.4153872, 159.175], [34.5102256, 132.4154275, 159.134], [34.5102592, 132.4154675, 159.124], [34.5102928, 132.4155078, 159.088], [34.5103261, 132.4155478, 159.052], [34.5103594, 132.4155878, 159.042], [34.5103928, 132.4156278, 159.012], [34.5104258, 132.4156675, 158.982], [34.5104592, 132.4157072, 158.974], [34.5104919, 132.4157467, 158.953], [34.510525, 132.4157861, 158.931], [34.5105578, 132.4158256, 158.909], [34.5105908, 132.415865, 158.888], [34.5106236, 132.4159044, 158.866], [34.5106567, 132.4159439, 158.845], [34.5106894, 132.4159833, 158.823], [34.5107222, 132.4160225, 158.805], [34.5107547, 132.4160617, 158.787], [34.5107875, 132.4161008, 158.77], [34.51082, 132.41614, 158.752], [34.5108528, 132.4161792, 158.734], [34.5108856, 132.4162183, 158.737], [34.5109183, 132.4162578, 158.717], [34.5109514, 132.4162972, 158.698], [34.5109842, 132.4163364, 158.678], [34.5110169, 132.4163758, 158.658], [34.51105, 132.4164153, 158.618], [34.5110831, 132.416455, 158.609], [34.5111161, 132.4164947, 158.601], [34.5111492, 132.4165342, 158.556], [34.5111822, 132.4165736, 158.541], [34.511215, 132.4166133, 158.525], [34.5112481, 132.4166528, 158.509], [34.5112811, 132.4166922, 158.493], [34.5113142, 132.4167317, 158.478], [34.5113469, 132.4167714, 158.462], [34.51138, 132.4168108, 158.446], [34.5114128, 132.4168503, 158.419], [34.5114458, 132.4168897, 158.411], [34.5114786, 132.4169292, 158.403], [34.5115114, 132.4169686, 158.38], [34.5115442, 132.4170078, 158.357], [34.5115761, 132.4170469, 158.335], [34.5116089, 132.4170861, 158.312], [34.5116417, 132.4171256, 158.31], [34.5116747, 132.417165, 158.287], [34.5117075, 132.4172044, 158.265], [34.5117406, 132.4172436, 158.242], [34.5117733, 132.4172831, 158.22], [34.5118061, 132.4173225, 158.205], [34.5118389, 132.4173617, 158.19], [34.5118717, 132.4174011, 158.175], [34.5119044, 132.4174403, 158.147], [34.5119372, 132.4174794, 158.119], [34.51197, 132.4175186, 158.114], [34.5120025, 132.4175578, 158.072], [34.512035, 132.4175967, 158.055], [34.5120675, 132.4176356, 158.038], [34.5120997, 132.4176744, 158.022], [34.5121322, 132.4177133, 158.005], [34.5121653, 132.4177528, 157.996], [34.5121981, 132.4177922, 157.987], [34.5122311, 132.4178317, 157.979], [34.5122658, 132.4178733, 157.948], [34.5123006, 132.417915, 157.918], [34.5123311, 132.4179514, 157.903], [34.5123614, 132.4179878, 157.887], [34.5123919, 132.4180244, 157.871], [34.5124222, 132.4180608, 157.856], [34.5124528, 132.4180972, 157.84], [34.5124831, 132.4181336, 157.825], [34.5125136, 132.41817, 157.809], [34.5125439, 132.4182067, 157.794], [34.5125744, 132.4182431, 157.778], [34.5126047, 132.4182794, 157.762], [34.5126381, 132.4183194, 157.729], [34.5126711, 132.4183592, 157.696], [34.5127042, 132.4183986, 157.693], [34.5127369, 132.4184378, 157.669], [34.5127694, 132.4184772, 157.646], [34.5128022, 132.4185164, 157.622], [34.5128344, 132.418555, 157.614], [34.5128669, 132.4185939, 157.606], [34.5128992, 132.4186325, 157.598], [34.5129314, 132.4186708, 157.568], [34.512965, 132.4187111, 157.554], [34.5129986, 132.4187514, 157.541], [34.5130322, 132.4187917, 157.528], [34.5130664, 132.4188328, 157.498], [34.5131003, 132.4188736, 157.484], [34.5131342, 132.4189142, 157.47], [34.5131681, 132.4189544, 157.436], [34.5132017, 132.4189947, 157.428], [34.513235, 132.419035, 157.419], [34.5132683, 132.4190747, 157.392], [34.5133014, 132.4191144, 157.366], [34.5133344, 132.4191539, 157.355], [34.5133672, 132.4191933, 157.344], [34.5133997, 132.4192322, 157.323], [34.5134325, 132.4192714, 157.301], [34.513465, 132.4193103, 157.28], [34.5134972, 132.4193489, 157.277], [34.5135292, 132.4193875, 157.238], [34.5135625, 132.4194272, 157.218], [34.5135956, 132.4194669, 157.198]]",0,80
OE,"[34.5136111, 132.4195006, 34.5139978, 132.4201033, 34.5143233, 132.4206833, 34.5145369, 132.42108, 34.5146944, 132.4214386, 34.5148319, 132.4217742, 34.5149642, 132.4221175]",2,7.5,284,1,True,"[[34.5136061, 132.4195058, 157.198], [34.5136378, 132.4195544, 157.176], [34.5136697, 132.4196028, 157.153], [34.5137014, 132.4196514, 157.131], [34.5137328, 132.4196992, 157.127], [34.5137642, 132.4197469, 157.123], [34.5137956, 132.4197947, 157.1], [34.5138267, 132.4198422, 157.078], [34.5138581, 132.4198903, 157.066], [34.5138894, 132.4199381, 157.054], [34.5139208, 132.4199861, 157.043], [34.5139464, 132.420025, 157.023], [34.5139717, 132.4200642, 157.004], [34.5139972, 132.4201031, 156.985], [34.5140203, 132.4201444, 156.969], [34.5140433, 132.4201858, 156.954], [34.5140664, 132.4202272, 156.938], [34.5140919, 132.4202733, 156.917], [34.5141175, 132.4203194, 156.896], [34.5141431, 132.4203656, 156.875], [34.5141686, 132.4204117, 156.854], [34.5141942, 132.4204578, 156.832], [34.5142197, 132.4205039, 156.811], [34.5142453, 132.42055, 156.777], [34.5142697, 132.4205939, 156.763], [34.5142942, 132.4206381, 156.749], [34.5143186, 132.4206819, 156.734], [34.5143453, 132.4207317, 156.72], [34.5143717, 132.4207817, 156.707], [34.5143983, 132.4208314, 156.693], [34.5144239, 132.4208792, 156.668], [34.5144492, 132.4209269, 156.643], [34.5144761, 132.4209772, 156.603], [34.5145031, 132.4210278, 156.564], [34.51453, 132.4210781, 156.524], [34.5145525, 132.4211281, 156.482], [34.514575, 132.4211783, 156.439], [34.5145975, 132.4212283, 156.396], [34.5146197, 132.4212783, 156.353], [34.5146422, 132.4213286, 156.311], [34.5146647, 132.4213786, 156.268], [34.5146872, 132.4214292, 156.191], [34.5147058, 132.4214747, 156.151], [34.5147242, 132.4215206, 156.112], [34.5147428, 132.4215661, 156.073], [34.5147636, 132.4216169, 156.014], [34.5147842, 132.4216678, 155.956], [34.514805, 132.4217186, 155.897], [34.5148256, 132.4217694, 155.839], [34.5148444, 132.4218192, 155.773], [34.5148633, 132.4218692, 155.706], [34.5148822, 132.4219189, 155.64], [34.5149003, 132.4219664, 155.563], [34.5149183, 132.4220139, 155.485], [34.5149364, 132.4220611, 155.408], [34.5149544, 132.4221086, 155.331]]",0,80
OE,"[34.5149642, 132.4221175, 34.5155647, 132.4235508]",2,7.5,147,1,True,"[[34.5149617, 132.4221169, 155.331], [34.5149844, 132.4221711, 155.237], [34.5150072, 132.4222253, 155.144], [34.51503, 132.4222794, 155.051], [34.5150531, 132.4223342, 154.925], [34.5150761, 132.4223889, 154.8], [34.5150983, 132.4224419, 154.705], [34.5151208, 132.4224936, 154.61], [34.5151392, 132.4225372, 154.517], [34.5151572, 132.4225806, 154.424], [34.5151786, 132.4226314, 154.311], [34.5152003, 132.4226825, 154.198], [34.5152217, 132.4227333, 154.085], [34.5152436, 132.4227856, 153.954], [34.5152656, 132.4228378, 153.823], [34.5152875, 132.42289, 153.691], [34.5153094, 132.4229422, 153.56], [34.5153306, 132.4229925, 153.424], [34.5153519, 132.4230428, 153.288], [34.5153731, 132.4230931, 153.151], [34.5153942, 132.4231433, 153.006], [34.5154153, 132.4231933, 152.861], [34.5154364, 132.4232436, 152.715], [34.5154575, 132.4232936, 152.561], [34.5154786, 132.4233436, 152.406], [34.5154997, 132.4233939, 152.252], [34.5155206, 132.4234439, 152.097], [34.5155417, 132.4234939, 151.943], [34.5155628, 132.4235439, 151.788]]",0,80
OE,"[34.5155647, 132.4235508, 34.5157222, 132.4239475, 34.5158494, 132.4242603, 34.5159919, 132.4245961]",2,7.5,107,1,True,"[[34.5155639, 132.4235478, 151.788], [34.5155836, 132.4235978, 151.631], [34.5156033, 132.4236475, 151.475], [34.5156231, 132.4236975, 151.318], [34.5156428, 132.4237472, 151.161], [34.5156622, 132.4237964, 150.988], [34.5156817, 132.4238456, 150.815], [34.5157011, 132.4238947, 150.642], [34.5157206, 132.4239439, 150.468], [34.5157408, 132.4239939, 150.291], [34.5157614, 132.4240439, 150.114], [34.5157817, 132.4240939, 149.937], [34.5157986, 132.4241358, 149.78], [34.5158156, 132.4241775, 149.624], [34.5158325, 132.4242194, 149.467], [34.5158494, 132.4242611, 149.31], [34.5158683, 132.4243064, 149.128], [34.5158875, 132.4243517, 148.946], [34.5159064, 132.4243972, 148.764], [34.5159253, 132.4244425, 148.582], [34.5159444, 132.4244878, 148.4], [34.5159633, 132.4245331, 148.218], [34.5159875, 132.4245906, 147.968]]",0,80
OE,"[34.5159919, 132.4245961, 34.5161292, 132.42484, 34.5162869, 132.4250842, 34.51648, 132.4253208, 34.5167294, 132.4256031, 34.5169736, 132.4258547, 34.5172381, 132.4260836, 34.5175278, 132.4263125, 34.5178228, 132.4265033]",2,7.5,271,1,True,"[[34.5159897, 132.4245933, 147.968], [34.5160128, 132.424635, 147.806], [34.5160358, 132.4246764, 147.643], [34.5160589, 132.4247181, 147.481], [34.5160819, 132.4247594, 147.318], [34.516105, 132.4248011, 147.155], [34.5161281, 132.4248425, 146.993], [34.5161542, 132.4248822, 146.784], [34.51618, 132.4249217, 146.575], [34.5162061, 132.4249614, 146.366], [34.5162322, 132.4250011, 146.157], [34.5162581, 132.4250406, 145.948], [34.5162842, 132.4250803, 145.74], [34.5163131, 132.4251156, 145.531], [34.5163417, 132.4251506, 145.323], [34.5163706, 132.4251858, 145.114], [34.5163992, 132.4252208, 144.906], [34.5164333, 132.4252631, 144.646], [34.5164558, 132.4252903, 144.465], [34.5164781, 132.4253175, 144.284], [34.5165108, 132.4253547, 144.035], [34.5165439, 132.4253919, 143.786], [34.5165767, 132.4254292, 143.537], [34.5166094, 132.4254664, 143.287], [34.5166389, 132.4255, 143.055], [34.5166683, 132.4255336, 142.823], [34.5166978, 132.4255669, 142.591], [34.5167272, 132.4256006, 142.359], [34.5167617, 132.4256361, 142.102], [34.5167961, 132.4256714, 141.845], [34.5168306, 132.4257069, 141.587], [34.5168647, 132.4257425, 141.33], [34.5168992, 132.4257781, 141.073], [34.5169336, 132.4258133, 140.816], [34.5169681, 132.4258489, 140.558], [34.5170061, 132.4258814, 140.293], [34.5170444, 132.4259136, 140.027], [34.5170825, 132.4259461, 139.761], [34.5171208, 132.4259783, 139.496], [34.5171589, 132.4260108, 139.23], [34.5171972, 132.4260431, 138.964], [34.5172353, 132.4260756, 138.699], [34.5172708, 132.4261039, 138.456], [34.5173067, 132.4261322, 138.214], [34.5173422, 132.4261603, 137.972], [34.5173778, 132.4261886, 137.73], [34.5174133, 132.4262169, 137.487], [34.5174492, 132.4262453, 137.245], [34.5174847, 132.4262733, 137.003], [34.5175203, 132.4263017, 136.761], [34.5175572, 132.4263256, 136.52], [34.5175939, 132.4263494, 136.28], [34.5176308, 132.4263733, 136.04], [34.5176675, 132.4263972, 135.799], [34.5177044, 132.4264211, 135.559], [34.5177411, 132.426445, 135.318], [34.5177781, 132.4264689, 135.078], [34.5178147, 132.4264928, 134.838]]",0,80
OE,"[34.5178228, 132.4265033, 34.5180925, 132.4266406, 34.5183417, 132.4267397, 34.5185808, 132.4268239, 34.5190283, 132.4269]",2,7.5,139,1,True,"[[34.5178231, 132.4265022, 134.838], [34.5178611, 132.4265217, 134.622], [34.5178994, 132.4265411, 134.407], [34.5179375, 132.4265606, 134.192], [34.5179758, 132.4265797, 133.977], [34.5180139, 132.4265992, 133.761], [34.5180522, 132.4266186, 133.546], [34.5180903, 132.4266381, 133.331], [34.5181319, 132.426655, 133.085], [34.5181733, 132.4266719, 132.839], [34.518215, 132.4266889, 132.593], [34.5182567, 132.4267056, 132.348], [34.5182981, 132.4267225, 132.102], [34.5183397, 132.4267394, 131.856], [34.5183797, 132.4267525, 131.623], [34.5184197, 132.4267656, 131.39], [34.5184597, 132.4267786, 131.156], [34.5184994, 132.4267914, 130.923], [34.5185394, 132.4268044, 130.69], [34.5185794, 132.4268175, 130.457], [34.5186239, 132.4268253, 130.213], [34.5186683, 132.4268333, 129.969], [34.5187125, 132.4268411, 129.725], [34.5187569, 132.4268492, 129.481], [34.5188014, 132.4268569, 129.237], [34.5188458, 132.4268647, 128.993], [34.5188903, 132.4268728, 128.749], [34.5189344, 132.4268806, 128.505], [34.5189789, 132.4268886, 128.261], [34.5190233, 132.4268964, 128.017]]",0,80
OE,"[34.5190283, 132.4269, 34.5194708, 132.4269839, 34.5199125, 132.4270675, 34.52035, 132.4271517, 34.5208025, 132.4272508, 34.5210367, 132.4273117, 34.5213317, 132.4274033]",2,7.5,259,1,True,"[[34.5190267, 132.4269003, 128.017], [34.5190725, 132.4269089, 127.773], [34.5191183, 132.4269172, 127.529], [34.5191642, 132.4269258, 127.285], [34.5192103, 132.4269344, 127.03], [34.5192564, 132.4269431, 126.775], [34.5193025, 132.4269517, 126.52], [34.5193486, 132.4269603, 126.272], [34.5193944, 132.4269689, 126.024], [34.5194406, 132.4269775, 125.776], [34.5194867, 132.4269861, 125.528], [34.5195328, 132.4269947, 125.28], [34.5195786, 132.4270033, 125.032], [34.5196247, 132.4270119, 124.784], [34.5196683, 132.4270203, 124.552], [34.5197119, 132.4270283, 124.32], [34.5197556, 132.4270367, 124.088], [34.5197994, 132.4270447, 123.855], [34.5198431, 132.4270531, 123.623], [34.5198867, 132.4270611, 123.391], [34.5199294, 132.4270692, 123.159], [34.5199731, 132.4270772, 122.926], [34.52002, 132.4270861, 122.671], [34.5200667, 132.427095, 122.416], [34.5201136, 132.4271036, 122.161], [34.5201603, 132.4271125, 121.905], [34.5202072, 132.4271214, 121.65], [34.5202539, 132.4271303, 121.395], [34.5203008, 132.4271389, 121.14], [34.5203475, 132.4271478, 120.884], [34.5203964, 132.4271589, 120.621], [34.5204453, 132.4271697, 120.358], [34.5204897, 132.4271797, 120.112], [34.5205342, 132.4271897, 119.866], [34.5205783, 132.4271997, 119.62], [34.5206228, 132.4272097, 119.374], [34.5206672, 132.4272197, 119.128], [34.5207117, 132.4272297, 118.883], [34.5207558, 132.4272397, 118.637], [34.5208003, 132.4272497, 118.391], [34.5208464, 132.4272611, 118.129], [34.5208925, 132.4272725, 117.868], [34.5209386, 132.4272839, 117.606], [34.5209847, 132.4272953, 117.345], [34.5210308, 132.4273067, 117.083], [34.5210731, 132.4273194, 116.842], [34.5211153, 132.4273322, 116.601], [34.5211575, 132.427345, 116.359], [34.5212, 132.4273575, 116.118], [34.5212422, 132.4273703, 115.877], [34.5212844, 132.4273831, 115.636], [34.5213267, 132.4273958, 115.394]]",0,80
OE,"[34.5213317, 132.4274033, 34.5216572, 132.4275253, 34.5222217, 132.4278231, 34.5226183, 132.4280367, 34.5229694, 132.4282656, 34.5233153, 132.4284944, 34.5236814, 132.4287536, 34.5240631, 132.4290436]",2,7.5,339,1,True,"[[34.5213314, 132.4273997, 115.394], [34.5213789, 132.4274181, 115.132], [34.5214264, 132.4274361, 114.869], [34.5214739, 132.4274544, 114.607], [34.5215214, 132.4274728, 114.362], [34.5215689, 132.4274911, 114.117], [34.5216114, 132.4275075, 113.873], [34.5216539, 132.4275239, 113.629], [34.5217008, 132.4275483, 113.334], [34.5217478, 132.4275728, 113.039], [34.5217903, 132.427595, 112.79], [34.5218328, 132.4276172, 112.54], [34.5218753, 132.4276394, 112.266], [34.5219178, 132.4276617, 111.992], [34.5219606, 132.4276842, 111.733], [34.5220033, 132.4277064, 111.474], [34.5220461, 132.4277289, 111.215], [34.5220889, 132.4277514, 110.956], [34.5221317, 132.4277739, 110.697], [34.5221744, 132.4277961, 110.438], [34.5222172, 132.4278186, 110.179], [34.5222569, 132.4278403, 109.936], [34.5222967, 132.4278617, 109.692], [34.5223361, 132.4278833, 109.449], [34.5223758, 132.4279047, 109.205], [34.5224156, 132.4279264, 108.962], [34.5224553, 132.4279481, 108.718], [34.522495, 132.4279694, 108.475], [34.5225344, 132.4279911, 108.231], [34.5225742, 132.4280125, 107.988], [34.5226139, 132.4280342, 107.744], [34.5226514, 132.4280586, 107.507], [34.5226889, 132.4280831, 107.271], [34.5227267, 132.4281075, 107.034], [34.5227642, 132.4281319, 106.797], [34.5228017, 132.4281564, 106.56], [34.5228425, 132.4281831, 106.292], [34.5228833, 132.4282097, 106.024], [34.5229244, 132.4282364, 105.756], [34.5229653, 132.4282631, 105.488], [34.5230061, 132.4282897, 105.221], [34.5230436, 132.4283142, 104.985], [34.5230808, 132.4283383, 104.749], [34.5231183, 132.4283628, 104.513], [34.5231556, 132.4283872, 104.278], [34.5231931, 132.4284114, 104.042], [34.5232303, 132.4284358, 103.806], [34.5232678, 132.42846, 103.571], [34.523305, 132.4284844, 103.335], [34.5233433, 132.4285114, 103.085], [34.5233819, 132.4285386, 102.834], [34.5234203, 132.4285656, 102.584], [34.5234586, 132.4285928, 102.334], [34.5234969, 132.4286197, 102.084], [34.5235356, 132.4286469, 101.833], [34.5235739, 132.4286739, 101.583], [34.5236072, 132.4286972, 101.37], [34.5236408, 132.4287206, 101.158], [34.5236742, 132.4287439, 100.945], [34.5237075, 132.4287689, 100.723], [34.5237406, 132.4287939, 100.502], [34.5237739, 132.4288189, 100.28], [34.5238133, 132.4288489, 100.028], [34.5238528, 132.4288786, 99.776], [34.5238925, 132.4289086, 99.524], [34.5239319, 132.4289386, 99.272], [34.5239714, 132.4289683, 99.02], [34.5240108, 132.4289983, 98.768], [34.5240503, 132.4290283, 98.506], [34.5240522, 132.4290336, 98.506]]",0,80
OE,"[34.5240631, 132.4290436, 34.5243122, 132.4292267, 34.5247953, 132.4296233]",2,7.5,97,1,True,"[[34.5240631, 132.4290433, 98.506], [34.5241003, 132.4290678, 98.245], [34.52414, 132.4290978, 97.983], [34.5241794, 132.4291275, 97.721], [34.5242189, 132.4291575, 97.459], [34.5242583, 132.4291875, 97.197], [34.5242853, 132.4292081, 97.027], [34.5243119, 132.4292283, 96.857], [34.5243481, 132.4292581, 96.623], [34.5243839, 132.4292878, 96.389], [34.52442, 132.4293178, 96.155], [34.5244558, 132.4293475, 95.921], [34.5244919, 132.4293772, 95.687], [34.5245278, 132.4294069, 95.453], [34.5245661, 132.4294389, 95.235], [34.5246044, 132.4294706, 95.017], [34.5246428, 132.4295025, 94.761], [34.5246811, 132.4295342, 94.534], [34.5247197, 132.4295658, 94.329], [34.5247553, 132.4295953, 94.12], [34.5247906, 132.4296247, 93.911]]",0,80
OE,"[34.5247953, 132.4296233, 34.5248308, 132.4296617, 34.5253394, 132.4301042, 34.5258431, 132.4305389]",2,7.5,143,1,True,"[[34.5247944, 132.4296269, 93.911], [34.5248311, 132.4296611, 93.729], [34.5248633, 132.4296889, 93.549], [34.5248958, 132.4297167, 93.368], [34.5249281, 132.4297442, 93.188], [34.5249603, 132.4297719, 93.007], [34.5249953, 132.4298022, 92.818], [34.5250303, 132.4298325, 92.629], [34.5250653, 132.4298628, 92.44], [34.5251003, 132.4298931, 92.251], [34.5251378, 132.4299256, 92.06], [34.5251753, 132.4299581, 91.87], [34.5252125, 132.4299903, 91.679], [34.52525, 132.4300228, 91.488], [34.5252875, 132.4300553, 91.297], [34.5253283, 132.4300903, 91.099], [34.5253692, 132.4301253, 90.902], [34.5254047, 132.4301561, 90.732], [34.52544, 132.4301867, 90.561], [34.5254756, 132.4302175, 90.391], [34.5255108, 132.4302481, 90.221], [34.5255478, 132.43028, 90.058], [34.5255847, 132.4303119, 89.894], [34.5256219, 132.4303442, 89.731], [34.5256589, 132.4303761, 89.568], [34.5256958, 132.4304081, 89.404], [34.5257328, 132.43044, 89.241], [34.5257672, 132.4304697, 89.101], [34.5258019, 132.4304994, 88.961], [34.5258364, 132.4305292, 88.821]]",0,80
