order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[35.6822389, 139.7879786, 35.6822083, 139.7879328, 35.6819133, 139.78733, 35.6818217, 139.7871775, 35.6817453, 139.7870936, 35.6816386, 139.7870019, 35.6815419, 139.7869561, 35.6814403, 139.7869106, 35.6814047, 139.7869028, 35.6813028, 139.7868875, 35.6811706, 139.7869028, 35.6810536, 139.7869333, 35.6809622, 139.7869714, 35.6808197, 139.7870706, 35.6805908, 139.7872539]",1,4.0,238,1,True,"[[35.6822389, 139.7879797, 20.4], [35.6822103, 139.7879353, 20.414], [35.6821844, 139.7878825, 20.483], [35.6821586, 139.7878297, 20.552], [35.6821328, 139.7877769, 20.62], [35.6821075, 139.787725, 20.768], [35.6820819, 139.7876731, 20.915], [35.6820567, 139.7876211, 21.095], [35.6820311, 139.7875692, 21.308], [35.6820058, 139.7875175, 21.577], [35.6819808, 139.7874664, 21.87], [35.6819592, 139.7874225, 22.166], [35.6819378, 139.7873783, 22.463], [35.6819161, 139.7873344, 22.759], [35.6818931, 139.7872947, 23.066], [35.68187, 139.7872553, 23.373], [35.6818469, 139.7872156, 23.68], [35.6818239, 139.7871758, 23.987], [35.6817872, 139.7871364, 24.351], [35.6817503, 139.7870967, 24.715], [35.6817156, 139.7870681, 25.013], [35.6816806, 139.7870397, 25.311], [35.6816458, 139.7870111, 25.61], [35.68164, 139.7870064, 25.661], [35.6815939, 139.7869836, 26.028], [35.6815478, 139.7869608, 26.394], [35.6815139, 139.7869458, 26.655], [35.6814797, 139.7869311, 26.915], [35.6814458, 139.7869161, 27.175], [35.6814267, 139.7869103, 27.321], [35.6814092, 139.786905, 27.458], [35.6813964, 139.7869039, 27.553], [35.6813519, 139.7868992, 27.843], [35.6813075, 139.7868942, 28.134], [35.6812644, 139.7868978, 28.398], [35.6812211, 139.7869014, 28.662], [35.6811781, 139.786905, 28.925], [35.6811381, 139.7869164, 29.122], [35.6810983, 139.7869275, 29.318], [35.6810583, 139.7869389, 29.514], [35.6810453, 139.7869436, 29.573], [35.6810058, 139.7869581, 29.707], [35.6809661, 139.7869725, 29.841], [35.6809153, 139.7870089, 29.978], [35.6808722, 139.7870403, 30.036], [35.6808289, 139.7870714, 30.093], [35.6807911, 139.7871014, 30.081], [35.6807533, 139.7871317, 30.069], [35.6807156, 139.7871617, 30.058], [35.6806756, 139.7871936, 29.986], [35.6806356, 139.7872256, 29.915], [35.6805956, 139.7872575, 29.844]]",1,40
OE,"[35.6821931, 139.7883219, 35.6820708, 139.7879708, 35.6817303, 139.7872767, 35.6816539, 139.7870858, 35.6816283, 139.7869106, 35.6815725, 139.7866281, 35.6815164, 139.7864144, 35.6813131, 139.7858881, 35.6812825, 139.7857661]",1,4.0,254,1,True,"[[35.6821917, 139.7883214, 11.569], [35.6821753, 139.7882736, 11.63], [35.6821592, 139.7882258, 11.69], [35.6821428, 139.7881781, 11.75], [35.6821264, 139.78813, 11.811], [35.6821103, 139.7880822, 11.871], [35.6820939, 139.7880344, 11.931], [35.6820722, 139.7879706, 12.067], [35.6820492, 139.7879244, 12.25], [35.6820261, 139.7878781, 12.434], [35.6820028, 139.7878306, 12.689], [35.6819792, 139.7877822, 13.008], [35.6819556, 139.7877342, 13.338], [35.6819319, 139.7876864, 13.669], [35.6819083, 139.7876383, 13.999], [35.6818847, 139.78759, 14.339], [35.6818608, 139.7875417, 14.679], [35.6818372, 139.7874936, 15.005], [35.6818136, 139.7874453, 15.332], [35.6817903, 139.7873975, 15.669], [35.6817667, 139.7873497, 16.007], [35.6817497, 139.7873153, 16.228], [35.6817328, 139.7872806, 16.45], [35.6817181, 139.7872417, 16.668], [35.6817031, 139.7872028, 16.886], [35.6816811, 139.7871453, 17.143], [35.6816592, 139.7870878, 17.401], [35.6816531, 139.7870508, 17.527], [35.6816469, 139.7870136, 17.653], [35.6816392, 139.7869669, 17.787], [35.6816311, 139.78692, 17.921], [35.6816225, 139.7868739, 18.048], [35.6816139, 139.7868278, 18.176], [35.6816053, 139.7867817, 18.303], [35.6815967, 139.7867356, 18.43], [35.6815867, 139.7866828, 18.581], [35.6815767, 139.7866297, 18.732], [35.6815661, 139.7865919, 18.844], [35.6815553, 139.7865542, 18.956], [35.6815414, 139.7865036, 19.059], [35.6815272, 139.7864528, 19.162], [35.6815186, 139.7864222, 19.197], [35.6815022, 139.7863794, 19.215], [35.6814861, 139.7863367, 19.233], [35.6814697, 139.7862939, 19.251], [35.68145, 139.7862425, 19.234], [35.6814303, 139.7861908, 19.216], [35.6814106, 139.7861394, 19.199], [35.6813914, 139.7860892, 19.209], [35.6813722, 139.7860392, 19.219], [35.6813528, 139.7859889, 19.229], [35.6813336, 139.7859386, 19.239], [35.6813164, 139.7858931, 19.26], [35.6813103, 139.7858628, 19.276], [35.6813006, 139.7858156, 19.3], [35.6812906, 139.7857683, 19.325]]",1,40
OE,"[35.6815522, 139.7871622, 35.6813689, 139.7868114, 35.6813131, 139.7866739]",2,7.5,51,1,True,"[[35.68155, 139.7871583, 11.59], [35.6815231, 139.7871053, 11.543], [35.6814964, 139.7870519, 11.496], [35.6814694, 139.7869989, 11.449], [35.6814464, 139.7869528, 11.426], [35.6814233, 139.7869067, 11.403], [35.6813986, 139.7868575, 11.363], [35.6813736, 139.7868081, 11.322], [35.6813525, 139.7867636, 11.287], [35.6813311, 139.7867192, 11.252], [35.6813125, 139.78668, 11.234]]",1,40
OE,"[35.6805908, 139.7872539, 35.6803875, 139.7874217, 35.6801636, 139.7876047, 35.6800364, 139.7877117, 35.6798331, 139.7878411]",1,4.0,99,1,True,"[[35.6805881, 139.787255, 29.844], [35.6805606, 139.7872778, 29.771], [35.6805331, 139.7873006, 29.699], [35.6804886, 139.7873369, 29.585], [35.6804439, 139.7873731, 29.472], [35.6804158, 139.7873961, 29.384], [35.6803878, 139.7874192, 29.296], [35.6803556, 139.7874456, 29.21], [35.6803231, 139.7874719, 29.124], [35.6802856, 139.7875028, 29.007], [35.6802478, 139.7875339, 28.89], [35.6802103, 139.7875647, 28.773], [35.6801681, 139.7875994, 28.657], [35.6801253, 139.7876336, 28.526], [35.6800825, 139.7876678, 28.396], [35.6800397, 139.7877019, 28.266], [35.6800058, 139.787725, 28.172], [35.6799719, 139.7877478, 28.078], [35.6799303, 139.7877761, 27.932], [35.6798886, 139.7878044, 27.766], [35.6798367, 139.7878397, 27.53]]",1,40
OE,"[35.6798331, 139.7878411, 35.6795633, 139.7880625, 35.6794311, 139.7881769, 35.6793192, 139.7883219, 35.6792175, 139.7885125, 35.6790597, 139.7888178, 35.6787903, 139.7894969, 35.6785258, 139.7901758]",2,7.5,261,1,True,"[[35.6798347, 139.7878419, 27.53], [35.6797986, 139.7878708, 27.325], [35.6797628, 139.7878997, 27.119], [35.6797267, 139.7879286, 26.914], [35.6796886, 139.7879592, 26.666], [35.6796503, 139.7879897, 26.418], [35.6796192, 139.7880144, 26.202], [35.6795881, 139.7880392, 25.985], [35.6795636, 139.7880589, 25.781], [35.6795314, 139.7880872, 25.514], [35.6794989, 139.7881153, 25.246], [35.6794667, 139.7881436, 24.978], [35.6794342, 139.7881717, 24.711], [35.6794067, 139.7882086, 24.416], [35.6793789, 139.7882453, 24.121], [35.6793514, 139.7882819, 23.846], [35.6793239, 139.7883186, 23.571], [35.6792986, 139.7883667, 23.243], [35.6792733, 139.7884147, 22.915], [35.6792481, 139.7884628, 22.587], [35.6792228, 139.7885108, 22.26], [35.6792058, 139.7885442, 22.044], [35.6791886, 139.7885775, 21.829], [35.6791642, 139.7886253, 21.507], [35.67914, 139.7886731, 21.185], [35.6791156, 139.7887208, 20.862], [35.6790914, 139.7887686, 20.54], [35.6790669, 139.7888164, 20.218], [35.6790469, 139.7888667, 19.915], [35.6790272, 139.7889167, 19.611], [35.6790072, 139.7889669, 19.308], [35.6789869, 139.7890181, 19.034], [35.6789667, 139.7890697, 18.796], [35.6789464, 139.7891214, 18.604], [35.6789258, 139.7891731, 18.411], [35.6789053, 139.7892247, 18.261], [35.678885, 139.7892764, 18.133], [35.6788647, 139.7893281, 18.029], [35.6788444, 139.7893794, 17.962], [35.6788239, 139.7894308, 17.895], [35.6788036, 139.7894825, 17.863], [35.6787831, 139.7895344, 17.843], [35.6787628, 139.7895861, 17.823], [35.6787422, 139.7896381, 17.803], [35.6787217, 139.7896897, 17.783], [35.6787014, 139.7897411, 17.755], [35.6786811, 139.7897925, 17.727], [35.6786608, 139.7898436, 17.699], [35.6786406, 139.789895, 17.671], [35.6786228, 139.7899406, 17.651], [35.678605, 139.7899858, 17.631], [35.6785872, 139.7900314, 17.611], [35.6785692, 139.7900769, 17.591], [35.6785514, 139.7901222, 17.571], [35.6785336, 139.7901678, 17.551]]",1,60
OE,"[35.681135, 139.7866053, 35.6811097, 139.7866511, 35.6810536, 139.7867425, 35.6809672, 139.7868647, 35.6808858, 139.7869561, 35.6808044, 139.787025, 35.6803161, 139.7874369, 35.6798331, 139.7878411]",1,4.0,183,1,True,"[[35.6811356, 139.7866053, 30.878], [35.6811094, 139.7866489, 30.894], [35.6810794, 139.7866983, 30.948], [35.6810503, 139.7867458, 31.0], [35.6810161, 139.7867969, 31.027], [35.6809867, 139.7868408, 31.052], [35.6809814, 139.7868492, 31.058], [35.68097, 139.7868658, 31.042], [35.6809425, 139.7868961, 31.01], [35.6809147, 139.7869261, 30.978], [35.6808872, 139.7869564, 30.945], [35.6808467, 139.7869914, 30.87], [35.6808058, 139.7870264, 30.794], [35.6807639, 139.7870614, 30.686], [35.6807219, 139.7870961, 30.577], [35.6806839, 139.7871281, 30.438], [35.6806458, 139.7871603, 30.299], [35.6806078, 139.7871922, 30.16], [35.6805761, 139.7872189, 30.052], [35.6805442, 139.7872456, 29.945], [35.6805125, 139.7872722, 29.837], [35.6804839, 139.7872961, 29.741], [35.6804553, 139.7873197, 29.646], [35.6804164, 139.7873525, 29.524], [35.6803775, 139.7873853, 29.402], [35.6803386, 139.7874178, 29.28], [35.6802997, 139.7874506, 29.158], [35.6802608, 139.7874833, 29.036], [35.6802219, 139.7875161, 28.914], [35.6801831, 139.7875486, 28.792], [35.6801442, 139.7875814, 28.67], [35.6801064, 139.7876133, 28.545], [35.6800683, 139.7876453, 28.421], [35.6800306, 139.7876772, 28.296], [35.6799925, 139.7877092, 28.171], [35.6799542, 139.7877414, 28.04], [35.6799161, 139.7877733, 27.87], [35.6798783, 139.7878056, 27.7], [35.6798403, 139.7878375, 27.53]]",1,40
OE,"[35.6815522, 139.7871622, 35.68143, 139.7869944, 35.6813792, 139.7869333, 35.6813131, 139.7869258, 35.6811808, 139.7869258, 35.6810536, 139.7869561, 35.6809417, 139.7870172, 35.6806011, 139.7872767, 35.68024, 139.7875589, 35.6798839, 139.7878411, 35.6796194, 139.78807, 35.6794514, 139.7882303, 35.6793497, 139.7883753, 35.6792378, 139.7885736, 35.6789225, 139.7893214, 35.6787497, 139.7897561, 35.6786631, 139.7899317, 35.6785258, 139.7901758]",1,4.0,481,1,True,"[[35.68155, 139.7871583, 11.59], [35.6815203, 139.7871158, 11.551], [35.6814903, 139.7870733, 11.513], [35.6814606, 139.7870308, 11.475], [35.6814336, 139.7869925, 11.423], [35.6814075, 139.7869661, 11.382], [35.6813814, 139.7869394, 11.342], [35.6813472, 139.7869319, 11.309], [35.6813128, 139.7869244, 11.275], [35.6812697, 139.7869244, 11.265], [35.6812264, 139.7869244, 11.255], [35.6811833, 139.7869244, 11.246], [35.6811403, 139.7869358, 11.286], [35.6810972, 139.7869472, 11.326], [35.6810514, 139.7869597, 11.369], [35.6810156, 139.7869781, 11.388], [35.6809794, 139.7869967, 11.407], [35.6809436, 139.787015, 11.427], [35.6809097, 139.7870406, 11.431], [35.6808756, 139.7870661, 11.435], [35.6808369, 139.7870956, 11.424], [35.6807981, 139.7871253, 11.412], [35.6807594, 139.7871547, 11.401], [35.6807206, 139.7871847, 11.374], [35.6806814, 139.7872144, 11.347], [35.6806419, 139.7872447, 11.298], [35.6806022, 139.787275, 11.25], [35.6805769, 139.7872956, 11.22], [35.6805514, 139.7873158, 11.189], [35.680515, 139.7873447, 11.145], [35.6804789, 139.7873739, 11.101], [35.6804425, 139.7874028, 11.057], [35.6804061, 139.7874319, 11.008], [35.6803697, 139.7874608, 10.959], [35.6803331, 139.78749, 10.911], [35.6802967, 139.7875189, 10.862], [35.6802575, 139.7875503, 10.851], [35.6802183, 139.7875814, 10.88], [35.6801794, 139.7876125, 10.943], [35.6801408, 139.7876433, 11.04], [35.6801025, 139.7876742, 11.179], [35.6800644, 139.7877044, 11.354], [35.6800267, 139.7877347, 11.558], [35.6799889, 139.7877647, 11.806], [35.6799569, 139.78779, 12.06], [35.679925, 139.7878156, 12.313], [35.6798931, 139.7878408, 12.566], [35.6798514, 139.7878758, 12.908], [35.67981, 139.7879108, 13.25], [35.6797683, 139.7879458, 13.592], [35.6797256, 139.7879819, 13.949], [35.6796825, 139.7880181, 14.305], [35.6796539, 139.7880422, 14.552], [35.6796253, 139.7880661, 14.798], [35.6795961, 139.7880939, 15.042], [35.6795669, 139.7881214, 15.287], [35.6795317, 139.7881553, 15.599], [35.6794964, 139.7881892, 15.935], [35.6794594, 139.7882247, 16.251], [35.6794342, 139.7882614, 16.502], [35.6794092, 139.7882983, 16.754], [35.6793839, 139.788335, 17.006], [35.6793586, 139.7883717, 17.257], [35.6793361, 139.7884119, 17.46], [35.6793136, 139.7884522, 17.662], [35.6792875, 139.7884997, 17.849], [35.6792692, 139.7885336, 17.946], [35.6792506, 139.7885672, 18.043], [35.6792333, 139.7886075, 18.117], [35.6792161, 139.7886475, 18.19], [35.6791947, 139.7886972, 18.238], [35.6791731, 139.7887475, 18.255], [35.6791514, 139.7887975, 18.232], [35.67913, 139.7888478, 18.209], [35.6791083, 139.7888978, 18.186], [35.6790869, 139.7889481, 18.163], [35.6790653, 139.7889981, 18.141], [35.6790461, 139.7890433, 18.115], [35.6790267, 139.7890883, 18.089], [35.6790075, 139.7891336, 18.063], [35.6789883, 139.7891786, 18.037], [35.6789692, 139.7892239, 18.011], [35.6789497, 139.7892689, 17.985], [35.6789306, 139.7893142, 17.959], [35.6789117, 139.7893619, 17.94], [35.6788925, 139.7894097, 17.921], [35.6788736, 139.7894575, 17.902], [35.6788544, 139.7895053, 17.883], [35.6788342, 139.7895564, 17.847], [35.6788139, 139.7896075, 17.811], [35.6787958, 139.7896533, 17.793], [35.6787781, 139.7896989, 17.774], [35.67876, 139.7897447, 17.756], [35.6787381, 139.7897889, 17.732], [35.6787164, 139.7898331, 17.708], [35.6786944, 139.7898769, 17.684], [35.6786725, 139.7899211, 17.66], [35.6786458, 139.7899697, 17.638], [35.6786194, 139.7900183, 17.617], [35.6785928, 139.7900672, 17.595], [35.6785664, 139.7901158, 17.573], [35.6785397, 139.7901644, 17.551]]",1,40
OE,"[35.6785258, 139.7901758, 35.6784697, 139.7903131, 35.6781708, 139.7910994, 35.6778708, 139.7918778, 35.6776419, 139.7924575, 35.6774131, 139.7930297, 35.6771383, 139.7936936, 35.6770061, 139.7939833, 35.6768789, 139.7942506, 35.6767569, 139.7944336, 35.6766297, 139.7945939, 35.6765331, 139.7947006, 35.6763703, 139.7948456, 35.6761922, 139.7949447, 35.676055, 139.7950364, 35.6754447, 139.7952422, 35.6750175, 139.7953644, 35.6748039, 139.7954331, 35.6746564, 139.7955169, 35.6745089, 139.7956161, 35.6743408, 139.7957686, 35.6741628, 139.7959594, 35.6740153, 139.7961425, 35.6739544, 139.7962647, 35.6738883, 139.7964097, 35.6737767, 139.7967675, 35.6735936, 139.7974925, 35.6734156, 139.7982172]",2,7.5,981,1,True,"[[35.6785267, 139.7901761, 17.551], [35.6785111, 139.7902142, 17.544], [35.6784917, 139.7902617, 17.535], [35.6784722, 139.7903089, 17.525], [35.6784517, 139.7903625, 17.5], [35.6784308, 139.7904158, 17.475], [35.6784103, 139.7904694, 17.45], [35.6783897, 139.7905228, 17.399], [35.6783692, 139.7905758, 17.402], [35.6783486, 139.7906294, 17.375], [35.6783283, 139.7906828, 17.348], [35.6783078, 139.7907364, 17.321], [35.6782872, 139.7907897, 17.294], [35.6782667, 139.7908431, 17.279], [35.6782461, 139.7908967, 17.264], [35.6782267, 139.7909506, 17.249], [35.6782064, 139.7910033, 17.22], [35.6781858, 139.7910564, 17.192], [35.6781656, 139.7911092, 17.163], [35.678145, 139.7911625, 17.112], [35.6781244, 139.7912161, 17.081], [35.6781039, 139.7912694, 17.05], [35.6780839, 139.7913217, 16.991], [35.6780639, 139.7913736, 16.931], [35.6780436, 139.7914258, 16.871], [35.6780236, 139.7914778, 16.811], [35.6780044, 139.7915281, 16.731], [35.6779836, 139.7915819, 16.698], [35.677965, 139.7916306, 16.616], [35.6779461, 139.7916794, 16.535], [35.6779275, 139.7917281, 16.454], [35.6779089, 139.7917767, 16.372], [35.67789, 139.7918256, 16.291], [35.6778714, 139.7918742, 16.21], [35.6778528, 139.7919214, 16.12], [35.6778339, 139.7919686, 16.03], [35.6778153, 139.7920158, 15.941], [35.6777964, 139.7920631, 15.851], [35.6777778, 139.7921103, 15.762], [35.6777589, 139.7921575, 15.672], [35.6777358, 139.7922161, 15.553], [35.6777128, 139.7922747, 15.434], [35.6776931, 139.7923244, 15.336], [35.6776733, 139.7923744, 15.239], [35.6776536, 139.7924242, 15.141], [35.6776339, 139.7924742, 15.044], [35.6776142, 139.7925239, 14.947], [35.6775953, 139.7925717, 14.85], [35.6775761, 139.7926197, 14.753], [35.6775572, 139.7926675, 14.656], [35.6775383, 139.7927153, 14.559], [35.6775194, 139.7927631, 14.462], [35.6775003, 139.7928111, 14.365], [35.6774814, 139.7928589, 14.268], [35.6774614, 139.7929094, 14.184], [35.6774414, 139.79296, 14.1], [35.6774178, 139.7930206, 13.983], [35.6773989, 139.7930667, 13.895], [35.6773797, 139.7931131, 13.807], [35.6773608, 139.7931592, 13.719], [35.6773417, 139.7932053, 13.631], [35.6773228, 139.7932514, 13.543], [35.6773036, 139.7932978, 13.455], [35.6772847, 139.7933439, 13.367], [35.6772647, 139.7933925, 13.297], [35.6772444, 139.7934414, 13.227], [35.6772244, 139.79349, 13.156], [35.6772044, 139.7935386, 13.086], [35.6771844, 139.7935872, 13.015], [35.6771642, 139.7936361, 12.945], [35.6771442, 139.7936847, 12.874], [35.6771231, 139.7937317, 12.802], [35.6771019, 139.7937783, 12.73], [35.6770811, 139.7938253, 12.658], [35.67706, 139.7938722, 12.586], [35.6770389, 139.7939189, 12.514], [35.6770178, 139.7939658, 12.443], [35.6769956, 139.7940117, 12.375], [35.6769736, 139.7940578, 12.308], [35.6769514, 139.7941036, 12.24], [35.6769292, 139.7941494, 12.173], [35.6769072, 139.7941956, 12.106], [35.676885, 139.7942414, 12.038], [35.6768539, 139.7942886, 11.96], [35.6768225, 139.7943356, 11.883], [35.6767914, 139.7943828, 11.805], [35.6767667, 139.7944203, 11.756], [35.6767253, 139.7944697, 11.683], [35.6766953, 139.7945058, 11.647], [35.676665, 139.7945419, 11.611], [35.676635, 139.7945781, 11.576], [35.6766033, 139.7946125, 11.547], [35.6765717, 139.7946469, 11.519], [35.67654, 139.7946814, 11.49], [35.6764997, 139.7947167, 11.469], [35.6764592, 139.7947519, 11.448], [35.6764189, 139.7947872, 11.426], [35.6763783, 139.7948225, 11.405], [35.6763353, 139.7948506, 11.402], [35.6762922, 139.7948783, 11.399], [35.6762489, 139.7949064, 11.396], [35.6762058, 139.7949342, 11.393], [35.6761703, 139.7949542, 11.396], [35.6761347, 139.7949742, 11.399], [35.6760989, 139.7949939, 11.402], [35.6760633, 139.7950139, 11.405], [35.6760203, 139.7950286, 11.414], [35.6759772, 139.7950431, 11.423], [35.6759342, 139.7950578, 11.432], [35.6758911, 139.7950725, 11.441], [35.6758478, 139.7950869, 11.45], [35.6758047, 139.7951017, 11.459], [35.6757617, 139.7951161, 11.468], [35.6757186, 139.7951308, 11.477], [35.6756736, 139.7951461, 11.484], [35.6756286, 139.7951614, 11.491], [35.6755836, 139.7951767, 11.498], [35.6755386, 139.7951919, 11.505], [35.6754961, 139.7952067, 11.537], [35.6754533, 139.7952211, 11.568], [35.6754111, 139.7952333, 11.608], [35.6753686, 139.7952456, 11.648], [35.6753264, 139.7952575, 11.688], [35.6752839, 139.7952697, 11.728], [35.6752417, 139.7952819, 11.768], [35.6751994, 139.7952942, 11.808], [35.6751569, 139.7953064, 11.848], [35.6751147, 139.7953183, 11.888], [35.6750722, 139.7953306, 11.928], [35.67503, 139.7953428, 11.969], [35.6749858, 139.7953567, 12.017], [35.6749433, 139.7953703, 12.064], [35.6749008, 139.7953836, 12.111], [35.6748583, 139.7953972, 12.157], [35.6748158, 139.7954106, 12.204], [35.6747789, 139.7954303, 12.244], [35.6747422, 139.7954503, 12.285], [35.6747053, 139.79547, 12.326], [35.6746683, 139.7954897, 12.366], [35.6746317, 139.795515, 12.398], [35.6745947, 139.7955406, 12.43], [35.6745581, 139.7955658, 12.461], [35.6745211, 139.7955911, 12.493], [35.674495, 139.7956142, 12.521], [35.6744689, 139.7956372, 12.55], [35.6744311, 139.7956711, 12.572], [35.6743933, 139.7957047, 12.594], [35.6743556, 139.7957386, 12.617], [35.6743217, 139.7957756, 12.631], [35.6742878, 139.7958125, 12.644], [35.6742536, 139.7958497, 12.658], [35.6742197, 139.7958867, 12.672], [35.6741858, 139.7959236, 12.685], [35.6741797, 139.7959306, 12.687], [35.6741503, 139.7959667, 12.679], [35.6741208, 139.7960028, 12.67], [35.6740911, 139.7960389, 12.662], [35.6740617, 139.796075, 12.653], [35.6740322, 139.7961111, 12.645], [35.6740106, 139.7961528, 12.623], [35.6739892, 139.7961942, 12.602], [35.6739675, 139.7962358, 12.581], [35.6739458, 139.7962847, 12.545], [35.6739244, 139.7963339, 12.51], [35.6739028, 139.7963828, 12.475], [35.6738856, 139.7964378, 12.442], [35.6738683, 139.7964931, 12.41], [35.6738508, 139.7965481, 12.378], [35.6738336, 139.7966033, 12.346], [35.6738164, 139.7966583, 12.314], [35.6738047, 139.7966964, 12.304], [35.6737931, 139.7967344, 12.295], [35.6737811, 139.7967836, 12.267], [35.6737692, 139.7968333, 12.238], [35.6737569, 139.7968831, 12.21], [35.6737431, 139.7969394, 12.161], [35.6737294, 139.7969958, 12.113], [35.6737156, 139.7970522, 12.065], [35.6737019, 139.7971075, 12.05], [35.6736886, 139.7971631, 12.036], [35.673675, 139.7972183, 12.022], [35.6736619, 139.7972714, 11.994], [35.6736492, 139.7973247, 11.967], [35.6736361, 139.7973778, 11.939], [35.6736231, 139.7974308, 11.912], [35.67361, 139.7974842, 11.866], [35.6735969, 139.7975378, 11.882], [35.6735839, 139.7975919, 11.841], [35.6735706, 139.7976464, 11.823], [35.6735572, 139.7977008, 11.805], [35.6735439, 139.7977553, 11.787], [35.6735306, 139.7978103, 11.74], [35.6735169, 139.797865, 11.693], [35.6735036, 139.79792, 11.645], [35.6734903, 139.7979756, 11.646], [35.6734778, 139.7980269, 11.622], [35.6734653, 139.7980783, 11.599], [35.6734528, 139.7981294, 11.576], [35.6734403, 139.7981808, 11.552]]",1,60
OE,"[35.6734156, 139.7982172, 35.6733086, 139.7987514, 35.6732019, 139.7992778, 35.6730797, 139.7999492, 35.6729983, 139.8004525, 35.6729169, 139.8009486]",2,7.5,253,1,True,"[[35.6734169, 139.7982142, 11.552], [35.6734053, 139.7982725, 11.522], [35.6733936, 139.7983308, 11.492], [35.6733822, 139.7983886, 11.482], [35.6733708, 139.7984464, 11.473], [35.6733611, 139.7984939, 11.456], [35.6733514, 139.7985414, 11.44], [35.6733419, 139.7985892, 11.423], [35.6733322, 139.7986367, 11.407], [35.6733225, 139.7986842, 11.39], [35.6733106, 139.798745, 11.388], [35.6732992, 139.7988022, 11.389], [35.6732878, 139.7988597, 11.389], [35.6732764, 139.7989169, 11.39], [35.6732661, 139.7989678, 11.412], [35.6732558, 139.7990186, 11.434], [35.6732456, 139.7990694, 11.456], [35.6732356, 139.79912, 11.478], [35.6732253, 139.7991708, 11.5], [35.673215, 139.7992217, 11.522], [35.6732044, 139.7992747, 11.546], [35.6731944, 139.7993303, 11.585], [35.6731844, 139.7993861, 11.624], [35.6731747, 139.7994417, 11.663], [35.6731647, 139.7994972, 11.702], [35.6731547, 139.7995528, 11.741], [35.6731447, 139.7996086, 11.78], [35.6731347, 139.7996642, 11.819], [35.6731247, 139.7997197, 11.858], [35.673115, 139.7997753, 11.897], [35.673105, 139.7998311, 11.936], [35.673095, 139.7998867, 11.975], [35.673085, 139.7999422, 12.014], [35.6730753, 139.8, 12.053], [35.6730656, 139.8000578, 12.093], [35.6730558, 139.8001156, 12.132], [35.6730461, 139.8001733, 12.171], [35.6730367, 139.8002292, 12.197], [35.6730275, 139.8002853, 12.223], [35.6730181, 139.8003411, 12.249], [35.6730092, 139.8003958, 12.317], [35.673, 139.8004503, 12.385], [35.6729908, 139.800505, 12.415], [35.6729817, 139.8005597, 12.445], [35.6729728, 139.8006147, 12.475], [35.6729636, 139.8006694, 12.504], [35.6729544, 139.8007242, 12.534], [35.6729453, 139.8007789, 12.564], [35.6729364, 139.8008331, 12.623], [35.6729272, 139.8008869, 12.682], [35.6729183, 139.8009411, 12.74]]",1,60
OE,"[35.6743308, 139.7955856, 35.6739797, 139.7960586, 35.6738678, 139.7962569, 35.6738222, 139.7963792, 35.6737661, 139.7965469, 35.6735428, 139.7975, 35.6734156, 139.7982172]",1,4.0,264,1,True,"[[35.6743297, 139.7955822, 12.515], [35.6742983, 139.7956253, 12.511], [35.6742669, 139.7956681, 12.507], [35.674235, 139.7957117, 12.535], [35.6742042, 139.7957539, 12.537], [35.6741733, 139.7957961, 12.539], [35.6741428, 139.7958381, 12.54], [35.6741119, 139.7958803, 12.542], [35.6740811, 139.7959225, 12.543], [35.6740475, 139.7959683, 12.544], [35.6740142, 139.7960142, 12.544], [35.6739806, 139.79606, 12.544], [35.6739531, 139.7961081, 12.523], [35.6739253, 139.7961561, 12.502], [35.6738978, 139.7962042, 12.481], [35.67387, 139.7962522, 12.46], [35.6738547, 139.7962939, 12.442], [35.6738394, 139.7963353, 12.423], [35.6738242, 139.7963769, 12.405], [35.6738058, 139.7964336, 12.378], [35.6737875, 139.7964906, 12.35], [35.6737692, 139.7965472, 12.322], [35.6737564, 139.7966036, 12.306], [35.6737436, 139.79666, 12.289], [35.6737308, 139.7967161, 12.273], [35.6737183, 139.7967719, 12.257], [35.6737058, 139.7968278, 12.227], [35.6736931, 139.7968833, 12.197], [35.6736806, 139.7969392, 12.167], [35.6736678, 139.7969947, 12.137], [35.6736553, 139.7970506, 12.108], [35.6736431, 139.7971047, 12.102], [35.6736306, 139.7971592, 12.095], [35.6736183, 139.7972133, 12.089], [35.6736053, 139.7972706, 12.055], [35.6735925, 139.7973278, 12.021], [35.6735794, 139.7973853, 11.988], [35.6735667, 139.7974425, 11.954], [35.6735536, 139.7974997, 11.92], [35.673545, 139.7975472, 11.908], [35.6735361, 139.7975944, 11.897], [35.6735258, 139.7976508, 11.872], [35.6735156, 139.7977075, 11.847], [35.6735053, 139.7977639, 11.822], [35.673495, 139.79782, 11.764], [35.6734847, 139.7978767, 11.723], [35.6734744, 139.7979331, 11.682], [35.6734644, 139.7979883, 11.661], [35.6734542, 139.7980433, 11.64], [35.6734442, 139.7980986, 11.618], [35.6734342, 139.7981547, 11.585], [35.6734239, 139.7982106, 11.552]]",1,40
