order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[34.4046156, 132.5096156, 34.4047069, 132.5097833, 34.4047986, 132.5099206, 34.4049006, 132.5100794, 34.4050125, 132.5102472, 34.4051244, 132.5104, 34.4052719, 132.5106136, 34.4053633, 132.5107583, 34.4054294, 132.51085, 34.4056431, 132.5111553, 34.4058467, 132.511445]",2,7.5,216,1,True,"[[34.4046144, 132.5096086, 24.018], [34.4046375, 132.5096531, 24.239], [34.4046606, 132.5096975, 24.46], [34.4046836, 132.5097417, 24.681], [34.4047067, 132.5097861, 24.902], [34.4047361, 132.5098311, 25.137], [34.4047653, 132.5098764, 25.372], [34.4047947, 132.5099214, 25.606], [34.4048206, 132.5099611, 25.81], [34.4048467, 132.5099994, 26.014], [34.4048725, 132.5100392, 26.218], [34.4048983, 132.5100789, 26.422], [34.4049181, 132.5101086, 26.583], [34.4049378, 132.5101383, 26.745], [34.4049664, 132.5101814, 27.068], [34.4049872, 132.5102128, 27.257], [34.4050133, 132.5102517, 27.494], [34.4050392, 132.5102872, 27.717], [34.405065, 132.5103225, 27.941], [34.4050906, 132.5103581, 28.164], [34.4051164, 132.5103933, 28.388], [34.4051281, 132.5104106, 28.493], [34.4051514, 132.5104453, 28.714], [34.405175, 132.51048, 28.934], [34.4051983, 132.5105147, 29.154], [34.4052317, 132.5105636, 29.443], [34.405265, 132.5106125, 29.731], [34.4052908, 132.5106503, 29.977], [34.4053164, 132.5106881, 30.224], [34.4053436, 132.5107278, 30.479], [34.4053708, 132.5107675, 30.734], [34.4053978, 132.5108069, 30.99], [34.405425, 132.5108467, 31.245], [34.4054472, 132.5108786, 31.445], [34.4054692, 132.5109103, 31.644], [34.4054997, 132.5109542, 31.959], [34.4055303, 132.5109983, 32.24], [34.4055608, 132.5110422, 32.521], [34.4055853, 132.5110775, 32.733], [34.4056094, 132.5111125, 32.946], [34.4056339, 132.5111478, 33.158], [34.4056625, 132.5111864, 33.408], [34.4056908, 132.511225, 33.657], [34.4057194, 132.5112636, 33.906], [34.4057478, 132.5113022, 34.156], [34.4057792, 132.5113447, 34.425], [34.4058106, 132.5113869, 34.695], [34.4058419, 132.5114294, 34.964]]",1,60
OE,"[34.4058467, 132.511445, 34.4058925, 132.5114986, 34.4061517, 132.5118419, 34.4062789, 132.5120097, 34.4065383, 132.5123606, 34.4068283, 132.5127269, 34.4070217, 132.5129558]",2,7.5,190,1,True,"[[34.4058486, 132.5114358, 34.964], [34.4058711, 132.5114669, 35.158], [34.4058936, 132.5114981, 35.352], [34.4059225, 132.5115364, 35.597], [34.4059511, 132.5115747, 35.842], [34.40598, 132.5116128, 36.087], [34.4060086, 132.5116511, 36.332], [34.4060375, 132.5116894, 36.578], [34.4060661, 132.5117278, 36.823], [34.406095, 132.5117658, 37.068], [34.4061236, 132.5118042, 37.313], [34.4061525, 132.5118425, 37.559], [34.4061833, 132.5118833, 37.818], [34.4062142, 132.5119242, 38.077], [34.4062447, 132.5119647, 38.337], [34.4062756, 132.5120056, 38.596], [34.4063072, 132.5120481, 38.874], [34.4063386, 132.5120906, 39.151], [34.4063669, 132.5121286, 39.397], [34.4063953, 132.5121667, 39.642], [34.4064236, 132.5122047, 39.888], [34.4064522, 132.5122428, 40.134], [34.4064806, 132.5122808, 40.38], [34.4065089, 132.5123189, 40.626], [34.4065372, 132.5123569, 40.871], [34.40657, 132.5123992, 41.128], [34.4066028, 132.5124414, 41.385], [34.4066356, 132.5124833, 41.656], [34.4066681, 132.512525, 41.927], [34.4067003, 132.5125664, 42.173], [34.4067347, 132.5126106, 42.467], [34.4067633, 132.5126472, 42.697], [34.4067919, 132.5126842, 42.926], [34.4068206, 132.5127208, 43.156], [34.4068503, 132.5127553, 43.395], [34.4068797, 132.5127894, 43.633], [34.4069094, 132.5128239, 43.871], [34.406945, 132.512865, 44.188], [34.4069803, 132.5129061, 44.504], [34.4070158, 132.5129472, 44.821]]",1,60
OE,"[34.4083894, 132.4974772, 34.4083642, 132.4979119, 34.4083336, 132.498385, 34.4083081, 132.4989114, 34.4082828, 132.4994456, 34.4082522, 132.4997353, 34.4082167, 132.5000025, 34.4081506, 132.5003533, 34.4080589, 132.5006814, 34.4079469, 132.5010325, 34.4077689, 132.5015817, 34.4075961, 132.5021233, 34.4074231, 132.5026575, 34.4072503, 132.5031839, 34.4070569, 132.5037408, 34.4069908, 132.5039011, 34.4068992, 132.5040689, 34.4067872, 132.5042597, 34.4066603, 132.504435, 34.4065381, 132.50458, 34.4063803, 132.5047403, 34.4062533, 132.5048547, 34.4061311, 132.5049464, 34.4059736, 132.5050456, 34.4054292, 132.5053964, 34.4052919, 132.5055033, 34.4051342, 132.5056328, 34.4050122, 132.5057472, 34.40489, 132.5058847, 34.4048086, 132.5059914, 34.404585, 132.5063194, 34.4044628, 132.5065714, 34.4043611, 132.5067925, 34.4042594, 132.5071131, 34.4041983, 132.5073647, 34.4041578, 132.5076167, 34.4041425, 132.5079903, 34.4041425, 132.5082728, 34.4041678, 132.5085092, 34.4042136, 132.5087839, 34.4043103, 132.5091042, 34.4044119, 132.5093714, 34.4045594, 132.5096842, 34.4047069, 132.5099206, 34.4049006, 132.5101939, 34.4051703, 132.5105678, 34.4057042, 132.5112925, 34.4058467, 132.511445]",1,2.0,1514,1,True,"[[34.4083903, 132.4974772, 18.416], [34.4083592, 132.4979083, 17.948], [34.4083342, 132.4983869, 17.3], [34.4083211, 132.4986694, 16.826], [34.4083097, 132.4989131, 16.359], [34.408305, 132.4989956, 16.191], [34.4082928, 132.4992044, 15.757], [34.4082786, 132.4994458, 15.257], [34.408255, 132.4997356, 14.684], [34.4082206, 132.4999953, 14.214], [34.4081833, 132.5001928, 13.882], [34.4081533, 132.5003528, 13.633], [34.4080631, 132.5006822, 13.163], [34.4079853, 132.5009211, 12.873], [34.4079508, 132.5010267, 12.762], [34.4075983, 132.5021192, 12.41], [34.4073872, 132.5027681, 12.789], [34.4073628, 132.5028439, 12.841], [34.4073239, 132.5029636, 12.925], [34.4072528, 132.5031828, 13.08], [34.4070606, 132.5037339, 13.462], [34.4069931, 132.5038919, 13.57], [34.4069036, 132.5040661, 13.694], [34.4067931, 132.5042564, 13.845], [34.4066664, 132.5044286, 14.007], [34.4065428, 132.5045808, 14.169], [34.4063878, 132.5047328, 14.366], [34.4062564, 132.5048469, 14.524], [34.4061378, 132.5049331, 14.651], [34.4059775, 132.5050453, 14.811], [34.4059542, 132.5050603, 14.833], [34.4054358, 132.5053936, 15.223], [34.4053803, 132.5054342, 15.256], [34.4052967, 132.5054956, 15.306], [34.4051381, 132.5056256, 15.405], [34.4050197, 132.5057436, 15.496], [34.4048981, 132.5058758, 15.627], [34.4048358, 132.5059578, 15.72], [34.4048175, 132.5059819, 15.75], [34.4047, 132.5061553, 15.976], [34.4045933, 132.5063128, 16.208], [34.4045236, 132.5064525, 16.408], [34.4045031, 132.5064933, 16.468], [34.4044708, 132.5065575, 16.564], [34.4043664, 132.506785, 16.916], [34.4043164, 132.5069431, 17.177], [34.4042653, 132.5071047, 17.485], [34.4042164, 132.5073147, 17.938], [34.4042056, 132.5073606, 18.047], [34.4041675, 132.5076106, 18.723], [34.4041606, 132.5077264, 19.069], [34.404145, 132.5079828, 19.967], [34.4041531, 132.5082658, 21.088], [34.4041789, 132.5085008, 22.022], [34.4042244, 132.5087739, 23.135], [34.4043114, 132.5090881, 24.48], [34.4044169, 132.5093706, 25.721], [34.4045661, 132.5096747, 27.135], [34.4047097, 132.5099136, 28.282], [34.4049056, 132.5101878, 29.678], [34.4051781, 132.5105581, 31.573], [34.4057125, 132.5112881, 34.363], [34.405855, 132.5114267, 34.964]]",1,-100
OE,"[34.4070217, 132.5129558, 34.4072808, 132.5131922, 34.4074081, 132.5132914, 34.4075964, 132.5133983, 34.4077642, 132.5134669, 34.4079728, 132.5135583, 34.4080947, 132.5135814]",2,7.5,133,1,True,"[[34.4070206, 132.5129528, 44.821], [34.4070606, 132.5129908, 45.21], [34.4071006, 132.5130286, 45.6], [34.4071406, 132.5130667, 45.96], [34.4071808, 132.513105, 46.346], [34.4072122, 132.5131347, 46.633], [34.4072439, 132.5131647, 46.92], [34.4072753, 132.5131944, 47.207], [34.4073092, 132.51322, 47.5], [34.4073431, 132.5132456, 47.793], [34.4073767, 132.5132711, 48.085], [34.4074106, 132.5132967, 48.378], [34.4074556, 132.5133206, 48.764], [34.4075006, 132.5133447, 49.149], [34.4075456, 132.5133686, 49.535], [34.4075906, 132.5133925, 49.921], [34.4076331, 132.5134111, 50.282], [34.4076753, 132.5134294, 50.644], [34.4077178, 132.5134481, 51.005], [34.40776, 132.5134664, 51.367], [34.4078028, 132.5134822, 51.739], [34.4078456, 132.5134983, 52.111], [34.4078886, 132.5135142, 52.483], [34.4079314, 132.5135303, 52.855], [34.4079742, 132.5135461, 53.226], [34.4080133, 132.5135556, 53.553], [34.4080528, 132.513565, 53.879], [34.4080919, 132.5135744, 54.206]]",1,60
OE,"[34.4080947, 132.5135814, 34.40841, 132.5136347, 34.4090206, 132.5137719, 34.4096614, 132.5138714, 34.4097783, 132.5138942, 34.4100122, 132.5138942, 34.4101394, 132.5138714, 34.4105108, 132.5138256, 34.4108719, 132.5137719, 34.4111311, 132.5137569, 34.4113906, 132.5137797, 34.4115381, 132.5138178, 34.4117408, 132.5138711, 34.4122594, 132.5141228]",2,7.5,470,1,True,"[[34.4080942, 132.5135789, 54.206], [34.4081397, 132.5135875, 54.564], [34.408185, 132.5135961, 54.923], [34.4082306, 132.5136047, 55.281], [34.4082758, 132.5136133, 55.639], [34.4083214, 132.5136219, 55.998], [34.4083667, 132.5136306, 56.356], [34.4084122, 132.5136392, 56.715], [34.4084506, 132.5136478, 57.022], [34.4084889, 132.5136564, 57.329], [34.4085272, 132.513665, 57.636], [34.4085719, 132.513675, 57.978], [34.4086164, 132.513685, 58.32], [34.4086611, 132.513695, 58.662], [34.4087056, 132.513705, 59.003], [34.4087503, 132.513715, 59.345], [34.4087947, 132.5137253, 59.687], [34.4088394, 132.5137353, 60.029], [34.4088839, 132.5137453, 60.37], [34.4089286, 132.5137553, 60.712], [34.4089731, 132.5137653, 61.054], [34.4090178, 132.5137753, 61.396], [34.4090594, 132.5137817, 61.703], [34.4091011, 132.5137881, 62.011], [34.4091428, 132.5137944, 62.318], [34.4091875, 132.5138014, 62.604], [34.4092325, 132.5138081, 62.89], [34.4092772, 132.513815, 63.177], [34.4093225, 132.5138219, 63.409], [34.4093681, 132.5138292, 63.641], [34.4094133, 132.5138361, 63.873], [34.4094589, 132.5138431, 64.094], [34.409505, 132.5138503, 64.299], [34.4095508, 132.5138572, 64.504], [34.4095869, 132.5138628, 64.651], [34.4096228, 132.5138683, 64.798], [34.4096589, 132.5138739, 64.945], [34.4096978, 132.5138783, 65.087], [34.4097367, 132.5138831, 65.229], [34.4097756, 132.5138875, 65.37], [34.4098217, 132.5138875, 65.537], [34.4098681, 132.5138875, 65.703], [34.4099142, 132.5138875, 65.87], [34.4099606, 132.5138875, 66.037], [34.4100067, 132.5138875, 66.203], [34.4100514, 132.5138831, 66.376], [34.4100964, 132.5138789, 66.549], [34.4101411, 132.5138744, 66.722], [34.4101836, 132.5138683, 66.879], [34.4102258, 132.5138625, 67.037], [34.4102683, 132.5138564, 67.194], [34.4103106, 132.5138506, 67.352], [34.4103531, 132.5138444, 67.509], [34.4104039, 132.5138372, 67.706], [34.4104544, 132.5138303, 67.903], [34.4105053, 132.5138231, 68.1], [34.4105483, 132.5138169, 68.265], [34.4105911, 132.5138108, 68.43], [34.4106342, 132.5138047, 68.595], [34.4106808, 132.5137981, 68.763], [34.4107278, 132.5137914, 68.904], [34.4107739, 132.513785, 69.077], [34.4108197, 132.5137783, 69.251], [34.4108658, 132.5137719, 69.425], [34.4109156, 132.5137703, 69.611], [34.410965, 132.5137686, 69.796], [34.4110039, 132.5137675, 69.94], [34.4110431, 132.5137664, 70.083], [34.4110819, 132.5137653, 70.226], [34.4111208, 132.5137642, 70.369], [34.411165, 132.5137667, 70.54], [34.4112089, 132.5137689, 70.71], [34.4112531, 132.5137714, 70.88], [34.4112961, 132.5137739, 71.055], [34.4113389, 132.5137764, 71.229], [34.4113819, 132.5137789, 71.404], [34.4114203, 132.5137886, 71.551], [34.4114586, 132.5137981, 71.699], [34.4114969, 132.5138078, 71.846], [34.4115353, 132.5138172, 71.994], [34.4115758, 132.5138286, 72.156], [34.4116156, 132.5138397, 72.319], [34.4116561, 132.5138511, 72.481], [34.4116967, 132.5138625, 72.644], [34.4117372, 132.5138739, 72.806], [34.4117792, 132.5138939, 72.996], [34.4118211, 132.5139136, 73.185], [34.4118631, 132.5139336, 73.374], [34.411905, 132.5139533, 73.563], [34.4119469, 132.5139733, 73.752], [34.4119889, 132.5139933, 73.948], [34.4120311, 132.5140133, 74.144], [34.4120731, 132.5140333, 74.34], [34.412115, 132.5140531, 74.536], [34.4121572, 132.5140731, 74.731], [34.4121992, 132.5140931, 74.927], [34.4122536, 132.5141189, 75.16]]",1,60
OE,"[34.4122594, 132.5141228, 34.412575, 132.5142906, 34.4127531, 132.5143744, 34.4130481, 132.5144661]",2,7.5,93,1,True,"[[34.4122639, 132.5141214, 75.16], [34.4123028, 132.5141422, 75.323], [34.4123419, 132.5141631, 75.486], [34.4123808, 132.5141839, 75.65], [34.4124197, 132.5142047, 75.813], [34.4124586, 132.5142256, 75.976], [34.4124978, 132.5142464, 76.139], [34.4125367, 132.5142672, 76.302], [34.4125756, 132.5142881, 76.465], [34.4126192, 132.5143094, 76.642], [34.4126625, 132.5143308, 76.818], [34.4127061, 132.5143522, 76.994], [34.4127494, 132.5143736, 77.17], [34.4127936, 132.5143864, 77.34], [34.4128378, 132.5143992, 77.51], [34.4128819, 132.5144122, 77.707], [34.4129258, 132.514425, 77.904], [34.4129647, 132.5144364, 78.057], [34.4130039, 132.5144478, 78.21], [34.4130428, 132.5144592, 78.363]]",1,60
OE,"[34.4130481, 132.5144661, 34.4134906, 132.5145575, 34.4138769, 132.5146033, 34.4142636, 132.5146492]",2,7.5,135,1,True,"[[34.4130453, 132.5144617, 78.363], [34.4130919, 132.5144717, 78.541], [34.4131386, 132.5144817, 78.72], [34.413185, 132.5144917, 78.899], [34.4132317, 132.5145017, 79.077], [34.4132783, 132.5145117, 79.256], [34.4133214, 132.5145208, 79.428], [34.4133647, 132.5145303, 79.6], [34.4134078, 132.5145394, 79.773], [34.4134511, 132.5145489, 79.945], [34.4134942, 132.5145581, 80.117], [34.4135383, 132.5145628, 80.283], [34.4135828, 132.5145672, 80.449], [34.4136269, 132.5145719, 80.615], [34.4136714, 132.5145767, 80.781], [34.4137156, 132.5145814, 80.947], [34.41376, 132.5145858, 81.114], [34.4138042, 132.5145906, 81.28], [34.4138533, 132.5145956, 81.514], [34.4139031, 132.5146008, 81.713], [34.4139528, 132.5146061, 81.913], [34.4140022, 132.5146114, 82.112], [34.4140519, 132.5146167, 82.312], [34.4140925, 132.5146208, 82.469], [34.4141331, 132.5146253, 82.627], [34.4141736, 132.5146294, 82.785], [34.4142142, 132.5146339, 82.942], [34.4142547, 132.5146381, 83.1]]",1,60
OE,"[34.4142636, 132.5146492, 34.4147161, 132.5147025, 34.4151689, 132.5147483, 34.4157894, 132.5148169, 34.4159725, 132.5148628, 34.4162778, 132.5149314, 34.4165372, 132.5150078, 34.4167406, 132.5150994, 34.4169439, 132.5151908, 34.4170558, 132.5152594, 34.4174069, 132.5154961, 34.4176867, 132.5157478, 34.4179103, 132.5159614, 34.4180783, 132.5161597, 34.4183986, 132.5166253]",2,7.5,513,1,True,"[[34.4142583, 132.5146411, 83.1], [34.4143039, 132.5146461, 83.276], [34.4143494, 132.5146514, 83.453], [34.414395, 132.5146564, 83.629], [34.4144406, 132.5146614, 83.806], [34.4144861, 132.5146667, 83.994], [34.4145317, 132.5146717, 84.182], [34.4145769, 132.5146769, 84.37], [34.4146225, 132.5146819, 84.558], [34.4146681, 132.5146869, 84.737], [34.4147133, 132.5146919, 84.916], [34.4147589, 132.5146972, 85.095], [34.4148042, 132.5147022, 85.275], [34.4148497, 132.5147072, 85.454], [34.414895, 132.5147125, 85.593], [34.4149406, 132.5147175, 85.767], [34.4149858, 132.5147225, 85.958], [34.4150311, 132.5147278, 86.148], [34.4150764, 132.5147328, 86.339], [34.4151217, 132.5147381, 86.53], [34.4151669, 132.5147431, 86.72], [34.4152131, 132.5147486, 86.899], [34.4152589, 132.5147539, 87.078], [34.4153044, 132.5147592, 87.268], [34.4153497, 132.5147644, 87.457], [34.4153981, 132.5147703, 87.682], [34.4154467, 132.5147761, 87.906], [34.415495, 132.5147817, 88.131], [34.4155433, 132.5147875, 88.355], [34.4155917, 132.5147933, 88.6], [34.41564, 132.5147992, 88.845], [34.4156881, 132.5148047, 89.09], [34.4157364, 132.5148106, 89.335], [34.4157847, 132.5148164, 89.58], [34.4158311, 132.5148267, 89.844], [34.4158775, 132.5148367, 90.109], [34.4159239, 132.5148469, 90.374], [34.4159703, 132.5148569, 90.638], [34.4160169, 132.5148675, 90.9], [34.4160636, 132.5148778, 91.161], [34.4161103, 132.5148883, 91.422], [34.4161506, 132.5148975, 91.655], [34.4161911, 132.5149067, 91.887], [34.4162314, 132.5149156, 92.12], [34.4162717, 132.5149247, 92.352], [34.4163158, 132.5149386, 92.599], [34.41636, 132.5149522, 92.845], [34.4164042, 132.5149661, 93.091], [34.4164483, 132.5149797, 93.338], [34.4164925, 132.5149936, 93.584], [34.4165367, 132.5150072, 93.83], [34.4165772, 132.5150239, 94.062], [34.4166178, 132.5150406, 94.294], [34.4166583, 132.5150569, 94.526], [34.4166989, 132.5150736, 94.757], [34.4167394, 132.5150903, 94.989], [34.4167858, 132.5151114, 95.276], [34.4168322, 132.5151322, 95.563], [34.4168786, 132.5151533, 95.849], [34.4169108, 132.5151678, 96.037], [34.4169431, 132.5151822, 96.225], [34.41698, 132.5152058, 96.456], [34.4170172, 132.5152294, 96.687], [34.4170542, 132.5152531, 96.918], [34.4170942, 132.5152806, 97.177], [34.4171342, 132.5153078, 97.436], [34.4171742, 132.5153353, 97.696], [34.4172142, 132.5153628, 97.955], [34.4172542, 132.51539, 98.214], [34.4172942, 132.5154175, 98.473], [34.4173306, 132.5154425, 98.699], [34.4173669, 132.5154672, 98.925], [34.4174033, 132.5154922, 99.151], [34.4174283, 132.5155147, 99.331], [34.4174531, 132.5155372, 99.511], [34.4174906, 132.5155711, 99.742], [34.4175281, 132.515605, 100.003], [34.4175653, 132.5156386, 100.263], [34.4176028, 132.5156725, 100.53], [34.41764, 132.5157061, 100.796], [34.4176775, 132.51574, 101.062], [34.4177133, 132.5157758, 101.318], [34.4177489, 132.5158117, 101.573], [34.4177847, 132.5158475, 101.828], [34.4178206, 132.5158833, 102.055], [34.4178569, 132.5159197, 102.315], [34.4178931, 132.5159561, 102.576], [34.4179264, 132.5159942, 102.833], [34.4179594, 132.5160322, 103.09], [34.4179928, 132.51607, 103.347], [34.4180258, 132.5161081, 103.604], [34.4180592, 132.5161461, 103.862], [34.4180917, 132.5161917, 104.152], [34.4181244, 132.5162369, 104.443], [34.4181569, 132.5162825, 104.733], [34.4181878, 132.5163253, 104.983], [34.4182186, 132.5163683, 105.233], [34.4182494, 132.5164111, 105.483], [34.4182775, 132.51645, 105.72], [34.4183056, 132.5164892, 105.958], [34.4183333, 132.5165281, 106.195], [34.4183614, 132.5165672, 106.433], [34.4183894, 132.5166061, 106.67]]",1,60
OE,"[34.4142636, 132.5146492, 34.4146247, 132.5146264, 34.4151486, 132.5146492, 34.4156217, 132.5146111, 34.4158708, 132.5145575, 34.4162217, 132.5144967, 34.4163439, 132.5144889, 34.4168931, 132.5144661, 34.4170306, 132.5144661, 34.4173611, 132.514405]",1,4.0,345,1,True,"[[34.4142583, 132.5146411, 83.1], [34.4143058, 132.5146383, 83.256], [34.4143533, 132.5146353, 83.413], [34.4144011, 132.5146325, 83.593], [34.4144486, 132.5146294, 83.774], [34.4144906, 132.5146269, 83.941], [34.4145325, 132.5146244, 84.109], [34.4145744, 132.5146219, 84.276], [34.4146164, 132.5146194, 84.444], [34.4146575, 132.5146214, 84.605], [34.4146989, 132.5146236, 84.765], [34.41474, 132.5146256, 84.926], [34.4147811, 132.5146275, 85.087], [34.4148311, 132.51463, 85.262], [34.4148803, 132.5146325, 85.415], [34.4149292, 132.514635, 85.594], [34.4149769, 132.5146375, 85.787], [34.4150247, 132.5146397, 85.98], [34.4150644, 132.5146417, 86.107], [34.4151044, 132.5146439, 86.235], [34.4151442, 132.5146458, 86.362], [34.4151792, 132.5146436, 86.403], [34.4152142, 132.5146414, 86.443], [34.4152597, 132.5146386, 86.433], [34.4153053, 132.5146358, 86.376], [34.4153506, 132.5146331, 86.269], [34.4153958, 132.5146303, 86.114], [34.4154411, 132.5146275, 85.92], [34.4154864, 132.5146247, 85.666], [34.4155319, 132.5146219, 85.349], [34.4155772, 132.5146192, 85.032], [34.4156228, 132.5146164, 84.716], [34.4156683, 132.5146058, 84.385], [34.4157139, 132.514595, 84.055], [34.4157594, 132.5145844, 83.724], [34.4157956, 132.5145761, 83.488], [34.4158319, 132.5145678, 83.252], [34.4158681, 132.5145594, 83.016], [34.4159106, 132.5145522, 82.733], [34.4159531, 132.514545, 82.451], [34.4159956, 132.5145381, 82.169], [34.4160378, 132.5145308, 81.886], [34.4160803, 132.5145236, 81.604], [34.4161228, 132.5145164, 81.321], [34.41617, 132.5145086, 80.991], [34.4162169, 132.5145006, 80.66], [34.4162581, 132.5144964, 80.393], [34.4162989, 132.5144919, 80.125], [34.41634, 132.5144878, 79.857], [34.4163883, 132.5144864, 79.538], [34.4164364, 132.5144853, 79.219], [34.4164847, 132.5144839, 78.9], [34.4165328, 132.5144828, 78.581], [34.4165811, 132.5144814, 78.262], [34.4166275, 132.5144803, 77.973], [34.4166736, 132.5144789, 77.714], [34.4167189, 132.5144778, 77.468], [34.416765, 132.5144767, 77.271], [34.4168047, 132.5144758, 77.132], [34.4168444, 132.5144747, 76.994], [34.4168842, 132.5144739, 76.855], [34.41693, 132.5144728, 76.708], [34.4169758, 132.5144719, 76.56], [34.4170217, 132.5144708, 76.413], [34.4170528, 132.5144658, 76.319], [34.4170836, 132.5144606, 76.226], [34.4171292, 132.5144531, 76.061], [34.4171744, 132.5144456, 75.897], [34.4172192, 132.5144383, 75.758], [34.4172639, 132.5144308, 75.619], [34.4173089, 132.5144233, 75.498], [34.4173542, 132.5144161, 75.414]]",1,40
OE,"[34.4183986, 132.5166253, 34.41906, 132.5174719]",2,7.5,106,1,True,"[[34.4184031, 132.5166203, 106.67], [34.4184328, 132.5166592, 106.916], [34.4184628, 132.5166978, 107.162], [34.4184925, 132.5167367, 107.408], [34.4185222, 132.5167756, 107.653], [34.4185519, 132.5168142, 107.899], [34.4185819, 132.5168531, 108.145], [34.4186117, 132.5168917, 108.39], [34.4186414, 132.5169306, 108.636], [34.4186711, 132.5169694, 108.882], [34.4187011, 132.5170081, 109.128], [34.4187308, 132.5170469, 109.373], [34.4187639, 132.5170897, 109.634], [34.4187967, 132.5171325, 109.895], [34.4188258, 132.5171703, 110.139], [34.4188547, 132.5172081, 110.383], [34.4188839, 132.5172458, 110.627], [34.4189128, 132.5172836, 110.871], [34.4189419, 132.5173217, 111.115], [34.4189708, 132.5173594, 111.359], [34.419, 132.5173972, 111.603], [34.4190289, 132.517435, 111.847], [34.4190581, 132.5174728, 112.091]]",1,60
