order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[34.3753361, 132.4177639, 34.3751631, 132.4182142]",2,7.5,45,1,True,"[[34.3753342, 132.4177647, 9.393], [34.3753136, 132.4178181, 9.315], [34.3752933, 132.4178714, 9.236], [34.3752728, 132.4179247, 9.158], [34.3752539, 132.4179739, 9.084], [34.3752353, 132.4180233, 9.01], [34.3752164, 132.4180725, 8.936], [34.3751994, 132.4181169, 8.884], [34.3751828, 132.4181611, 8.831], [34.3751658, 132.4182056, 8.778]]",1,60
OE,"[34.3751631, 132.4182142, 34.374975, 132.4187022, 34.3747714, 132.4191906, 34.3744969, 132.4197933, 34.3741917, 132.4204494, 34.3738458, 132.4211894]",2,7.5,310,1,True,"[[34.375165, 132.4182067, 8.778], [34.3751481, 132.4182511, 8.756], [34.3751328, 132.4182911, 8.719], [34.3751175, 132.4183311, 8.681], [34.3751022, 132.4183711, 8.644], [34.3750853, 132.4184161, 8.611], [34.3750681, 132.4184614, 8.578], [34.3750511, 132.4185064, 8.545], [34.3750261, 132.4185717, 8.49], [34.3750094, 132.4186156, 8.47], [34.3749928, 132.4186597, 8.45], [34.3749761, 132.4187036, 8.431], [34.3749622, 132.4187378, 8.416], [34.3749481, 132.4187719, 8.401], [34.3749289, 132.4188181, 8.37], [34.37491, 132.4188642, 8.338], [34.3748908, 132.4189103, 8.307], [34.3748717, 132.4189564, 8.275], [34.3748528, 132.4190025, 8.244], [34.3748336, 132.4190486, 8.213], [34.3748144, 132.4190947, 8.181], [34.3747956, 132.4191408, 8.15], [34.3747764, 132.4191869, 8.118], [34.3747567, 132.4192303, 8.098], [34.3747369, 132.4192736, 8.078], [34.3747169, 132.4193169, 8.057], [34.3746972, 132.4193603, 8.037], [34.3746753, 132.4194083, 8.024], [34.3746531, 132.4194564, 8.011], [34.3746311, 132.4195044, 7.998], [34.3746092, 132.4195528, 7.995], [34.3745869, 132.4196008, 7.991], [34.3745656, 132.4196478, 8.006], [34.3745442, 132.4196947, 8.021], [34.3745225, 132.4197414, 8.036], [34.3745011, 132.4197883, 8.051], [34.3744781, 132.4198375, 8.102], [34.374455, 132.4198867, 8.154], [34.3744319, 132.4199358, 8.206], [34.3744089, 132.419985, 8.258], [34.3743867, 132.4200331, 8.343], [34.3743642, 132.4200808, 8.428], [34.3743419, 132.4201286, 8.531], [34.3743197, 132.4201761, 8.635], [34.3742972, 132.4202239, 8.739], [34.374275, 132.4202714, 8.842], [34.3742544, 132.4203156, 8.953], [34.3742342, 132.4203597, 9.063], [34.3742136, 132.4204039, 9.173], [34.3741931, 132.4204481, 9.283], [34.3741753, 132.4204861, 9.39], [34.3741572, 132.4205244, 9.496], [34.3741394, 132.4205625, 9.603], [34.3741161, 132.4206131, 9.766], [34.3740928, 132.4206633, 9.943], [34.3740694, 132.4207136, 10.12], [34.3740461, 132.4207642, 10.297], [34.3740228, 132.4208144, 10.474], [34.3739994, 132.4208647, 10.651], [34.3739761, 132.420915, 10.85], [34.3739528, 132.4209653, 11.048], [34.3739294, 132.4210158, 11.26], [34.3739058, 132.4210664, 11.472], [34.3738878, 132.4211053, 11.647], [34.3738694, 132.4211444, 11.823], [34.3738514, 132.4211833, 11.999]]",1,60
OE,"[34.3738458, 132.4211894, 34.373505, 132.4219372, 34.3731994, 132.4225853, 34.3729197, 132.4231725, 34.3728944, 132.4232414, 34.3724772, 132.4241569]",2,7.5,312,1,True,"[[34.3738439, 132.4211931, 11.999], [34.3738211, 132.4212428, 12.201], [34.3737983, 132.4212925, 12.403], [34.3737753, 132.4213422, 12.605], [34.3737525, 132.4213919, 12.807], [34.3737297, 132.4214417, 13.003], [34.3737069, 132.4214914, 13.198], [34.3736839, 132.4215411, 13.394], [34.3736611, 132.4215908, 13.589], [34.3736417, 132.4216331, 13.741], [34.3736225, 132.4216756, 13.893], [34.3736031, 132.4217178, 14.045], [34.3735839, 132.4217603, 14.197], [34.3735644, 132.4218025, 14.349], [34.373545, 132.4218456, 14.49], [34.3735253, 132.4218883, 14.63], [34.3735058, 132.4219314, 14.77], [34.3734856, 132.4219756, 14.907], [34.3734653, 132.4220197, 15.044], [34.3734447, 132.4220642, 15.18], [34.3734244, 132.4221083, 15.317], [34.3734042, 132.4221525, 15.453], [34.37338, 132.4222056, 15.589], [34.3733558, 132.4222586, 15.725], [34.3733339, 132.4223061, 15.831], [34.3733119, 132.4223536, 15.938], [34.3732897, 132.4224008, 16.044], [34.3732678, 132.4224483, 16.15], [34.3732464, 132.4224939, 16.237], [34.3732253, 132.42254, 16.324], [34.3732042, 132.4225861, 16.41], [34.3731794, 132.4226386, 16.502], [34.3731547, 132.4226908, 16.593], [34.3731317, 132.4227392, 16.657], [34.3731089, 132.4227872, 16.722], [34.3730858, 132.4228356, 16.786], [34.37306, 132.4228908, 16.832], [34.3730386, 132.4229358, 16.864], [34.3730172, 132.4229808, 16.896], [34.3729939, 132.42303, 16.961], [34.3729717, 132.4230767, 16.983], [34.3729497, 132.4231233, 17.005], [34.3729275, 132.42317, 17.027], [34.3729083, 132.4232117, 17.024], [34.3728892, 132.4232533, 17.02], [34.3728697, 132.4232947, 17.017], [34.3728506, 132.4233364, 17.013], [34.3728308, 132.4233792, 17.017], [34.3728111, 132.4234217, 17.021], [34.3727914, 132.4234644, 17.025], [34.3727692, 132.4235125, 17.048], [34.3727467, 132.4235606, 17.07], [34.3727242, 132.4236086, 17.084], [34.3727019, 132.4236569, 17.098], [34.3726794, 132.423705, 17.112], [34.3726572, 132.4237533, 17.126], [34.3726347, 132.4238014, 17.14], [34.3726125, 132.4238492, 17.165], [34.3725903, 132.4238969, 17.19], [34.3725681, 132.4239447, 17.215], [34.3725458, 132.4239928, 17.23], [34.3725233, 132.4240408, 17.244], [34.3725003, 132.4240911, 17.285], [34.3724772, 132.4241414, 17.326]]",1,40
OE,"[34.3724772, 132.4241569, 34.3721161, 132.4250189, 34.3719228, 132.4254692, 34.3715517, 132.4263389, 34.3713075, 132.4269033, 34.3710889, 132.4274144, 34.370865, 132.4279792, 34.3707175, 132.4284139, 34.3706258, 132.4287117, 34.3705139, 132.4290853, 34.3704328, 132.4293906, 34.3703564, 132.4296653, 34.3701225, 132.4306114, 34.3699392, 132.4313894, 34.3698181, 132.4318781, 34.3697011, 132.4323664, 34.3694669, 132.4333122, 34.3692383, 132.4342661, 34.3690653, 132.4349828]",2,7.5,1069,1,True,"[[34.3724731, 132.4241511, 17.326], [34.3724531, 132.4241992, 17.356], [34.3724331, 132.4242472, 17.386], [34.3724131, 132.4242953, 17.416], [34.3723931, 132.4243433, 17.445], [34.3723725, 132.4243931, 17.455], [34.3723517, 132.4244431, 17.466], [34.3723311, 132.4244928, 17.476], [34.3723106, 132.4245425, 17.486], [34.3722897, 132.4245922, 17.496], [34.3722692, 132.4246422, 17.506], [34.3722483, 132.4246919, 17.516], [34.3722278, 132.4247417, 17.527], [34.3722089, 132.4247878, 17.543], [34.37219, 132.4248336, 17.559], [34.3721711, 132.4248797, 17.575], [34.3721519, 132.4249258, 17.592], [34.3721331, 132.4249717, 17.608], [34.3721142, 132.4250178, 17.624], [34.3720958, 132.4250619, 17.639], [34.3720775, 132.4251061, 17.653], [34.3720594, 132.42515, 17.668], [34.3720411, 132.4251942, 17.682], [34.3720228, 132.4252383, 17.697], [34.3720017, 132.4252894, 17.702], [34.3719803, 132.4253406, 17.706], [34.37196, 132.4253892, 17.742], [34.3719428, 132.4254314, 17.75], [34.3719253, 132.4254733, 17.757], [34.3719053, 132.4255197, 17.768], [34.371885, 132.4255661, 17.779], [34.371865, 132.4256125, 17.791], [34.3718447, 132.4256589, 17.802], [34.3718247, 132.4257053, 17.814], [34.3718044, 132.4257517, 17.825], [34.3717844, 132.4257981, 17.836], [34.3717642, 132.4258444, 17.848], [34.3717442, 132.4258908, 17.859], [34.3717239, 132.4259372, 17.87], [34.3717039, 132.4259836, 17.882], [34.3716831, 132.4260319, 17.899], [34.3716619, 132.4260803, 17.916], [34.3716411, 132.4261286, 17.934], [34.3716203, 132.4261772, 17.951], [34.3715994, 132.4262256, 17.968], [34.3715783, 132.4262739, 17.986], [34.3715575, 132.4263222, 18.003], [34.3715389, 132.4263656, 18.012], [34.3715203, 132.4264086, 18.021], [34.3715017, 132.4264519, 18.031], [34.3714831, 132.426495, 18.04], [34.3714644, 132.4265383, 18.049], [34.3714425, 132.4265897, 18.034], [34.3714203, 132.4266408, 18.019], [34.3713989, 132.4266906, 18.023], [34.3713775, 132.42674, 18.027], [34.3713553, 132.4267917, 18.015], [34.3713331, 132.4268431, 18.002], [34.3713108, 132.4268947, 17.989], [34.3712892, 132.426945, 17.973], [34.3712675, 132.4269953, 17.957], [34.3712461, 132.4270458, 17.941], [34.3712244, 132.4270961, 17.925], [34.3712028, 132.4271464, 17.909], [34.3711811, 132.4271967, 17.893], [34.3711594, 132.4272469, 17.877], [34.3711381, 132.4272975, 17.861], [34.3711164, 132.4273478, 17.845], [34.3710947, 132.4273981, 17.829], [34.3710767, 132.4274442, 17.818], [34.3710586, 132.4274906, 17.806], [34.3710406, 132.4275367, 17.794], [34.3710222, 132.4275828, 17.783], [34.3710042, 132.4276292, 17.771], [34.3709861, 132.4276753, 17.76], [34.3709672, 132.4277236, 17.734], [34.3709483, 132.4277719, 17.708], [34.3709297, 132.4278203, 17.682], [34.3709108, 132.4278686, 17.656], [34.3708919, 132.4279169, 17.629], [34.3708731, 132.4279653, 17.603], [34.3708569, 132.4280133, 17.59], [34.3708406, 132.4280614, 17.576], [34.3708244, 132.4281092, 17.563], [34.3708081, 132.4281572, 17.549], [34.3707919, 132.4282053, 17.535], [34.3707756, 132.4282533, 17.522], [34.3707594, 132.4283011, 17.508], [34.3707431, 132.4283492, 17.495], [34.3707269, 132.4283972, 17.481], [34.3707114, 132.4284458, 17.466], [34.3706961, 132.4284947, 17.45], [34.3706806, 132.4285433, 17.435], [34.370665, 132.4285919, 17.419], [34.3706497, 132.4286408, 17.404], [34.3706342, 132.4286894, 17.389], [34.3706175, 132.4287456, 17.368], [34.3706008, 132.4288019, 17.347], [34.3705839, 132.4288581, 17.327], [34.3705672, 132.4289142, 17.306], [34.3705525, 132.4289642, 17.301], [34.3705378, 132.4290139, 17.295], [34.3705231, 132.4290639, 17.29], [34.3705075, 132.4291206, 17.291], [34.3704919, 132.4291772, 17.291], [34.3704789, 132.4292253, 17.283], [34.3704658, 132.4292731, 17.274], [34.3704528, 132.4293211, 17.265], [34.3704397, 132.4293689, 17.257], [34.3704242, 132.4294261, 17.252], [34.3704089, 132.4294833, 17.248], [34.3703933, 132.4295406, 17.243], [34.3703792, 132.4295942, 17.229], [34.3703647, 132.4296478, 17.214], [34.3703525, 132.4296989, 17.195], [34.37034, 132.4297503, 17.176], [34.3703278, 132.4298014, 17.157], [34.3703153, 132.4298528, 17.138], [34.3703031, 132.4299039, 17.119], [34.3702906, 132.4299553, 17.1], [34.3702783, 132.4300064, 17.081], [34.3702669, 132.4300533, 17.071], [34.3702556, 132.4301003, 17.061], [34.3702442, 132.4301469, 17.051], [34.3702328, 132.4301939, 17.041], [34.3702214, 132.4302408, 17.031], [34.3702108, 132.4302844, 17.011], [34.3702003, 132.4303278, 16.991], [34.3701881, 132.4303786, 16.975], [34.3701758, 132.4304294, 16.959], [34.3701636, 132.4304803, 16.943], [34.3701514, 132.4305311, 16.927], [34.3701392, 132.4305819, 16.911], [34.3701267, 132.430635, 16.896], [34.3701142, 132.4306883, 16.882], [34.3701014, 132.4307414, 16.867], [34.3700889, 132.4307944, 16.853], [34.3700764, 132.4308478, 16.838], [34.3700639, 132.4309008, 16.824], [34.3700514, 132.4309539, 16.81], [34.3700386, 132.4310069, 16.795], [34.3700261, 132.4310603, 16.781], [34.3700136, 132.4311133, 16.766], [34.3700011, 132.4311664, 16.763], [34.3699886, 132.4312192, 16.759], [34.3699772, 132.4312669, 16.744], [34.3699658, 132.4313144, 16.729], [34.3699544, 132.4313622, 16.714], [34.3699425, 132.4314114, 16.702], [34.3699308, 132.4314603, 16.691], [34.3699189, 132.4315094, 16.679], [34.3699078, 132.4315586, 16.667], [34.3698958, 132.4316078, 16.656], [34.3698842, 132.4316567, 16.644], [34.3698722, 132.4317058, 16.632], [34.3698603, 132.4317547, 16.62], [34.3698472, 132.4318092, 16.596], [34.3698339, 132.4318639, 16.571], [34.3698208, 132.4319183, 16.547], [34.3698081, 132.4319708, 16.531], [34.3697956, 132.4320236, 16.514], [34.3697828, 132.4320761, 16.498], [34.36977, 132.4321289, 16.482], [34.3697572, 132.4321814, 16.466], [34.3697447, 132.4322339, 16.449], [34.3697319, 132.4322867, 16.433], [34.3697192, 132.4323392, 16.417], [34.3697078, 132.4323867, 16.408], [34.3696964, 132.4324344, 16.399], [34.369685, 132.4324819, 16.39], [34.3696736, 132.4325294, 16.381], [34.3696622, 132.4325772, 16.372], [34.3696508, 132.4326247, 16.363], [34.3696386, 132.4326772, 16.346], [34.3696264, 132.43273, 16.329], [34.3696142, 132.4327825, 16.312], [34.3696017, 132.432835, 16.295], [34.3695894, 132.4328878, 16.278], [34.3695772, 132.4329403, 16.261], [34.3695658, 132.4329886, 16.248], [34.3695544, 132.4330369, 16.235], [34.3695431, 132.4330853, 16.222], [34.3695317, 132.4331339, 16.209], [34.3695203, 132.4331822, 16.196], [34.3695089, 132.4332306, 16.183], [34.3694975, 132.4332789, 16.17], [34.3694853, 132.4333289, 16.156], [34.3694733, 132.4333792, 16.141], [34.3694611, 132.4334292, 16.127], [34.3694492, 132.4334794, 16.113], [34.3694369, 132.4335294, 16.098], [34.3694247, 132.4335794, 16.084], [34.3694128, 132.4336297, 16.07], [34.3694006, 132.4336797, 16.055], [34.3693878, 132.4337325, 16.028], [34.369375, 132.4337858, 16.015], [34.3693619, 132.4338389, 16.003], [34.3693492, 132.4338922, 15.99], [34.3693361, 132.4339453, 15.977], [34.3693233, 132.4339986, 15.964], [34.3693106, 132.4340519, 15.937], [34.3692975, 132.4341053, 15.91], [34.3692844, 132.4341589, 15.913], [34.3692756, 132.4341961, 15.896], [34.3692664, 132.4342333, 15.88], [34.3692542, 132.434285, 15.866], [34.3692419, 132.4343364, 15.852], [34.3692297, 132.4343881, 15.837], [34.3692175, 132.4344394, 15.823], [34.3692053, 132.4344911, 15.809], [34.3691931, 132.4345425, 15.795], [34.3691808, 132.4345942, 15.781], [34.3691686, 132.4346456, 15.767], [34.3691564, 132.4346972, 15.752], [34.3691453, 132.4347436, 15.733], [34.3691342, 132.4347897, 15.713], [34.3691231, 132.4348361, 15.694], [34.3691094, 132.4348933, 15.677], [34.3690983, 132.4349464, 15.661]]",1,40
