order,polyline,lane,width,length,oneway_code,is_highway,elevation,roadType,speed
OE,"[44.179725, 142.3710908, 44.1797758, 142.37074, 44.1798572, 142.3701219, 44.1799031, 142.3697253, 44.1799692, 142.3691225, 44.1800047, 142.3685808, 44.1800353, 142.3681689, 44.1800506, 142.3676119]",2,7.5,280,0,False,"[[44.1797272, 142.3710914, 131.113], [44.1797733, 142.3707392, 132.01], [44.1798564, 142.3701258, 133.51], [44.1799025, 142.3697283, 135.547], [44.1799672, 142.3691264, 137.261], [44.1800039, 142.3685811, 136.543], [44.1800317, 142.3681722, 134.337], [44.18005, 142.3676156, 131.087]]",2,50
OE,"[44.1810067, 142.3709917, 44.1805236, 142.3710603, 44.1800403, 142.3711292, 44.1798267, 142.3711367, 44.179725, 142.3710908]",1,4.0,143,0,False,"[[44.181005, 142.3709892, 126.638], [44.1800422, 142.3711253, 129.991], [44.1798306, 142.3711411, 131.0], [44.1797275, 142.3710914, 131.113]]",9,-60
OE,"[44.1797206, 142.3711586, 44.179725, 142.3710908]",2,7.5,5,0,False,"[[44.1797186, 142.3711586, 131.142], [44.1797272, 142.3710917, 131.113]]",2,50
OE,"[44.179405, 142.373615, 44.1797206, 142.3711586]",2,7.5,199,0,False,"[[44.1794036, 142.3736128, 127.783], [44.1797183, 142.3711586, 131.142]]",2,50
OE,"[44.1793186, 142.3742636, 44.179405, 142.373615]",2,7.5,52,0,False,"[[44.1793219, 142.3742569, 126.657], [44.1794033, 142.3736131, 127.783]]",2,50
OE,"[44.179405, 142.373615, 44.1790492, 142.3736686, 44.1786931, 142.3737144, 44.1783319, 142.37376]",1,4.0,119,0,False,"[[44.1794036, 142.3736128, 127.783], [44.1786869, 142.373715, 126.019], [44.1783306, 142.373755, 126.738]]",6,-60
OE,"[44.1810122, 142.3711586, 44.1810733, 142.3718908, 44.1811344, 142.3726233, 44.1811903, 142.3733633, 44.1805953, 142.3734472, 44.1800003, 142.3735311, 44.179405, 142.373615]",1,4.0,376,0,False,"[[44.1810147, 142.3711586, 127.005], [44.1811878, 142.3733625, 127.0], [44.1794036, 142.3736128, 127.783]]",6,-60
OE,"[44.1789778, 142.3770483, 44.1793186, 142.3742636]",2,7.5,225,0,False,"[[44.1789761, 142.3770419, 127.035], [44.1792181, 142.3750925, 127.213], [44.1793219, 142.3742572, 126.657]]",2,50
OE,"[44.1788303, 142.3779867, 44.1788761, 142.3777961, 44.1789319, 142.3774681, 44.1789778, 142.3770483]",2,7.5,76,0,False,"[[44.1788325, 142.377985, 126.726], [44.1788769, 142.3777953, 126.8], [44.1789272, 142.3774639, 126.912], [44.1789756, 142.3770425, 127.035]]",2,50
OE,"[44.1784233, 142.379215, 44.1786981, 142.3784522, 44.1787844, 142.3781775, 44.1788303, 142.3779867]",2,7.5,108,0,False,"[[44.1784208, 142.3792111, 126.054], [44.1787033, 142.3784556, 126.507], [44.1787856, 142.3781822, 126.641], [44.1788319, 142.3779856, 126.726]]",2,50
OE,"[44.1778283, 142.3779564, 44.1781997, 142.3778419, 44.1783369, 142.3778189, 44.178515, 142.3778494, 44.1788303, 142.3779867]",2,7.5,114,0,False,"[[44.1778289, 142.3779483, 123.336], [44.1781972, 142.3778372, 123.398], [44.1783381, 142.3778228, 123.968], [44.1785189, 142.3778519, 124.402], [44.1788319, 142.377985, 126.726]]",6,-60
