523257,608,1,478464484,126311414,8,523247,1348,15
523257,157,2,478446118,126311414,8,523247,425,52
523257,162,158,478419204,126311413,8,523247,1347,1168
523257,282,279,478419531,126311413,8,523247,522,1169
523257,668,587,478446855,126311414,8,523247,1356,1177
523257,669,588,478466365,126311414,8,523247,1357,1178
523257,670,589,478787799,126311421,8,523247,1366,1188
523257,674,593,478442110,126311414,8,523247,1367,1189
523257,321,3,478340698,126575746,4,523256,9,34
523257,274,4,478340697,126600710,4,523256,870,44
523257,336,5,478340707,126336709,4,523256,26,58
523257,217,6,478340698,126580579,4,523256,340,88
523257,96,7,478340700,126495157,4,523256,19,90
523257,27,8,478340698,126573146,4,523256,228,123
523257,66,9,478340700,126484658,4,523256,869,163
523257,67,10,478340700,126492424,4,523256,86,167
523257,131,11,478340699,126538551,4,523256,436,428
523257,166,179,478340703,126429365,4,523256,396,775
523257,114,215,478340699,126532019,4,523256,326,776
523257,208,246,478340698,126571881,4,523256,443,777
523257,289,363,478340703,126429665,4,523256,871,778
523257,671,590,478340699,126535118,4,523256,888,792
523257,672,591,478340703,126428865,4,523256,896,800
523257,673,592,478340698,126579580,4,523256,898,802
523257,677,596,478340698,126570314,4,523256,906,810
523257,415,61,478790649,126563958,6,523350,72,5
523257,675,594,478790663,126321685,6,523350,1288,1120
523257,676,595,478790662,126337350,6,523350,1288,1121
523257,678,597,478790650,126534628,6,523350,1290,1123
523257,679,598,478790657,126406275,6,523350,1293,1126
523257,1,14,478693130,126611385,2,523267,254,1
523257,666,57,478499569,126611379,2,523267,58,2
523257,150,58,478546160,126611380,2,523267,48,3
523257,153,60,478765081,126611386,2,523267,418,4
523257,665,62,478351577,126611375,2,523267,171,5
523257,667,77,478657665,126611384,2,523267,67,6
523257,222,84,478436126,126611378,2,523267,412,7
