513371,48,1,479495231,124511636,8,513361,185,114
513371,302,2,479689043,124511640,8,513361,631,135
513371,163,3,479673050,124511640,8,513361,354,211
513371,1367,4,479610585,124511638,8,513361,4254,265
513371,170,5,479287187,124511634,8,513361,3798,443
513371,728,6,479653742,124511639,8,513361,1150,1553
513371,1576,1400,479421027,124511636,8,513361,4272,3471
513371,1577,1401,479649569,124511639,8,513361,4279,3478
513371,1578,1402,479608417,124511638,8,513361,4280,3479
513371,1579,1403,479492613,124511636,8,513361,4286,3485
513371,1580,1404,479659387,124511639,8,513361,4303,3503
513371,1581,1405,479399266,124511635,8,513361,4304,3504
513371,1582,1406,479317580,124511634,8,513361,4305,3505
513371,1583,1407,479543787,124511636,8,513361,4306,3506
513371,1589,1413,479680371,124511640,8,513361,4326,3526
513371,1590,1414,479678817,124511640,8,513361,4327,3527
513371,1591,1415,479673786,124511640,8,513361,4328,3528
513371,1592,1416,479424259,124511636,8,513361,4329,3529
513371,1593,1417,479394152,124511635,8,513361,4330,3530
513371,1594,1418,479505457,124511636,8,513361,4331,3531
513371,1595,1419,479513475,124511636,8,513361,4331,3532
513371,2,7,479240679,124649680,4,513370,160,200
513371,300,8,479240678,124762166,4,513370,107,212
513371,27,9,479240678,124637982,4,513370,47,217
513371,1352,10,479240679,124644048,4,513370,586,239
513371,770,11,479240678,124631483,4,513370,123,241
513371,7,12,479240678,124763866,4,513370,35,285
513371,775,13,479240678,124740869,4,513370,1201,345
513371,774,14,479240678,124736469,4,513370,153,348
513371,775,15,479240678,124744735,4,513370,3440,349
513371,1227,16,479240678,124749667,4,513370,1029,350
513371,1,17,479240679,124648848,4,513370,161,360
513371,1481,1312,479240678,124810860,4,513370,3443,2813
513371,1584,1408,479240679,124647615,4,513370,3498,2872
513371,1585,1409,479240679,124647781,4,513370,3502,2877
513371,164,1375,479690638,124535438,6,513372,181,76
513371,765,1377,479690639,124526438,6,513372,485,166
513371,768,1378,479690639,124521272,6,513372,652,168
513371,769,1379,479690639,124516639,6,513372,487,172
513371,963,1380,479690633,124745244,6,513372,1562,179
513371,850,1381,479690636,124618760,6,513372,1415,186
513371,1573,1382,479690632,124779673,6,513372,1806,586
513371,490,1383,479690639,124531004,6,513372,432,602
513371,491,1384,479690639,124527871,6,513372,433,604
513371,1249,1385,479690632,124802970,6,513372,1512,799
513371,1586,1410,479690638,124535971,6,513372,1804,1600
513371,1587,1411,479690638,124536270,6,513372,1804,1601
513371,1599,1423,479690635,124698449,6,513372,1805,1602
513371,1602,1426,479690633,124775840,6,513372,1806,1603
513371,1604,1428,479690636,124616360,6,513372,1807,1604
513371,1615,1439,479690631,124810403,6,513372,1808,1605
513371,1616,1440,479690633,124774573,6,513372,1821,1618
513371,1617,1441,479690632,124782139,6,513372,1824,1621
513371,207,1386,479258880,124811594,2,523301,40,17
513371,1575,1387,479581454,124811601,2,523301,1068,29
513371,1574,1388,479372799,124811595,2,523301,436,54
513371,205,1389,479418572,124811596,2,523301,49,100
513371,200,1390,479404050,124811595,2,523301,63,101
513371,834,1391,479671814,124811603,2,523301,918,102
513371,1476,1392,479556298,124811600,2,523301,62,104
513371,1343,1393,479686418,124811603,2,523301,2451,105
513371,766,1394,479325677,124811594,2,523301,78,130
513371,1540,1395,479262643,124811594,2,523301,2,140
513371,324,1396,479670301,124811603,2,523301,1195,204
513371,1339,1397,479551512,124811600,2,523301,93,207
513371,831,1398,479553189,124811600,2,523301,94,208
513371,325,1399,479430558,124811596,2,523301,68,219
513371,1588,1412,479337539,124811594,2,523301,2445,2033
513371,1596,1420,479485411,124811598,2,523301,2446,2034
513371,1597,1421,479499277,124811599,2,523301,2447,2035
513371,1598,1422,479501118,124811599,2,523301,2448,2036
513371,1600,1424,479533555,124811600,2,523301,2449,2037
513371,1601,1425,479634099,124811602,2,523301,2450,2038
513371,1603,1427,479684250,124811603,2,523301,2451,2039
513371,1605,1429,479544231,124811600,2,523301,2452,2040
513371,1606,1430,479677622,124811603,2,523301,2453,2041
513371,1607,1431,479669892,124811603,2,523301,2454,2042
513371,1608,1432,479247713,124811594,2,523301,2455,2043
513371,1609,1433,479248736,124811594,2,523301,2455,2044
513371,1610,1434,479530610,124811600,2,523301,2456,2045
513371,1611,1435,479531591,124811600,2,523301,2456,2046
513371,1612,1436,479255076,124811594,2,523301,2457,2047
513371,1613,1437,479252540,124811594,2,523301,2457,2048
513371,1614,1438,479562270,124811600,2,523301,2458,2049
513371,1618,1442,479331036,124811594,2,523301,2469,2061
513371,1619,1443,479377258,124811595,2,523301,2471,2063
513371,1620,1444,479376972,124811595,2,523301,2472,2064
513371,1621,1445,479587550,124811601,2,523301,2489,2082
513371,1622,1446,479661384,124811602,2,523301,2490,2083
513371,1623,1447,479678113,124811603,2,523301,2493,2086
