,meshcode,tnodeno,snodeno,enodeno,ysnodeno,yenodeno,passageno,geometry
744,533936,6485,6780,6784,6530,6436,6791,
745,533936,6535,6489,6786,6782,6577,0,
746,533936,6535,6489,6786,6782,6612,0,
747,533936,6535,6612,6782,6786,6489,0,
748,533936,6535,6612,6782,6786,6794,0,
749,533936,6535,6613,6786,6782,6612,6535,
750,533936,6535,6790,6782,6786,6489,6535,
751,533936,6585,5916,6621,6585,6732,0,
752,533936,6585,6732,6585,6621,6496,0,
753,533936,6587,6545,6587,6624,3783,0,
754,533936,6587,6545,6587,6624,6657,0,
755,533936,6587,6545,6587,6624,6734,0,
756,533936,6587,6715,6587,6624,3783,6690,
