,meshcode,zuflg,tnodeno,snodeno,slinkno,susno,stype,ichikeido,ichiido,signx,signy,geometry
962,533936,0,2453,1414,5255,1,0,503108330,128343898,503108325,128343850,
963,533936,0,2455,1384,5090,1,0,503089596,128329766,503089687,128329796,
964,533936,0,2456,1390,2502,1,0,503090782,128335598,503090749,128335523,
965,533936,0,2460,1438,4640,1,0,503119579,128337799,503119658,128337690,
966,533936,0,2463,1366,3537,1,0,503107471,128330300,503107466,128330195,
967,533936,0,2465,229,2513,1,0,503312245,128310141,503312209,128310236,
968,533936,0,2467,1447,6652,1,0,503274857,128318239,503274665,128317997,
969,533936,0,2470,247,6754,1,0,503363542,128289679,503363612,128289577,
970,533936,0,2472,4041,3800,1,0,503371028,128278113,503371075,128278070,
971,533936,0,2481,5737,7282,1,0,503418027,128323942,503418142,128323415,
972,533936,0,2485,3699,3666,1,0,503402237,128331940,503402259,128331955,
973,533936,0,2486,3794,1468,1,0,503322757,128337804,503322738,128337786,
974,533936,0,2492,3814,3729,1,0,503415696,128310510,503415656,128310532,
975,533936,0,2494,4718,1925,1,0,503537594,128322545,503537580,128322548,
976,533936,0,2499,2796,2789,1,0,503102642,128403158,503102750,128403200,
977,533936,0,2503,5591,7543,1,0,503139212,128398926,503139164,128398933,
978,533936,0,2505,2299,5219,1,0,503184821,128408726,503184807,128408723,
979,533936,0,2509,2880,1809,1,0,503164819,128408459,503164945,128408515,
980,533936,0,2510,1626,2663,1,0,503169074,128353432,503169093,128353393,
981,533936,0,2510,2662,2664,1,0,503169483,128352499,503169497,128352575,
982,533936,0,2511,2659,2655,1,0,503170833,128354666,503170869,128354624,
983,533936,0,2511,2663,2656,1,0,503171447,128353699,503171432,128353786,
984,533936,0,2520,2905,5236,1,0,503188994,128397394,503188872,128397467,
985,533936,0,2521,6426,7703,1,0,503092129,128408224,503092155,128408290,
986,533936,0,2529,2745,1712,1,0,503123259,128381527,503123230,128381538,
987,533936,0,2532,2770,5170,1,0,503105096,128408658,503105238,128408601,
988,533936,0,2535,4038,3798,1,0,503156638,128387461,503157067,128387183,
989,533936,0,2535,5363,6891,1,0,503157497,128387262,503157601,128387232,
990,533936,0,2537,1688,2700,1,0,503205480,128378464,503205437,128378415,
991,533936,0,2540,2135,2900,1,0,503184698,128405193,503184740,128405298,
992,533936,0,2545,2903,5232,1,0,503184495,128394294,503184477,128394220,
993,533936,0,2546,2137,4622,1,0,503182449,128393562,503182288,128393435,
994,533936,0,2548,2875,1805,1,0,503152670,128406492,503152620,128406596,
995,533936,0,2550,2878,1807,1,0,503157251,128402726,503157205,128402770,
996,533936,0,2550,2878,1807,2,0,503157251,128402726,503157268,128402716,
997,533936,0,2553,2295,2873,1,0,503152833,128399460,503152861,128399476,
998,533936,0,2560,2703,1687,1,0,503100476,128357996,503100511,128358038,
999,533936,0,2562,2639,5100,1,0,503098513,128345298,503098512,128345273,
1000,533936,0,2562,4183,6849,1,0,503097408,128345565,503097313,128345581,
1001,533936,0,2563,4560,4100,1,0,503094503,128382026,503094441,128381991,
1002,533936,0,2565,1927,2807,1,0,503114955,128376795,503115096,128376763,
1003,533936,0,2566,2721,2808,1,0,503117001,128377362,503116815,128377354,
1004,533936,0,2568,1835,2743,1,0,503101087,128405991,503101090,128406006,
1005,533936,0,2569,2796,5182,1,0,503106078,128403658,503106073,128403687,
1006,533936,0,2570,1878,2781,1,0,503107633,128403159,503107631,128403206,
1007,533936,0,2572,4375,3982,1,0,503113768,128401859,503113775,128401861,
1008,533936,0,2574,2819,2823,1,0,503117859,128400525,503117833,128400540,
1009,533936,0,2574,2819,2823,2,0,503117859,128400525,503117876,128400522,
1010,533936,0,2575,2838,4546,1,0,503118841,128399525,503118840,128399491,
1011,533936,0,2578,2292,4591,1,0,503127553,128396493,503127533,128396459,
1012,533936,0,2579,1982,2912,1,0,503127799,128394293,503127843,128394282,
1013,533936,0,2579,2292,4639,1,0,503127594,128394626,503127575,128394626,
1014,533936,0,2580,2581,1651,1,0,503126695,128392760,503126664,128392758,
1015,533936,0,2580,2853,5196,1,0,503127104,128392693,503127040,128392673,
1016,533936,0,2582,671,1652,1,0,503124854,128389293,503124864,128389291,
1017,533936,0,2585,2841,4554,1,0,503121091,128384494,503121008,128384487,
1018,533936,0,2585,2812,4555,1,0,503121295,128384294,503121378,128384366,
1019,533936,0,2587,2588,1658,1,0,503119905,128382994,503120081,128382919,
1020,533936,0,2589,1970,2837,1,0,503118842,128381927,503118933,128381877,
1021,533936,0,2590,1969,4563,1,0,503118105,128380894,503117886,128380814,
1022,533936,0,2595,2835,2829,1,0,503114751,128388960,503114722,128388985,
1023,533936,0,2597,2840,2826,1,0,503114465,128386527,503114397,128386530,
1024,533936,0,2601,2031,4092,1,0,503119333,128364763,503119247,128364765,
1025,533936,0,2604,749,2619,1,0,503120068,128389393,503120168,128389453,
1026,533936,0,2604,2605,2620,1,0,503119495,128389926,503119479,128389855,
1027,533936,0,2606,1963,4256,1,0,503118186,128390493,503118195,128390535,
1028,533936,0,2608,2817,2818,1,0,503113851,128392026,503113825,128391967,
1029,533936,0,2609,6521,7519,1,0,503112787,128392360,503112814,128392355,
1030,533936,0,2610,2732,4496,1,0,503109105,128392926,503109102,128392935,
1031,533936,0,2611,2786,5178,1,0,503108124,128393860,503108136,128393853,
1032,533936,0,2612,1860,4516,1,0,503106405,128393826,503106359,128393926,
1033,533936,0,2612,2785,4517,1,0,503106855,128394259,503106838,128394215,
1034,533936,0,2613,1848,5171,1,0,503101947,128395125,503102060,128395146,
1035,533936,0,2615,4514,2061,1,0,503156514,128409359,503156517,128409355,
1036,533936,0,2615,4514,2061,2,0,503156514,128409359,503156475,128409392,
1037,533936,0,2616,6479,8824,1,0,503160891,128405393,503160849,128405421,
1038,533936,0,2617,1397,3614,1,0,503094218,128348897,503094187,128348914,
1039,533936,0,2618,2118,1810,1,0,503178276,128410959,503178224,128410840,
1040,533936,0,2620,4056,3816,1,0,503145306,128410825,503145259,128410786,
1041,533936,0,2621,4549,3591,1,0,503089961,128399624,503089973,128399533,
1042,533936,0,2625,1394,5097,1,0,503090699,128342531,503090764,128342537,
1043,533936,0,2626,4383,5818,1,0,503090372,128342931,503090329,128342920,
1044,533936,0,2627,2635,5099,1,0,503090945,128344065,503090931,128344065,
1045,533936,0,2628,2636,5651,1,0,503090577,128344597,503090548,128344503,
1046,533936,0,2630,1400,5104,1,0,503091436,128347197,503091551,128347205,
1047,533936,0,2636,4999,6237,1,0,503088532,128344730,503088527,128344763,
1048,533936,0,2637,2629,4480,1,0,503088695,128345830,503088734,128345834,
1049,533936,0,2640,1413,4481,1,0,503100721,128346431,503100706,128346369,
1050,533936,0,2640,385,5102,1,0,503100967,128346631,503100956,128346698,
1051,533936,0,2642,1415,4482,1,0,503106898,128345998,503106869,128345993,
1052,533936,0,2645,3734,4738,1,0,503108207,128341598,503108189,128341624,
1053,533936,0,2645,2646,5115,1,0,503108576,128341431,503108559,128341435,
1054,533936,0,2648,2649,5117,1,0,503115284,128340832,503115353,128340916,
1055,533936,0,2655,2654,5123,1,0,503113034,128344165,503112985,128344059,
1056,533936,0,2656,2657,5711,1,0,503114793,128343798,503114714,128343868,
1057,533936,0,2657,1428,5242,1,0,503115979,128343965,503115968,128343959,
1058,533936,0,2661,1628,1942,1,0,503166743,128350599,503166739,128350596,
1059,533936,0,2662,1628,1667,1,0,503171651,128350099,503171683,128350119,
1060,533936,0,2662,2663,1668,1,0,503172470,128350232,503172380,128350177,
1061,533936,0,2663,2662,1668,1,0,503173492,128351299,503173498,128351299,
1062,533936,0,2664,2665,2669,1,0,503174106,128361665,503174093,128361656,
1063,533936,0,2665,3419,3542,1,0,503177623,128364598,503177618,128364552,
1064,533936,0,2665,4167,3871,1,0,503177950,128363965,503178003,128363987,
1065,533936,0,2666,6157,8162,1,0,503182041,128367164,503182061,128367191,
1066,533936,0,2668,1641,2698,1,0,503185763,128374397,503185807,128374430,
1067,533936,0,2670,1641,5130,1,0,503190509,128375630,503190543,128375672,
1068,533936,0,2670,6031,7527,1,0,503191040,128375864,503190994,128375804,
1069,533936,0,2672,1658,5135,1,0,503193618,128372630,503193633,128372655,
1070,533936,0,2673,1660,5142,1,0,503197831,128369165,503197814,128369165,
1071,533936,0,2679,1688,3126,1,0,503202535,128380829,503202501,128380836,
1072,533936,0,2679,1688,3126,2,0,503202535,128380829,503202569,128380881,
1073,533936,0,2680,1690,1848,1,0,503205888,128383963,503205927,128383948,
