,meshcode,nodeno,symcode,realx,realy,geometry
1791,533936,6605,711900,503132831,128401125,
1792,533936,6605,710428,503132953,128402692,
1793,533936,6605,710428,503134140,128400492,
1794,533936,6607,710428,503184821,128408960,
1795,533936,6620,719999,503096512,128236777,
1796,533936,6620,710421,503096717,128237710,
1797,533936,6621,719999,503406986,128242619,
1798,533936,6622,719999,503122242,128247143,
1799,533936,6622,712000,503123632,128248710,
1800,533936,6622,712000,503123388,128245510,
1801,533936,6624,719999,503194890,128255411,
1802,533936,6624,710438,503197507,128255811,
1803,533936,6624,710500,503199839,128257043,
1804,533936,6630,719999,503137127,128351865,
1805,533936,6633,719999,503128700,128388727,
1806,533936,6633,712221,503129804,128387994,
1807,533936,6638,719999,503484783,128386670,
1808,533936,6638,711708,503487237,128386603,
1809,533936,6639,719999,503536038,128377873,
1810,533936,6639,710438,503534769,128377439,
1811,533936,6649,719999,503120812,128185285,
1812,533936,6655,719999,503127600,128247277,
1813,533936,6665,719999,503128373,128389361,
1814,533936,6665,712221,503129804,128388061,
1815,533936,6666,719999,503138394,128388827,
1816,533936,6667,710116,503224050,128391429,
1817,533936,6667,719999,503225973,128391996,
1818,533936,6667,710438,503225318,128390496,
1819,533936,6672,719999,503130703,128402392,
1820,533936,6672,711000,503131644,128401525,
1821,533936,6688,719999,503127600,128247643,
1822,533936,6693,711900,503405103,128284946,
1823,533936,6696,719999,503129068,128389294,
1824,533936,6696,712221,503129723,128387994,
1825,533936,6697,719999,503137863,128388261,
1826,533936,6699,710428,503134140,128400492,
1827,533936,6699,711400,503135899,128399993,
1828,533936,6714,719999,503127314,128253776,
1829,533936,6721,710116,503224214,128391563,
1830,533936,6721,719999,503225277,128391463,
1831,533936,6721,710438,503225359,128390496,
1832,533936,6733,719999,503127150,128259976,
1833,533936,6777,719999,503296463,128164426,
1834,533936,6782,719999,503303745,128156694,
1835,533936,6784,719999,503279325,128143228,
1836,533936,6786,719999,503304604,128155827,
