,meshcode,tnodeno,snodeno,enodeno,yssnodeno,ysenodeno,geometry
719,533936,5645,6752,5645,5645,4800,
720,533936,5645,6752,5645,5645,4495,
721,533936,5686,5685,5913,5913,590,
722,533936,5686,5685,5913,5913,6093,
723,533936,5686,5685,5913,5686,276,
724,533936,5686,5914,5686,5686,276,
725,533936,5686,5914,5686,5686,6225,
726,533936,5686,5914,5686,5913,590,
727,533936,5688,6227,5916,5916,6621,
728,533936,5688,6227,5916,5688,6096,
729,533936,5695,2466,6101,5695,4907,
730,533936,5695,3882,5924,6101,2466,
731,533936,5695,4206,6101,5924,5694,
732,533936,5695,6094,5695,6101,3880,
733,533936,5706,4400,5935,5935,6105,
734,533936,5721,5947,5721,5721,5719,
735,533936,5721,5947,5721,5721,6114,
736,533936,5721,6394,5948,5948,5720,
737,533936,5721,6394,5948,5948,6115,
738,533936,5725,5565,5951,5951,268,
739,533936,5725,5565,5951,5951,5322,
740,533936,5725,5565,5951,5725,5724,
741,533936,5725,5723,5725,5725,5724,
742,533936,5725,5723,5725,5725,5567,
743,533936,5725,5723,5725,5951,268,
744,533936,5777,4812,5992,5992,5749,
745,533936,5777,4812,5992,5992,5263,
746,533936,5777,4812,5992,5777,5748,
747,533936,5777,5315,5777,5777,5748,
748,533936,5777,5315,5777,5777,5508,
749,533936,5777,5315,5777,5992,5749,
750,533936,5818,6414,6666,5818,6779,
751,533936,5818,6597,6697,6697,6468,
752,533936,5818,6597,6697,5818,6779,
753,533936,5818,6597,6697,6515,6024,
754,533936,5818,6749,6515,6515,6024,
755,533936,5818,6749,6515,6666,6634,
756,533936,5818,6749,6515,6697,6468,
757,533936,5818,6774,5818,6666,6634,
758,533936,5902,5673,5902,5902,592,
759,533936,5902,5673,5902,5902,6087,
760,533936,5902,5673,5902,5903,280,
761,533936,5902,5674,5903,5903,280,
762,533936,5902,5674,5903,5903,5914,
763,533936,5902,5674,5903,5902,592,
764,533936,5914,5903,5914,5914,278,
765,533936,5914,5903,5914,5914,5686,
766,533936,5914,5903,5914,6224,591,
767,533936,5914,6093,6224,6224,591,
768,533936,5914,6093,6224,6224,5673,
769,533936,5914,6093,6224,5914,278,
770,533936,5926,6450,6103,6103,6391,
771,533936,5926,6450,6103,5926,6660,
772,533936,5928,5699,5928,5928,4842,
773,533936,5965,5340,6506,6506,6551,
774,533936,5965,5340,6506,6506,6399,
775,533936,5965,5340,6506,5965,6253,
776,533936,5965,6127,5965,5965,6253,
777,533936,5965,6127,5965,5965,5309,
778,533936,5965,6127,5965,6506,6551,
779,533936,6036,4847,6036,6036,5834,
780,533936,6036,4847,6036,6036,5804,
781,533936,6036,5804,6036,6036,5834,
782,533936,6036,5834,6036,6036,4847,
783,533936,6036,5834,6036,6036,5804,
784,533936,6098,3463,6098,6098,5919,
785,533936,6098,3463,6098,6098,4388,
786,533936,6098,4228,6228,6228,3604,
787,533936,6098,5919,6098,6098,4388,
788,533936,6098,6448,6499,6098,5919,
789,533936,6106,2344,6106,6106,4400,
790,533936,6106,3832,6106,6106,5934,
791,533936,6106,5706,6106,6106,3846,
792,533936,6106,5934,6106,6106,2344,
793,533936,6120,5453,6120,6120,268,
794,533936,6120,5453,6120,6120,6243,
795,533936,6120,5453,6120,6246,6331,
796,533936,6120,5949,6246,6246,6331,
797,533936,6120,5949,6246,6246,5452,
798,533936,6120,5949,6246,6120,268,
799,533936,6125,5234,6333,6125,6397,
800,533936,6127,5745,6127,6127,6253,
801,533936,6127,5745,6127,6127,5965,
802,533936,6127,5745,6127,6399,6456,
803,533936,6127,6506,6399,6399,6456,
804,533936,6127,6506,6399,6399,3816,
805,533936,6127,6506,6399,6127,6253,
806,533936,6232,5927,6501,6501,6450,
807,533936,6232,5927,6501,6232,6326,
808,533936,6283,2535,6353,6353,2555,
809,533936,6283,2535,6353,6283,6284,
810,533936,6283,6284,6283,6283,6561,
811,533936,6360,2787,6423,6360,6521,
812,533936,6360,5300,6360,6423,2733,
813,533936,6485,6436,6485,6485,6202,
814,533936,6485,6436,6530,6784,6752,
815,533936,6485,6436,6530,6784,6775,
816,533936,6485,6741,6530,6530,6436,
817,533936,6485,6741,6530,6784,6752,
818,533936,6485,6752,6784,6784,6775,
819,533936,6485,6752,6784,6530,6436,
820,533936,6485,6752,6784,6485,6202,
821,533936,6485,6780,6784,6784,6752,
822,533936,6485,6780,6784,6530,6436,
823,533936,6535,6489,6786,6786,6794,
824,533936,6535,6489,6786,6782,6612,
825,533936,6535,6489,6786,6782,6577,
826,533936,6535,6612,6782,6782,6577,
827,533936,6535,6612,6782,6786,6489,
828,533936,6535,6612,6782,6786,6794,
829,533936,6535,6613,6786,6786,6489,
830,533936,6535,6613,6786,6782,6612,
831,533936,6535,6790,6782,6782,6612,
832,533936,6535,6790,6782,6786,6489,
833,533936,6536,4210,6536,6536,6684,
834,533936,6585,5916,6621,6621,6496,
835,533936,6585,5916,6621,6585,6732,
836,533936,6777,6438,6777,6777,6576,
837,533936,6777,6534,6777,6777,6772,
838,533936,6777,6576,6777,6777,6534,
839,533936,6777,6772,6777,6777,6438,
