,Unnamed: 0,meshcode,nodeno,vflg,zuflg,nextflg,zahyocnt,keido1,ido1,keido2,ido2,keido3,ido3,keido4,ido4,keido5,ido5,geometry
133,133,533936,6312,0,0,1,17,139.7549275,35.605398055555554,139.75491027777778,35.60543222222222,139.7548913888889,35.605465555555554,139.7548586111111,35.60551944444445,139.7548177777778,35.60557722222222,
134,134,533936,6312,0,0,2,17,139.75477138888888,35.60563444444445,139.75472555555555,35.60568416666667,139.7546825,35.60572555555556,139.75464944444445,35.60575444444444,139.75457138888888,35.60581694444444,
135,135,533936,6312,0,0,3,17,139.75452972222223,35.605846666666665,139.75446833333334,35.60588833333333,139.75438888888888,35.60593333333333,139.75429333333332,35.605987222222225,139.7541925,35.60603583333334,
136,136,533936,6312,0,0,4,17,139.75409416666668,35.606076944444446,139.75398722222224,35.60612,0.0,0.0,0.0,0.0,0.0,0.0,
137,137,533936,6316,0,0,0,4,139.75703583333333,35.61280861111111,139.75741416666668,35.61313472222222,139.7576875,35.61335638888889,139.75822805555555,35.6137775,0.0,0.0,
138,138,533936,6371,0,0,0,5,139.75511583333332,35.58694833333333,139.75511555555556,35.58706,139.75511805555556,35.587648888888886,139.7551188888889,35.587874444444445,139.7551136111111,35.58821388888889,
139,139,533936,6380,0,0,0,5,139.75387694444444,35.606254722222225,139.7537063888889,35.60632666666667,139.7535036111111,35.606412222222225,139.75333361111112,35.60648638888889,139.75324444444445,35.60652972222222,
140,140,533936,6441,0,0,1,6,139.75079166666666,35.61038138888889,139.75080888888888,35.61057861111111,139.75083916666668,35.61090138888889,139.75085944444444,35.61110027777778,139.75088805555555,35.61139111111111,
141,141,533936,6441,0,0,2,6,139.75090833333334,35.61159361111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,142,533936,6443,0,0,1,9,139.75827027777777,35.6134625,139.75817805555556,35.6133925,139.75806527777777,35.613305555555556,139.75794527777776,35.613213888888886,139.75780833333334,35.6131075,
143,143,533936,6443,0,0,2,9,139.75765194444443,35.612985,139.7575163888889,35.612875,139.75736694444444,35.61274805555556,139.7572272222222,35.612625,0.0,0.0,
144,144,533936,6483,0,0,0,5,139.75512083333334,35.590064444444444,139.7551202777778,35.59025777777778,139.75512055555555,35.59050555555555,139.75512416666666,35.590803333333334,139.75512555555557,35.59124611111111,
145,145,533936,6490,0,0,1,8,139.75292972222223,35.60967388888889,139.75291555555555,35.609472777777775,139.75291083333335,35.609385,139.75290388888888,35.6092475,139.752895,35.60906388888889,
146,146,533936,6490,0,0,2,8,139.75288777777777,35.60888361111111,139.7528838888889,35.6087525,139.7528802777778,35.60864111111111,0.0,0.0,0.0,0.0,
147,147,533936,6528,0,0,0,5,139.75542666666666,35.59155111111111,139.75542472222222,35.59119722222222,139.75542388888888,35.590869444444444,139.75542194444444,35.59050972222222,139.75542,35.59011805555556,
148,148,533936,6573,0,0,0,5,139.75546777777777,35.5977825,139.75546166666666,35.5975725,139.75544833333333,35.59717305555556,139.75544638888888,35.596847777777775,139.75544583333334,35.59657611111111,
149,149,533936,6650,0,0,0,3,139.7556,35.60325111111111,139.7556,35.60295305555555,139.75560305555555,35.6027975,0.0,0.0,0.0,0.0,
150,150,533936,6709,0,0,1,11,139.7552861111111,35.60977388888889,139.75531361111112,35.60991527777778,139.7553425,35.61004666666667,139.7553863888889,35.61022305555556,139.75543694444445,35.61039944444445,
