,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,533936,073114,1,10,1,0,1,0,4-33-21-8-6371510,"LINESTRING (503168268 128113129, 503168677 128112862)"
1,533936,072114,761,6085,365,0,1,0,4-33-21-8-6465915,"LINESTRING (503128050 128241244, 503128010 128238178)"
2,533936,072114,762,1259,1260,0,1,0,4-33-21-8-6465926,"LINESTRING (503531989 128356308, 503529699 128357008)"
3,533936,072114,763,1263,1264,0,1,0,4-33-21-8-6465945,"LINESTRING (503526099 128356541, 503526099 128357341)"
4,533936,073114,764,295,297,0,2,0,4-33-21-8-6465975,"LINESTRING (503300342 128296676, 503295762 128296242)"
5,533936,071114,765,3022,3021,1,1,0,4-33-21-8-6465986,"LINESTRING (503220124 128382397, 503221678 128380897)"
6,533936,071114,766,3023,3022,1,1,0,4-33-21-8-6466005,"LINESTRING (503218610 128383830, 503220124 128382397)"
7,533936,071114,767,1249,4738,1,1,0,4-33-21-8-6466043,"LINESTRING (503536324 128377606, 503536324 128377506, 503536324 128377373, 503536488 128377139, 503537306 128376506, 503538329 128375739)"
8,533936,072114,768,1263,1260,0,1,0,4-33-21-8-6466054,"LINESTRING (503526099 128356541, 503527776 128356508, 503529044 128356941, 503529699 128357008)"
9,533936,071114,769,3452,737,1,2,0,4-33-21-8-6466073,"LINESTRING (503172358 128119262, 503173053 128118662, 503173585 128117996, 503173872 128117729, 503174035 128117696, 503174444 128117662, 503175017 128117696)"
10,533936,071114,770,3021,3458,1,1,0,4-33-21-8-6466114,"LINESTRING (503221678 128380897, 503223192 128379497)"
11,533936,071114,771,365,3804,0,1,0,4-33-21-8-6466193,"LINESTRING (503128010 128238178, 503128092 128229912, 503133369 128229945)"
12,533936,072414,772,3928,3925,1,2,0,4-33-21-8-6466204,"LINESTRING (503185033 128234147, 503185401 128234514)"
13,533936,072414,773,3927,3928,1,2,0,4-33-21-8-6466215,"LINESTRING (503185605 128234247, 503185033 128234147)"
14,533936,071114,774,3945,3903,1,2,0,4-33-21-8-6466226,"LINESTRING (503212031 128226283, 503212153 128226949)"
15,533936,071114,775,3944,3945,1,2,0,4-33-21-8-6466237,"LINESTRING (503213053 128223883, 503212931 128224516, 503212767 128224849, 503212031 128226283)"
16,533936,071114,776,3947,3926,1,2,0,4-33-21-8-6466253,"LINESTRING (503211622 128226649, 503211622 128226449, 503211540 128226183, 503211376 128225916)"
17,533936,071114,777,3946,3947,1,2,0,4-33-21-8-6466264,"LINESTRING (503209167 128230482, 503209658 128229448, 503210517 128228015, 503211622 128226649)"
18,533936,071114,778,4244,4243,1,1,0,4-33-21-8-6466280,"LINESTRING (503213176 128223716, 503213381 128224116, 503213585 128224216, 503213790 128224283, 503214363 128224183)"
