,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,533936,063114,3,77,5845,0,2,2,7-33-21-319-13390970,"LINESTRING (503088366 128409890, 503088816 128409490, 503089429 128408957)"
1,533936,061514,582,393,392,1,2,578,4-33-21-8-6458167,"LINESTRING (503097495 128202048, 503100236 128202248)"
2,533936,061514,583,732,730,1,2,579,4-33-21-8-6458190,"LINESTRING (503100154 128201515, 503094674 128201048, 503093855 128200982, 503093201 128201015, 503092751 128201148, 503092342 128201282)"
3,533936,061524,584,610,401,1,1,580,4-33-21-8-6458213,"LINESTRING (503209037 128406794, 503208506 128406894, 503208219 128407061, 503207442 128407594, 503206869 128407894, 503206215 128408161, 503204456 128408660, 503203434 128408893)"
4,533936,061514,585,2398,393,1,2,581,4-33-21-8-6458253,"LINESTRING (503094469 128201815, 503097495 128202048)"
5,533936,061514,586,5242,2398,1,2,582,4-33-21-8-6458276,"LINESTRING (503092014 128201548, 503093242 128201682, 503094469 128201815)"
6,533936,061114,587,2290,117,1,1,583,4-33-21-8-6458299,"LINESTRING (503131358 128395293, 503132708 128394626)"
7,533936,061524,588,399,610,1,1,584,4-33-21-8-6458322,"LINESTRING (503203475 128409526, 503205192 128409060, 503206706 128408594, 503207565 128408261, 503208015 128407994, 503208587 128407594, 503208710 128407327, 503209037 128406794)"
8,533936,061114,589,945,946,1,1,585,4-33-21-8-6458339,"LINESTRING (503433937 128401633, 503434263 128405399)"
9,533936,061114,590,946,3261,1,1,586,4-33-21-8-6458354,"LINESTRING (503434263 128405399, 503434631 128409499)"
10,533936,062114,591,3438,3281,0,1,587,4-33-21-8-6458369,"LINESTRING (503464738 128397634, 503464779 128397301)"
11,533936,061114,592,3261,4679,1,1,588,4-33-21-8-6458384,"LINESTRING (503434631 128409499, 503434836 128411666)"
12,533936,061514,593,3587,708,1,1,589,4-33-21-8-6458483,"LINESTRING (503115532 128272607, 503116228 128272507, 503116555 128272474, 503117128 128272340, 503117741 128272174, 503118273 128271940, 503118764 128271674, 503119214 128271407, 503119623 128271107, 503119950 128270774, 503119909 128270240)"
13,533936,061514,594,708,3586,1,1,590,4-33-21-8-6458506,"LINESTRING (503119909 128270240, 503119337 128270140, 503119132 128270274, 503118887 128270474, 503118519 128270740, 503117987 128271040, 503117496 128271240, 503116637 128271440)"
14,533936,062114,595,4688,3438,0,1,591,4-33-21-8-6458544,"LINESTRING (503465720 128411666, 503465556 128409433, 503465352 128406133, 503465188 128403533, 503464902 128400068, 503464738 128397634)"
15,533936,061114,596,4685,944,1,2,592,4-33-21-8-6458559,"LINESTRING (503435490 128411666, 503435286 128409399, 503434387 128399667, 503434264 128398667, 503434141 128398167, 503433977 128397967)"
16,533936,061114,597,4245,341,1,1,593,4-33-21-8-6458637,"LINESTRING (503132258 128396393, 503132667 128396893)"
17,533936,061114,598,2290,4245,1,1,594,4-33-21-8-6458652,"LINESTRING (503131358 128395293, 503132258 128396393)"
18,533936,062114,599,340,339,0,1,595,4-33-21-8-6458693,"LINESTRING (503131072 128400659, 503132790 128400092)"
19,533936,062114,600,341,118,0,1,596,4-33-21-8-6458716,"LINESTRING (503132667 128396893, 503133731 128396193)"
20,533936,061514,601,319,398,1,1,597,4-33-21-8-6458739,"LINESTRING (503198116 128410593, 503198607 128410793, 503200775 128410226)"
21,533936,061514,602,398,399,1,1,598,4-33-21-8-6458762,"LINESTRING (503200775 128410226, 503203475 128409526)"
22,533936,062114,603,459,469,0,1,599,4-33-21-8-6458785,"LINESTRING (503508672 128353841, 503512477 128355275)"
23,533936,062114,604,466,470,0,1,600,4-33-21-8-6458808,"LINESTRING (503520372 128350175, 503520332 128347442)"
24,533936,062114,605,339,341,0,1,601,4-33-21-8-6458831,"LINESTRING (503132790 128400092, 503133199 128397693, 503132667 128396893)"
25,533936,062114,606,733,25,0,1,602,4-33-21-8-6458854,"LINESTRING (503089356 128185150, 503088375 128184984)"
26,533936,061514,607,401,761,1,1,603,4-33-21-8-6458877,"LINESTRING (503203434 128408893, 503200652 128409593)"
27,533936,062114,608,778,4728,0,1,604,4-33-21-8-6458900,"LINESTRING (503534200 128314480, 503538332 128311313)"
28,533936,062114,609,999,2493,0,1,605,4-33-21-8-6458972,"LINESTRING (503525322 128335543, 503528963 128334011)"
29,533936,062114,610,2494,990,0,1,606,4-33-21-8-6458995,"LINESTRING (503537021 128322945, 503532768 128321045)"
30,533936,061514,611,761,319,1,1,607,4-33-21-8-6459041,"LINESTRING (503200652 128409593, 503198443 128410160, 503198116 128410593)"
31,533936,062114,612,1154,3221,0,1,608,4-33-21-8-6459099,"LINESTRING (503487892 128372572, 503489242 128369938)"
32,533936,062114,613,3222,1073,0,1,609,4-33-21-8-6459122,"LINESTRING (503491165 128359639, 503492188 128358007, 503492434 128357674, 503492679 128357474, 503493088 128357274, 503493579 128357174, 503494560 128357040, 503495296 128356940, 503496605 128356740)"
33,533936,062114,614,1073,3223,0,1,610,4-33-21-8-6459145,"LINESTRING (503496605 128356740, 503497914 128356507)"
34,533936,062114,615,469,3241,0,1,611,4-33-21-8-6459168,"LINESTRING (503512477 128355275, 503516159 128356608)"
35,533936,062114,616,3241,3242,0,1,612,4-33-21-8-6459191,"LINESTRING (503516159 128356608, 503516895 128356908, 503517263 128356941)"
36,533936,062114,617,3243,3238,0,1,613,4-33-21-8-6459221,"LINESTRING (503520332 128352041, 503520372 128350541)"
37,533936,062114,618,470,995,0,1,614,4-33-21-8-6459244,"LINESTRING (503520332 128347442, 503520332 128346809)"
38,533936,062114,619,995,993,0,1,615,4-33-21-8-6459267,"LINESTRING (503520332 128346809, 503520250 128346076, 503520045 128345642, 503519759 128345309, 503518041 128344042)"
39,533936,062114,620,993,3244,0,1,616,4-33-21-8-6459290,"LINESTRING (503518041 128344042, 503516650 128343009)"
40,533936,062114,621,3244,3245,0,1,617,4-33-21-8-6459313,"LINESTRING (503516650 128343009, 503513542 128340842, 503513378 128340642, 503513337 128340409, 503513378 128340176, 503513542 128339976, 503514728 128338843)"
41,533936,062114,622,3246,3247,0,1,618,4-33-21-8-6459336,"LINESTRING (503518041 128337643, 503520004 128337477)"
42,533936,062114,623,998,999,0,1,619,4-33-21-8-6459359,"LINESTRING (503522254 128336810, 503525322 128335543)"
43,533936,062114,624,3223,3434,0,1,620,4-33-21-8-6459382,"LINESTRING (503497914 128356507, 503499223 128356240, 503500737 128355840, 503501842 128355474)"
44,533936,062114,625,3434,459,0,1,621,4-33-21-8-6459405,"LINESTRING (503501842 128355474, 503503110 128354974, 503506260 128353675, 503506833 128353541, 503507323 128353541, 503507772 128353541, 503508672 128353841)"
45,533936,062114,626,2261,3435,0,1,622,4-33-21-8-6459428,"LINESTRING (503489078 128367938, 503488955 128367305, 503488956 128366838, 503488997 128366505, 503489161 128366106, 503489774 128364739)"
46,533936,062114,627,3245,3246,0,1,623,4-33-21-8-6459474,"LINESTRING (503514728 128338843, 503515954 128337910, 503516200 128337810, 503516609 128337677, 503517059 128337610, 503518041 128337643)"
47,533936,062114,628,3247,998,0,1,624,4-33-21-8-6459497,"LINESTRING (503520004 128337477, 503520700 128337343, 503521272 128337177, 503522254 128336810)"
48,533936,062114,629,3494,2493,0,1,625,4-33-21-8-6459520,"LINESTRING (503535835 128331211, 503534321 128331744, 503528963 128334011)"
49,533936,062414,630,442,3537,0,1,626,4-33-21-8-6459543,"LINESTRING (503537021 128330711, 503537553 128330478)"
50,533936,062114,631,4721,2494,0,1,627,4-33-21-8-6459558,"LINESTRING (503538331 128323512, 503537021 128322945)"
51,533936,062114,632,3494,442,0,1,628,4-33-21-8-6459581,"LINESTRING (503535835 128331211, 503537021 128330711)"
52,533936,062414,633,2064,118,0,1,629,4-33-21-8-6459604,"LINESTRING (503134385 128395860, 503133731 128396193)"
53,533936,062414,634,3238,466,0,1,630,4-33-21-8-6459668,"LINESTRING (503520372 128350541, 503520372 128350175)"
54,533936,061214,635,3978,3977,1,1,631,4-33-21-8-6459730,"LINESTRING (503137086 128365763, 503137495 128365829, 503137823 128365796, 503138150 128365663, 503139582 128364897, 503140767 128364264, 503141381 128363897, 503141872 128363564, 503142403 128363197)"
55,533936,062114,636,990,4296,0,1,632,4-33-21-8-6459820,"LINESTRING (503532768 128321045, 503530682 128320112)"
56,533936,062114,637,4296,992,0,1,633,4-33-21-8-6459843,"LINESTRING (503530682 128320112, 503528759 128319312, 503528636 128319212, 503528554 128319112, 503528513 128318945, 503528554 128318812, 503528677 128318679, 503530886 128317013)"
57,533936,062114,638,4529,3243,0,1,634,4-33-21-8-6459965,"LINESTRING (503520249 128353641, 503520332 128352041)"
58,533936,062114,639,3221,4536,0,1,635,4-33-21-8-6460034,"LINESTRING (503489242 128369938, 503489283 128369505, 503489283 128369238)"
59,533936,062114,640,4536,2261,0,1,636,4-33-21-8-6460057,"LINESTRING (503489283 128369238, 503489242 128368705, 503489078 128367938)"
60,533936,062214,641,327,119,1,4,637,4-33-21-8-6460080,"LINESTRING (503136471 128400892, 503137902 128400460)"
61,533936,063114,642,356,357,0,1,638,4-33-21-8-6460111,"LINESTRING (503089557 128273906, 503095407 128273439)"
62,533936,062214,643,181,490,1,2,639,4-33-21-8-6460141,"LINESTRING (503199630 128373930, 503201512 128375197)"
63,533936,062214,644,203,491,1,2,640,4-33-21-8-6460173,"LINESTRING (503247940 128409262, 503250640 128411328)"
64,533936,063124,645,319,610,0,2,641,4-33-21-8-6460205,"LINESTRING (503198116 128410593, 503200652 128409893, 503204333 128408960, 503206501 128408361, 503207319 128408061, 503208628 128407161, 503209037 128406794)"
65,533936,062214,646,646,645,1,4,642,4-33-21-8-6460265,"LINESTRING (503135326 128401292, 503136021 128401059)"
66,533936,062214,647,647,338,1,4,643,4-33-21-8-6460294,"LINESTRING (503132013 128402392, 503133649 128401825)"
67,533936,062214,648,649,648,1,2,644,4-33-21-8-6460323,"LINESTRING (503128290 128403625, 503130581 128402892)"
68,533936,062214,649,650,651,1,2,645,4-33-21-8-6460376,"LINESTRING (503117654 128406991, 503117859 128407491, 503118636 128409191)"
69,533936,063114,650,654,655,0,2,646,4-33-21-8-6460472,"LINESTRING (503100803 128366028, 503101212 128368162)"
70,533936,063114,651,656,654,0,2,647,4-33-21-8-6460501,"LINESTRING (503100230 128362029, 503100803 128366028)"
71,533936,063114,652,657,658,0,4,648,4-33-21-8-6460530,"LINESTRING (503098962 128352030, 503099330 128354397)"
72,533936,063114,653,384,657,0,4,649,4-33-21-8-6460559,"LINESTRING (503098594 128349430, 503098962 128352030)"
73,533936,063114,654,659,384,0,2,650,4-33-21-8-6460590,"LINESTRING (503098390 128347830, 503098594 128349430)"
74,533936,063114,655,660,661,0,2,651,4-33-21-8-6460619,"LINESTRING (503096222 128335199, 503096958 128339465)"
75,533936,062214,656,367,708,1,2,652,4-33-21-8-6460651,"LINESTRING (503120728 128267708, 503120646 128268274, 503120523 128268774, 503120278 128269207, 503120032 128269540, 503119909 128270240)"
76,533936,062214,657,709,367,1,2,653,4-33-21-8-6460678,"LINESTRING (503120769 128265775, 503120728 128267708)"
77,533936,062214,658,710,709,1,2,654,4-33-21-8-6460708,"LINESTRING (503120973 128259608, 503120769 128265775)"
78,533936,062214,659,712,711,1,2,655,4-33-21-8-6460738,"LINESTRING (503121465 128247510, 503121219 128253442)"
79,533936,062214,660,714,713,1,2,656,4-33-21-8-6460798,"LINESTRING (503113325 128238611, 503115574 128238478, 503116229 128238478, 503116883 128238511, 503117497 128238611, 503118110 128238778, 503118683 128239011, 503119215 128239278, 503119665 128239578, 503120115 128239911, 503120524 128240278, 503120770 128240578, 503121260 128241211)"
80,533936,063114,661,448,730,0,2,657,4-33-21-8-6460828,"LINESTRING (503091033 128201348, 503092342 128201282)"
81,533936,063114,662,437,4665,0,2,658,4-33-21-8-6460886,"LINESTRING (503339117 128410397, 503338995 128411663)"
82,533936,063114,663,379,4595,0,2,659,4-33-21-8-6460915,"LINESTRING (503137248 128411358, 503137575 128411658)"
83,533936,063114,664,168,781,0,2,660,4-33-21-8-6460944,"LINESTRING (503093687 128310502, 503092296 128311101, 503090701 128311634)"
84,533936,062214,665,491,4643,1,2,661,4-33-21-8-6460971,"LINESTRING (503250640 128411328, 503251049 128411662)"
85,533936,062114,666,1714,1715,0,1,662,4-33-21-8-6461029,"LINESTRING (503234155 128398762, 503232232 128400362)"
86,533936,063114,667,806,448,0,1,663,4-33-21-8-6461055,"LINESTRING (503088742 128200882, 503090255 128201248, 503091033 128201348)"
87,533936,063114,668,357,1332,0,1,664,4-33-21-8-6461082,"LINESTRING (503095407 128273439, 503099374 128273173)"
88,533936,063114,669,2422,660,0,2,665,4-33-21-8-6461142,"LINESTRING (503096099 128334432, 503096222 128335199)"
89,533936,063414,670,2423,2424,0,2,666,4-33-21-8-6461174,"LINESTRING (503095854 128331132, 503095690 128331566)"
90,533936,063114,671,781,42,0,2,667,4-33-21-8-6461195,"LINESTRING (503090701 128311634, 503088370 128312368)"
91,533936,062214,672,645,327,1,4,668,4-33-21-8-6461222,"LINESTRING (503136021 128401059, 503136471 128400892)"
92,533936,062214,673,490,2536,1,2,669,4-33-21-8-6461251,"LINESTRING (503201512 128375197, 503202739 128376064)"
93,533936,062214,674,2537,2333,1,2,670,4-33-21-8-6461283,"LINESTRING (503205644 128378097, 503206747 128378764)"
94,533936,063114,675,2551,631,0,2,671,4-33-21-8-6461315,"LINESTRING (503134548 128408825, 503135816 128409991)"
95,533936,062214,676,338,646,1,4,672,4-33-21-8-6461373,"LINESTRING (503133649 128401825, 503135326 128401292)"
96,533936,062214,677,648,647,1,4,673,4-33-21-8-6461402,"LINESTRING (503130581 128402892, 503132013 128402392)"
97,533936,062214,678,1898,649,1,2,674,4-33-21-8-6461431,"LINESTRING (503127226 128403959, 503128290 128403625)"
98,533936,062214,679,1895,1898,1,2,675,4-33-21-8-6461463,"LINESTRING (503126244 128404259, 503127226 128403959)"
99,533936,062214,680,1893,1895,1,2,676,4-33-21-8-6461492,"LINESTRING (503125303 128404592, 503126244 128404259)"
100,533936,062214,681,336,1893,1,2,677,4-33-21-8-6461521,"LINESTRING (503123299 128405225, 503125303 128404592)"
101,533936,062214,682,651,2556,1,2,678,4-33-21-8-6461811,"LINESTRING (503118636 128409191, 503119291 128410624)"
102,533936,062214,683,1785,332,1,2,679,4-33-21-8-6462035,"LINESTRING (503101866 128372995, 503101906 128373095, 503101947 128373262, 503102070 128373495, 503102316 128373928)"
103,533936,062214,684,5248,1785,1,2,680,4-33-21-8-6462067,"LINESTRING (503101866 128371795, 503101743 128372062, 503101866 128372995)"
104,533936,063114,685,2559,5248,0,2,681,4-33-21-8-6462099,"LINESTRING (503101621 128370295, 503101866 128371795)"
105,533936,063114,686,655,2559,0,2,682,4-33-21-8-6462128,"LINESTRING (503101212 128368162, 503101621 128370295)"
106,533936,063114,687,2560,656,0,2,683,4-33-21-8-6462157,"LINESTRING (503099944 128358096, 503100230 128362029)"
107,533936,063114,688,658,2560,0,2,684,4-33-21-8-6462186,"LINESTRING (503099330 128354397, 503099944 128358096)"
108,533936,063114,689,2561,659,0,2,685,4-33-21-8-6462215,"LINESTRING (503098227 128346797, 503098390 128347830)"
109,533936,063114,690,2562,2561,0,2,686,4-33-21-8-6462244,"LINESTRING (503097981 128345431, 503098227 128346797)"
110,533936,063114,691,1393,2562,0,2,687,4-33-21-8-6462276,"LINESTRING (503097613 128343531, 503097981 128345431)"
111,533936,063114,692,1408,1393,0,2,688,4-33-21-8-6462308,"LINESTRING (503097449 128342598, 503097613 128343531)"
112,533936,063114,693,648,769,0,4,689,4-33-21-8-6462340,"LINESTRING (503130581 128402892, 503130540 128403359, 503131194 128404659)"
113,533936,062214,694,1699,2927,1,2,690,4-33-21-8-6462497,"LINESTRING (503219183 128387596, 503220165 128388329)"
114,533936,062214,695,1731,2928,1,2,691,4-33-21-8-6462529,"LINESTRING (503222210 128389796, 503222742 128390163)"
115,533936,062214,696,2931,1740,1,2,692,4-33-21-8-6462590,"LINESTRING (503228386 128394396, 503228877 128394796)"
116,533936,062214,697,1748,1752,1,2,693,4-33-21-8-6462802,"LINESTRING (503231864 128397096, 503232395 128397496)"
