,meshcode,linkno,kiseino,day,shour,ehour,sdate,edate,cartype,geometry
0,513244,1009,1,011111100,0700,0830,0101,1231,0,
1,513244,1029,1,011111100,0700,0830,0101,1231,0,
2,513244,1030,1,011111100,0700,0830,0101,1231,0,
3,513244,1031,1,011111100,0700,0830,0101,1231,0,
4,513244,1058,1,011111100,0700,0830,0101,1231,0,
5,513244,1166,1,011111100,0700,0830,0101,1231,0,
6,513244,1167,1,011111100,0700,0830,0101,1231,0,
7,513244,1168,1,011111100,0700,0830,0101,1231,0,
8,513244,1169,1,011111100,0700,0830,0101,1231,0,
9,513244,1170,1,011111100,0700,0830,0101,1231,0,
10,513244,1232,1,011111100,0700,0830,0101,1231,0,
11,513244,1406,1,011111100,0700,0830,0101,1231,0,
12,513244,1407,1,011111100,0700,0830,0101,1231,0,
13,513244,2283,1,100000000,0700,0900,0101,1231,0,
14,513244,2319,1,011111000,0730,0830,0101,1231,0,
15,513244,2708,1,011111100,0730,0830,0101,1231,0,
16,513244,2709,1,011111100,0730,0830,0101,1231,0,
17,513244,2710,1,011111100,0730,0830,0101,1231,0,
18,513244,2740,1,100000000,0900,1900,0101,1231,0,
19,513244,2966,1,011111100,0700,0900,0101,1231,0,
20,513244,2967,1,011111100,0700,0900,0101,1231,0,
21,513244,3002,1,100000000,0700,0900,0101,1231,0,
22,513244,3144,1,011111100,0700,0900,0101,1231,0,
23,513244,3146,1,011111100,0700,0900,0101,1231,0,
24,513244,3147,1,011111100,0700,0900,0101,1231,0,
25,513244,3223,1,100000000,0000,2400,0101,1231,0,
26,513244,3224,1,100000000,0000,2400,0101,1231,0,
27,513244,3244,1,011111000,0730,0830,0101,1231,0,
28,513244,3245,1,011111000,0730,0830,0101,1231,0,
29,513244,3679,1,011111000,0700,0800,0101,1231,0,
30,513244,4573,1,100000000,0730,0900,0101,1231,0,
31,513244,4807,1,100000000,0745,0830,0101,1231,0,
32,513244,5157,1,011111000,0745,0830,0101,1231,0,
33,513244,6002,1,011111000,0730,0900,0101,1231,0,
34,513244,6138,1,011111000,0730,0900,0101,1231,0,
35,513244,6139,1,011111000,0730,0900,0101,1231,0,
36,513244,6505,1,011111100,0700,0900,0101,1231,0,
37,513244,6506,1,011111100,0700,0900,0101,1231,0,
38,513244,6565,1,100000000,0730,0900,0101,1231,0,
39,513244,6566,1,100000000,0730,0900,0101,1231,0,
40,513244,6626,1,100000000,0745,0830,0101,1231,0,
41,513244,6736,1,011111000,0730,0900,0101,1231,0,
42,513244,6737,1,011111000,0730,0900,0101,1231,0,
43,513244,6870,1,011111000,0730,0900,0101,1231,0,
44,513244,6871,1,011111000,0730,0900,0101,1231,0,
45,513244,7591,1,100000000,0700,0900,0101,1231,0,
46,513244,8311,1,011111000,0730,0900,0101,1231,0,
47,513244,8318,1,011111000,0730,0900,0101,1231,0,
48,513244,8601,1,100000000,0900,1900,0101,1231,0,
49,513244,8906,1,100000000,0730,0900,0101,1231,0,
50,513244,8926,1,100000000,0745,0830,0101,1231,0,
51,513244,8928,1,100000000,0745,0830,0101,1231,0,
52,513244,9487,1,011111100,0700,0900,0101,1231,0,
53,513244,9548,1,011111100,0700,0830,0101,1231,0,
54,513244,9685,1,011111100,0700,0900,0101,1231,0,
55,513244,9754,1,011111100,0700,0830,0101,1231,0,
56,513244,9905,1,011111100,0700,0830,0101,1231,0,
57,513244,10739,1,011111100,0700,0830,0101,1231,0,
58,513244,10741,1,011111100,0730,0830,0101,1231,0,
