,meshcode,linkno,orflg,seccnt,secno,exflg,maxspeed,ssecichi,esecichi,geometry
0,513244,1,1,1,1,0,50,0,10000,
1,513244,38,1,1,1,1,50,0,10000,
2,513244,39,1,1,1,1,50,0,10000,
3,513244,40,1,1,1,1,50,0,10000,
4,513244,41,1,1,1,0,40,0,10000,
5,513244,42,1,1,1,0,40,0,10000,
6,513244,47,2,1,1,1,50,0,10000,
7,513244,48,2,1,1,1,50,0,10000,
8,513244,49,1,1,1,1,50,0,10000,
9,513244,49,2,1,1,1,50,0,10000,
10,513244,50,1,1,1,0,50,0,10000,
11,513244,50,2,1,1,0,50,0,10000,
12,513244,51,1,1,1,1,50,0,10000,
13,513244,51,2,1,1,1,50,0,10000,
14,513244,52,2,1,1,1,50,0,10000,
15,513244,53,2,1,1,1,50,0,10000,
16,513244,54,1,1,1,1,50,0,10000,
17,513244,54,2,1,1,1,50,0,10000,
18,513244,55,1,1,1,1,50,0,10000,
19,513244,55,2,1,1,1,50,0,10000,
20,513244,56,1,1,1,0,50,0,10000,
21,513244,56,2,1,1,0,50,0,10000,
22,513244,57,1,1,1,1,50,0,10000,
23,513244,58,1,1,1,0,50,0,10000,
24,513244,58,2,1,1,0,50,0,10000,
25,513244,59,1,1,1,1,50,0,10000,
26,513244,61,1,1,1,1,50,0,10000,
27,513244,61,2,1,1,1,50,0,10000,
28,513244,62,1,1,1,1,50,0,10000,
29,513244,63,1,1,1,0,50,0,10000,
30,513244,63,2,1,1,0,50,0,10000,
31,513244,64,1,1,1,1,50,0,10000,
32,513244,64,2,1,1,1,50,0,10000,
33,513244,65,1,1,1,1,50,0,10000,
34,513244,66,1,1,1,1,50,0,10000,
35,513244,67,1,1,1,1,50,0,10000,
36,513244,68,1,1,1,0,50,0,10000,
37,513244,68,2,1,1,1,50,0,10000,
38,513244,69,1,1,1,0,50,0,10000,
39,513244,69,2,1,1,0,50,0,10000,
40,513244,70,1,1,1,1,50,0,10000,
41,513244,70,2,1,1,1,50,0,10000,
42,513244,72,1,1,1,0,50,0,10000,
43,513244,74,1,1,1,1,50,0,10000,
44,513244,75,1,1,1,0,50,0,10000,
45,513244,78,1,1,1,1,50,0,10000,
46,513244,78,2,1,1,1,50,0,10000,
47,513244,79,1,1,1,1,50,0,10000,
48,513244,79,2,1,1,0,50,0,10000,
49,513244,80,1,1,1,1,50,0,10000,
50,513244,81,1,1,1,0,50,0,10000,
51,513244,81,2,1,1,1,50,0,10000,
52,513244,82,1,1,1,0,50,0,10000,
53,513244,82,2,1,1,1,50,0,10000,
54,513244,83,1,1,1,1,50,0,10000,
55,513244,83,2,1,1,1,50,0,10000,
56,513244,84,1,1,1,1,50,0,10000,
57,513244,84,2,1,1,1,50,0,10000,
58,513244,85,1,1,1,1,50,0,10000,
59,513244,85,2,1,1,1,50,0,10000,
60,513244,86,1,1,1,1,50,0,10000,
61,513244,86,2,1,1,1,50,0,10000,
62,513244,87,1,1,1,1,50,0,10000,
63,513244,87,2,1,1,0,50,0,10000,
64,513244,88,1,1,1,1,50,0,10000,
65,513244,88,2,1,1,1,50,0,10000,
66,513244,92,1,1,1,0,50,0,10000,
67,513244,93,1,1,1,0,50,0,10000,
68,513244,93,2,1,1,0,50,0,10000,
69,513244,94,1,1,1,0,50,0,10000,
70,513244,95,1,1,1,0,50,0,10000,
71,513244,95,2,1,1,0,50,0,10000,
72,513244,96,1,1,1,1,50,0,10000,
73,513244,96,2,1,1,0,50,0,10000,
74,513244,97,1,1,1,0,50,0,10000,
75,513244,97,2,1,1,0,50,0,10000,
76,513244,98,1,1,1,1,50,0,10000,
77,513244,98,2,1,1,0,50,0,10000,
78,513244,99,1,1,1,1,50,0,10000,
79,513244,100,1,1,1,1,50,0,10000,
80,513244,106,1,1,1,1,50,0,10000,
81,513244,106,2,1,1,1,50,0,10000,
82,513244,107,1,1,1,0,50,0,10000,
83,513244,107,2,1,1,0,50,0,10000,
84,513244,108,2,1,1,1,50,0,10000,
85,513244,109,1,1,1,0,50,0,10000,
86,513244,109,2,1,1,1,50,0,10000,
87,513244,111,1,1,1,1,50,0,10000,
88,513244,111,2,1,1,1,50,0,10000,
89,513244,112,1,1,1,0,50,0,10000,
90,513244,112,2,1,1,0,50,0,10000,
91,513244,113,1,1,1,1,50,0,10000,
92,513244,113,2,1,1,1,50,0,10000,
93,513244,114,1,1,1,0,50,0,10000,
94,513244,114,2,1,1,0,50,0,10000,
95,513244,115,1,1,1,1,50,0,10000,
96,513244,115,2,1,1,1,50,0,10000,
97,513244,116,1,1,1,0,50,0,10000,
98,513244,116,2,1,1,0,50,0,10000,
99,513244,117,1,1,1,1,50,0,10000,
100,513244,117,2,1,1,1,50,0,10000,
101,513244,118,1,1,1,1,50,0,10000,
102,513244,118,2,1,1,1,50,0,10000,
103,513244,119,2,1,1,1,50,0,10000,
104,513244,120,2,1,1,1,40,0,10000,
105,513244,123,1,1,1,1,50,0,10000,
106,513244,123,2,1,1,1,50,0,10000,
107,513244,124,1,1,1,1,50,0,10000,
108,513244,124,2,1,1,1,50,0,10000,
109,513244,125,1,1,1,1,50,0,10000,
110,513244,125,2,1,1,1,50,0,10000,
111,513244,130,1,1,1,0,50,0,10000,
112,513244,130,2,1,1,0,50,0,10000,
113,513244,131,1,1,1,1,50,0,10000,
114,513244,131,2,1,1,1,50,0,10000,
115,513244,133,1,1,1,0,50,0,10000,
116,513244,133,2,1,1,0,50,0,10000,
117,513244,135,1,1,1,0,50,0,10000,
118,513244,135,2,1,1,1,50,0,10000,
119,513244,136,1,1,1,0,50,0,10000,
120,513244,136,2,1,1,0,50,0,10000,
121,513244,137,1,1,1,1,50,0,10000,
122,513244,137,2,1,1,1,50,0,10000,
123,513244,138,1,1,1,0,50,0,10000,
124,513244,138,2,1,1,0,50,0,10000,
125,513244,139,1,1,1,1,50,0,10000,
126,513244,139,2,1,1,1,50,0,10000,
127,513244,140,2,1,1,1,50,0,10000,
128,513244,141,1,1,1,1,50,0,10000,
129,513244,141,2,1,1,1,50,0,10000,
130,513244,142,1,1,1,1,50,0,10000,
131,513244,142,2,1,1,0,50,0,10000,
132,513244,143,2,1,1,1,40,0,10000,
133,513244,144,2,1,1,1,40,0,10000,
134,513244,145,1,1,1,1,50,0,10000,
135,513244,145,2,1,1,1,50,0,10000,
136,513244,146,1,1,1,1,50,0,10000,
137,513244,146,2,1,1,1,50,0,10000,
138,513244,147,1,1,1,0,50,0,10000,
139,513244,147,2,1,1,0,50,0,10000,
140,513244,148,1,1,1,1,50,0,10000,
141,513244,148,2,1,1,1,50,0,10000,
142,513244,149,1,1,1,1,50,0,10000,
143,513244,149,2,1,1,1,50,0,10000,
144,513244,150,1,1,1,0,50,0,10000,
145,513244,150,2,1,1,1,50,0,10000,
146,513244,151,1,1,1,1,50,0,10000,
147,513244,151,2,1,1,1,50,0,10000,
148,513244,152,1,1,1,0,50,0,10000,
149,513244,152,2,1,1,0,50,0,10000,
150,513244,153,1,1,1,1,50,0,10000,
151,513244,153,2,1,1,1,50,0,10000,
152,513244,154,1,1,1,0,50,0,10000,
153,513244,154,2,1,1,0,50,0,10000,
154,513244,155,2,1,1,0,50,0,10000,
155,513244,156,2,1,1,1,50,0,10000,
156,513244,157,2,1,1,1,50,0,10000,
157,513244,158,2,1,1,0,50,0,10000,
158,513244,159,1,1,1,1,50,0,10000,
159,513244,159,2,1,1,1,50,0,10000,
160,513244,160,1,1,1,0,50,0,10000,
161,513244,160,2,1,1,0,50,0,10000,
162,513244,161,1,1,1,0,50,0,10000,
163,513244,161,2,1,1,0,50,0,10000,
164,513244,164,1,1,1,0,50,0,10000,
165,513244,164,2,1,1,0,50,0,10000,
166,513244,165,2,1,1,1,50,0,10000,
167,513244,167,2,1,1,1,30,0,10000,
168,513244,168,1,1,1,0,20,0,10000,
169,513244,169,1,1,1,1,20,0,10000,
170,513244,170,1,1,1,0,50,0,10000,
171,513244,170,2,1,1,0,40,0,10000,
172,513244,172,1,1,1,0,40,0,10000,
173,513244,172,2,1,1,0,40,0,10000,
174,513244,173,1,1,1,1,30,0,10000,
175,513244,174,1,1,1,0,20,0,10000,
176,513244,174,2,1,1,0,20,0,10000,
177,513244,179,2,1,1,0,20,0,10000,
178,513244,180,2,1,1,0,30,0,10000,
179,513244,181,1,1,1,1,20,0,10000,
180,513244,182,1,1,1,1,20,0,10000,
181,513244,183,1,1,1,0,20,0,10000,
182,513244,183,2,1,1,0,20,0,10000,
183,513244,186,1,1,1,1,30,0,10000,
184,513244,186,2,1,1,1,30,0,10000,
185,513244,187,1,1,1,0,30,0,10000,
186,513244,187,2,1,1,0,30,0,10000,
187,513244,189,1,1,1,0,30,0,10000,
188,513244,189,2,1,1,1,30,0,10000,
189,513244,190,1,1,1,1,30,0,10000,
190,513244,190,2,1,1,1,30,0,10000,
191,513244,191,2,1,1,0,20,0,10000,
192,513244,197,1,1,1,1,30,0,10000,
193,513244,197,2,1,1,1,30,0,10000,
194,513244,198,1,1,1,1,30,0,10000,
195,513244,198,2,1,1,1,30,0,10000,
196,513244,199,1,1,1,1,30,0,10000,
197,513244,199,2,1,1,1,30,0,10000,
