,meshcode,tnodeno,snodeno,enodeno,tlanesu,lanesu,hodo,sokusen,high,laneno,klanecd,flanecd,ysnodeno,yenodeno,geometry
290,513244,158,158,2620,2,2,2,1,2,0,0,0,0,0,
291,513244,158,158,7242,1,1,2,2,2,0,0,0,0,0,
292,513244,158,159,158,3,2,1,1,2,1,1,2,158,671,
293,513244,158,159,158,3,2,1,1,2,1,1,2,158,2620,
294,513244,158,159,158,3,2,1,1,2,2,1,2,158,2620,
295,513244,158,159,158,3,2,1,1,2,3,1,1,158,7242,
296,513244,158,671,158,1,1,2,1,2,1,1,2,0,0,
297,513244,158,2620,158,3,2,1,1,2,1,1,2,158,159,
298,513244,158,2620,158,3,2,1,1,2,1,1,2,158,7242,
299,513244,158,2620,158,3,2,1,1,2,2,1,2,158,159,
300,513244,158,2620,158,3,2,1,1,2,3,1,1,158,671,
301,513244,158,7242,158,1,1,2,2,2,1,3,2,0,0,
302,513244,159,158,159,2,2,1,1,2,1,1,2,0,0,
303,513244,159,158,159,2,2,1,1,2,2,1,2,0,0,
304,513244,159,159,158,2,2,1,1,2,0,0,0,0,0,
305,513244,159,159,4067,2,2,1,1,2,0,0,0,0,0,
306,513244,159,159,4068,1,1,2,2,2,0,0,0,0,0,
307,513244,159,4067,159,2,2,2,1,2,1,1,2,0,0,
308,513244,159,4067,159,2,2,2,1,2,2,1,2,0,0,
309,513244,159,4068,159,1,1,1,2,2,1,3,2,0,0,
310,513244,160,160,4067,2,2,2,1,2,0,0,0,0,0,
311,513244,160,160,4070,1,1,2,2,2,0,0,0,0,0,
312,513244,160,160,4970,2,2,1,1,2,0,0,0,0,0,
313,513244,160,4067,160,2,2,1,1,2,1,1,2,160,4070,
314,513244,160,4067,160,2,2,1,1,2,1,1,2,160,4970,
315,513244,160,4067,160,2,2,1,1,2,2,1,2,160,4970,
316,513244,160,4070,160,1,1,1,2,2,1,3,2,0,0,
317,513244,160,4970,160,3,3,1,1,2,1,1,2,160,4067,
318,513244,160,4970,160,3,3,1,1,2,2,1,2,160,4067,
319,513244,160,4970,160,3,3,1,1,2,3,1,2,160,4070,
320,513244,165,164,4360,3,2,1,1,2,1,1,2,165,4995,
321,513244,165,164,4360,3,2,1,1,2,1,1,2,4360,4974,
322,513244,165,164,4360,3,2,1,1,2,2,1,2,165,4995,
323,513244,165,164,4360,3,2,1,1,2,3,1,1,165,991,
324,513244,165,165,991,1,1,2,2,2,0,0,0,0,0,
325,513244,165,165,4995,2,2,1,1,2,0,0,0,0,0,
326,513244,165,991,165,1,1,2,2,2,1,3,2,0,0,
327,513244,165,4360,164,2,2,1,1,2,0,0,0,0,0,
328,513244,165,4360,4974,1,1,1,2,2,0,0,0,0,0,
329,513244,165,4974,4360,1,1,2,2,2,1,3,2,0,0,
330,513244,165,4995,165,3,2,1,1,2,1,1,2,165,991,
331,513244,165,4995,165,3,2,1,1,2,1,1,2,4360,164,
332,513244,165,4995,165,3,2,1,1,2,2,1,2,4360,164,
333,513244,165,4995,165,3,2,1,1,2,3,1,1,4360,4974,
334,513244,168,168,2559,1,1,2,1,2,0,0,0,0,0,
335,513244,168,168,3009,1,1,2,1,2,0,0,0,0,0,
336,513244,168,168,4285,2,2,1,1,2,0,0,0,0,0,
337,513244,168,2559,168,1,1,2,1,2,1,2,2,0,0,
338,513244,168,3009,168,2,2,1,1,2,1,1,2,168,2559,
339,513244,168,3009,168,2,2,1,1,2,1,1,2,168,4285,
340,513244,168,3009,168,2,2,1,1,2,2,1,2,168,4285,
341,513244,168,4285,168,2,1,2,1,2,1,1,2,168,3009,
342,513244,168,4285,168,2,1,2,1,2,2,1,1,168,2559,
343,513244,169,169,170,2,2,1,1,2,0,0,0,0,0,
344,513244,169,169,4285,2,2,2,1,2,0,0,0,0,0,
345,513244,169,170,169,2,2,1,1,2,1,1,2,0,0,
346,513244,169,170,169,2,2,1,1,2,2,1,2,0,0,
347,513244,169,1010,169,1,1,2,2,2,1,1,2,0,0,
348,513244,169,4285,169,2,2,1,1,2,1,1,2,0,0,
349,513244,169,4285,169,2,2,1,1,2,2,1,2,0,0,
350,513244,171,133,171,2,2,2,1,2,1,1,2,0,0,
351,513244,171,133,171,2,2,2,1,2,2,1,2,0,0,
352,513244,171,171,133,2,2,1,1,2,0,0,0,0,0,
353,513244,171,171,1633,1,1,2,2,2,0,0,0,0,0,
354,513244,171,171,2570,2,2,2,1,2,0,0,0,0,0,
355,513244,171,1633,171,1,1,1,2,2,1,3,2,0,0,
356,513244,171,2570,171,2,2,1,1,2,1,1,2,0,0,
357,513244,171,2570,171,2,2,1,1,2,2,1,2,0,0,
358,513244,177,177,6892,1,1,1,1,2,0,0,0,0,0,
359,513244,177,177,8111,1,1,1,1,2,0,0,0,0,0,
360,513244,177,177,8192,1,1,1,1,2,0,0,0,0,0,
361,513244,177,177,8251,1,1,2,1,2,0,0,0,0,0,
362,513244,177,6892,177,2,1,1,1,2,1,1,2,177,8192,
363,513244,177,6892,177,2,1,1,1,2,1,1,2,177,8251,
364,513244,177,6892,177,2,1,1,1,2,2,1,1,177,8111,
365,513244,177,8111,177,3,1,1,1,2,1,1,1,177,6892,
366,513244,177,8111,177,3,1,1,1,2,2,1,2,177,8192,
367,513244,177,8111,177,3,1,1,1,2,3,1,1,177,8251,
368,513244,177,8192,177,2,1,2,1,2,1,1,2,177,8251,
369,513244,177,8192,177,2,1,2,1,2,1,1,2,177,8111,
370,513244,177,8192,177,2,1,2,1,2,2,1,1,177,6892,
371,513244,177,8251,177,2,1,1,1,2,1,1,1,177,6892,
372,513244,177,8251,177,2,1,1,1,2,1,1,1,177,8111,
373,513244,177,8251,177,2,1,1,1,2,2,1,2,177,8192,
374,513244,178,178,6712,2,2,1,1,2,0,0,0,0,0,
375,513244,178,178,7641,2,2,2,1,2,0,0,0,0,0,
376,513244,178,904,178,1,1,1,1,1,1,1,2,0,0,
377,513244,178,6712,178,2,2,2,1,2,1,1,2,0,0,
378,513244,178,6712,178,2,2,2,1,2,2,1,2,0,0,
379,513244,178,7641,178,2,2,2,1,2,1,1,2,0,0,
380,513244,178,7641,178,2,2,2,1,2,2,1,2,0,0,
381,513244,180,180,7412,3,3,1,1,2,0,0,0,0,0,
382,513244,180,180,8312,2,2,1,1,2,0,0,0,0,0,
383,513244,180,5391,180,2,2,1,1,2,1,1,2,180,7412,
384,513244,180,5391,180,2,2,1,1,2,2,1,2,180,7412,
385,513244,180,7412,180,2,2,1,1,2,1,1,2,180,8312,
386,513244,180,7412,180,2,2,1,1,2,2,1,2,180,8312,
387,513244,180,7646,180,1,1,2,1,3,1,1,2,180,7412,
388,513244,186,114,1625,2,1,1,1,2,1,1,2,1625,7175,
389,513244,186,114,1625,2,1,1,1,2,1,1,2,1625,7189,
390,513244,186,114,1625,2,1,1,1,2,2,1,1,186,7909,
391,513244,186,186,5450,2,2,1,1,2,0,0,0,0,0,
392,513244,186,186,7909,1,1,2,1,2,0,0,0,0,0,
393,513244,186,186,8222,1,1,1,2,2,0,0,0,0,0,
394,513244,186,1625,7175,1,1,1,1,2,0,0,0,0,0,
395,513244,186,1625,7189,1,1,2,1,2,0,0,0,0,0,
396,513244,186,7189,1625,2,1,2,1,2,1,1,2,186,7909,
397,513244,186,7189,1625,2,1,2,1,2,1,1,2,1625,7175,
398,513244,186,7189,1625,2,1,2,1,2,2,1,1,186,5450,
399,513244,186,7909,186,3,2,1,2,2,1,1,2,186,5450,
400,513244,186,7909,186,3,2,1,2,2,2,1,2,1625,7189,
401,513244,186,7909,186,3,2,1,2,2,3,1,1,1625,7175,
402,513244,186,8151,186,3,2,1,1,2,1,1,2,186,7909,
403,513244,186,8151,186,3,2,1,1,2,1,1,2,186,5450,
404,513244,186,8151,186,3,2,1,1,2,2,1,2,186,5450,
405,513244,186,8151,186,3,2,1,1,2,3,1,1,1625,7189,
406,513244,187,187,188,2,2,1,1,2,0,0,0,0,0,
407,513244,187,187,393,1,1,1,1,2,0,0,0,0,0,
408,513244,187,187,3073,1,1,2,2,2,0,0,0,0,0,
409,513244,187,187,8408,2,2,1,1,2,0,0,0,0,0,
410,513244,187,188,187,3,2,1,2,2,1,1,2,187,393,
411,513244,187,188,187,3,2,1,2,2,1,1,2,187,8408,
412,513244,187,188,187,3,2,1,2,2,2,1,2,187,8408,
413,513244,187,188,187,3,2,1,2,2,3,1,1,187,3073,
