,meshcode,tnodeno,inlinkno,signcnt,signno,signaltype,signalx,signaly,slinetype,slinex,sliney,geometry
0,513244,101,47,2,1,3,477026833,123612139,0,477027105,123612533,
1,513244,101,47,2,2,3,477026692,123613014,0,477027105,123612533,
2,513244,113,40,1,1,3,477120469,123717168,0,477120496,123716809,
3,513244,114,39,1,1,3,477121234,123716610,0,477121389,123717097,
4,513244,115,119,2,1,3,477139843,123735578,0,477140816,123736186,
5,513244,115,119,2,2,3,477139857,123735989,0,477140816,123736186,
6,513244,115,154,2,1,3,477139857,123735989,0,477139418,123735788,
7,513244,115,154,2,2,3,477139843,123735578,0,477139418,123735788,
8,513244,115,989,2,1,3,477140028,123735681,0,477140531,123735737,
9,513244,115,989,2,2,3,477139669,123735974,0,477140531,123735737,
10,513244,116,154,2,1,3,477135085,123732459,0,477135654,123732716,
11,513244,116,154,2,2,3,477135421,123732997,0,477135654,123732716,
12,513244,116,160,2,1,3,477135421,123732997,0,477135041,123732915,
13,513244,116,160,2,2,3,477135085,123732459,0,477135041,123732915,
14,513244,116,1111,1,1,3,477135303,123732464,0,477135145,123733047,
15,513244,116,1387,1,1,3,477135066,123732964,0,477135273,123732395,
16,513244,118,144,2,1,3,477111830,123723510,0,477113059,123723204,
17,513244,118,144,2,2,3,477112972,123723137,0,477113059,123723204,
18,513244,118,2025,1,1,3,477112743,123723105,0,477113038,123724284,
19,513244,118,7634,2,1,3,477113270,123723922,0,477112298,123724285,
20,513244,118,7634,2,2,3,477112945,123723173,0,477112298,123724285,
21,513244,126,103,2,1,3,476993918,123741194,0,476993846,123740068,
22,513244,126,103,2,2,3,476994270,123740093,0,476993846,123740068,
23,513244,126,116,3,1,3,476994385,123741263,0,476994571,123740784,
24,513244,126,116,3,2,3,476994270,123740093,0,476994571,123740784,
25,513244,126,116,3,3,3,476994831,123740068,0,476994571,123740784,
26,513244,126,232,1,1,3,476993750,123740891,0,476993515,123740059,
27,513244,126,1819,1,1,3,476994818,123740150,0,476992825,123740893,
28,513244,127,93,2,1,3,477117931,123724720,0,477119074,123723618,
29,513244,127,93,2,2,3,477118871,123724815,0,477119074,123723618,
30,513244,127,120,2,1,3,477118999,123724787,0,477117699,123724430,
31,513244,127,120,2,2,3,477119490,123724465,0,477117699,123724430,
32,513244,127,672,2,1,3,477119407,123724022,0,477118144,123724997,
33,513244,127,672,2,2,3,477117931,123724720,0,477118144,123724997,
34,513244,128,139,2,1,3,477177824,123755345,0,477176961,123754964,
35,513244,128,139,2,2,3,477177742,123754855,0,477176961,123754964,
36,513244,128,161,2,1,3,477177742,123754855,0,477178758,123755430,
37,513244,128,161,2,2,3,477177824,123755345,0,477178758,123755430,
38,513244,128,992,1,1,3,477177677,123754797,0,477177181,123755524,
39,513244,131,105,2,1,3,477238387,123813268,0,477237593,123812339,
40,513244,131,105,2,2,3,477238798,123812898,0,477237593,123812339,
41,513244,131,1705,1,1,3,477238813,123812589,0,477237596,123813242,
42,513244,131,8519,2,1,3,477237732,123812788,0,477239135,123812243,
43,513244,131,8519,2,2,3,477238813,123812589,0,477239135,123812243,
44,513244,133,106,2,1,3,477265328,123827657,0,477264992,123827918,
45,513244,133,106,2,2,3,477265653,123828154,0,477264992,123827918,
46,513244,133,114,2,1,3,477265328,123827657,0,477265995,123827916,
47,513244,133,114,2,2,3,477266268,123828228,0,477265995,123827916,
48,513244,136,82,2,1,3,477310671,123894122,0,477310485,123893772,
49,513244,136,82,2,2,3,477310903,123893713,0,477310485,123893772,
50,513244,136,96,2,1,3,477310903,123893713,0,477311270,123894273,
51,513244,136,96,2,2,3,477310671,123894122,0,477311270,123894273,
52,513244,136,1212,1,1,3,477311115,123893923,0,477310220,123894181,
53,513244,138,107,2,1,3,477163461,123748246,0,477164163,123748447,
54,513244,138,107,2,2,3,477163449,123748535,0,477164163,123748447,
55,513244,138,7049,1,1,3,477163341,123748557,0,477164230,123748125,
56,513244,138,8337,2,1,3,477163449,123748535,0,477162928,123748481,
57,513244,138,8337,2,2,3,477163461,123748246,0,477162928,123748481,
58,513244,139,157,2,1,3,477157255,123745596,0,477155877,123744877,
59,513244,139,157,2,2,3,477156839,123744961,0,477155877,123744877,
60,513244,139,1514,1,1,3,477156430,123745212,0,477156650,123744369,
61,513244,139,1673,1,1,3,477157038,123744955,0,477156712,123745572,
62,513244,139,7411,1,1,3,477156405,123745270,0,477157754,123744753,
63,513244,139,8333,2,1,3,477156839,123744961,0,477157498,123745260,
64,513244,139,8333,2,2,3,477157255,123745596,0,477157498,123745260,
65,513244,140,87,2,1,3,477130468,123730180,0,477129477,123729762,
66,513244,140,87,2,2,3,477129785,123729433,0,477129477,123729762,
67,513244,140,109,2,1,3,477129785,123729433,0,477130837,123729877,
68,513244,140,109,2,2,3,477130468,123730180,0,477130837,123729877,
69,513244,140,741,1,1,3,477129785,123730153,0,477130463,123729139,
70,513244,140,7141,1,1,3,477130386,123729364,0,477129858,123730266,
71,513244,141,88,2,1,3,477123093,123726002,0,477123723,123726198,
72,513244,141,88,2,2,3,477123504,123726476,0,477123723,123726198,
73,513244,141,579,1,1,3,477123509,123725946,0,477123226,123726601,
74,513244,141,2080,1,1,3,477123095,123726391,0,477123486,123725610,
75,513244,141,7677,2,1,3,477123504,123726476,0,477122865,123726313,
76,513244,141,7677,2,2,3,477123093,123726002,0,477122865,123726313,
77,513244,146,48,2,1,3,477030064,123615138,0,477029572,123615531,
78,513244,146,48,2,2,3,477030665,123616217,0,477029572,123615531,
79,513244,146,140,2,1,3,477030064,123615138,0,477031008,123615782,
80,513244,146,140,2,2,3,477030665,123616217,0,477031008,123615782,
81,513244,146,2181,1,1,3,477030629,123615456,0,477029820,123616299,
82,513244,147,159,2,1,3,477124424,123691948,0,477124297,123692989,
83,513244,147,159,2,2,3,477123900,123692022,0,477124297,123692989,
84,513244,147,6322,2,1,3,477123589,123692756,0,477123276,123692079,
85,513244,147,6322,2,2,3,477124632,123692556,0,477123276,123692079,
86,513244,147,7668,1,1,3,477123558,123692719,0,477124716,123692209,
87,513244,147,9818,2,1,3,477123804,123692952,0,477123854,123691904,
88,513244,147,9818,2,2,3,477124235,123692937,0,477123854,123691904,
89,513244,148,9438,2,1,3,477122664,123700853,0,477122622,123699283,
90,513244,148,9438,2,2,3,477123387,123699391,0,477122622,123699283,
91,513244,149,9171,2,1,3,477051566,123627203,0,477051270,123627062,
92,513244,149,9171,2,2,3,477051316,123627847,0,477051270,123627062,
93,513244,149,10027,2,1,3,477051690,123627705,0,477051743,123627457,
94,513244,149,10027,2,2,3,477050463,123626893,0,477051743,123627457,
95,513244,150,85,2,1,3,477059309,123637347,0,477059140,123637030,
96,513244,150,85,2,2,3,477059485,123636993,0,477059140,123637030,
97,513244,152,405,1,1,3,477084632,123659237,0,477084750,123659959,
98,513244,153,49,2,1,3,477123539,123677239,0,477123017,123676639,
99,513244,153,49,2,2,3,477123320,123676472,0,477123017,123676639,
100,513244,153,54,2,1,3,477123539,123677239,0,477124178,123677437,
101,513244,153,54,2,2,3,477123320,123676472,0,477124178,123677437,
102,513244,153,5914,2,1,3,477123368,123677267,0,477123317,123677413,
103,513244,153,5914,2,2,3,477123667,123676647,0,477123317,123677413,
104,513244,153,8861,1,1,3,477123234,123677086,0,477123768,123676515,
105,513244,158,110,2,1,3,477222040,123794225,0,477221641,123793757,
106,513244,158,110,2,2,3,477222177,123793600,0,477221641,123793757,
107,513244,158,129,2,1,3,477222177,123793600,0,477222510,123794033,
108,513244,158,129,2,2,3,477222040,123794225,0,477222510,123794033,
109,513244,158,1674,1,1,3,477222482,123793825,0,477221443,123794257,
110,513244,160,136,2,1,3,477215425,123780913,0,477215985,123781520,
111,513244,160,136,2,2,3,477215646,123781907,0,477215985,123781520,
112,513244,160,145,2,1,3,477215425,123780913,0,477214931,123781124,
113,513244,160,145,2,2,3,477215646,123781907,0,477214931,123781124,
114,513244,160,6557,1,1,3,477215184,123781449,0,477216081,123780891,
115,513244,161,131,2,1,3,477211914,123777812,0,477211428,123777856,
116,513244,161,131,2,2,3,477212433,123778525,0,477211428,123777856,
117,513244,161,2899,1,1,3,477211632,123778098,0,477212368,123777927,
118,513244,165,150,2,1,3,477194393,123766651,0,477194052,123767019,
119,513244,165,150,2,2,3,477195088,123767516,0,477194052,123767019,
120,513244,165,166,1,1,3,477194961,123766898,0,477194234,123767999,
121,513244,166,112,2,1,3,477255849,123823690,0,477255165,123823779,
122,513244,166,112,2,2,3,477256317,123824245,0,477255165,123823779,
123,513244,168,70,2,1,3,477285793,123838607,0,477286301,123838931,
124,513244,168,70,2,2,3,477285843,123839014,0,477286301,123838931,
125,513244,168,137,2,1,3,477285843,123839014,0,477285334,123838698,
126,513244,168,137,2,2,3,477286143,123838813,0,477285334,123838698,
127,513244,168,1108,1,1,3,477285701,123839000,0,477285986,123838393,
128,513244,169,113,1,1,3,477278606,123833951,0,477277991,123833981,
129,513244,169,138,1,1,3,477278606,123833951,0,477279058,123834168,
130,513244,169,4824,1,1,3,477278675,123833878,0,477278501,123834303,
131,513244,173,50,2,1,3,477303454,123878671,0,477303074,123878092,
132,513244,173,50,2,2,3,477303481,123878183,0,477303074,123878092,
133,513244,173,4815,1,1,3,477303718,123878301,1,477303129,123878594,
134,513244,173,10193,2,1,3,477303481,123878183,0,477303755,123878700,
135,513244,173,10193,2,2,3,477303454,123878671,0,477303755,123878700,
136,513244,175,51,2,1,3,477294839,123863322,0,477294891,123862527,
137,513244,175,51,2,2,3,477295224,123863296,0,477294891,123862527,
138,513244,175,63,2,1,3,477295225,123862440,0,477295134,123863386,
139,513244,175,63,2,2,3,477294852,123862844,0,477295134,123863386,
140,513244,175,982,1,1,3,477295318,123863221,0,477294509,123863047,
141,513244,175,9909,1,1,3,477294774,123862870,0,477295515,123862824,
142,513244,177,9747,2,1,3,477295937,123846969,0,477296708,123847613,
143,513244,177,9747,2,2,3,477296287,123847681,0,477296708,123847613,
144,513244,177,10009,2,1,3,477296232,123847623,0,477295508,123847017,
145,513244,177,10009,2,2,3,477295937,123846969,0,477295508,123847017,
146,513244,177,10183,1,1,3,477296683,123847194,0,477295620,123847738,
147,513244,179,7998,2,1,3,477050355,123627274,0,477050680,123627639,
148,513244,179,7998,2,2,3,477050603,123626829,0,477050680,123627639,
149,513244,180,2067,1,1,3,477122022,123705111,0,477123031,123705527,
150,513244,180,8991,2,1,3,477122493,123705059,0,477122087,123704819,
151,513244,180,8991,2,2,3,477121916,123705879,0,477122087,123704819,
152,513244,180,9437,1,1,3,477122493,123705059,0,477122450,123705747,
153,513244,182,55,2,1,3,477120494,123673330,0,477119937,123672776,
154,513244,182,55,2,2,3,477120332,123672793,0,477119937,123672776,
155,513244,182,68,2,1,3,477120494,123673330,0,477120812,123673258,
156,513244,182,68,2,2,3,477120332,123672793,0,477120812,123673258,
157,513244,182,1684,1,1,3,477120170,123673102,0,477120656,123672678,
158,513244,184,79,1,1,3,477111108,123666059,0,477111550,123666231,
159,513244,184,80,1,1,3,477111336,123666453,0,477110873,123666204,
160,513244,184,10529,1,1,3,477111264,123666050,0,477110926,123666573,
161,513244,185,9211,2,1,3,477105586,123662858,0,477106137,123663071,
162,513244,185,9211,2,2,3,477105608,123662996,0,477106137,123663071,
163,513244,186,9830,2,1,3,477122321,123712601,0,477120181,123711929,
164,513244,186,9830,2,2,3,477122500,123713008,0,477120181,123711929,
165,513244,187,383,2,1,3,477015572,123854794,0,477016814,123856036,
166,513244,187,383,2,2,3,477015047,123855033,0,477016814,123856036,
167,513244,187,645,2,1,3,477015282,123855839,0,477016463,123854713,
168,513244,187,645,2,2,3,477015604,123856477,0,477016463,123854713,
169,513244,187,858,2,1,3,477016267,123855287,0,477015602,123856543,
170,513244,187,858,2,2,3,477016052,123854932,0,477015602,123856543,
171,513244,187,10559,2,1,3,477016563,123856604,0,477014777,123854849,
172,513244,187,10559,2,2,3,477016602,123855952,0,477014777,123854849,
173,513244,188,383,2,1,3,477018960,123858901,0,477018124,123858260,
174,513244,188,383,2,2,3,477019517,123858962,0,477018124,123858260,
175,513244,188,9903,2,1,3,477018322,123857756,0,477019581,123858918,
