,meshcode,nodeno,stotlinkno,ttoelinkno,snodeno,enodeno,geometry
196,513244,221,10639,10653,8408,8427,
197,513244,221,10685,10614,8438,7768,
198,513244,221,10614,10599,7768,8294,
199,513244,221,10599,10614,8294,7768,
200,513244,227,9796,10409,2061,8212,
201,513244,227,10409,9796,8212,2061,
202,513244,227,9409,9602,5975,7858,
203,513244,227,9602,9409,7858,5975,
204,513244,232,9605,386,8033,234,
205,513244,232,386,9605,234,8033,
206,513244,233,387,1624,235,241,
207,513244,233,1624,387,241,235,
208,513244,234,386,840,232,247,
209,513244,234,1625,385,253,233,
210,513244,234,840,386,247,232,
211,513244,234,385,1625,233,253,
212,513244,235,387,8054,233,6879,
213,513244,235,8054,387,6879,233,
214,513244,236,1620,1621,296,297,
215,513244,236,1605,884,237,361,
216,513244,236,1621,1620,297,296,
217,513244,237,1623,1605,301,236,
218,513244,237,1605,1623,236,301,
219,513244,239,867,885,237,362,
220,513244,239,885,867,362,237,
221,513244,241,1624,1606,233,240,
222,513244,241,1606,1624,240,233,
223,513244,242,2211,2208,1651,294,
224,513244,242,2208,2211,294,1651,
225,513244,243,1627,1607,244,242,
226,513244,243,1607,1627,242,244,
227,513244,244,1628,1627,304,243,
228,513244,244,1627,1628,243,304,
229,513244,247,840,841,234,299,
230,513244,247,1629,1610,252,241,
231,513244,247,1610,1629,241,252,
232,513244,247,841,840,299,234,
233,513244,248,876,877,250,296,
234,513244,249,1632,1631,295,251,
235,513244,249,1634,1611,255,248,
236,513244,249,1611,1634,248,255,
237,513244,249,1631,1632,251,295,
238,513244,250,875,876,300,248,
239,513244,251,1631,1630,249,252,
240,513244,251,1630,1631,252,249,
241,513244,252,1629,1630,247,251,
242,513244,252,1630,1629,251,247,
243,513244,253,9153,1625,7465,234,
244,513244,253,1625,9153,234,7465,
245,513244,254,2209,2210,294,295,
246,513244,254,2210,2209,295,294,
247,513244,255,1635,1634,302,249,
248,513244,255,1634,1635,249,302,
249,513244,256,7772,878,6704,120,
250,513244,256,870,7772,121,6704,
251,513244,257,871,5408,258,952,
252,513244,257,1654,1747,308,402,
253,513244,257,1747,1654,402,308,
254,513244,257,5408,871,952,258,
255,513244,259,1034,879,370,309,
256,513244,259,879,1034,309,370,
257,513244,261,880,873,310,262,
258,513244,261,873,880,262,310,
259,513244,264,119,156,115,5340,
260,513244,264,156,119,5340,115,
261,513244,264,874,156,265,5340,
262,513244,265,2149,874,6042,264,
263,513244,266,752,753,5382,5383,
264,513244,266,753,752,5383,5382,
265,513244,266,9439,9629,7645,7625,
266,513244,267,9827,1637,7645,318,
267,513244,267,1637,9827,318,7645,
268,513244,268,751,659,5382,901,
269,513244,268,659,751,901,5382,
270,513244,269,2013,2015,4885,4895,
271,513244,269,1613,2014,267,4886,
272,513244,269,2015,2013,4895,4885,
273,513244,269,2014,1613,4886,267,
274,513244,270,720,9051,2068,7454,
275,513244,270,9051,720,7454,2068,
276,513244,271,849,637,3127,272,
277,513244,271,735,849,4666,3127,
278,513244,273,225,400,282,3077,
279,513244,273,400,225,3077,282,
280,513244,274,1614,226,275,327,
281,513244,274,643,287,375,3316,
282,513244,274,226,1614,327,275,
283,513244,274,8836,1614,7283,275,
284,513244,276,1615,1641,277,280,
285,513244,276,288,228,3316,351,
286,513244,276,1641,1615,280,277,
287,513244,276,8398,1615,7088,277,
288,513244,278,7859,223,452,279,
289,513244,278,240,1700,451,1140,
290,513244,278,223,7859,279,452,
291,513244,278,1700,240,1140,451,
292,513244,280,1641,1616,276,281,
293,513244,280,1616,1641,281,276,
294,513244,280,346,289,4364,3322,
295,513244,280,8393,1616,7088,281,
296,513244,282,225,395,273,2327,
297,513244,282,395,225,2327,273,
298,513244,282,724,425,4362,553,
299,513244,282,425,724,553,4362,
300,513244,284,1862,1916,3428,6750,
301,513244,284,1916,1862,6750,3428,
302,513244,286,638,739,334,4766,
303,513244,286,739,638,4766,334,
304,513244,288,8227,758,6968,1990,
305,513244,288,758,8227,1990,6968,
306,513244,288,6035,6393,3172,3734,
307,513244,288,6393,6035,3734,3172,
308,513244,289,1837,1618,3200,290,
309,513244,289,1618,1837,290,3200,
310,513244,289,1761,8527,2307,7186,
311,513244,289,8527,1761,7186,2307,
312,513244,291,1647,1638,391,337,
313,513244,291,1638,1647,337,391,
314,513244,292,8293,693,7009,3201,
315,513244,292,693,8293,3201,7009,
316,513244,294,2208,2209,242,254,
317,513244,294,1626,8974,303,7398,
318,513244,294,2209,2208,254,242,
319,513244,294,8974,1626,7398,303,
320,513244,295,1633,1632,305,249,
321,513244,295,2210,1619,254,296,
322,513244,295,1619,2210,296,254,
323,513244,295,1632,1633,249,305,
324,513244,296,1619,1620,295,236,
325,513244,296,1620,1619,236,295,
326,513244,297,1621,1622,236,298,
327,513244,297,1622,1621,298,236,
328,513244,299,841,850,247,3477,
329,513244,299,9150,9141,7459,7457,
330,513244,299,850,841,3477,247,
331,513244,299,7707,841,6676,247,
332,513244,300,9140,861,7457,107,
333,513244,302,8975,9152,7398,7465,
334,513244,302,9152,8975,7465,7398,
335,513244,306,892,881,373,311,
336,513244,306,1642,1636,368,307,
337,513244,306,881,892,311,373,
338,513244,306,1636,1642,307,368,
339,513244,308,1505,1654,6006,257,
340,513244,308,7767,1654,6704,257,
341,513244,308,1654,7767,257,6704,
342,513244,309,893,879,403,259,
343,513244,309,879,893,259,403,
344,513244,309,979,5342,949,947,
345,513244,309,5342,979,947,949,
346,513244,310,880,4545,261,961,
347,513244,310,4545,880,961,261,
348,513244,310,1037,1039,2265,2270,
349,513244,310,1039,1037,2270,2265,
350,513244,312,394,224,1613,313,
351,513244,312,77,394,3505,1613,
352,513244,313,224,273,312,3061,
353,513244,314,76,34,3505,3576,
354,513244,314,37,76,3577,3505,
355,513244,315,2152,1423,6044,5595,
356,513244,315,4760,7168,1314,5422,
357,513244,315,7168,4760,5422,1314,
358,513244,315,1423,2152,5595,6044,
359,513244,316,2024,2087,4917,5444,
360,513244,316,7791,7796,322,1614,
361,513244,316,2087,2024,5444,4917,
362,513244,316,7796,7791,1614,322,
363,513244,317,882,1803,318,409,
364,513244,317,1803,882,409,318,
365,513244,318,883,882,319,317,
366,513244,318,882,883,317,319,
367,513244,321,2021,2023,4899,4900,
368,513244,321,2023,2021,4900,4899,
369,513244,322,7791,673,316,2145,
370,513244,322,673,7791,2145,316,
371,513244,323,721,648,4337,474,
372,513244,323,648,721,474,4337,
373,513244,325,6708,6807,352,4473,
374,513244,325,233,347,7573,4364,
375,513244,327,226,290,274,3324,
376,513244,327,290,226,3324,274,
377,513244,327,276,737,3133,4667,
378,513244,327,8840,290,7283,3324,
379,513244,329,8356,293,7025,3424,
380,513244,329,293,8356,3424,7025,
381,513244,329,9326,9340,7596,7582,
382,513244,329,9340,9326,7582,7596,
383,513244,330,237,294,423,3424,
384,513244,330,4898,6856,1129,4553,
385,513244,330,294,237,3424,423,
386,513244,330,6856,4898,4553,1129,
387,513244,333,10428,738,7961,4766,
388,513244,333,738,10428,4766,7961,
389,513244,335,1660,1661,331,426,
390,513244,335,697,500,3410,433,
391,513244,335,1661,1660,426,331,
392,513244,335,500,697,433,3410,
393,513244,336,1746,8689,285,4370,
394,513244,336,8689,1746,4370,285,
395,513244,337,1638,1945,291,4468,
396,513244,337,437,542,736,4426,
397,513244,337,542,437,4426,736,
398,513244,337,1945,1638,4468,291,
399,513244,338,1664,1639,437,3,
400,513244,338,1639,1664,3,437,
401,513244,339,935,1448,619,5699,
402,513244,339,1448,935,5699,619,
403,513244,339,1640,7314,340,5803,
404,513244,339,7314,1640,5803,340,
405,513244,341,1671,6245,480,3516,
406,513244,341,6245,1671,3516,480,
407,513244,342,388,389,343,73,
408,513244,342,389,388,73,343,
409,513244,342,5391,1818,2235,62,
410,513244,342,1818,5391,62,2235,
411,513244,343,8354,388,7083,342,
412,513244,343,388,8354,342,7083,
413,513244,343,1769,6407,2330,3788,
414,513244,343,6407,1769,3788,2330,
415,513244,344,10546,9233,8392,7578,
416,513244,344,9233,10546,7578,8392,
417,513244,345,705,646,3746,450,
418,513244,345,646,705,450,3746,
419,513244,346,9377,674,8303,2181,
420,513244,346,674,9377,2181,8303,
421,513244,347,4918,277,1150,3223,
422,513244,347,277,4918,3223,1150,
423,513244,348,239,278,349,3223,
424,513244,348,278,239,3223,349,
425,513244,352,6708,6212,325,3429,
426,513244,352,255,229,351,353,
427,513244,353,229,230,352,354,
428,513244,354,230,231,353,355,
429,513244,354,723,654,412,1454,
430,513244,354,654,723,1454,412,
431,513244,354,8409,654,7093,1454,
432,513244,355,231,254,354,2327,
433,513244,355,8871,6707,7335,413,
434,513244,356,842,445,357,1044,
435,513244,356,445,842,1044,357,
436,513244,358,656,847,1611,1375,
437,513244,358,847,656,1375,1611,
438,513244,358,1878,10079,3795,8415,
439,513244,358,10079,1878,8415,3795,
440,513244,359,8842,7844,7237,6768,
441,513244,359,7844,8842,6768,7237,
442,513244,360,9676,117,80,2075,
443,513244,360,117,9852,2075,7935,
444,513244,361,860,9138,106,7455,
445,513244,361,884,9138,236,7455,
446,513244,366,806,640,6330,365,
447,513244,366,640,806,365,6330,
448,513244,379,1731,1851,1906,3336,
449,513244,379,1851,1731,3336,1906,
450,513244,382,2196,1771,3334,277,
451,513244,382,1771,2196,277,3334,
452,513244,384,370,262,5988,383,
453,513244,384,262,370,383,5988,
454,513244,389,856,10188,1973,8198,
455,513244,389,10188,856,8198,1973,
456,513244,394,1648,1066,395,488,
457,513244,394,1066,1648,488,395,
458,513244,396,1650,1649,397,395,
459,513244,396,1649,1650,395,397,
460,513244,397,1650,1898,396,4273,
461,513244,397,1898,1650,4273,396,
462,513244,398,1901,1900,677,4275,
463,513244,398,1900,1901,4275,677,
464,513244,407,6472,8282,3936,7032,
465,513244,407,8282,6472,7032,3936,
466,513244,412,235,234,413,7573,
467,513244,412,723,10170,354,1469,
468,513244,412,10170,723,1469,354,
469,513244,412,8403,10170,7093,1469,
470,513244,413,6707,4995,355,1555,
471,513244,413,4995,6707,1555,355,
472,513244,413,253,235,2327,412,
473,513244,413,8422,4995,7100,1555,
474,513244,424,281,238,3264,425,
475,513244,424,1843,1675,3272,732,
476,513244,424,238,281,425,3264,
477,513244,424,1675,1843,732,3272,
478,513244,426,1661,1992,335,4655,
479,513244,426,1992,1661,4655,335,
480,513244,426,8652,1147,7201,3460,
481,513244,426,1147,8652,3460,7201,
482,513244,433,500,529,335,4368,
483,513244,433,529,500,4368,335,
484,513244,434,8314,1842,4369,3232,
485,513244,434,1842,8314,3232,4369,
486,513244,434,441,8321,740,4387,
487,513244,443,1017,4970,570,1533,
488,513244,455,1927,1669,4373,454,
489,513244,455,1669,1927,454,4373,
490,513244,456,8107,1928,3276,4373,
491,513244,456,1928,8107,4373,3276,
492,513244,457,2082,1424,5412,5595,
493,513244,457,583,454,5418,1313,
494,513244,457,1424,2082,5595,5412,
495,513244,457,454,583,1313,5418,
496,513244,461,845,846,460,462,
497,513244,461,846,845,462,460,
498,513244,475,1460,896,5749,477,
499,513244,475,896,1460,477,5749,
500,513244,481,1551,1455,6229,5730,
501,513244,481,1455,1551,5730,6229,
502,513244,483,995,897,1571,482,
503,513244,483,897,995,482,1571,
504,513244,485,10326,7692,8054,6681,
505,513244,485,7692,10326,6681,8054,
506,513244,487,5546,9358,1399,7776,
507,513244,487,9358,5546,7776,1399,
508,513244,487,899,10114,488,8251,
509,513244,487,10114,899,8251,488,
510,513244,489,1709,2183,1640,6588,
511,513244,489,1710,7926,1641,6801,
512,513244,489,7926,1710,6801,1641,
513,513244,489,2183,1709,6588,1640,
514,513244,497,1421,1102,5590,590,
515,513244,497,1102,1421,590,5590,
516,513244,498,923,902,592,497,
517,513244,498,902,923,497,592,
518,513244,498,6304,10574,3588,8377,
519,513244,499,2034,1135,5075,3370,
520,513244,499,1135,2034,3370,5075,
521,513244,521,8640,8816,7664,7271,
522,513244,521,8816,8640,7271,7664,
523,513244,522,558,632,5005,6176,
524,513244,522,632,558,6176,5005,
525,513244,523,1687,2089,934,990,
526,513244,523,2089,1687,990,934,
527,513244,524,4685,930,1270,606,
528,513244,524,1349,1338,5080,5043,
529,513244,524,930,4685,606,1270,
530,513244,524,1338,1349,5043,5080,
531,513244,536,1202,6559,4073,4072,
532,513244,536,6559,1202,4072,4073,
533,513244,543,424,10003,544,7758,
534,513244,543,10003,424,7758,544,
535,513244,547,4829,1118,1412,3130,
536,513244,565,915,1255,564,4504,
537,513244,565,1255,915,4504,564,
538,513244,576,1306,1398,4821,5453,
539,513244,576,1398,1306,5453,4821,
540,513244,578,998,4476,1644,6616,
541,513244,578,4476,998,6616,1644,
542,513244,587,1684,920,182,586,
543,513244,587,920,1684,586,182,
544,513244,587,1707,10324,1557,8143,
545,513244,587,10324,1707,8143,1557,
546,513244,589,922,1103,590,2964,
547,513244,589,1103,922,2964,590,
548,513244,589,6309,6305,3594,3589,
549,513244,589,6305,6309,3589,3594,
550,513244,591,973,1422,762,5590,
551,513244,595,9459,8357,7652,5276,
552,513244,595,925,1004,596,1869,
553,513244,595,1004,925,1869,596,
554,513244,595,8357,9459,5276,7652,
555,513244,599,7134,1384,5317,5310,
556,513244,599,1391,1384,5332,5310,
557,513244,601,927,928,600,602,
558,513244,601,928,927,602,600,
559,513244,603,1347,8160,5074,6943,
560,513244,603,8160,1347,6943,5074,
561,513244,603,6177,8172,3369,6938,
562,513244,604,495,7848,3369,6760,
563,513244,604,2033,1121,5074,3166,
564,513244,604,7688,2033,6667,5074,
565,513244,605,1225,929,499,606,
566,513244,605,929,1225,606,499,
567,513244,606,930,929,524,605,
568,513244,606,929,930,605,524,
569,513244,606,3776,7024,5081,5078,
570,513244,606,7024,3776,5078,5081,
571,513244,608,9003,8342,7419,7051,
572,513244,608,8342,9003,7051,7419,
573,513244,617,933,1447,618,5695,
574,513244,617,1447,933,5695,618,
575,513244,630,1891,939,3959,520,
576,513244,630,939,1891,520,3959,
577,513244,632,608,604,6066,6064,
578,513244,632,604,608,6064,6066,
579,513244,635,426,484,636,2757,
580,513244,635,4762,5707,1319,2735,
581,513244,635,484,426,2757,636,
582,513244,635,5707,4762,2735,1319,
583,513244,642,4763,432,1034,657,
584,513244,642,448,429,1334,641,
585,513244,651,663,664,1621,1622,
586,513244,651,664,663,1622,1621,
587,513244,651,9484,669,7685,1917,
588,513244,651,669,9484,1917,7685,
589,513244,657,432,431,642,656,
590,513244,657,431,432,656,642,
591,513244,666,714,665,3845,1339,
592,513244,666,665,714,1339,3845,
593,513244,666,6448,10668,3856,8414,
594,513244,671,522,562,4066,5177,
595,513244,671,6258,562,3531,5177,
596,513244,676,465,649,675,677,
597,513244,676,649,465,677,675,
598,513244,677,650,649,678,676,
599,513244,677,649,650,676,678,
600,513244,681,7794,434,6749,682,
601,513244,681,434,7794,682,6749,
602,513244,684,983,8421,1402,7084,
603,513244,684,8421,983,7084,1402,
604,513244,742,547,534,4612,4388,
605,513244,744,10391,9317,8172,7598,
606,513244,744,442,9988,745,7541,
607,513244,744,9988,442,7541,745,
608,513244,744,9317,10391,7598,8172,
609,513244,745,443,442,746,744,
610,513244,755,967,1024,750,2169,
611,513244,755,1024,967,2169,750,
612,513244,760,970,984,759,1529,
613,513244,760,984,970,1529,759,
614,513244,762,4680,973,1265,591,
615,513244,762,972,973,763,591,
616,513244,762,973,972,591,763,
617,513244,763,972,1107,762,2989,
618,513244,763,5943,1107,793,2989,
619,513244,771,7187,7081,1865,5228,
620,513244,771,7081,7187,5228,1865,
621,513244,771,2050,2059,5238,5258,
622,513244,771,2059,2050,5258,5238,
623,513244,775,1230,1120,4329,3161,
624,513244,775,1120,1230,3161,4329,
625,513244,788,4489,5137,790,1841,
626,513244,788,5137,4489,1841,790,
627,513244,789,5906,5310,787,2120,
628,513244,789,5310,5906,2120,787,
629,513244,790,4682,4683,1267,1268,
630,513244,790,4683,4682,1268,1267,
631,513244,798,1116,7115,3126,5282,
632,513244,798,6243,1380,3513,5293,
633,513244,798,7115,1116,5282,3126,
634,513244,798,1380,6243,5293,3513,
635,513244,815,7047,2042,5182,5183,
636,513244,815,2042,7047,5183,5182,
637,513244,830,4686,7008,1270,5024,
638,513244,830,8097,7015,6903,5038,
639,513244,830,7008,4686,5024,1270,
640,513244,830,7015,8097,5038,6903,
641,513244,901,659,778,268,5593,
642,513244,901,778,659,5593,268,
643,513244,903,8994,6967,7414,4909,
644,513244,903,10328,776,8059,5592,
645,513244,903,6967,8994,4909,7414,
646,513244,903,776,10328,5592,8059,
647,513244,913,4749,5690,1304,2372,
648,513244,913,5690,4749,2372,1304,
649,513244,914,4754,4753,912,1309,
650,513244,914,4533,6239,913,3509,
651,513244,914,4753,4754,1309,912,
652,513244,914,6239,4533,3509,913,
653,513244,927,8745,1892,2734,3977,
654,513244,927,1892,8745,3977,2734,
655,513244,986,4808,4809,985,989,
656,513244,986,4809,4808,989,985,
657,513244,989,4809,6032,986,3170,
658,513244,989,6032,4809,3170,986,
659,513244,991,1706,250,990,2024,
660,513244,991,250,1706,2024,990,
661,513244,1000,982,980,175,676,
662,513244,1000,980,982,676,175,
663,513244,1001,1681,1698,1000,1388,
664,513244,1001,1698,1681,1388,1000,
665,513244,1006,4567,1699,1007,1399,
666,513244,1006,1699,4567,1399,1007,
667,513244,1032,8010,7986,6859,546,
668,513244,1038,7659,684,6655,2767,
669,513244,1038,5656,684,2087,2767,
670,513244,1101,9222,658,7590,981,
671,513244,1101,658,9222,981,7590,
672,513244,1164,655,6140,3133,3323,
673,513244,1164,6140,655,3323,3133,
674,513244,1242,6759,6083,4430,3245,
675,513244,1242,6083,6759,3245,4430,
676,513244,1244,7853,5390,6776,1243,
677,513244,1244,5390,7853,1243,6776,
678,513244,1285,7364,8757,5958,7276,
679,513244,1285,8757,7364,7276,5958,
680,513244,1305,4750,6497,1304,3972,
681,513244,1305,6497,4750,3972,1304,
682,513244,1305,686,662,1619,1620,
683,513244,1305,662,686,1620,1619,
684,513244,1307,8458,660,7136,1618,
685,513244,1307,660,8458,1618,7136,
686,513244,1313,584,454,5424,457,
687,513244,1313,454,584,457,5424,
688,513244,1313,668,7730,1876,6687,
689,513244,1313,7730,668,6687,1876,
690,513244,1375,847,710,358,3790,
691,513244,1375,710,847,3790,358,
692,513244,1376,6419,6429,3816,3825,
693,513244,1376,759,713,5507,3822,
694,513244,1376,713,759,3822,5507,
695,513244,1376,6429,6419,3825,3816,
696,513244,1388,9368,1698,7776,1001,
697,513244,1388,1698,9368,1001,7776,
698,513244,1399,1699,1070,1006,2471,
699,513244,1399,1070,1699,2471,1006,
700,513244,1400,1705,1194,131,4032,
701,513244,1400,1194,1705,4032,131,
702,513244,1402,453,479,1403,2600,
703,513244,1402,479,453,2600,1403,
704,513244,1404,8642,8653,7230,7222,
705,513244,1404,8653,8642,7222,7230,
706,513244,1408,184,4827,1407,1409,
707,513244,1408,4827,184,1409,1407,
708,513244,1408,168,187,1602,2696,
709,513244,1408,187,168,2696,1602,
710,513244,1489,6084,6760,3245,4431,
711,513244,1489,6760,6084,4431,3245,
712,513244,1552,198,200,4015,4016,
713,513244,1552,200,198,4016,4015,
714,513244,1556,1094,1159,493,3606,
715,513244,1556,6319,1158,3603,3605,
716,513244,1556,1159,1094,3606,493,
717,513244,1556,1158,6319,3605,3603,
718,513244,1557,10369,1707,8308,587,
719,513244,1557,1707,10369,587,8308,
720,513244,1574,989,2093,115,5471,
721,513244,1574,1385,989,5318,115,
722,513244,1574,2093,989,5471,115,
723,513244,1575,742,691,5292,3125,
724,513244,1575,691,742,3125,5292,
725,513244,1577,657,690,1579,3110,
726,513244,1577,690,657,3110,1579,
727,513244,1579,10221,657,8073,1577,
728,513244,1579,657,10221,1577,8073,
729,513244,1583,1964,10555,4503,8365,
730,513244,1583,10555,1964,8365,4503,
731,513244,1584,9564,336,7809,4187,
732,513244,1584,336,9564,4187,7809,
733,513244,1585,204,181,4092,2686,
734,513244,1585,181,204,2686,4092,
735,513244,1587,173,7790,1609,6728,
736,513244,1587,7790,173,6728,1609,
737,513244,1588,7959,452,6830,1605,
738,513244,1588,244,354,1589,4980,
739,513244,1588,354,244,4980,1589,
740,513244,1588,452,7959,1605,6830,
741,513244,1590,451,477,1591,2542,
742,513244,1590,477,451,2542,1591,
743,513244,1592,519,8732,4065,7282,
744,513244,1592,8732,519,7282,4065,
745,513244,1593,589,590,5440,5442,
746,513244,1593,590,589,5442,5440,
747,513244,1593,2668,1513,6529,6039,
748,513244,1593,1513,2668,6039,6529,
749,513244,1597,9379,275,7809,3119,
750,513244,1597,275,9379,3119,7809,
751,513244,1599,175,8741,2664,7270,
752,513244,1599,8741,175,7270,2664,
753,513244,1606,1235,994,4339,1404,
