,meshcode,fromlinkno,tolinkno,snodeno,tnodeno,enodeno,day,shour,ehour,sdate,edate,cartype,carwait,carthaba,carthigh,geometry
1387,513244,10075,2156,8070,6096,6095,100000000,0000,2400,0101,1231,0,0,0,0,
1388,513244,10075,2157,8070,6096,5075,100000000,0000,2400,0101,1231,0,0,0,0,
1389,513244,10075,9967,6096,8070,6059,100000000,0000,2400,0101,1231,0,0,0,0,
1390,513244,10081,5506,8076,2364,1337,100000000,0000,2400,0101,1231,0,0,0,0,
1391,513244,10105,2428,7978,4386,4730,100000000,0000,2400,0101,1231,0,0,0,0,
1392,513244,10117,5541,8115,2466,2467,100000000,0000,2400,0101,1231,0,0,0,0,
1393,513244,10157,2592,8066,6076,5443,100000000,0000,2400,0101,1231,0,0,0,0,
1394,513244,10163,10751,7943,8082,8486,100000000,0000,2400,0101,1231,0,0,0,0,
1395,513244,10170,8403,1469,412,7093,100000000,0000,2400,0101,1231,0,0,0,0,
1396,513244,10173,10100,8097,8089,8175,100000000,0000,2400,0101,1231,0,0,0,0,
1397,513244,10195,10258,8262,8206,4190,100000000,0000,2400,0101,1231,0,0,0,0,
1398,513244,10195,10316,8262,8206,8131,100000000,0000,2400,0101,1231,0,0,0,0,
1399,513244,10224,10751,7537,8082,8486,100000000,0000,2400,0101,1231,0,0,0,0,
1400,513244,10228,10553,8235,8444,8419,100000000,0000,2400,0101,1231,0,0,0,0,
1401,513244,10228,10578,8235,8444,8321,100000000,0000,2400,0101,1231,0,0,0,0,
1402,513244,10228,10644,8235,8444,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1403,513244,10229,1964,8169,1583,4503,100000000,0000,2400,0101,1231,0,0,0,0,
1404,513244,10258,10195,4190,8206,8262,100000000,0000,2400,0101,1231,0,0,0,0,
1405,513244,10273,10414,8271,7651,7647,100000000,0000,2400,0101,1231,0,0,0,0,
1406,513244,10313,6395,8119,3752,388,100000000,0000,2400,0101,1231,0,0,0,0,
1407,513244,10313,6396,8119,3752,1177,100000000,0000,2400,0101,1231,0,0,0,0,
1408,513244,10316,10195,8131,8206,8262,100000000,0000,2400,0101,1231,0,0,0,0,
1409,513244,10326,5156,8054,485,1887,100000000,0000,2400,0101,1231,0,0,0,0,
1410,513244,10356,10676,8106,8294,8438,100000000,0000,2400,0101,1231,0,0,0,0,
1411,513244,10394,10431,2555,8240,8098,100000000,0000,2400,0101,1231,0,0,0,0,
1412,513244,10397,10438,7592,8295,3395,100000000,0000,2400,0101,1231,0,0,0,0,
1413,513244,10399,3030,8329,3010,3019,100000000,0000,2400,0101,1231,0,0,0,0,
1414,513244,10425,4994,8282,1090,1554,100000000,0700,0900,0101,1231,0,0,0,0,
1415,513244,10425,6738,8282,1090,4414,100000000,0000,2400,0101,1231,0,0,0,0,
1416,513244,10431,10394,8098,8240,2555,100000000,0000,2400,0101,1231,0,0,0,0,
1417,513244,10438,10397,3395,8295,7592,100000000,0000,2400,0101,1231,0,0,0,0,
1418,513244,10447,10319,8265,8394,8209,100000000,0000,2400,0101,1231,0,0,0,0,
1419,513244,10451,10378,8314,8155,8225,100000000,0000,2400,0101,1231,0,0,0,0,
1420,513244,10463,10599,8371,8294,221,100000000,0000,2400,0101,1231,0,0,0,0,
1421,513244,10465,10488,4148,8332,4147,100000000,0000,2400,0101,1231,0,0,0,0,
1422,513244,10479,10635,2236,7083,8402,100000000,0000,2400,0101,1231,0,0,0,0,
1423,513244,10488,6593,8332,4147,3034,100000000,0000,2400,0101,1231,0,0,0,0,
1424,513244,10488,10465,4147,8332,4148,100000000,0000,2400,0101,1231,0,0,0,0,
1425,513244,10494,10408,8428,8412,8265,100000000,0000,2400,0101,1231,0,0,0,0,
1426,513244,10497,1121,8228,3166,604,100000000,0000,2400,0101,1231,0,0,0,0,
1427,513244,10500,10620,3789,8444,8446,100000000,0000,2400,0101,1231,0,0,0,0,
1428,513244,10500,10644,3789,8444,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1429,513244,10501,8560,8326,7140,7176,100000000,0000,2400,0101,1231,0,0,0,0,
1430,513244,10521,10633,6775,8417,8446,100000000,0000,2400,0101,1231,0,0,0,0,
1431,513244,10524,10684,7748,8370,8437,100000000,0000,2400,0101,1231,0,0,0,0,
1432,513244,10544,10557,7068,8370,8388,100000000,0000,2400,0101,1231,0,0,0,0,
1433,513244,10549,10601,794,8361,8341,100000000,0000,2400,0101,1231,0,0,0,0,
1434,513244,10553,10567,8444,8419,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1435,513244,10553,10612,8444,8419,8237,100000000,0000,2400,0101,1231,0,0,0,0,
1436,513244,10554,10567,8400,8419,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1437,513244,10554,10612,8400,8419,8237,100000000,0000,2400,0101,1231,0,0,0,0,
1438,513244,10555,1964,8365,1583,4503,100000000,0000,2400,0101,1231,0,0,0,0,
1439,513244,10557,10674,8370,8388,8437,100000000,0000,2400,0101,1231,0,0,0,0,
1440,513244,10557,10684,8388,8370,8437,100000000,0000,2400,0101,1231,0,0,0,0,
1441,513244,10559,10629,8248,187,8408,100000000,0000,2400,0101,1231,0,0,0,0,
1442,513244,10567,10612,8417,8419,8237,100000000,0000,2400,0101,1231,0,0,0,0,
1443,513244,10567,10644,8419,8417,8444,100000000,0000,2400,0101,1231,0,0,0,0,
1444,513244,10568,2216,8385,2236,2330,100000000,0000,2400,0101,1231,0,0,0,0,
1445,513244,10568,10671,8385,2236,8421,100000000,0000,2400,0101,1231,0,0,0,0,
1446,513244,10570,10674,431,8388,8437,100000000,0000,2400,0101,1231,0,0,0,0,
1447,513244,10578,10620,8321,8444,8446,100000000,0000,2400,0101,1231,0,0,0,0,
1448,513244,10587,10572,8449,8351,8447,100000000,0000,2400,0101,1231,0,0,0,0,
1449,513244,10589,10549,8377,8361,794,100000000,0000,2400,0101,1231,0,0,0,0,
1450,513244,10597,8251,8406,7055,7002,100000000,0000,2400,0101,1231,0,0,0,0,
1451,513244,10599,10676,221,8294,8438,100000000,0000,2400,0101,1231,0,0,0,0,
1452,513244,10599,10685,8294,221,8438,100000000,0000,2400,0101,1231,0,0,0,0,
1453,513244,10606,10644,8440,8444,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1454,513244,10612,10553,8237,8419,8444,100000000,0000,2400,0101,1231,0,0,0,0,
1455,513244,10612,10554,8237,8419,8400,100000000,0000,2400,0101,1231,0,0,0,0,
1456,513244,10612,10693,8237,8419,8435,100000000,0000,2400,0101,1231,0,0,0,0,
1457,513244,10614,10685,7768,221,8438,100000000,0000,2400,0101,1231,0,0,0,0,
1458,513244,10620,10553,8446,8444,8419,100000000,0000,2400,0101,1231,0,0,0,0,
1459,513244,10620,10644,8446,8444,8417,100000000,0000,2400,0101,1231,0,0,0,0,
1460,513244,10628,10502,8410,3481,8293,100000000,0000,2400,0101,1231,0,0,0,0,
1461,513244,10633,10644,8446,8417,8444,100000000,0000,2400,0101,1231,0,0,0,0,
1462,513244,10633,10680,8446,8417,8283,100000000,0000,2400,0101,1231,0,0,0,0,
1463,513244,10635,10698,7083,8402,8434,100000000,0000,2400,0101,1231,0,0,0,0,
1464,513244,10635,10702,8402,7083,8434,100000000,0000,2400,0101,1231,0,0,0,0,
1465,513244,10639,10599,8408,221,8294,100000000,0000,2400,0101,1231,0,0,0,0,
1466,513244,10644,10620,8417,8444,8446,100000000,0000,2400,0101,1231,0,0,0,0,
1467,513244,10644,10633,8444,8417,8446,100000000,0000,2400,0101,1231,0,0,0,0,
1468,513244,10646,10698,7576,8402,8434,100000000,0000,2400,0101,1231,0,0,0,0,
1469,513244,10659,10568,8421,8385,2236,100000000,0000,2400,0101,1231,0,0,0,0,
1470,513244,10674,10557,8437,8388,8370,100000000,0000,2400,0101,1231,0,0,0,0,
1471,513244,10674,10584,8437,8388,8406,100000000,0000,2400,0101,1231,0,0,0,0,
