,meshcode,linkno,orflg,seccnt,secno,exflg,maxspeed,ssecichi,esecichi,geometry
0,513244,2,1,1,1,0,40,0,10000,
1,513244,3,1,1,1,0,40,0,10000,
2,513244,4,1,1,1,2,40,0,10000,
3,513244,5,1,2,1,2,40,0,3333,
4,513244,5,1,2,2,0,40,3333,10000,
5,513244,6,1,2,1,0,40,0,4444,
6,513244,6,1,2,2,2,40,4444,10000,
7,513244,7,1,1,1,0,60,0,10000,
8,513244,8,1,1,1,0,60,0,10000,
9,513244,9,1,1,1,0,60,0,10000,
10,513244,10,1,1,1,0,60,0,10000,
11,513244,11,1,1,1,0,60,0,10000,
12,513244,12,1,1,1,0,60,0,10000,
13,513244,13,1,1,1,0,60,0,10000,
14,513244,14,1,1,1,0,60,0,10000,
15,513244,15,1,1,1,0,60,0,10000,
16,513244,16,1,1,1,0,60,0,10000,
17,513244,17,1,1,1,0,60,0,10000,
18,513244,18,1,1,1,0,60,0,10000,
19,513244,19,1,1,1,0,60,0,10000,
20,513244,20,1,1,1,0,60,0,10000,
21,513244,21,1,1,1,2,40,0,10000,
22,513244,22,1,1,1,2,40,0,10000,
23,513244,23,1,1,1,2,40,0,10000,
24,513244,24,1,1,1,2,40,0,10000,
25,513244,28,1,1,1,0,60,0,10000,
26,513244,29,1,1,1,0,60,0,10000,
27,513244,30,1,1,1,0,60,0,10000,
28,513244,31,1,1,1,0,60,0,10000,
29,513244,32,1,1,1,0,60,0,10000,
30,513244,33,1,1,1,0,60,0,10000,
31,513244,43,1,1,1,0,60,0,10000,
32,513244,44,1,1,1,0,60,0,10000,
33,513244,45,1,1,1,0,60,0,10000,
34,513244,71,1,1,1,0,60,0,10000,
35,513244,73,1,1,1,0,60,0,10000,
36,513244,860,1,1,1,2,40,0,10000,
37,513244,861,1,1,1,2,40,0,10000,
38,513244,862,1,1,1,2,40,0,10000,
39,513244,863,1,1,1,2,40,0,10000,
40,513244,7602,1,1,1,2,40,0,10000,
41,513244,7608,1,1,1,2,40,0,10000,
42,513244,7616,1,1,1,0,40,0,10000,
43,513244,7621,1,1,1,0,40,0,10000,
44,513244,7731,1,1,1,0,60,0,10000,
45,513244,7742,1,1,1,0,60,0,10000,
46,513244,7745,1,1,1,0,60,0,10000,
47,513244,7749,1,1,1,0,60,0,10000,
48,513244,7753,1,1,1,0,40,0,10000,
49,513244,7759,1,1,1,0,40,0,10000,
50,513244,7800,1,1,1,0,40,0,10000,
51,513244,7805,1,1,1,0,40,0,10000,
52,513244,7811,1,2,1,2,40,0,7391,
53,513244,7811,1,2,2,0,40,7391,10000,
54,513244,7817,1,1,1,0,40,0,10000,
55,513244,8660,1,1,1,2,60,0,10000,
56,513244,9384,1,1,1,0,60,0,10000,
57,513244,9391,1,1,1,2,30,0,10000,
58,513244,9425,1,2,1,0,60,0,9855,
59,513244,9425,1,2,2,0,40,9855,10000,
60,513244,9426,1,1,1,0,60,0,10000,
61,513244,9427,1,1,1,0,60,0,10000,
62,513244,9428,1,1,1,0,40,0,10000,
63,513244,9481,1,2,1,2,40,0,3034,
64,513244,9481,1,2,2,0,40,3034,10000,
65,513244,9551,1,1,1,0,60,0,10000,
66,513244,9563,1,1,1,0,60,0,10000,
67,513244,9569,1,1,1,0,60,0,10000,
68,513244,9576,1,1,1,2,60,0,10000,
69,513244,9617,1,1,1,0,60,0,10000,
70,513244,9618,1,1,1,0,40,0,10000,
71,513244,9626,1,1,1,0,60,0,10000,
72,513244,9757,1,2,1,2,40,0,2043,
73,513244,9757,1,2,2,0,40,2043,10000,
74,513244,9778,1,1,1,0,60,0,10000,
75,513244,9807,1,1,1,0,60,0,10000,
76,513244,9808,1,1,1,0,60,0,10000,
77,513244,9814,1,1,1,0,40,0,10000,
78,513244,9853,1,1,1,0,60,0,10000,
79,513244,9862,1,1,1,0,60,0,10000,
80,513244,9935,1,2,1,2,40,0,2986,
81,513244,9935,1,2,2,0,40,2986,10000,
82,513244,9936,1,1,1,2,60,0,10000,
83,513244,9949,1,2,1,0,40,0,5112,
84,513244,9949,1,2,2,2,40,5112,10000,
85,513244,9950,1,1,1,0,40,0,10000,
86,513244,10000,1,1,1,0,60,0,10000,
87,513244,10043,1,2,1,0,40,0,6414,
88,513244,10043,1,2,2,2,40,6414,10000,
89,513244,10085,1,1,1,0,60,0,10000,
90,513244,10109,1,1,1,2,60,0,10000,
91,513244,10124,1,1,1,0,40,0,10000,
92,513244,10139,1,1,1,0,60,0,10000,
93,513244,10144,1,1,1,0,60,0,10000,
94,513244,10167,1,1,1,0,40,0,10000,
95,513244,10179,1,2,1,0,40,0,6267,
96,513244,10179,1,2,2,2,40,6267,10000,
97,513244,10181,1,2,1,2,40,0,4775,
98,513244,10181,1,2,2,0,40,4775,10000,
99,513244,10191,1,2,1,0,40,0,4926,
100,513244,10191,1,2,2,2,40,4926,10000,
101,513244,10207,1,1,1,0,40,0,10000,
