,meshcode,recordid,areano,nextflg,elcode,objectid,elcnt,dspflg,geometry
162,513244,4,185,0,540000,7-50-7-313-39444185,116,ÿÿÿÿÿÇÿÿÿÿþÿÿÿ,
163,513244,4,186,0,540000,7-50-7-313-39449548,26,ÿÿÿ,
164,513244,4,187,0,540000,7-50-7-313-39449548,43,ÿÿÿÿÿÀ,
165,513244,4,188,1,540000,7-50-7-325-52062086,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
166,513244,4,188,2,540000,7-50-7-325-52062086,307,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
167,513244,4,189,0,540000,7-50-7-325-52062086,317,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿýÿÿÿÿÿÿÿÿÿÿÿþÿÿø,
168,513244,4,190,0,540000,7-50-7-325-52062086,6,ø,
169,513244,4,191,0,540000,7-50-7-325-52062086,223,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
170,513244,4,192,1,540000,7-50-7-325-52062093,400,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
171,513244,4,192,2,540000,7-50-7-325-52062093,319,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿü,
172,513244,4,193,0,540000,7-50-7-325-52062134,68,,
173,513244,4,194,0,540000,7-50-7-325-52062138,16,,
174,513244,4,195,1,540000,7-50-7-325-52062142,400,ÿÿûÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
175,513244,4,195,2,540000,7-50-7-325-52062142,41,ÿÿÿÿÿ,
176,513244,4,196,0,540000,7-50-7-325-52062142,217,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿàÿÿÿÿÿ,
177,513244,4,197,0,540000,7-50-7-325-52062142,315,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÀ,
178,513244,4,198,1,540000,7-50-7-325-52062142,400,ÿÿÿÿÿÿÿÿÿÿÿýÿÿÿÿÿÿÿÿ÷ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
179,513244,4,198,2,540000,7-50-7-325-52062142,273,ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,
