,meshcode,elcode,linkno,snodeno,enodeno,oneway,netlevel,attrnmno,objectid,geometry
0,513244,032214,1,7935,94,1,6,1,7-33-21-43-1539382,"LINESTRING (476992516 123748920, 476992230 123749620, 476991902 123750187, 476991493 123750787, 476990921 123751587)"
1,513244,031513,21,101,102,1,5,21,4-33-21-5-1678153,"LINESTRING (477026513 123612404, 477025410 123612637)"
2,513244,031513,22,103,102,1,5,22,4-33-21-5-1678170,"LINESTRING (477026146 123611870, 477025410 123612637)"
3,513244,031513,23,104,101,1,5,23,4-33-21-5-1678187,"LINESTRING (477026104 123613370, 477026513 123612404)"
4,513244,031513,24,104,105,1,5,24,4-33-21-5-1678204,"LINESTRING (477026104 123613370, 477027373 123613404)"
5,513244,031414,25,114,113,1,6,25,4-33-21-5-1678221,"LINESTRING (477121122 123716892, 477120590 123717025)"
6,513244,031124,26,113,144,1,6,26,4-33-21-5-1678236,"LINESTRING (477120590 123717025, 477119649 123717292)"
7,513244,031214,27,156,142,1,6,27,4-33-21-5-1678259,"LINESTRING (477098624 123732023, 477097561 123732090)"
8,513244,031223,28,3122,3501,1,5,28,4-33-21-5-1678308,"LINESTRING (477015387 123620969, 477016533 123620303, 477018087 123619303, 477019846 123618004, 477021196 123616970, 477022178 123616204)"
9,513244,031223,29,3502,3113,1,5,29,4-33-21-5-1678327,"LINESTRING (477021851 123615970, 477020869 123616670, 477019560 123617670, 477017514 123619069, 477015633 123620169, 477014487 123620603)"
10,513244,031223,30,3503,27,1,5,30,4-33-21-5-1678346,"LINESTRING (477026432 123612704, 477027495 123611704)"
11,513244,031223,31,3501,3503,1,5,31,4-33-21-5-1678365,"LINESTRING (477022178 123616204, 477023978 123614704, 477025124 123613770, 477026432 123612704)"
12,513244,031223,32,3504,3502,1,5,32,4-33-21-5-1678382,"LINESTRING (477026186 123612404, 477025410 123613070, 477024592 123613804, 477023733 123614437, 477022710 123615304, 477021851 123615970)"
13,513244,031223,33,26,3504,1,5,33,4-33-21-5-1678399,"LINESTRING (477026841 123611704, 477026186 123612404)"
14,513244,031514,34,314,3576,1,6,34,4-33-21-5-1678446,"LINESTRING (476998530 123732122, 476998979 123732689, 476999060 123732989, 476999101 123733289, 476999101 123733655, 476999020 123733989, 476998938 123734189, 476998856 123734322)"
15,513244,031514,35,3576,124,1,6,35,4-33-21-5-1678461,"LINESTRING (476998856 123734322, 476998774 123734422, 476998488 123734622, 476998324 123734689, 476998121 123734722, 476997834 123734689, 476997630 123734622, 476997548 123734555, 476997425 123734422, 476997384 123734322, 476997384 123734089, 476997548 123733655, 476998080 123732555)"
16,513244,031514,36,126,3577,1,6,36,4-33-21-5-1678474,"LINESTRING (476994152 123740421, 476995052 123738788, 476995543 123737021, 476995666 123736721, 476995789 123736454, 476995993 123736188, 476996321 123735921, 476996771 123735689, 476998242 123735155, 476998651 123734955, 476999020 123734689, 476999183 123734522, 476999388 123734255)"
17,513244,031514,37,3577,314,1,6,37,4-33-21-5-1678487,"LINESTRING (476999388 123734255, 476999470 123733989, 476999470 123733689, 476999510 123733389, 476999470 123733089, 476999388 123732822, 476999183 123732522, 476998530 123732122)"
18,513244,031214,38,113,4916,1,5,38,4-33-21-5-1678502,"LINESTRING (477120590 123717025, 477120427 123718058)"
19,513244,031214,39,5397,114,1,5,39,4-33-21-5-1678530,"LINESTRING (477121081 123717758, 477121122 123716892)"
20,513244,031214,40,5450,113,1,5,40,4-33-21-5-1678556,"LINESTRING (477120672 123716225, 477120590 123717025)"
21,513244,031124,41,3506,6016,1,6,41,4-33-21-5-1678636,"LINESTRING (477111346 123723624, 477112246 123722791, 477113760 123721592, 477115355 123720492, 477117277 123719325, 477117931 123718992)"
22,513244,031124,42,144,6012,1,6,42,4-33-21-5-1678653,"LINESTRING (477119649 123717292, 477118259 123717892, 477116704 123718658, 477115641 123719225, 477114332 123720125, 477113228 123721058, 477112819 123721425, 477111919 123722258, 477110896 123723291, 477110200 123724024, 477108932 123725324)"
23,513244,032213,43,87,108,1,5,43,4-33-21-5-1678670,"LINESTRING (476990926 123627535, 476992316 123626535, 476993871 123625802, 476995221 123625235, 476996285 123624902, 476997389 123624602, 476998371 123624402, 476999844 123624168, 477000212 123624135)"
24,513244,032243,44,108,109,1,5,44,4-33-21-5-1678687,"LINESTRING (477000212 123624135, 477004629 123623968, 477008025 123623603, 477009497 123623269, 477011215 123622769)"
25,513244,032243,45,110,111,1,5,45,4-33-21-5-1678706,"LINESTRING (477010765 123621936, 477009047 123622236, 477005856 123622703, 477001070 123623202)"
26,513244,032214,46,142,143,1,6,46,4-33-21-5-1678767,"LINESTRING (477097561 123732090, 477097111 123732056, 477096661 123732023)"
27,513244,033114,47,101,105,0,5,47,4-33-21-5-1678782,"LINESTRING (477026513 123612404, 477027373 123613404)"
28,513244,033114,48,105,146,0,5,48,4-33-21-5-1678805,"LINESTRING (477027373 123613404, 477028313 123614304, 477030277 123615704)"
29,513244,032114,49,153,154,0,5,49,4-33-21-5-1678826,"LINESTRING (477123619 123676964, 477123250 123676598)"
30,513244,032114,50,173,174,0,6,50,4-33-21-5-1678847,"LINESTRING (477303515 123878379, 477303065 123877613, 477302492 123876746, 477301306 123875513, 477300160 123874580, 477298442 123873313, 477297789 123872680, 477297134 123871980)"
31,513244,032114,51,175,176,0,6,51,4-33-21-5-1678870,"LINESTRING (477295007 123863014, 477295293 123861414, 477295498 123860747, 477296316 123858214, 477297052 123855948)"
32,513244,033114,52,103,101,0,5,52,4-33-21-5-1678916,"LINESTRING (477026146 123611870, 477026513 123612404)"
