,meshcode,linkno,orflg,signcnt,signno,maxspeed,signkeido,signido,signpos,variable,existroad,exlinkno,geometry
0,513244,3,1,1,1,40,477051975,123903812,0,0,0,0,
1,513244,5,1,2,1,40,477052549,123895064,0,0,0,0,
2,513244,5,1,2,2,40,477051997,123898585,0,0,0,0,
3,513244,6,1,1,1,40,477053876,123894655,0,0,0,0,
4,513244,10,1,1,1,60,477064547,123909249,0,0,0,0,
5,513244,12,1,1,1,60,477053018,123896400,0,0,0,0,
6,513244,15,1,1,1,60,477053000,123889082,0,0,0,0,
7,513244,28,1,1,1,60,477020791,123617542,0,0,0,0,
8,513244,43,1,1,1,60,476991272,123627840,0,0,0,0,
9,513244,71,1,1,1,60,477014394,123620327,0,0,0,0,
10,513244,7602,1,1,1,40,477019960,123858262,0,0,1,7753,
11,513244,7608,1,1,1,40,477020022,123857433,0,0,1,7759,
12,513244,7616,1,1,1,40,477052547,123899629,0,0,0,0,
13,513244,7749,1,1,1,60,477049299,123872156,0,0,0,0,
14,513244,7805,1,2,1,40,477022795,123614570,0,0,0,0,
15,513244,7805,1,2,2,40,477025416,123612456,0,0,0,0,
16,513244,7811,1,1,1,40,477020836,123617795,0,0,0,0,
17,513244,7817,1,2,1,40,477023924,123615355,0,0,0,0,
18,513244,7817,1,2,2,40,477026301,123613525,0,0,0,0,
19,513244,9425,1,2,1,60,477005982,123681959,0,0,0,0,
20,513244,9425,1,2,2,40,477042738,123670125,0,0,0,0,
21,513244,9481,1,1,1,40,476995343,123766448,0,0,0,0,
22,513244,9617,1,1,1,60,476992388,123684457,0,0,0,0,
23,513244,9757,1,1,1,40,477036144,123856317,0,0,0,0,
24,513244,9808,1,1,1,60,477044452,123670305,0,0,0,0,
25,513244,9853,1,2,1,60,476997913,123724637,0,0,0,0,
26,513244,9853,1,2,2,60,476994388,123747391,0,0,0,0,
27,513244,9935,1,2,1,40,476998732,123683750,0,0,0,0,
28,513244,9935,1,2,2,40,476994944,123684025,0,0,0,0,
29,513244,9949,1,1,1,40,476992710,123704908,0,0,0,0,
30,513244,9950,1,1,1,40,476997342,123714798,0,0,0,0,
31,513244,10000,1,1,1,60,477006520,123830093,0,0,0,0,
32,513244,10043,1,1,1,40,476998408,123684953,0,0,0,0,
33,513244,10139,1,1,1,60,476991788,123685023,0,0,0,0,
34,513244,10167,1,1,1,40,476995267,123788192,0,0,0,0,
35,513244,10179,1,1,1,40,477005912,123820266,0,0,0,0,
36,513244,10181,1,1,1,40,477004505,123839347,0,0,0,0,
37,513244,10191,1,1,1,40,477029436,123855795,0,0,0,0,
38,513244,10243,1,1,1,40,477005928,123833590,0,0,0,0,
39,513244,10244,1,1,1,60,477007206,123845135,0,0,0,0,
40,513244,10286,1,1,1,60,476994392,123771487,0,0,0,0,
41,513244,10327,1,1,1,40,476997865,123713977,0,0,0,0,
42,513244,10341,1,2,1,60,476997707,123723644,0,0,0,0,
43,513244,10341,1,2,2,60,476994296,123745121,0,0,0,0,
44,513244,10342,1,1,1,60,476995962,123803546,16,0,0,0,
45,513244,10343,1,1,1,60,476995419,123771673,0,0,0,0,
46,513244,10344,1,1,1,40,476995627,123778717,0,0,0,0,
47,513244,10349,1,1,1,40,477008111,123822261,0,0,0,0,
48,513244,10355,1,1,1,60,477007015,123824540,0,0,0,0,
49,513244,10356,1,1,1,40,477009837,123849991,0,0,0,0,
50,513244,10386,1,1,1,40,476994303,123766515,0,0,0,0,
51,513244,10388,1,1,1,40,477001130,123813119,0,0,0,0,
52,513244,10437,1,1,1,40,477005615,123841931,0,0,0,0,
53,513244,10492,1,1,1,60,477045791,123864751,0,0,0,0,
54,513244,10532,1,1,1,40,477002569,123813558,0,0,0,0,
55,513244,10580,1,1,1,40,476994390,123777282,0,0,0,0,
56,513244,10596,1,1,1,60,476995962,123803546,16,0,0,0,
57,513244,10606,1,1,1,40,476994164,123787680,0,0,1,10592,
58,513244,10719,1,1,1,30,477068577,123912495,0,0,0,0,
